Gene_ID	CDS_length	chr	testis_TR.R1	testis_TR.R2	testis_TR.R3	testis_RP.R1	testis_RP.R2	testis_RP.R3	spermatocytes_TR.R1	spermatocytes_TR.R2	spermatocytes_RP.R1	spermatocytes_RP.R2	roundSpermatids_TR.R1	roundSpermatids_TR.R2	roundSpermatids_RP.R1	roundSpermatids_RP.R2	elongatingSpermatids_TR.R1	elongatingSpermatids_TR.R2	elongatingSpermatids_RP.R1	elongatingSpermatids_RP.R2	spermatozoa_TR.R1	spermatozoa_TR.R2	spermatozoa_RP.R1	spermatozoa_RP.R2
ENSMUSG00000000782	819	11	0.9851	1.8056	0.6956	10.8568	5.4915	6.9408	0.8838	0.8024	2.3763	3.2033	0.0771	0.3975	0.5138	1.9929	0.285	0.0395	0.594	0.2317	0.0879	0.208	0.3173	0.4805
ENSMUSG00000000787	1989	X	46.0741	19.3845	18.879	153.3212	88.869	90.6555	3.7254	2.41	18.4785	13.0411	4.6047	3.9933	27.5639	28.611	6.7071	2.3393	28.9233	11.368	164.1086	218.6405	323.8351	279.4325
ENSMUSG00000000791	257	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000000792	1857	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000000794	2199	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000000804	4815	11	99.9782	85.6641	87.0417	30.1055	36.151	38.8542	121.9846	124.7293	28.781	22.4951	63.4128	71.4989	20.366	13.9014	43.106	38.9521	4.8171	3.5988	16.1732	32.2551	8.8428	11.3027
ENSMUSG00000000805	918	11	1.77	1.8122	1.1536	11.3048	7.2133	6.7798	0.1844	0.3028	0.3808	0	1.0521	0.896	2.3666	1.9261	2.0991	1.8759	5.7234	7.6184	0.3792	0.0747	0	0
ENSMUSG00000000811	1848	6	395.1647	409.957	391.0347	237.4322	270.4378	311.2558	528.4604	527.3253	274.9351	376.6507	548.1205	543.61	133.8126	171.2661	182.9784	148.2934	73.0888	50.0564	23.1745	23.5425	18.457	26.0349
ENSMUSG00000000817	NA	1	0.8149	0.8112	1.2781	0.1786	0.6012	0.3691	0.2476	0.3485	0.1395	0	3.1232	2.0402	1.2171	0.2984	0	0.3435	0	0	0	0	0	0
ENSMUSG00000000823	2640	2	22.4449	24.0253	23.5952	17.6445	20.3255	19.5145	37.3743	46.8894	30.3841	22.2996	14.1964	19.0001	9.02	9.0924	5.8571	7.2136	2.8217	2.8216	7.9288	10.228	6.1896	8.0665
ENSMUSG00000000826	597	2	32.1052	18.4521	18.8409	63.7653	46.1746	40.1182	23.4736	20.4102	9.2223	6.3764	7.2587	9.3847	7.2782	5.249	7.1825	5.0749	13.2151	13.8047	126.8147	148.2928	214.8962	162.5754
ENSMUSG00000000827	621	2	29.3488	16.8246	17.7985	110.8249	80.512	72.1428	8.6665	8.2492	19.3824	18.675	5.0545	5.3071	11.5929	14.5329	3.9756	1.6263	12.1046	4.8491	121.5262	89.5084	117.9277	97.7268
ENSMUSG00000000838	1782	X	21.1995	13.1602	11.5013	40.3677	37.9056	42.2346	2.4511	1.7043	3.5334	2.5833	6.4015	5.6408	12.6458	14.5956	2.6736	2.4693	4.1043	2.846	14.8968	28.4954	19.7902	27.368
ENSMUSG00000000861	2508	11	3.1467	3.6142	4.0148	2.4049	3.1351	3.557	3.0523	2.2427	4.6393	4.8834	4.3402	3.1387	4.539	4.4914	3.1653	2.7378	1.2452	1.2205	0.0378	0.0596	0	0.0826
ENSMUSG00000000876	639	2	3.8163	2.1327	1.9855	16.0821	10.4721	8.4505	0.2441	0.2291	0.8708	0.0693	0.2566	0.1032	0.4667	0.3923	0.5423	0.2258	2.3315	1.2401	55.6	44.8295	101.533	73.9219
ENSMUSG00000000881	2508	X	6.9627	5.6338	6.6596	8.5747	6.2881	10.9223	1.6415	0.9758	1.3322	0.5555	7.1374	6.0615	9.5054	6.7589	5.5033	5.4739	2.7221	2.1546	14.1529	18.1277	15.0403	14.3483
ENSMUSG00000000884	981	16	21.5878	23.7899	24.7972	8.2581	5.5771	6.6369	35.7792	35.7706	11.0158	12.0474	26.8863	26.6746	10.6823	9.9025	8.8745	5.6988	3.1064	3.2312	11.1184	8.7022	6.9224	5.1814
ENSMUSG00000000901	813	10	2.8054	1.1636	1.7999	8.4541	3.8521	4.5885	0.2841	0.1	0.4401	0.0605	0.32	0.1801	0.4656	0	0.2959	0.1478	0.8326	0.2165	0.2191	0.6911	0.0791	0.6585
ENSMUSG00000000902	1158	10	66.3497	69.9371	67.0493	114.8704	99.912	103.3236	122.1818	145.2972	120.2506	117.6067	41.1733	50.1784	43.9923	53.3083	16.3907	10.5877	16.4361	9.3888	85.4469	80.6808	144.8875	120.878
ENSMUSG00000000903	372	10	1.3801	0.3053	1.0494	6.3517	2.0364	0.9029	1.6774	1.8689	1.8107	3.2127	1.0705	0.3544	0.229	0.1685	0.4657	0.1939	0.4551	0	0	0	0	0
ENSMUSG00000000915	3207	5	30.8566	29.8523	24.3916	6.4205	7.139	5.1077	55.6959	66.0285	12.949	11.1522	20.539	22.5365	6.9205	6.4882	12.2902	10.0883	2.7135	1.3179	68.546	60.5743	46.5972	33.7621
ENSMUSG00000000916	933	5	10.4968	9.3014	9.5293	12.6359	10.8074	11.6986	10.7123	11.3857	14.9571	13.0765	3.5019	3.819	4.5707	4.6624	3.2531	1.9608	2.2283	0.9447	13.7108	8.5039	5.3129	4.2627
ENSMUSG00000000934	1782	15	16.3738	11.7581	13.9933	10.0183	8.5494	9.1632	3.6913	1.9302	2.1365	1.0433	10.5816	11.8364	12.1677	9.5663	17.087	17.8519	7.2395	8.0341	17.012	13.2718	6.4849	4.2048
ENSMUSG00000000942	858	6	25.3806	19.6557	13.593	4.9832	2.845	2.8005	36.6357	45.078	12.3902	13.0006	28.0652	34.4165	6.1068	6.9393	74.4599	40.1879	9.5503	17.9792	0.1869	2.1374	0.0675	0.2043
ENSMUSG00000000957	1749	14	11.8883	7.2399	6.0963	58.1343	34.2173	36.6203	0.5797	0.1674	4.8391	0.9617	0.817	0.6595	9.4989	6.3426	1.3868	0.5568	7.0469	2.7487	0.5503	2.2055	0.7942	4.1839
ENSMUSG00000000958	381	14	5.6095	4.593	5.8889	5.1622	4.7769	4.8876	6.0208	5.7524	5.54	3.898	4.6604	4.9876	7.1137	5.2739	2.6276	2.541	1.1485	0.3791	3.2959	4.5375	2.2904	2.2295
ENSMUSG00000000959	1302	14	16.0683	10.2053	8.0394	55.5378	37.2695	33.6154	8.8862	7.8972	18.6467	17.0324	3.1124	2.9362	5.2349	7.1241	2.7278	1.3851	7.9579	2.0288	42.8716	46.9172	58.2025	60.7129
ENSMUSG00000000976	3555	11	6.2099	5.3509	4.873	7.2162	6.5822	6.8389	10.0268	8.8313	7.9496	8.8403	1.555	1.6502	2.0011	2.6797	0.7676	0.5682	1.0096	0.6687	9.9939	11.7223	7.8471	8.246
ENSMUSG00000000982	279	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000000983	225	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001014	789	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001016	1173	3	77.2867	69.563	68.7671	139.374	158.0102	141.76	107.0126	123.9672	333.8287	328.489	36.7636	42.3972	74.339	93.2885	12.776	7.2874	26.0662	13.3312	144.5369	114.7202	146.2456	118.6045
ENSMUSG00000001017	750	3	52.7658	52.3162	54.5892	92.4631	69.8063	68.8288	86.0065	98.9914	177.7846	148.7859	28.6086	29.5733	43.6779	38.941	9.4133	4.3282	8.9391	3.5924	62.1279	46.9635	46.1212	29.6212
ENSMUSG00000001018	411	3	52.1516	42.5528	49.9858	52.836	56.3192	40.6094	72.4951	88.0504	49.5935	60.4187	20.6884	26.6221	24.7715	26.0757	15.5969	7.2838	9.639	8.0979	86.6389	65.5442	56.4214	47.0167
ENSMUSG00000001020	306	3	11.8336	0.7249	2.1804	45.3256	10.3871	13.0832	0.5532	0.3114	3.7386	3.2021	1.9935	1.9634	22.6589	20.2688	0	0.307	0.7204	1.7984	2.0476	0.5382	1.0672	2.0511
ENSMUSG00000001025	270	3	33.9095	24.3957	18.3446	165.718	104.2793	157.7948	7.7036	2.5749	49.1351	17.3777	8.6756	8.4223	93.2439	122.561	2.7271	0.9351	8.6531	6.6526	12.4755	8.1973	11.0751	20.6108
ENSMUSG00000001029	834	11	1.7442	1.566	0.8192	7.0604	3.6333	3.5006	0.0623	0.0877	0.1405	0	0	0.0395	0.2554	0	0.0519	0.0865	0.0406	0	6.1544	5.5351	7.9806	10.2453
ENSMUSG00000001034	2421	11	4.1352	3.2133	2.6506	6.522	5.2151	4.4608	1.9653	1.5719	3.4233	2.45	0.4354	0.5445	1.9179	1.8639	0.4473	0.2384	0.5734	0.8074	2.6833	3.2911	1.2112	1.2488
ENSMUSG00000001036	1959	11	20.8891	17.2128	17.4261	14.2428	12.3339	11.4155	31.4088	36.8573	11.5309	9.4321	5.0307	6.1564	2.1681	1.8578	4.4573	2.8846	1.4392	0.4432	43.1947	39.2574	24.6979	27.2761
ENSMUSG00000001039	615	11	172.2453	209.0358	204.0411	80.3773	82.0502	55.2022	216.1555	235.9092	176.7627	168.275	219.3863	218.6943	168.8018	144.3013	44.7919	29.7929	22.5184	9.7928	20.4737	17.8912	14.7436	12.8961
ENSMUSG00000001052	3756	3	21.8244	12.9561	17.0067	21.6085	21.4463	22.2322	11.9545	7.628	8.4364	7.1888	17.5119	18.0227	18.9177	14.7005	4.6934	8.1816	5.6884	5.6121	21.1175	29.0086	36.4374	34.8586
ENSMUSG00000001053	1614	11	11.3187	13.5801	14.5881	3.6018	3.2594	3.8259	13.8696	16.8447	1.8689	1.2615	10.6526	12.2516	1.9531	1.7474	6.6016	4.2906	0.7133	0.3601	29.1183	25.7412	6.7056	7.2216
ENSMUSG00000001054	1182	11	62.9802	62.3077	60.9362	45.4062	47.5691	42.4927	64.427	68.3841	15.5844	12.0209	80.4781	81.1375	7.3521	7.3702	16.3798	7.1709	6.9038	2.3688	46.9527	36.8076	32.2516	25.4309
ENSMUSG00000001056	462	11	28.7999	17.6986	18.3786	83.2099	69.8697	63.9764	8.554	10.5338	15.7839	12.3594	8.4164	9.5589	10.9724	13.43	14.8126	11.8666	26.0181	22.1838	70.4784	54.75	69.1512	49.2244
ENSMUSG00000001062	1953	8	7.8644	8.6352	6.9712	2.9574	2.3704	3.0692	10.7566	12.628	4.0937	2.7198	5.2653	5.805	1.5923	1.1874	5.4779	5.8359	0.7975	1.055	9.9377	10.1994	2.8351	4.3975
ENSMUSG00000001065	1284	8	6.8175	6.6786	6.8371	7.8263	5.7711	5.7835	8.427	7.9331	6.8413	4.5823	2.298	1.8041	2.5629	1.4946	0.7747	0.4105	0.6607	1.489	17.2136	13.367	7.9783	8.1699
ENSMUSG00000001076	717	15	0.537	0.396	0.9528	0.5754	0.9979	0.7928	0.1088	0	0.2859	0.0617	0.8494	0.9193	1.3071	2.1853	4.2286	2.0122	4.9114	4.4946	0	0	0	0
ENSMUSG00000001082	1371	5	3.2454	1.2425	1.1212	16.8788	9.5161	6.5204	0.2086	0.1068	0.8544	0.4843	0.0854	0.1923	1.0254	1.28	0.2211	0.1052	0.8397	0.4624	8.5406	11.3466	22.1065	26.6873
ENSMUSG00000001089	3207	4	101.6015	147.4555	140.1948	22.0915	47.3351	57.5544	33.9364	15.9737	8.6387	2.2774	160.1411	165.2159	68.8195	41.7431	435.5333	496.171	62.3356	80.6031	10.1281	26.383	7.3571	8.9905
ENSMUSG00000001095	NA	11	0.4859	0.4514	0.4434	5.2818	3.7282	4.1227	0.0295	0	0.1996	0	0.0266	0	0.1935	0.1424	0.0246	0.0205	1.0383	0.24	10.7479	32.3902	96.4938	128.668
ENSMUSG00000001098	951	5	40.4437	42.3933	38.4589	70.5542	70.0103	68.8433	45.9845	51.1354	30.6716	31.5573	37.513	44.9821	31.0868	42.9025	10.1564	4.8546	13.2094	5.6662	23.4442	27.0633	38.2395	30.2719
ENSMUSG00000001100	1107	11	135.1126	147.5233	130.4378	83.108	76.8342	62.9695	191.0391	198.3264	31.3229	31.9884	126.6423	132.5718	17.8168	19.136	91.2819	93.6079	24.9286	28.9202	132.4343	103.5087	73.1953	51.6557
ENSMUSG00000001103	573	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001105	399	11	171.2395	119.9704	120.1616	151.3373	109.8029	87.8057	187.5355	220.3726	177.4766	208.7838	40.86	50.633	81.781	85.2921	18.9969	8.4069	16.3785	9.4007	203.2123	161.1812	89.8851	84.342
ENSMUSG00000001119	3078	10	9.8131	8.4308	10.852	36.8717	26.8266	42.1293	1.3093	0.4636	1.4177	0.3595	1.6895	1.1457	4.8716	2.362	0.7036	0.2344	3.6192	0.2231	0.8338	0.4314	0.0564	0.5552
ENSMUSG00000001120	1116	10	102.319	119.6211	102.2756	89.1255	120.6385	138.05	224.4441	208.6617	81.507	57.4717	142.9162	130.8234	40.6139	36.1101	27.711	17.3877	13.805	6.6273	61.2995	67.9393	113.4021	95.5678
ENSMUSG00000001123	969	11	2.1835	1.1773	0.6615	28.4131	19.6669	14.5872	0.2488	0.0584	1.2144	0.9883	0.0374	0.0526	2.9894	1.2994	0.1382	0	1.8361	1.0111	9.4653	8.0684	61.0458	42.9797
ENSMUSG00000001127	672	X	8.7923	7.0079	7.2593	16.2213	10.5968	8.1425	0.9598	0.6451	0.8874	0.3414	3.4588	4.4124	2.7695	2.797	4.2	4.67	2.276	2.0957	100.8791	89.2973	66.3268	48.0432
ENSMUSG00000001128	1395	X	3.5653	1.4402	0.9724	9.9199	3.6596	5.2422	0.0942	0.2652	0.6366	0.1604	0.5941	0.2388	2.4695	2.4978	0.1569	0	0.368	0.1914	0	0.9165	0.2097	0.635
ENSMUSG00000001131	NA	X	11.7688	2.4808	1.8951	58.1393	15.1863	15.5939	1.0097	0.2368	3.4119	0.7162	0.4169	0.2666	4.894	1.3184	0.1402	0.0584	1.1506	0	0.7786	1.3302	0.6556	5.4596
ENSMUSG00000001134	474	X	5.7766	3.7137	3.8092	26.6652	19.6223	21.3125	0.4388	0.3088	2.8421	1.0272	1.8285	2.1554	12.0427	10.9744	1.3707	0.4566	4.0718	3.2322	45.6833	30.5509	69.4356	57.4999
ENSMUSG00000001138	2142	1	4.0147	1.8557	2.0048	10.7333	5.5014	5.9827	1.8814	1.0762	2.1876	1.3225	0.2843	0.1846	0.8353	0.79	0.2224	0.1179	0.332	0.1973	4.156	7.0853	4.7105	6.0756
ENSMUSG00000001143	1077	1	5.1225	3.6985	6.2868	15.1961	11.5696	13.2153	4.3582	3.575	9.9303	5.6814	5.5419	4.3564	15.2605	10.2054	3.0286	2.902	3.5028	3.441	13.0593	7.4503	34.7222	32.1922
ENSMUSG00000001150	5916	10	12.106	7.3139	9.6343	13.7824	11.8589	14.8486	12.6086	10.9848	26.1672	28.7536	4.9137	4.6182	10.2104	11.0706	1.4935	1.2011	2.7644	1.3841	10.8315	17.4873	11.4364	8.177
ENSMUSG00000001151	8700	10	21.2478	22.8392	24.9485	13.2075	19.822	21.053	22.6011	22.2383	26.642	23.6937	16.8439	15.7106	32.617	30.4591	33.8722	32.2222	32.7186	27.5686	5.8838	9.6611	4.1272	3.7988
ENSMUSG00000001155	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001156	684	6	48.9128	68.7375	62.4249	46.3882	60.0523	53.5619	62.2621	55.3148	30.3134	27.9562	75.3406	73.4784	39.1734	31.8864	44.0728	38.8102	12.3758	12.5895	11.2561	12.4808	8.6307	11.3389
ENSMUSG00000001157	1575	6	158.4196	112.5928	111.5858	135.5669	153.5665	152.4115	412.361	311.1066	369.6524	434.8827	42.5797	39.9249	38.0008	34.9776	23.7602	17.702	20.0151	11.2367	54.2811	86.5635	31.2717	39.4225
ENSMUSG00000001158	468	6	72.4021	67.0963	74.1883	110.9933	115.9159	104.4506	94.9983	98.2021	127.3434	114.916	59.0106	64.5053	69.6326	63.075	11.1059	7.1674	15.1936	7.2245	119.2711	81.8829	44.3555	58.518
ENSMUSG00000001166	483	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001173	2703	X	4.7604	1.8282	1.6867	7.2453	4.7426	4.9545	0.3939	0.1906	0.2219	0.1048	0.1664	0.2497	0.1412	0.2967	0.3897	0.2732	0.3527	1.2507	25.7459	31.7978	16.6158	19.2327
ENSMUSG00000001175	450	12	1155.3331	1131.2462	1060.7702	2298.8262	3042.0565	2419.3988	1937.0815	2205.3931	6055.9221	8858.4935	877.9859	979.771	3304.6207	3470.5651	234.6598	125.357	625.2837	341.3954	2231.5072	1822.3294	2403.1627	3158.7144
ENSMUSG00000001211	1131	10	460.8921	635.1578	687.0401	196.3475	168.8642	161.0049	403.9239	366.1063	35.837	14.5981	668.1761	694.8625	97.3255	83.3981	1623.7179	1634.4535	284.6227	227.4327	206.8453	203.6309	57.4672	62.1437
ENSMUSG00000001225	183	12	0.2338	0	0.1333	0.2049	0.46	0.1412	0	0.2	0	0.4838	0	0	0	0	0	0	0	0	0	0.3456	0	0
ENSMUSG00000001227	2661	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001228	2349	17	38.0476	40.587	31.2651	57.0962	70.573	43.061	79.2936	83.074	54.6071	58.9997	27.5026	30.5998	21.0183	22.4652	10.6761	7.2781	8.2164	3.396	5.4286	5.1418	5.2973	4.1785
ENSMUSG00000001229	2589	17	5.2054	3.5531	4.1561	6.8521	4.9417	4.9697	8.1443	7.42	4.5473	3.4878	2.2709	2.1004	1.777	1.7429	0.8867	0.6966	0.9024	0.2857	8.8594	15.9984	17.854	13.8445
ENSMUSG00000001240	570	11	2.4019	1.7932	1.0273	14.8705	9.0078	8.7029	0.0456	0.0642	1.1817	0.3106	0.2877	0.0578	1.2705	0.9896	0	0.1898	0.2376	0.278	6.7536	5.1033	6.3292	7.8412
ENSMUSG00000001247	1728	7	28.1012	13.6043	12.5667	52.8938	33.1718	27.4365	1.0532	0.5506	1.0847	0.333	0.5422	0.4768	1.5038	0.5078	3.5843	0.814	3.7622	0.7643	104.0088	103.8568	75.8513	73.3348
ENSMUSG00000001248	2169	7	16.273	11.3095	11.5753	19.5394	16.2018	19.2613	3.9916	3.9645	2.3899	1.9795	2.4191	2.659	3.4173	3.6408	3.9539	1.7959	1.8889	1.1204	5.4724	3.9359	1.4854	1.6566
ENSMUSG00000001249	336	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001260	1398	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001270	1146	12	7.5412	3.8153	3.8962	20.4217	13.184	10.6864	0.5218	0.1916	0.92	0.3476	0.7358	0.719	2.0816	2.0235	0.3402	0.1888	0.7682	0.5993	5.1087	3.6971	4.5284	1.5294
ENSMUSG00000001280	2346	15	19.3855	17.6933	17.2126	24.3481	17.8138	18.4469	17.8096	17.5625	16.478	8.4717	11.762	14.7084	7.2814	6.5452	28.8384	27.7046	3.5794	1.7114	15.0417	27.5479	33.8394	28.2036
ENSMUSG00000001281	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001285	1143	15	18.4907	17.2386	18.0166	25.4629	20.5827	16.3655	22.542	26.411	32.8473	33.4594	11.128	11.5623	14.3487	15.1885	4.8125	2.1458	4.0585	2.2186	62.5177	41.217	41.4031	31.8957
ENSMUSG00000001288	1377	15	2.4511	1.5632	1.3071	4.4091	3.6011	3.4603	1.4509	1.3341	0.7191	0.9551	0.9411	1.0299	0.5071	0.5596	0.3223	0.161	0.3023	0	11.6361	15.1974	8.9858	9.9439
ENSMUSG00000001289	465	15	410.9935	497.4935	534.6318	325.3687	413.0746	322.3188	511.7157	484.8926	289.0796	232.8379	487.1198	472.6653	423.5139	358.6526	583.4671	591.6735	755.0445	1098.8517	653.3243	403.2164	401.4848	291.3681
ENSMUSG00000001300	1011	8	3.0469	3.5384	4.4406	5.8985	12.4884	16.0744	0.3343	0.181	0.5214	0.1751	1.3902	1.3365	1.1798	0.9919	1.7994	1.427	1.7416	0.6271	55.2909	59.0456	53.1441	82.3489
ENSMUSG00000001305	846	1	34.7423	26.1766	28.2927	53.5094	56.1642	47.7031	26.9522	28.0273	58.4332	63.3613	19.5477	18.7379	55.892	63.6363	6.0413	2.3449	6.4839	4.4961	19.5285	17.6404	8.5287	7.821
ENSMUSG00000001313	684	11	21.3915	12.5355	10.3804	26.3744	19.3816	14.5048	3.345	2.6213	1.3273	0.8413	1.4383	2.0237	1.121	1.1912	5.5724	2.1093	4.2573	1.3902	9.8491	7.2112	2.7077	1.0891
ENSMUSG00000001323	1020	11	27.0959	29.7276	30.81	5.4787	6.8905	7.1431	10.7057	8.0357	3.3018	2.1264	43.1508	41.293	21.1323	15.0539	38.005	35.6439	3.1536	5.2311	48.277	40.8556	11.4429	9.6658
ENSMUSG00000001333	1413	4	0.6056	0.4019	0.2936	1.3272	1.1914	1.0422	0.0552	0.0777	0.0207	0.1253	0.0995	0	0.1507	0.0887	0.0613	0.1276	0.0719	0	0.2838	0.2238	0.1638	0.062
ENSMUSG00000001334	630	4	17.0453	15.052	15.7627	11.9065	16.5003	13.6565	1.4857	0.4066	0.4649	0.281	1.636	1.4647	1.8257	0.5969	9.0063	3.6641	3.171	1.0901	0	0	0	0
ENSMUSG00000001348	669	9	6.6957	2.6545	2.4548	18.867	8.1263	9.7412	0.502	0.2603	0.9226	0.2249	1.1902	1.1722	6.5803	2.8025	0.9244	0.5132	0.585	0.4832	6.7648	8.8685	9.0383	13.2256
ENSMUSG00000001349	NA	9	3.8763	2.8582	4.1484	11.2432	10.9216	11.2999	0.2327	0.2865	0.2621	0.1485	0.6026	0.7004	0.4288	0.2103	0.2907	0.1614	0.1894	0	1.0765	3.8904	1.3164	1.3234
ENSMUSG00000001366	1311	9	53.128	42.4466	41.8937	35.1308	29.887	33.1481	79.8232	83.9002	35.7417	30.5222	4.6812	4.9523	4.939	5.163	8.0283	4.0993	3.4093	2.6193	142.7808	105.4903	21.4112	21.0903
ENSMUSG00000001376	2895	6	10.8639	8.595	8.9807	11.416	10.0602	9.8944	4.7096	4.9938	3.8515	3.5148	2.7318	2.7805	3.3825	2.6438	4.4065	3.3115	1.4844	1.3546	34.0301	39.2285	17.872	19.5714
ENSMUSG00000001380	1530	18	25.7817	18.2226	18.2117	46.8204	28.9925	27.7617	19.5591	19.4675	25.0174	25.6037	7.3947	7.7115	10.413	10.6094	3.5386	1.6502	6.772	3.2112	87.3284	73.4864	66.4508	58.2525
ENSMUSG00000001383	600	18	61.7502	45.2372	40.0554	224.4693	207.7637	177.2823	78.432	70.743	573.0752	608.1128	18.7783	16.6981	131.3461	135.6875	7.652	4.6288	39.8421	22.7166	167.4833	122.7838	198.4522	181.7729
ENSMUSG00000001403	540	2	8.5566	9.0432	7.1842	11.3905	12.6257	11.9136	8.4258	8.2669	16.758	17.7875	13.7508	13.1217	21.8516	10.4455	3.7698	2.6717	2.1319	3.0328	3.7129	3.1618	5.7877	4.0572
ENSMUSG00000001415	3054	3	119.4256	125.8377	117.682	15.1544	15.7236	16.8945	185.0531	203.5761	18.6033	16.0446	122.1978	123.3994	15.441	11.1638	36.1934	26.7618	4.4349	3.0791	33.3246	28.7814	9.0649	9.0535
ENSMUSG00000001416	1566	3	419.9589	453.0128	450.7631	574.1599	639.1104	612.5087	634.8181	747.4107	894.2609	1077.0614	401.3087	436.3099	586.6117	772.18	107.0132	70.9773	101.1537	55.6257	297.6024	249.359	200.8113	251.6998
ENSMUSG00000001418	1215	3	8.6975	5.7484	3.8958	42.0121	26.1521	23.9866	0.749	0.4517	2.1934	0.7651	0.5205	0.217	1.5076	1.0832	0.8556	0.2078	3.5672	0.8261	100.794	112.4721	117.5156	129.9041
ENSMUSG00000001419	1545	3	3.3126	1.863	1.3929	28.7442	16.8178	12.7318	0.9383	1.1765	3.8241	3.282	0.5994	0.4541	1.761	1.974	0.5116	0.213	1.3331	0.7973	5.2624	7.0539	30.8245	24.7556
ENSMUSG00000001420	502	3	10.1137	10.4778	9.046	15.7548	14.3507	12.3471	2.5425	1.5869	1.8926	0.6022	10.3576	9.6404	7.8605	5.3294	1.9152	0.5827	0.6622	0.1797	46.5103	43.6632	26.0018	25.7097
ENSMUSG00000001424	2733	6	21.008	14.6061	11.838	53.6574	35.495	31.5088	6.1836	5.7437	7.1259	5.1018	3.2055	3.1715	6.6088	7.2465	4.5643	3.1805	9.292	3.3635	156.6722	157.2231	233.4827	204.79
ENSMUSG00000001435	5325	10	9.1461	5.1922	6.3779	22.5051	13.357	14.3057	0.6454	0.6024	0.9272	0.2691	0.3441	0.3256	1.1545	0.9207	1.0861	0.3654	1.3808	0.3345	88.833	80.7272	82.0602	58.9793
ENSMUSG00000001436	1539	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001440	2630	11	150.0661	133.0194	118.6656	139.4827	136.9949	127.6899	290.147	296.0967	69.6179	65.5881	59.8961	63.7333	31.5198	29.7638	28.524	19.9404	18.9642	8.7379	134.5705	148.3288	172.7641	167.8757
ENSMUSG00000001441	2763	11	36.3726	22.9763	25.8386	32.8087	23.838	24.4714	36.8492	33.1744	18.3686	12.7041	19.8804	21.3391	7.9092	4.1056	20.6297	21.5652	3.8848	3.0784	29.7229	47.1011	52.1231	64.6887
ENSMUSG00000001445	789	11	19.9004	16.3368	16.1425	48.4384	36.165	30.8468	14.2355	17.3913	31.9212	32.09	11.1628	10.9439	22.4602	22.2415	5.1602	2.9257	11.8017	6.6957	44.7247	41.5163	54.111	52.4264
ENSMUSG00000001467	1512	5	151.58	104.5155	108.199	333.976	162.4145	124.1081	28.7852	17.7632	12.4155	6.1185	121.1328	97.9987	60.7708	32.2485	37.1827	23.9262	28.4183	15.3387	147.1916	178.6676	121.2013	284.0654
ENSMUSG00000001472	1953	8	51.2301	32.8509	31.7995	64.651	45.5463	47.6025	15.6048	14.8275	5.6092	4.7947	7.4736	8.0486	4.9499	6.4494	15.0134	8.2579	15.0212	13.0058	339.7127	287.4122	130.8183	125.8239
ENSMUSG00000001473	1344	18	26.6758	24.1666	26.7774	14.3715	9.4881	8.2085	9.4403	4.3289	4.2926	1.1856	39.5978	32.0986	32.2343	21.6372	13.213	11.486	6.4495	5.5031	0.7161	1.1763	0.7034	0.5869
ENSMUSG00000001482	1383	8	3.2774	2.1161	1.9196	4.5037	3.921	2.9421	2.0993	0.9849	0.1819	0.6415	0.3395	0.5459	0.7056	0.3893	2.4212	1.7922	1.0516	0.6563	42.6735	38.4917	22.0083	20.2308
