Human	ChrHuman	Macaque	ChrMacaque
ENSG00000046889	8	ENSMMUG00000016023	8
ENSG00000047056	10	ENSMMUG00000017119	9
ENSG00000047188	5	ENSMMUG00000001376	6
ENSG00000047230	X	ENSMMUG00000004797	X
ENSG00000047249	8	ENSMMUG00000004064	8
ENSG00000047315	4	ENSMMUG00000014008	5
ENSG00000047346	15	ENSMMUG00000001423	7
ENSG00000047365	4	ENSMMUG00000006871	5
ENSG00000047410	1	ENSMMUG00000009081	1
ENSG00000047457	3	ENSMMUG00000005529	2
ENSG00000047578	16	ENSMMUG00000015570	20
ENSG00000047579	6	ENSMMUG00000015363	4
ENSG00000047597	X	ENSMMUG00000006969	X
ENSG00000047617	12	ENSMMUG00000011512	11
ENSG00000047621	12	ENSMMUG00000015188	11
ENSG00000047634	X	ENSMMUG00000012899	X
ENSG00000047644	X	ENSMMUG00000016290	X
ENSG00000047648	X	ENSMMUG00000003896	X
ENSG00000047662	4	ENSMMUG00000018067	5
ENSG00000047849	3	ENSMMUG00000003823	2
ENSG00000047936	6	ENSMMUG00000023738	4
ENSG00000048028	11	ENSMMUG00000023773	14
ENSG00000048052	7	ENSMMUG00000011170	3
ENSG00000048140	5	ENSMMUG00000000144	6
ENSG00000048162	5	ENSMMUG00000009317	6
ENSG00000048342	4	ENSMMUG00000009383	5
ENSG00000048392	8	ENSMMUG00000020765	8
ENSG00000048405	7	ENSMMUG00000002428	3
ENSG00000048462	16	ENSMMUG00000021520	20
ENSG00000048471	16	ENSMMUG00000022897	20
ENSG00000048540	12	ENSMMUG00000040307	11
ENSG00000048545	6	ENSMMUG00000000872	4
ENSG00000048649	11	ENSMMUG00000017355	14
ENSG00000048707	1	ENSMMUG00000021449	1
ENSG00000048740	10	ENSMMUG00000037449	9
ENSG00000048828	9	ENSMMUG00000009493	15
ENSG00000048991	2	ENSMMUG00000009844	12
ENSG00000049089	1	ENSMMUG00000018664	1
ENSG00000049130	12	ENSMMUG00000004504	11
ENSG00000049167	5	ENSMMUG00000021812	6
ENSG00000049192	5	ENSMMUG00000018100	6
ENSG00000049239	1	ENSMMUG00000016711	1
ENSG00000049245	1	ENSMMUG00000038004	1
ENSG00000049246	1	ENSMMUG00000018562	1
ENSG00000049247	1	ENSMMUG00000000625	1
ENSG00000049249	1	ENSMMUG00000016546	1
ENSG00000049283	17	ENSMMUG00000017249	16
ENSG00000049323	2	ENSMMUG00000021436	13
ENSG00000049449	11	ENSMMUG00000018360	14
ENSG00000049540	7	ENSMMUG00000044533	3
ENSG00000049541	7	ENSMMUG00000003843	3
ENSG00000049618	6	ENSMMUG00000002270	4
ENSG00000049656	5	ENSMMUG00000005193	6
ENSG00000049759	18	ENSMMUG00000006616	18
ENSG00000049768	X	ENSMMUG00000008624	X
ENSG00000049860	5	ENSMMUG00000019997	6
ENSG00000049883	5	ENSMMUG00000017908	6
ENSG00000050030	X	ENSMMUG00000011440	X
ENSG00000050130	14	ENSMMUG00000008715	7
ENSG00000050165	11	ENSMMUG00000022862	14
ENSG00000050327	7	ENSMMUG00000010134	3
ENSG00000050344	7	ENSMMUG00000003615	3
ENSG00000050393	6	ENSMMUG00000009922	4
ENSG00000050405	12	ENSMMUG00000015048	11
ENSG00000050426	12	ENSMMUG00000012453	11
ENSG00000050438	12	ENSMMUG00000006607	11
ENSG00000050555	9	ENSMMUG00000002267	15
ENSG00000050628	1	ENSMMUG00000017309	1
ENSG00000050730	4	ENSMMUG00000004415	5
ENSG00000050748	5	ENSMMUG00000001728	6
ENSG00000050767	5	ENSMMUG00000004000	6
ENSG00000050820	16	ENSMMUG00000002630	20
ENSG00000051009	11	ENSMMUG00000016882	14
ENSG00000051108	16	ENSMMUG00000019189	20
ENSG00000051128	19	ENSMMUG00000023294	19
ENSG00000051180	15	ENSMMUG00000004579	7
ENSG00000051341	3	ENSMMUG00000007973	2
ENSG00000051382	3	ENSMMUG00000008666	2
ENSG00000051523	16	ENSMMUG00000014325	20
ENSG00000051596	5	ENSMMUG00000018737	6
ENSG00000051620	6	ENSMMUG00000000122	4
ENSG00000051825	12	ENSMMUG00000019678	11
ENSG00000052126	12	ENSMMUG00000016550	11
ENSG00000052344	16	ENSMMUG00000002031	20
ENSG00000052723	1	ENSMMUG00000001973	1
ENSG00000052749	10	ENSMMUG00000019634	9
ENSG00000052795	4	ENSMMUG00000030046	5
ENSG00000052802	4	ENSMMUG00000039955	5
ENSG00000052841	11	ENSMMUG00000000844	14
ENSG00000053108	5	ENSMMUG00000003062	6
ENSG00000053254	14	ENSMMUG00000019898	7
ENSG00000053328	6	ENSMMUG00000008184	4
ENSG00000053371	1	ENSMMUG00000006697	1
ENSG00000053438	20	ENSMMUG00000019174	10
ENSG00000053501	19	ENSMMUG00000011589	19
ENSG00000053524	3	ENSMMUG00000001456	2
ENSG00000053702	12	ENSMMUG00000007424	11
ENSG00000053747	18	ENSMMUG00000004321	18
ENSG00000053770	14	ENSMMUG00000018279	7
ENSG00000053900	4	ENSMMUG00000004458	5
ENSG00000053918	11	ENSMMUG00000007742	14
ENSG00000054116	1	ENSMMUG00000022499	1
ENSG00000054118	1	ENSMMUG00000014622	1
ENSG00000054148	9	ENSMMUG00000005047	15
ENSG00000054179	9	ENSMMUG00000005056	15
ENSG00000054267	1	ENSMMUG00000007141	1
ENSG00000054277	1	ENSMMUG00000005669	1
ENSG00000054282	1	ENSMMUG00000019994	1
ENSG00000054356	2	ENSMMUG00000012008	12
ENSG00000054392	1	ENSMMUG00000016099	1
ENSG00000054523	1	ENSMMUG00000002171	1
ENSG00000054598	6	ENSMMUG00000005778	4
ENSG00000054611	22	ENSMMUG00000003764	10
ENSG00000054654	14	ENSMMUG00000001008	7
ENSG00000054690	14	ENSMMUG00000021326	7
ENSG00000054793	20	ENSMMUG00000000918	10
ENSG00000054803	20	ENSMMUG00000006005	10
ENSG00000054938	11	ENSMMUG00000020644	14
ENSG00000054965	11	ENSMMUG00000003142	14
ENSG00000054967	11	ENSMMUG00000003140	14
ENSG00000054983	14	ENSMMUG00000017261	7
ENSG00000055044	2	ENSMMUG00000000582	12
ENSG00000055070	1	ENSMMUG00000045364	1
ENSG00000055118	7	ENSMMUG00000020436	3
ENSG00000055130	7	ENSMMUG00000017541	3
ENSG00000055147	5	ENSMMUG00000011988	6
ENSG00000055163	5	ENSMMUG00000010997	6
ENSG00000055208	6	ENSMMUG00000014995	4
ENSG00000055211	6	ENSMMUG00000015161	4
ENSG00000055332	2	ENSMMUG00000037522	13
ENSG00000055483	17	ENSMMUG00000005352	16
ENSG00000055609	7	ENSMMUG00000007212	3
ENSG00000055732	1	ENSMMUG00000005361	1
ENSG00000055813	2	ENSMMUG00000015888	13
ENSG00000055917	2	ENSMMUG00000023181	13
ENSG00000055955	3	ENSMMUG00000014523	2
ENSG00000055957	3	ENSMMUG00000014520	2
ENSG00000056050	4	ENSMMUG00000010232	5
ENSG00000056097	5	ENSMMUG00000001317	6
ENSG00000056277	X	ENSMMUG00000015609	X
ENSG00000056291	4	ENSMMUG00000018536	5
ENSG00000056487	22	ENSMMUG00000001580	10
ENSG00000056558	9	ENSMMUG00000041498	15
ENSG00000056586	9	ENSMMUG00000021134	15
ENSG00000056736	3	ENSMMUG00000019267	2
ENSG00000056972	6	ENSMMUG00000002174	4
ENSG00000056998	X	ENSMMUG00000003932	X
ENSG00000057019	3	ENSMMUG00000017438	2
ENSG00000057252	1	ENSMMUG00000003768	1
ENSG00000057294	12	ENSMMUG00000000595	11
ENSG00000057468	1	ENSMMUG00000000875	1
ENSG00000057593	13	ENSMMUG00000001036	17
ENSG00000057608	10	ENSMMUG00000013182	9
ENSG00000057657	6	ENSMMUG00000021401	4
ENSG00000057704	12	ENSMMUG00000018242	11
ENSG00000057757	1	ENSMMUG00000019554	1
ENSG00000057935	2	ENSMMUG00000020744	13
ENSG00000058056	3	ENSMMUG00000003594	2
ENSG00000058063	3	ENSMMUG00000019323	2
ENSG00000058085	1	ENSMMUG00000001479	1
ENSG00000058091	7	ENSMMUG00000007470	3
ENSG00000058262	3	ENSMMUG00000018661	2
ENSG00000058272	12	ENSMMUG00000019214	11
ENSG00000058404	7	ENSMMUG00000002433	3
ENSG00000058453	1	ENSMMUG00000007315	1
ENSG00000058600	16	ENSMMUG00000002257	20
ENSG00000058668	1	ENSMMUG00000021116	1
ENSG00000058729	5	ENSMMUG00000000307	6
ENSG00000058804	1	ENSMMUG00000003546	1
ENSG00000058866	3	ENSMMUG00000021972	2
ENSG00000059122	16	ENSMMUG00000015884	20
ENSG00000059145	16	ENSMMUG00000012440	20
ENSG00000059377	7	ENSMMUG00000004222	3
ENSG00000059378	7	ENSMMUG00000004224	3
ENSG00000059573	10	ENSMMUG00000003102	9
ENSG00000059588	1	ENSMMUG00000021703	1
ENSG00000059691	4	ENSMMUG00000011048	5
ENSG00000059728	2	ENSMMUG00000041817	13
ENSG00000059758	12	ENSMMUG00000015902	11
ENSG00000059769	9	ENSMMUG00000023304	15
ENSG00000059915	10	ENSMMUG00000002993	9
ENSG00000060069	18	ENSMMUG00000009151	18
ENSG00000060138	12	ENSMMUG00000022469	11
ENSG00000060140	12	ENSMMUG00000015484	11
ENSG00000060237	12	ENSMMUG00000018650	11
ENSG00000060491	20	ENSMMUG00000016856	10
ENSG00000060558	19	ENSMMUG00000047845	19
ENSG00000060566	19	ENSMMUG00000019954	19
ENSG00000060642	1	ENSMMUG00000012700	1
ENSG00000060656	1	ENSMMUG00000015661	1
ENSG00000060688	1	ENSMMUG00000019406	1
ENSG00000060709	12	ENSMMUG00000009048	11
ENSG00000060718	1	ENSMMUG00000004103	1
ENSG00000060749	11	ENSMMUG00000001536	14
ENSG00000060762	6	ENSMMUG00000011739	4
ENSG00000060971	3	ENSMMUG00000000990	2
ENSG00000060982	12	ENSMMUG00000012223	11
ENSG00000061273	12	ENSMMUG00000021655	11
ENSG00000061337	8	ENSMMUG00000017711	8
ENSG00000061492	5	ENSMMUG00000022937	6
ENSG00000061656	20	ENSMMUG00000020959	10
ENSG00000061676	2	ENSMMUG00000014397	12
ENSG00000061794	12	ENSMMUG00000047645	11
ENSG00000061918	4	ENSMMUG00000005447	5
ENSG00000061936	12	ENSMMUG00000020343	11
ENSG00000061938	3	ENSMMUG00000000972	2
ENSG00000061987	12	ENSMMUG00000000956	11
ENSG00000062038	16	ENSMMUG00000010393	20
ENSG00000062096	X	ENSMMUG00000000443	X
ENSG00000062194	5	ENSMMUG00000014647	6
ENSG00000062282	11	ENSMMUG00000000185	14
ENSG00000062370	19	ENSMMUG00000012802	19
ENSG00000062485	12	ENSMMUG00000002483	11
ENSG00000062524	15	ENSMMUG00000008170	7
ENSG00000062598	20	ENSMMUG00000015064	10
ENSG00000062650	10	ENSMMUG00000003924	9
ENSG00000062725	17	ENSMMUG00000016566	16
ENSG00000062822	19	ENSMMUG00000021525	19
ENSG00000063015	17	ENSMMUG00000021557	16
ENSG00000063127	19	ENSMMUG00000014787	19
ENSG00000063169	19	ENSMMUG00000019356	19
ENSG00000063176	19	ENSMMUG00000022159	19
ENSG00000063177	19	ENSMMUG00000022158	19
ENSG00000063180	19	ENSMMUG00000022161	19
ENSG00000063241	19	ENSMMUG00000012704	19
ENSG00000063244	19	ENSMMUG00000004810	19
ENSG00000063245	19	ENSMMUG00000004811	19
ENSG00000063322	19	ENSMMUG00000005554	19
ENSG00000063438	5	ENSMMUG00000000752	6
ENSG00000063515	22	ENSMMUG00000020988	10
ENSG00000063587	X	ENSMMUG00000013386	X
ENSG00000063601	X	ENSMMUG00000016607	X
ENSG00000063761	14	ENSMMUG00000023627	7
ENSG00000063854	16	ENSMMUG00000000737	20
ENSG00000063978	4	ENSMMUG00000007948	5
ENSG00000064012	2	ENSMMUG00000031296	12
ENSG00000064042	4	ENSMMUG00000007805	5
ENSG00000064102	12	ENSMMUG00000006466	11
ENSG00000064115	12	ENSMMUG00000003217	11
ENSG00000064195	17	ENSMMUG00000000157	16
ENSG00000064199	11	ENSMMUG00000008480	14
ENSG00000064201	11	ENSMMUG00000001324	14
ENSG00000064205	20	ENSMMUG00000045256	10
ENSG00000064225	3	ENSMMUG00000017436	2
ENSG00000064270	16	ENSMMUG00000013542	20
ENSG00000064300	17	ENSMMUG00000014603	16
ENSG00000064309	11	ENSMMUG00000007628	14
ENSG00000064313	8	ENSMMUG00000014702	8
ENSG00000064393	7	ENSMMUG00000002481	3
ENSG00000064419	7	ENSMMUG00000004311	3
ENSG00000064490	19	ENSMMUG00000010722	19
ENSG00000064545	19	ENSMMUG00000018367	19
ENSG00000064547	19	ENSMMUG00000000654	19
ENSG00000064601	20	ENSMMUG00000009960	10
ENSG00000064607	19	ENSMMUG00000019665	19
ENSG00000064651	5	ENSMMUG00000011214	6
ENSG00000064652	5	ENSMMUG00000010650	6
ENSG00000064655	20	ENSMMUG00000010769	10
ENSG00000064666	19	ENSMMUG00000015306	19
ENSG00000064687	19	ENSMMUG00000015303	19
ENSG00000064692	5	ENSMMUG00000009997	6
ENSG00000064703	1	ENSMMUG00000014489	1
ENSG00000064726	15	ENSMMUG00000041714	7
ENSG00000064763	12	ENSMMUG00000015810	11
ENSG00000064787	20	ENSMMUG00000020082	10
ENSG00000064835	3	ENSMMUG00000016244	2
ENSG00000064886	1	ENSMMUG00000002455	1
ENSG00000064932	19	ENSMMUG00000010886	19
ENSG00000064933	2	ENSMMUG00000014318	12
ENSG00000064961	19	ENSMMUG00000018096	19
ENSG00000064989	2	ENSMMUG00000009447	12
ENSG00000064995	6	ENSMMUG00000021715	4
ENSG00000064999	6	ENSMMUG00000021718	4
ENSG00000065000	19	ENSMMUG00000015663	19
ENSG00000065029	6	ENSMMUG00000023559	4
ENSG00000065054	16	ENSMMUG00000002806	20
ENSG00000065057	16	ENSMMUG00000002807	20
ENSG00000065060	6	ENSMMUG00000021712	4
ENSG00000065135	1	ENSMMUG00000005818	1
ENSG00000065150	13	ENSMMUG00000013531	17
ENSG00000065154	10	ENSMMUG00000010485	9
ENSG00000065183	1	ENSMMUG00000008513	1
ENSG00000065243	1	ENSMMUG00000020588	1
ENSG00000065268	19	ENSMMUG00000002638	19
ENSG00000065308	6	ENSMMUG00000013718	4
ENSG00000065320	17	ENSMMUG00000045539	16
ENSG00000065325	17	ENSMMUG00000018090	16
ENSG00000065328	10	ENSMMUG00000005602	9
ENSG00000065357	12	ENSMMUG00000018814	11
ENSG00000065361	12	ENSMMUG00000020758	11
ENSG00000065413	2	ENSMMUG00000022425	2
ENSG00000065457	16	ENSMMUG00000005751	20
ENSG00000065485	3	ENSMMUG00000007696	2
ENSG00000065491	6	ENSMMUG00000022008	4
ENSG00000065518	3	ENSMMUG00000001592	2
ENSG00000065526	1	ENSMMUG00000008026	1
ENSG00000065534	3	ENSMMUG00000014818	2
ENSG00000065548	2	ENSMMUG00000017248	12
ENSG00000065559	17	ENSMMUG00000019842	16
ENSG00000065600	1	ENSMMUG00000002141	1
ENSG00000065609	6	ENSMMUG00000016703	4
ENSG00000065613	10	ENSMMUG00000015324	9
ENSG00000065615	6	ENSMMUG00000009585	4
ENSG00000065618	10	ENSMMUG00000015325	9
ENSG00000065621	10	ENSMMUG00000041350	9
ENSG00000065665	10	ENSMMUG00000017139	9
ENSG00000065675	10	ENSMMUG00000020776	9
ENSG00000065717	19	ENSMMUG00000002913	19
ENSG00000065802	2	ENSMMUG00000009511	12
ENSG00000065809	10	ENSMMUG00000017169	9
ENSG00000065833	6	ENSMMUG00000012592	4
ENSG00000065882	4	ENSMMUG00000000237	5
ENSG00000065883	7	ENSMMUG00000018064	3
ENSG00000065911	2	ENSMMUG00000009739	13
ENSG00000065923	X	ENSMMUG00000003897	X
ENSG00000065970	12	ENSMMUG00000015256	11
ENSG00000065978	1	ENSMMUG00000013136	1
ENSG00000065989	19	ENSMMUG00000016122	19
ENSG00000066027	1	ENSMMUG00000019771	1
ENSG00000066032	2	ENSMMUG00000000293	13
ENSG00000066044	19	ENSMMUG00000006544	19
ENSG00000066056	1	ENSMMUG00000010660	1
ENSG00000066084	12	ENSMMUG00000010565	11
ENSG00000066117	12	ENSMMUG00000006531	11
ENSG00000066135	1	ENSMMUG00000012479	1
ENSG00000066185	1	ENSMMUG00000001034	1
ENSG00000066230	5	ENSMMUG00000003789	6
ENSG00000066248	2	ENSMMUG00000012216	12
ENSG00000066279	1	ENSMMUG00000000245	1
ENSG00000066294	1	ENSMMUG00000015470	1
ENSG00000066322	1	ENSMMUG00000003152	1
ENSG00000066336	11	ENSMMUG00000015606	14
ENSG00000066379	6	ENSMMUG00000012120	4
ENSG00000066382	11	ENSMMUG00000017592	14
ENSG00000066405	3	ENSMMUG00000009636	2
ENSG00000066422	3	ENSMMUG00000015060	2
ENSG00000066455	14	ENSMMUG00000015169	7
ENSG00000066468	10	ENSMMUG00000009594	9
ENSG00000066557	1	ENSMMUG00000021921	1
ENSG00000066583	5	ENSMMUG00000037456	6
ENSG00000066629	14	ENSMMUG00000011706	7
ENSG00000066651	6	ENSMMUG00000004293	4
ENSG00000066654	16	ENSMMUG00000004225	20
ENSG00000066735	14	ENSMMUG00000009477	7
ENSG00000066739	14	ENSMMUG00000003658	7
ENSG00000066777	8	ENSMMUG00000014424	8
ENSG00000066827	8	ENSMMUG00000004918	8
ENSG00000066855	8	ENSMMUG00000011263	8
ENSG00000066923	7	ENSMMUG00000018405	3
ENSG00000066926	18	ENSMMUG00000022568	18
ENSG00000066933	15	ENSMMUG00000019278	7
ENSG00000067048	Y	ENSMMUG00000043966	Y
ENSG00000067057	10	ENSMMUG00000004935	9
ENSG00000067064	10	ENSMMUG00000017115	9
ENSG00000067066	2	ENSMMUG00000016575	12
ENSG00000067082	10	ENSMMUG00000010696	9
ENSG00000067113	5	ENSMMUG00000030099	6
ENSG00000067141	15	ENSMMUG00000009584	7
ENSG00000067167	8	ENSMMUG00000001516	8
ENSG00000067177	X	ENSMMUG00000007593	X
ENSG00000067182	12	ENSMMUG00000000377	11
ENSG00000067191	17	ENSMMUG00000000289	16
ENSG00000067208	1	ENSMMUG00000005070	1
ENSG00000067221	15	ENSMMUG00000002568	7
ENSG00000067248	5	ENSMMUG00000010376	6
ENSG00000067365	16	ENSMMUG00000006900	20
ENSG00000067369	15	ENSMMUG00000017078	7
ENSG00000067445	X	ENSMMUG00000008422	X
ENSG00000067533	1	ENSMMUG00000004070	1
ENSG00000067560	3	ENSMMUG00000047476	2
ENSG00000067596	17	ENSMMUG00000012071	16
ENSG00000067606	1	ENSMMUG00000018911	1
ENSG00000067646	Y	ENSMMUG00000046378	Y
ENSG00000067704	1	ENSMMUG00000007783	1
ENSG00000067715	12	ENSMMUG00000005530	11
ENSG00000067798	12	ENSMMUG00000021329	11
ENSG00000067829	X	ENSMMUG00000003374	X
ENSG00000067836	16	ENSMMUG00000017946	20
ENSG00000067840	X	ENSMMUG00000003377	X
ENSG00000067842	X	ENSMMUG00000011478	X
ENSG00000067900	18	ENSMMUG00000004656	18
ENSG00000067955	16	ENSMMUG00000042116	20
ENSG00000067992	X	ENSMMUG00000012819	X
ENSG00000068001	3	ENSMMUG00000006994	2
ENSG00000068024	2	ENSMMUG00000006077	12
ENSG00000068028	3	ENSMMUG00000006996	2
ENSG00000068078	4	ENSMMUG00000019945	5
ENSG00000068079	17	ENSMMUG00000015999	16
ENSG00000068097	17	ENSMMUG00000007671	16
ENSG00000068120	17	ENSMMUG00000009886	16
ENSG00000068137	17	ENSMMUG00000006086	16
ENSG00000068305	15	ENSMMUG00000018122	7
ENSG00000068308	X	ENSMMUG00000004558	X
ENSG00000068323	X	ENSMMUG00000023494	X
ENSG00000068354	X	ENSMMUG00000018335	X
ENSG00000068366	X	ENSMMUG00000004188	X
ENSG00000068383	10	ENSMMUG00000003802	9
ENSG00000068394	X	ENSMMUG00000020557	X
ENSG00000068400	X	ENSMMUG00000020059	X
ENSG00000068438	X	ENSMMUG00000018894	X
ENSG00000068489	17	ENSMMUG00000003390	16
ENSG00000068615	2	ENSMMUG00000020930	13
ENSG00000068650	13	ENSMMUG00000013625	17
ENSG00000068654	2	ENSMMUG00000015815	13
ENSG00000068697	2	ENSMMUG00000001582	13
ENSG00000068724	2	ENSMMUG00000003310	13
ENSG00000068745	3	ENSMMUG00000014730	2
ENSG00000068784	2	ENSMMUG00000003490	13
ENSG00000068796	5	ENSMMUG00000000399	6
ENSG00000068831	11	ENSMMUG00000022598	14
ENSG00000068878	2	ENSMMUG00000008104	13
ENSG00000068885	3	ENSMMUG00000017282	2
ENSG00000068903	19	ENSMMUG00000023640	19
ENSG00000068912	2	ENSMMUG00000010640	13
ENSG00000068971	11	ENSMMUG00000041101	14
ENSG00000068976	11	ENSMMUG00000022604	14
ENSG00000068985	X	ENSMMUG00000017015	X
ENSG00000069018	5	ENSMMUG00000000342	6
ENSG00000069020	5	ENSMMUG00000005357	6
ENSG00000069122	6	ENSMMUG00000023002	4
ENSG00000069188	17	ENSMMUG00000019970	16
ENSG00000069206	8	ENSMMUG00000007909	8
ENSG00000069248	1	ENSMMUG00000022091	1
ENSG00000069275	1	ENSMMUG00000005645	1
ENSG00000069329	16	ENSMMUG00000011940	20
ENSG00000069424	1	ENSMMUG00000016837	1
ENSG00000069431	12	ENSMMUG00000020806	11
ENSG00000069482	11	ENSMMUG00000023496	14
ENSG00000069493	12	ENSMMUG00000015293	11
ENSG00000069535	X	ENSMMUG00000019492	X
ENSG00000069667	15	ENSMMUG00000018192	7
ENSG00000069696	11	ENSMMUG00000002658	14
ENSG00000069702	1	ENSMMUG00000001742	1
ENSG00000069712	1	ENSMMUG00000007180	1
ENSG00000069812	1	ENSMMUG00000022882	1
ENSG00000069849	3	ENSMMUG00000007203	13
ENSG00000069869	15	ENSMMUG00000008112	7
ENSG00000069943	15	ENSMMUG00000010797	7
ENSG00000069956	15	ENSMMUG00000029652	7
ENSG00000069966	15	ENSMMUG00000017374	7
ENSG00000069974	15	ENSMMUG00000020694	7
ENSG00000069998	22	ENSMMUG00000031124	10
ENSG00000070010	22	ENSMMUG00000031106	10
ENSG00000070018	12	ENSMMUG00000023317	11
ENSG00000070047	11	ENSMMUG00000004012	14
ENSG00000070061	9	ENSMMUG00000019357	15
ENSG00000070081	11	ENSMMUG00000005895	14
ENSG00000070159	9	ENSMMUG00000001250	15
ENSG00000070182	14	ENSMMUG00000019172	7
ENSG00000070190	4	ENSMMUG00000006829	5
ENSG00000070193	5	ENSMMUG00000047162	6
ENSG00000070214	9	ENSMMUG00000015024	15
ENSG00000070269	14	ENSMMUG00000020885	7
ENSG00000070366	17	ENSMMUG00000023161	16
ENSG00000070367	14	ENSMMUG00000018278	7
ENSG00000070371	22	ENSMMUG00000005432	10
ENSG00000070388	19	ENSMMUG00000008668	19
ENSG00000070413	22	ENSMMUG00000019925	10
ENSG00000070423	19	ENSMMUG00000008672	19
ENSG00000070444	17	ENSMMUG00000022004	16
ENSG00000070476	3	ENSMMUG00000004195	2
ENSG00000070495	17	ENSMMUG00000022411	16
ENSG00000070526	17	ENSMMUG00000022408	16
ENSG00000070540	17	ENSMMUG00000007309	16
ENSG00000070601	9	ENSMMUG00000005902	15
ENSG00000070610	9	ENSMMUG00000016331	15
ENSG00000070614	5	ENSMMUG00000005414	6
ENSG00000070669	7	ENSMMUG00000019157	3
ENSG00000070718	8	ENSMMUG00000014431	8
ENSG00000070729	16	ENSMMUG00000018340	20
ENSG00000070731	17	ENSMMUG00000022273	16
ENSG00000070748	10	ENSMMUG00000004692	9
ENSG00000070756	8	ENSMMUG00000017786	8
ENSG00000070759	1	ENSMMUG00000020083	1
ENSG00000070761	16	ENSMMUG00000015891	20
ENSG00000070770	16	ENSMMUG00000015892	20
ENSG00000070778	14	ENSMMUG00000009575	7
ENSG00000070785	1	ENSMMUG00000005342	1
ENSG00000070808	5	ENSMMUG00000011563	6
ENSG00000070814	5	ENSMMUG00000009111	6
ENSG00000070831	1	ENSMMUG00000043554	10
ENSG00000070882	7	ENSMMUG00000016939	3
ENSG00000070886	1	ENSMMUG00000020754	1
ENSG00000070915	16	ENSMMUG00000004812	20
ENSG00000070950	3	ENSMMUG00000020013	2
ENSG00000070961	12	ENSMMUG00000023378	11
ENSG00000070985	11	ENSMMUG00000004773	14
ENSG00000071051	2	ENSMMUG00000001390	13
ENSG00000071054	2	ENSMMUG00000010811	13
ENSG00000071073	2	ENSMMUG00000022909	13
ENSG00000071127	4	ENSMMUG00000000960	5
ENSG00000071189	7	ENSMMUG00000021915	3
ENSG00000071203	11	ENSMMUG00000011163	14
ENSG00000071205	4	ENSMMUG00000014953	5
ENSG00000071242	6	ENSMMUG00000005670	4
ENSG00000071243	7	ENSMMUG00000002434	3
ENSG00000071246	14	ENSMMUG00000018553	7
ENSG00000071282	3	ENSMMUG00000001814	2
ENSG00000071462	7	ENSMMUG00000011367	3
ENSG00000071537	14	ENSMMUG00000010016	7
ENSG00000071539	5	ENSMMUG00000014740	6
ENSG00000071553	X	ENSMMUG00000005501	X
ENSG00000071564	19	ENSMMUG00000009017	19
ENSG00000071575	2	ENSMMUG00000038615	13
ENSG00000071626	19	ENSMMUG00000003047	19
ENSG00000071655	19	ENSMMUG00000009014	19
ENSG00000071794	3	ENSMMUG00000005526	2
ENSG00000071859	X	ENSMMUG00000005505	X
ENSG00000071889	X	ENSMMUG00000009012	X
ENSG00000071894	8	ENSMMUG00000007380	8
ENSG00000071909	2	ENSMMUG00000016256	12
ENSG00000071967	2	ENSMMUG00000048779	12
ENSG00000071991	18	ENSMMUG00000013529	18
ENSG00000071994	6	ENSMMUG00000019916	4
ENSG00000072041	12	ENSMMUG00000013650	11
ENSG00000072042	14	ENSMMUG00000015868	7
ENSG00000072062	19	ENSMMUG00000014132	19
ENSG00000072071	19	ENSMMUG00000014137	19
ENSG00000072080	2	ENSMMUG00000012173	12
ENSG00000072110	14	ENSMMUG00000010767	7
ENSG00000072121	14	ENSMMUG00000015871	7
ENSG00000072133	X	ENSMMUG00000020532	X
ENSG00000072134	17	ENSMMUG00000000140	16
ENSG00000072135	2	ENSMMUG00000009617	12
ENSG00000072163	2	ENSMMUG00000004179	12
ENSG00000072182	2	ENSMMUG00000013244	12
ENSG00000072201	4	ENSMMUG00000041981	5
ENSG00000072210	17	ENSMMUG00000014130	16
ENSG00000072274	3	ENSMMUG00000002114	2
ENSG00000072310	17	ENSMMUG00000023375	16
ENSG00000072315	X	ENSMMUG00000010424	X
ENSG00000072364	5	ENSMMUG00000015640	6
ENSG00000072401	10	ENSMMUG00000019825	9
ENSG00000072415	14	ENSMMUG00000021417	7
ENSG00000072422	10	ENSMMUG00000021400	9
ENSG00000072501	X	ENSMMUG00000009293	X
ENSG00000072506	X	ENSMMUG00000009296	X
ENSG00000072518	11	ENSMMUG00000014131	14
ENSG00000072571	5	ENSMMUG00000019553	6
ENSG00000072609	12	ENSMMUG00000015468	11
ENSG00000072657	12	ENSMMUG00000014775	11
ENSG00000072682	5	ENSMMUG00000010858	6
ENSG00000072736	16	ENSMMUG00000021843	20
