Macaque	ChrMacaque	Chicken	ChrChicken
ENSMMUG00000001178	17	ENSGALG00000017052	1
ENSMMUG00000001179	11	ENSGALG00000031640	AADN04002988.1
ENSMMUG00000001180	11	ENSGALG00000044770	27
ENSMMUG00000001183	9	ENSGALG00000041124	6
ENSMMUG00000001185	2	ENSGALG00000006531	9
ENSMMUG00000001186	9	ENSGALG00000020742	6
ENSMMUG00000001187	8	ENSGALG00000029279	2
ENSMMUG00000001190	19	ENSGALG00000000458	28
ENSMMUG00000001192	19	ENSGALG00000000470	28
ENSMMUG00000001194	11	ENSGALG00000020999	15
ENSMMUG00000001199	7	ENSGALG00000034802	5
ENSMMUG00000001201	7	ENSGALG00000011138	5
ENSMMUG00000001205	6	ENSGALG00000014670	Z
ENSMMUG00000001207	9	ENSGALG00000008905	6
ENSMMUG00000001208	9	ENSGALG00000008914	6
ENSMMUG00000001209	6	ENSGALG00000014672	Z
ENSMMUG00000001212	6	ENSGALG00000014673	Z
ENSMMUG00000001214	11	ENSGALG00000040272	1
ENSMMUG00000001216	1	ENSGALG00000030372	KQ759474.1
ENSMMUG00000001217	9	ENSGALG00000008933	6
ENSMMUG00000001218	9	ENSGALG00000020679	6
ENSMMUG00000001219	19	ENSGALG00000034194	AADN04006518.1
ENSMMUG00000001225	3	ENSGALG00000001122	19
ENSMMUG00000001228	16	ENSGALG00000008057	18
ENSMMUG00000001233	6	ENSGALG00000014740	Z
ENSMMUG00000001238	11	ENSGALG00000008217	15
ENSMMUG00000001242	7	ENSGALG00000004545	10
ENSMMUG00000001244	12	ENSGALG00000011605	7
ENSMMUG00000001246	7	ENSGALG00000036288	10
ENSMMUG00000001247	7	ENSGALG00000040087	10
ENSMMUG00000001248	4	ENSGALG00000012802	2
ENSMMUG00000001250	15	ENSGALG00000022909	2
ENSMMUG00000001264	1	ENSGALG00000003405	23
ENSMMUG00000001266	16	ENSGALG00000029893	18
ENSMMUG00000001267	15	ENSGALG00000003441	17
ENSMMUG00000001271	16	ENSGALG00000004441	18
ENSMMUG00000001272	15	ENSGALG00000034436	17
ENSMMUG00000001273	7	ENSGALG00000011690	5
ENSMMUG00000001276	7	ENSGALG00000011696	5
ENSMMUG00000001278	13	ENSGALG00000010583	3
ENSMMUG00000001282	13	ENSGALG00000016501	3
ENSMMUG00000001283	13	ENSGALG00000016502	3
ENSMMUG00000001285	16	ENSGALG00000006963	18
ENSMMUG00000001286	16	ENSGALG00000017418	18
ENSMMUG00000001287	4	ENSGALG00000023256	3
ENSMMUG00000001290	9	ENSGALG00000008401	1
ENSMMUG00000001291	17	ENSGALG00000017122	1
ENSMMUG00000001292	17	ENSGALG00000017120	1
ENSMMUG00000001294	14	ENSGALG00000017329	1
ENSMMUG00000001297	1	ENSGALG00000036925	25
ENSMMUG00000001304	15	ENSGALG00000033179	2
ENSMMUG00000001306	11	ENSGALG00000004240	15
ENSMMUG00000001308	3	ENSGALG00000041764	2
ENSMMUG00000001312	17	ENSGALG00000016920	1
ENSMMUG00000001313	12	ENSGALG00000005788	9
ENSMMUG00000001314	12	ENSGALG00000037739	9
ENSMMUG00000001321	16	ENSGALG00000040244	18
ENSMMUG00000001329	16	ENSGALG00000002781	27
ENSMMUG00000001338	8	ENSGALG00000029295	2
ENSMMUG00000001339	2	ENSGALG00000008420	12
ENSMMUG00000001341	5	ENSGALG00000014934	4
ENSMMUG00000001342	2	ENSGALG00000005042	12
ENSMMUG00000001343	16	ENSGALG00000014607	27
ENSMMUG00000001344	6	ENSGALG00000006258	13
ENSMMUG00000001347	16	ENSGALG00000022030	27
ENSMMUG00000001348	16	ENSGALG00000031529	27
ENSMMUG00000001349	2	ENSGALG00000037856	12
ENSMMUG00000001350	3	ENSGALG00000040364	2
ENSMMUG00000001360	6	ENSGALG00000004390	Z
ENSMMUG00000001361	11	ENSGALG00000012953	1
ENSMMUG00000001362	7	ENSGALG00000003705	10
ENSMMUG00000001369	2	ENSGALG00000005092	12
ENSMMUG00000001371	4	ENSGALG00000012816	2
ENSMMUG00000001374	9	ENSGALG00000007331	2
ENSMMUG00000001375	6	ENSGALG00000042679	2
ENSMMUG00000001377	13	ENSGALG00000016531	3
ENSMMUG00000001379	7	ENSGALG00000027498	10
ENSMMUG00000001380	1	ENSGALG00000006804	8
ENSMMUG00000001382	1	ENSGALG00000015488	1
ENSMMUG00000001384	5	ENSGALG00000014516	4
ENSMMUG00000001386	7	ENSGALG00000040241	10
ENSMMUG00000001387	14	ENSGALG00000000681	1
ENSMMUG00000001389	20	ENSGALG00000042045	11
ENSMMUG00000001390	13	ENSGALG00000016799	1
ENSMMUG00000001392	6	ENSGALG00000027932	Z
ENSMMUG00000001393	4	ENSGALG00000043290	3
ENSMMUG00000001394	4	ENSGALG00000045514	3
ENSMMUG00000001395	4	ENSGALG00000016297	3
ENSMMUG00000001397	6	ENSGALG00000014668	Z
ENSMMUG00000001399	4	ENSGALG00000016294	3
ENSMMUG00000001402	17	ENSGALG00000016884	1
ENSMMUG00000001404	16	ENSGALG00000039633	27
ENSMMUG00000001405	16	ENSGALG00000044406	27
ENSMMUG00000001407	20	ENSGALG00000005933	14
ENSMMUG00000001420	1	ENSGALG00000030647	21
ENSMMUG00000001423	7	ENSGALG00000042839	10
ENSMMUG00000001425	7	ENSGALG00000038618	10
ENSMMUG00000001432	8	ENSGALG00000037014	2
ENSMMUG00000001433	X	ENSGALG00000016538	1
ENSMMUG00000001434	1	ENSGALG00000010643	8
ENSMMUG00000001454	10	ENSGALG00000011950	1
ENSMMUG00000001456	2	ENSGALG00000008744	9
ENSMMUG00000001459	10	ENSGALG00000011947	1
ENSMMUG00000001460	3	ENSGALG00000036552	14
ENSMMUG00000001466	16	ENSGALG00000029917	AADN04002558.1
ENSMMUG00000001467	16	ENSGALG00000041555	AADN04001035.1
ENSMMUG00000001472	9	ENSGALG00000009427	6
ENSMMUG00000001473	19	ENSGALG00000041266	AADN04001212.1
ENSMMUG00000001475	12	ENSGALG00000007759	7
ENSMMUG00000001476	19	ENSGALG00000032489	AADN04001212.1
ENSMMUG00000001480	17	ENSGALG00000017016	1
ENSMMUG00000001481	1	ENSGALG00000004642	8
ENSMMUG00000001482	7	ENSGALG00000029332	5
ENSMMUG00000001483	7	ENSGALG00000041216	5
ENSMMUG00000001484	X	ENSGALG00000008572	4
ENSMMUG00000001485	5	ENSGALG00000011175	4
ENSMMUG00000001502	16	ENSGALG00000019715	27
ENSMMUG00000001503	16	ENSGALG00000019716	27
ENSMMUG00000001507	6	ENSGALG00000037646	13
ENSMMUG00000001508	2	ENSGALG00000007302	12
ENSMMUG00000001509	2	ENSGALG00000007315	12
ENSMMUG00000001511	6	ENSGALG00000035030	13
ENSMMUG00000001513	2	ENSGALG00000007332	12
ENSMMUG00000001515	6	ENSGALG00000007610	13
ENSMMUG00000001518	9	ENSGALG00000006966	6
ENSMMUG00000001524	15	ENSGALG00000013441	2
ENSMMUG00000001526	15	ENSGALG00000013438	2
ENSMMUG00000001529	2	ENSGALG00000007467	12
ENSMMUG00000001530	13	ENSGALG00000016437	3
ENSMMUG00000001531	2	ENSGALG00000007483	12
ENSMMUG00000001532	7	ENSGALG00000009036	5
ENSMMUG00000001534	7	ENSGALG00000009050	5
ENSMMUG00000001535	13	ENSGALG00000038495	3
ENSMMUG00000001536	14	ENSGALG00000012030	5
ENSMMUG00000001539	9	ENSGALG00000007658	6
ENSMMUG00000001540	X	ENSGALG00000007269	4
ENSMMUG00000001544	7	ENSGALG00000009112	5
ENSMMUG00000001545	15	ENSGALG00000018534	Z
ENSMMUG00000001547	7	ENSGALG00000009081	5
ENSMMUG00000001548	7	ENSGALG00000009111	5
ENSMMUG00000001549	1	ENSGALG00000035869	21
ENSMMUG00000001551	1	ENSGALG00000001489	21
ENSMMUG00000001553	3	ENSGALG00000022813	1
ENSMMUG00000001559	20	ENSGALG00000002861	11
ENSMMUG00000001561	20	ENSGALG00000002853	11
ENSMMUG00000001562	3	ENSGALG00000010938	2
ENSMMUG00000001564	20	ENSGALG00000003219	11
ENSMMUG00000001565	1	ENSGALG00000004578	8
ENSMMUG00000001568	7	ENSGALG00000001376	10
ENSMMUG00000001570	13	ENSGALG00000016476	3
ENSMMUG00000001572	16	ENSGALG00000005150	19
ENSMMUG00000001573	1	ENSGALG00000030028	8
ENSMMUG00000001579	13	ENSGALG00000016478	3
ENSMMUG00000001580	10	ENSGALG00000014218	1
ENSMMUG00000001583	16	ENSGALG00000023354	18
ENSMMUG00000001585	16	ENSGALG00000042215	18
ENSMMUG00000001586	16	ENSGALG00000004583	18
ENSMMUG00000001587	7	ENSGALG00000003521	10
ENSMMUG00000001589	16	ENSGALG00000004525	18
ENSMMUG00000001592	2	ENSGALG00000027688	1
ENSMMUG00000001593	2	ENSGALG00000014966	1
ENSMMUG00000001594	2	ENSGALG00000014949	1
ENSMMUG00000001596	2	ENSGALG00000042320	1
ENSMMUG00000001597	6	ENSGALG00000013548	Z
ENSMMUG00000001600	6	ENSGALG00000046188	Z
ENSMMUG00000001604	6	ENSGALG00000026704	Z
ENSMMUG00000001608	9	ENSGALG00000039528	6
ENSMMUG00000001609	6	ENSGALG00000003747	Z
ENSMMUG00000001610	1	ENSGALG00000003774	21
ENSMMUG00000001611	6	ENSGALG00000003775	Z
ENSMMUG00000001612	18	ENSGALG00000043150	2
ENSMMUG00000001614	1	ENSGALG00000041401	21
ENSMMUG00000001618	8	ENSGALG00000034294	2
ENSMMUG00000001619	9	ENSGALG00000035667	6
ENSMMUG00000001625	3	ENSGALG00000039935	2
ENSMMUG00000001630	5	ENSGALG00000028041	4
ENSMMUG00000001632	4	ENSGALG00000010134	3
ENSMMUG00000001634	4	ENSGALG00000010131	3
ENSMMUG00000001635	8	ENSGALG00000034229	22
ENSMMUG00000001641	8	ENSGALG00000038175	2
ENSMMUG00000001642	7	ENSGALG00000011910	5
ENSMMUG00000001646	15	ENSGALG00000000864	17
ENSMMUG00000001648	15	ENSGALG00000021553	17
ENSMMUG00000001649	3	ENSGALG00000016022	1
ENSMMUG00000001651	12	ENSGALG00000037467	AADN04001081.1
ENSMMUG00000001653	8	ENSGALG00000035932	2
ENSMMUG00000001658	4	ENSGALG00000038425	3
ENSMMUG00000001659	4	ENSGALG00000015490	3
ENSMMUG00000001661	15	ENSGALG00000008898	17
ENSMMUG00000001663	X	ENSGALG00000016288	1
ENSMMUG00000001669	15	ENSGALG00000008625	17
ENSMMUG00000001671	3	ENSGALG00000006489	1
ENSMMUG00000001672	1	ENSGALG00000026810	8
ENSMMUG00000001674	12	ENSGALG00000003126	7
ENSMMUG00000001675	10	ENSGALG00000008059	15
ENSMMUG00000001676	6	ENSGALG00000013372	Z
ENSMMUG00000001677	15	ENSGALG00000042421	17
ENSMMUG00000001678	6	ENSGALG00000013376	Z
ENSMMUG00000001680	12	ENSGALG00000011131	7
ENSMMUG00000001682	7	ENSGALG00000008348	10
ENSMMUG00000001686	1	ENSGALG00000005610	8
ENSMMUG00000001688	20	ENSGALG00000005253	14
ENSMMUG00000001689	X	ENSGALG00000007128	4
ENSMMUG00000001690	1	ENSGALG00000005597	8
ENSMMUG00000001693	13	ENSGALG00000016801	1
ENSMMUG00000001694	9	ENSGALG00000039999	2
ENSMMUG00000001697	13	ENSGALG00000043690	1
ENSMMUG00000001698	7	ENSGALG00000027643	5
ENSMMUG00000001700	9	ENSGALG00000035287	2
ENSMMUG00000001701	3	ENSGALG00000031294	2
ENSMMUG00000001702	3	ENSGALG00000031758	2
ENSMMUG00000001706	6	ENSGALG00000040453	13
ENSMMUG00000001707	6	ENSGALG00000001132	13
ENSMMUG00000001711	3	ENSGALG00000015844	1
ENSMMUG00000001712	3	ENSGALG00000033965	1
ENSMMUG00000001713	18	ENSGALG00000012906	2
ENSMMUG00000001714	2	ENSGALG00000039363	12
ENSMMUG00000001717	5	ENSGALG00000009496	4
ENSMMUG00000001722	6	ENSGALG00000014661	Z
ENSMMUG00000001723	7	ENSGALG00000008460	5
ENSMMUG00000001724	7	ENSGALG00000024469	5
ENSMMUG00000001725	6	ENSGALG00000040041	13
ENSMMUG00000001727	15	ENSGALG00000003683	17
ENSMMUG00000001728	6	ENSGALG00000039099	13
ENSMMUG00000001730	14	ENSGALG00000017208	1
ENSMMUG00000001731	6	ENSGALG00000039705	13
ENSMMUG00000001735	19	ENSGALG00000000558	28
ENSMMUG00000001737	7	ENSGALG00000008553	5
ENSMMUG00000001739	11	ENSGALG00000032287	15
ENSMMUG00000001740	7	ENSGALG00000006871	10
ENSMMUG00000001742	1	ENSGALG00000006038	8
ENSMMUG00000001743	5	ENSGALG00000020201	4
ENSMMUG00000001744	3	ENSGALG00000002598	19
ENSMMUG00000001745	14	ENSGALG00000030548	AADN04001190.1
ENSMMUG00000001747	5	ENSGALG00000014486	4
ENSMMUG00000001748	15	ENSGALG00000015216	Z
ENSMMUG00000001753	6	ENSGALG00000014891	Z
ENSMMUG00000001760	18	ENSGALG00000037426	Z
ENSMMUG00000001761	12	ENSGALG00000007712	7
ENSMMUG00000001773	15	ENSGALG00000015315	Z
ENSMMUG00000001776	10	ENSGALG00000006719	15
ENSMMUG00000001777	14	ENSGALG00000041774	5
ENSMMUG00000001780	14	ENSGALG00000007077	5
ENSMMUG00000001781	11	ENSGALG00000043468	1
ENSMMUG00000001782	7	ENSGALG00000002708	10
ENSMMUG00000001789	6	ENSGALG00000014742	Z
ENSMMUG00000001790	16	ENSGALG00000002108	18
ENSMMUG00000001795	16	ENSGALG00000002062	18
ENSMMUG00000001798	2	ENSGALG00000005902	12
ENSMMUG00000001799	3	ENSGALG00000005612	2
ENSMMUG00000001800	14	ENSGALG00000017165	1
ENSMMUG00000001802	13	ENSGALG00000016803	1
ENSMMUG00000001806	4	ENSGALG00000014940	3
ENSMMUG00000001809	10	ENSGALG00000009130	3
ENSMMUG00000001810	7	ENSGALG00000009724	5
ENSMMUG00000001811	7	ENSGALG00000009723	5
ENSMMUG00000001814	2	ENSGALG00000008349	12
ENSMMUG00000001817	1	ENSGALG00000002055	21
ENSMMUG00000001820	7	ENSGALG00000009368	5
ENSMMUG00000001821	9	ENSGALG00000005232	6
ENSMMUG00000001825	9	ENSGALG00000031720	6
ENSMMUG00000001827	15	ENSGALG00000015542	Z
ENSMMUG00000001831	1	ENSGALG00000010287	8
ENSMMUG00000001833	10	ENSGALG00000007541	20
ENSMMUG00000001837	7	ENSGALG00000001449	10
ENSMMUG00000001841	5	ENSGALG00000009800	4
ENSMMUG00000001844	5	ENSGALG00000042851	4
ENSMMUG00000001845	13	ENSGALG00000031679	28
ENSMMUG00000001846	13	ENSGALG00000036638	22
ENSMMUG00000001847	2	ENSGALG00000008263	12
ENSMMUG00000001848	5	ENSGALG00000042067	4
ENSMMUG00000001849	2	ENSGALG00000008267	12
ENSMMUG00000001850	6	ENSGALG00000004184	13
ENSMMUG00000001852	10	ENSGALG00000030101	1
ENSMMUG00000001853	10	ENSGALG00000038599	1
ENSMMUG00000001855	10	ENSGALG00000011934	1
ENSMMUG00000001861	12	ENSGALG00000009240	7
ENSMMUG00000001868	12	ENSGALG00000011630	7
ENSMMUG00000001869	1	ENSGALG00000005412	2
ENSMMUG00000001874	9	ENSGALG00000005534	6
ENSMMUG00000001876	9	ENSGALG00000005547	6
ENSMMUG00000001879	5	ENSGALG00000009573	4
ENSMMUG00000001888	20	ENSGALG00000037492	14
ENSMMUG00000001890	20	ENSGALG00000039779	14
ENSMMUG00000001891	1	ENSGALG00000001392	21
ENSMMUG00000001892	5	ENSGALG00000041993	4
ENSMMUG00000001893	6	ENSGALG00000014716	Z
ENSMMUG00000001894	1	ENSGALG00000001382	21
ENSMMUG00000001896	1	ENSGALG00000001334	21
ENSMMUG00000001898	15	ENSGALG00000012598	Z
ENSMMUG00000001899	17	ENSGALG00000017033	1
ENSMMUG00000001900	15	ENSGALG00000012601	Z
ENSMMUG00000001902	9	ENSGALG00000009091	6
ENSMMUG00000001905	9	ENSGALG00000009152	6
ENSMMUG00000001906	11	ENSGALG00000008238	15
ENSMMUG00000001907	20	ENSGALG00000005402	11
ENSMMUG00000001909	11	ENSGALG00000004598	15
ENSMMUG00000001910	1	ENSGALG00000023772	21
ENSMMUG00000001915	2	ENSGALG00000026862	9
ENSMMUG00000001916	1	ENSGALG00000000397	26
ENSMMUG00000001917	19	ENSGALG00000000736	28
ENSMMUG00000001918	5	ENSGALG00000027886	4
ENSMMUG00000001919	5	ENSGALG00000013793	4
ENSMMUG00000001921	1	ENSGALG00000032893	26
ENSMMUG00000001923	1	ENSGALG00000028721	26
ENSMMUG00000001924	1	ENSGALG00000000086	26
ENSMMUG00000001926	1	ENSGALG00000000374	26
ENSMMUG00000001927	12	ENSGALG00000011492	7
ENSMMUG00000001929	1	ENSGALG00000000616	26
ENSMMUG00000001936	13	ENSGALG00000008552	3
ENSMMUG00000001938	16	ENSGALG00000032036	1
ENSMMUG00000001939	6	ENSGALG00000002457	13
ENSMMUG00000001941	6	ENSGALG00000000884	13
ENSMMUG00000001942	16	ENSGALG00000002954	18
ENSMMUG00000001943	2	ENSGALG00000035629	1
ENSMMUG00000001944	20	ENSGALG00000007291	14
ENSMMUG00000001946	2	ENSGALG00000015123	1
ENSMMUG00000001947	6	ENSGALG00000006323	13
ENSMMUG00000001948	6	ENSGALG00000006327	13
ENSMMUG00000001951	6	ENSGALG00000006341	13
ENSMMUG00000001952	11	ENSGALG00000009825	1
ENSMMUG00000001953	2	ENSGALG00000037485	1
ENSMMUG00000001955	11	ENSGALG00000027682	1
ENSMMUG00000001960	1	ENSGALG00000010276	8
ENSMMUG00000001973	1	ENSGALG00000002147	26
ENSMMUG00000001974	1	ENSGALG00000002139	26
ENSMMUG00000001978	1	ENSGALG00000002082	26
ENSMMUG00000001979	3	ENSGALG00000038225	1
ENSMMUG00000001980	2	ENSGALG00000014977	1
ENSMMUG00000001982	20	ENSGALG00000028345	14
ENSMMUG00000001984	20	ENSGALG00000036577	14
ENSMMUG00000001986	20	ENSGALG00000002450	14
ENSMMUG00000001989	12	ENSGALG00000002057	9
ENSMMUG00000001990	4	ENSGALG00000012715	2
ENSMMUG00000001992	4	ENSGALG00000042858	2
ENSMMUG00000001993	4	ENSGALG00000012720	2
ENSMMUG00000001995	14	ENSGALG00000044914	5
ENSMMUG00000001997	14	ENSGALG00000036725	5
ENSMMUG00000002004	5	ENSGALG00000010661	4
ENSMMUG00000002005	1	ENSGALG00000033898	AADN04005097.1
ENSMMUG00000002009	1	ENSGALG00000007585	25
ENSMMUG00000002010	1	ENSGALG00000043129	25
ENSMMUG00000002011	12	ENSGALG00000042374	7
ENSMMUG00000002013	12	ENSGALG00000009202	7
ENSMMUG00000002015	X	ENSGALG00000007476	4
ENSMMUG00000002016	X	ENSGALG00000006394	14
ENSMMUG00000002018	20	ENSGALG00000000893	11
ENSMMUG00000002021	2	ENSGALG00000006947	9
ENSMMUG00000002023	X	ENSGALG00000031144	4
ENSMMUG00000002025	13	ENSGALG00000032770	3
ENSMMUG00000002026	13	ENSGALG00000030022	3
ENSMMUG00000002030	20	ENSGALG00000029889	AADN04006183.1
ENSMMUG00000002032	8	ENSGALG00000001838	22
ENSMMUG00000002033	20	ENSGALG00000042348	AADN04015397.1
ENSMMUG00000002038	7	ENSGALG00000006413	10
ENSMMUG00000002041	11	ENSGALG00000002557	15
ENSMMUG00000002043	14	ENSGALG00000006546	5
ENSMMUG00000002045	11	ENSGALG00000033271	AADN04000745.1
ENSMMUG00000002048	11	ENSGALG00000037396	AADN04000745.1
ENSMMUG00000002052	1	ENSGALG00000002506	21
ENSMMUG00000002054	13	ENSGALG00000016440	3
ENSMMUG00000002060	10	ENSGALG00000008386	3
ENSMMUG00000002061	14	ENSGALG00000029220	24
ENSMMUG00000002062	6	ENSGALG00000014682	Z
ENSMMUG00000002063	6	ENSGALG00000014684	Z
ENSMMUG00000002065	20	ENSGALG00000035575	11
ENSMMUG00000002066	20	ENSGALG00000038865	11
ENSMMUG00000002067	14	ENSGALG00000036993	24
ENSMMUG00000002068	8	ENSGALG00000030862	2
ENSMMUG00000002069	16	ENSGALG00000005567	19
ENSMMUG00000002080	9	ENSGALG00000006652	2
ENSMMUG00000002081	9	ENSGALG00000006682	1
ENSMMUG00000002088	15	ENSGALG00000002014	Z
ENSMMUG00000002089	10	ENSGALG00000029033	20
ENSMMUG00000002091	10	ENSGALG00000001231	20
ENSMMUG00000002100	2	ENSGALG00000039583	12
ENSMMUG00000002102	16	ENSGALG00000035733	27
ENSMMUG00000002103	12	ENSGALG00000002958	9
ENSMMUG00000002105	1	ENSGALG00000005462	6
ENSMMUG00000002107	17	ENSGALG00000017039	1
ENSMMUG00000002108	8	ENSGALG00000035199	2
ENSMMUG00000002109	17	ENSGALG00000017038	1
ENSMMUG00000002113	17	ENSGALG00000017037	1
ENSMMUG00000002114	2	ENSGALG00000007485	9
ENSMMUG00000002121	7	ENSGALG00000012089	5
ENSMMUG00000002123	13	ENSGALG00000036747	KQ759550.1
ENSMMUG00000002125	13	ENSGALG00000031211	KQ759550.1
ENSMMUG00000002127	13	ENSGALG00000030118	KQ759550.1
ENSMMUG00000002129	13	ENSGALG00000033656	KQ759405.1
ENSMMUG00000002130	2	ENSGALG00000040902	2
ENSMMUG00000002131	13	ENSGALG00000030148	KQ759405.1
ENSMMUG00000002132	16	ENSGALG00000026225	18
ENSMMUG00000002133	16	ENSGALG00000026816	18
ENSMMUG00000002134	X	ENSGALG00000016406	1
ENSMMUG00000002135	1	ENSGALG00000003955	8
ENSMMUG00000002136	13	ENSGALG00000030931	KQ759405.1
ENSMMUG00000002138	13	ENSGALG00000036142	KQ759405.1
ENSMMUG00000002140	13	ENSGALG00000029780	KQ759405.1
ENSMMUG00000002141	1	ENSGALG00000009822	3
ENSMMUG00000002142	1	ENSGALG00000009821	3
ENSMMUG00000002144	11	ENSGALG00000011930	1
ENSMMUG00000002145	5	ENSGALG00000010214	4
ENSMMUG00000002147	4	ENSGALG00000012798	2
ENSMMUG00000002149	16	ENSGALG00000034262	27
ENSMMUG00000002150	16	ENSGALG00000024449	27
ENSMMUG00000002151	X	ENSGALG00000046009	4
ENSMMUG00000002152	13	ENSGALG00000027632	3
ENSMMUG00000002166	16	ENSGALG00000000410	27
ENSMMUG00000002167	16	ENSGALG00000000461	27
ENSMMUG00000002171	1	ENSGALG00000002726	21
ENSMMUG00000002174	4	ENSGALG00000015026	3
ENSMMUG00000002176	15	ENSGALG00000015052	Z
ENSMMUG00000002182	10	ENSGALG00000006872	15
ENSMMUG00000002183	12	ENSGALG00000009172	7
ENSMMUG00000002187	12	ENSGALG00000009149	7
ENSMMUG00000002188	1	ENSGALG00000039406	21
ENSMMUG00000002189	12	ENSGALG00000009135	7
ENSMMUG00000002197	11	ENSGALG00000014723	1
ENSMMUG00000002200	1	ENSGALG00000010818	8
ENSMMUG00000002204	18	ENSGALG00000012903	2
ENSMMUG00000002206	16	ENSGALG00000031425	18
ENSMMUG00000002208	16	ENSGALG00000001348	18
ENSMMUG00000002209	18	ENSGALG00000012898	2
ENSMMUG00000002210	18	ENSGALG00000045642	2
ENSMMUG00000002211	5	ENSGALG00000032386	4
ENSMMUG00000002212	5	ENSGALG00000010061	4
ENSMMUG00000002213	15	ENSGALG00000001637	17
ENSMMUG00000002214	6	ENSGALG00000040035	13
ENSMMUG00000002218	1	ENSGALG00000014701	1
ENSMMUG00000002219	1	ENSGALG00000002637	21
ENSMMUG00000002223	11	ENSGALG00000004610	15
ENSMMUG00000002224	15	ENSGALG00000015105	Z
ENSMMUG00000002226	11	ENSGALG00000004625	15
ENSMMUG00000002227	1	ENSGALG00000009303	3
ENSMMUG00000002229	10	ENSGALG00000014140	1
ENSMMUG00000002230	2	ENSGALG00000031244	7
ENSMMUG00000002232	2	ENSGALG00000011704	7
ENSMMUG00000002234	13	ENSGALG00000046358	3
ENSMMUG00000002235	11	ENSGALG00000012755	1
ENSMMUG00000002236	15	ENSGALG00000040582	17
ENSMMUG00000002241	14	ENSGALG00000017153	1
ENSMMUG00000002242	2	ENSGALG00000032577	9
ENSMMUG00000002243	11	ENSGALG00000011277	1
ENSMMUG00000002244	11	ENSGALG00000011280	1
ENSMMUG00000002248	15	ENSGALG00000033039	17
ENSMMUG00000002250	14	ENSGALG00000001611	24
ENSMMUG00000002255	1	ENSGALG00000000788	26
ENSMMUG00000002257	20	ENSGALG00000007008	14
ENSMMUG00000002259	2	ENSGALG00000008545	9
ENSMMUG00000002260	7	ENSGALG00000011889	5
ENSMMUG00000002261	1	ENSGALG00000004657	21
ENSMMUG00000002268	16	ENSGALG00000000109	18
ENSMMUG00000002269	16	ENSGALG00000003185	18
ENSMMUG00000002270	4	ENSGALG00000013683	3
ENSMMUG00000002271	4	ENSGALG00000015313	3
ENSMMUG00000002272	6	ENSGALG00000003702	13
ENSMMUG00000002277	3	ENSGALG00000011854	1
ENSMMUG00000002278	19	ENSGALG00000026231	28
ENSMMUG00000002282	3	ENSGALG00000012766	1
ENSMMUG00000002285	1	ENSGALG00000011106	3
ENSMMUG00000002286	20	ENSGALG00000007762	14
ENSMMUG00000002287	1	ENSGALG00000011111	3
ENSMMUG00000002295	1	ENSGALG00000029140	25
ENSMMUG00000002300	13	ENSGALG00000016094	4
ENSMMUG00000002302	10	ENSGALG00000004736	20
ENSMMUG00000002312	5	ENSGALG00000010859	4
ENSMMUG00000002314	5	ENSGALG00000010866	4
ENSMMUG00000002315	10	ENSGALG00000005932	20
ENSMMUG00000002316	10	ENSGALG00000005901	20
ENSMMUG00000002317	3	ENSGALG00000011724	1
ENSMMUG00000002318	3	ENSGALG00000011722	1
ENSMMUG00000002321	10	ENSGALG00000008445	3
ENSMMUG00000002327	2	ENSGALG00000042104	1
ENSMMUG00000002330	17	ENSGALG00000016967	1
ENSMMUG00000002331	5	ENSGALG00000010764	4
ENSMMUG00000002332	7	ENSGALG00000009332	5
ENSMMUG00000002336	8	ENSGALG00000031741	2
ENSMMUG00000002337	7	ENSGALG00000009838	5
ENSMMUG00000002339	1	ENSGALG00000010957	8
ENSMMUG00000002345	7	ENSGALG00000004710	10
ENSMMUG00000002346	7	ENSGALG00000004696	10
ENSMMUG00000002347	11	ENSGALG00000004582	15
ENSMMUG00000002351	16	ENSGALG00000035369	27
ENSMMUG00000002358	11	ENSGALG00000013097	1
ENSMMUG00000002359	11	ENSGALG00000013098	1
ENSMMUG00000002361	15	ENSGALG00000015656	Z
ENSMMUG00000002362	15	ENSGALG00000010178	Z
ENSMMUG00000002364	3	ENSGALG00000040724	2
ENSMMUG00000002365	14	ENSGALG00000039648	5
ENSMMUG00000002366	5	ENSGALG00000010397	4
ENSMMUG00000002368	14	ENSGALG00000007555	5
ENSMMUG00000002369	14	ENSGALG00000007556	5
ENSMMUG00000002370	12	ENSGALG00000034007	7
ENSMMUG00000002371	16	ENSGALG00000002709	19
ENSMMUG00000002373	16	ENSGALG00000002739	19
ENSMMUG00000002377	16	ENSGALG00000002843	19
ENSMMUG00000002380	16	ENSGALG00000026822	19
ENSMMUG00000002382	16	ENSGALG00000002987	19
ENSMMUG00000002387	1	ENSGALG00000010879	8
ENSMMUG00000002388	13	ENSGALG00000033143	3
ENSMMUG00000002397	10	ENSGALG00000008538	3
ENSMMUG00000002399	5	ENSGALG00000010755	4
ENSMMUG00000002400	1	ENSGALG00000009330	3
ENSMMUG00000002401	5	ENSGALG00000036252	4
ENSMMUG00000002403	7	ENSGALG00000041082	AADN04009451.1
ENSMMUG00000002411	3	ENSGALG00000037538	AADN04001118.1
ENSMMUG00000002412	16	ENSGALG00000004386	18
ENSMMUG00000002413	19	ENSGALG00000045684	28
ENSMMUG00000002414	16	ENSGALG00000003650	18
ENSMMUG00000002419	5	ENSGALG00000024490	4
