Macaque	ChrMacaque	Platypus	ChrPlatypus
ENSMMUG00000001142	16	ENSOANG00000002903	Contig607
ENSMMUG00000001143	3	ENSOANG00000012640	Contig15266
ENSMMUG00000001147	13	ENSOANG00000013148	Ultra161
ENSMMUG00000001150	4	ENSOANG00000005987	1
ENSMMUG00000001151	8	ENSOANG00000009073	Contig59
ENSMMUG00000001152	1	ENSOANG00000022089	Contig14523
ENSMMUG00000001153	8	ENSOANG00000005839	Ultra469
ENSMMUG00000001155	9	ENSOANG00000001583	Ultra272
ENSMMUG00000001157	9	ENSOANG00000001582	Ultra272
ENSMMUG00000001158	5	ENSOANG00000005940	Ultra124
ENSMMUG00000001163	12	ENSOANG00000003627	Ultra514
ENSMMUG00000001166	19	ENSOANG00000006846	Ultra326
ENSMMUG00000001167	19	ENSOANG00000029270	Ultra517
ENSMMUG00000001171	12	ENSOANG00000003628	Ultra514
ENSMMUG00000001172	17	ENSOANG00000022524	Ultra336
ENSMMUG00000001176	17	ENSOANG00000015493	Ultra336
ENSMMUG00000001178	17	ENSOANG00000015494	Ultra336
ENSMMUG00000001179	11	ENSOANG00000032064	Contig142385
ENSMMUG00000001180	11	ENSOANG00000008716	Contig50192
ENSMMUG00000001183	9	ENSOANG00000007824	17
ENSMMUG00000001185	2	ENSOANG00000013953	Contig2131
ENSMMUG00000001186	9	ENSOANG00000007826	17
ENSMMUG00000001187	8	ENSOANG00000014961	Contig18979
ENSMMUG00000001190	19	ENSOANG00000009199	Ultra266
ENSMMUG00000001192	19	ENSOANG00000010017	Contig12098
ENSMMUG00000001194	11	ENSOANG00000015679	Contig13083
ENSMMUG00000001197	19	ENSOANG00000020089	Contig37188
ENSMMUG00000001199	7	ENSOANG00000014774	Ultra378
ENSMMUG00000001201	7	ENSOANG00000009487	Contig9048
ENSMMUG00000001207	9	ENSOANG00000001578	Ultra272
ENSMMUG00000001208	9	ENSOANG00000001575	Ultra272
ENSMMUG00000001209	6	ENSOANG00000006983	Contig6052
ENSMMUG00000001212	6	ENSOANG00000009206	1
ENSMMUG00000001214	11	ENSOANG00000004881	Ultra52
ENSMMUG00000001217	9	ENSOANG00000001572	Ultra272
ENSMMUG00000001218	9	ENSOANG00000001571	Ultra272
ENSMMUG00000001219	19	ENSOANG00000013891	Contig13878
ENSMMUG00000001220	19	ENSOANG00000008360	Contig16702
ENSMMUG00000001224	6	ENSOANG00000004949	Contig43074
ENSMMUG00000001225	3	ENSOANG00000008778	Contig36252
ENSMMUG00000001226	6	ENSOANG00000004615	Ultra217
ENSMMUG00000001228	16	ENSOANG00000005718	Contig4232
ENSMMUG00000001233	6	ENSOANG00000012524	Ultra307
ENSMMUG00000001242	7	ENSOANG00000013014	Ultra351
ENSMMUG00000001244	12	ENSOANG00000012068	Ultra436
ENSMMUG00000001246	7	ENSOANG00000013359	Ultra122
ENSMMUG00000001247	7	ENSOANG00000013358	Ultra122
ENSMMUG00000001248	4	ENSOANG00000031445	Ultra349
ENSMMUG00000001250	15	ENSOANG00000014464	Ultra43
ENSMMUG00000001254	7	ENSOANG00000010712	Contig33187
ENSMMUG00000001256	14	ENSOANG00000000350	Contig5049
ENSMMUG00000001259	11	ENSOANG00000006862	Contig14829
ENSMMUG00000001260	14	ENSOANG00000014341	Ultra475
ENSMMUG00000001264	1	ENSOANG00000001193	Ultra533
ENSMMUG00000001266	16	ENSOANG00000009570	Contig1435
ENSMMUG00000001267	15	ENSOANG00000014724	Ultra81
ENSMMUG00000001269	16	ENSOANG00000009569	Contig1435
ENSMMUG00000001271	16	ENSOANG00000009568	Contig1435
ENSMMUG00000001272	15	ENSOANG00000014725	Ultra81
ENSMMUG00000001273	7	ENSOANG00000029951	Contig3676
ENSMMUG00000001276	7	ENSOANG00000007869	Contig8124
ENSMMUG00000001278	13	ENSOANG00000009479	X1
ENSMMUG00000001282	13	ENSOANG00000007627	2
ENSMMUG00000001283	13	ENSOANG00000007628	2
ENSMMUG00000001290	9	ENSOANG00000015463	Contig13
ENSMMUG00000001291	17	ENSOANG00000009039	Contig59
ENSMMUG00000001293	14	ENSOANG00000012452	Contig25673
ENSMMUG00000001294	14	ENSOANG00000015180	Contig2614
ENSMMUG00000001301	14	ENSOANG00000021260	Ultra163
ENSMMUG00000001304	15	ENSOANG00000014872	Contig447
ENSMMUG00000001305	4	ENSOANG00000008463	Ultra67
ENSMMUG00000001306	11	ENSOANG00000006860	Ultra244
ENSMMUG00000001308	3	ENSOANG00000029694	Contig6295
ENSMMUG00000001312	17	ENSOANG00000021984	Contig2809
ENSMMUG00000001313	12	ENSOANG00000011757	7
ENSMMUG00000001314	12	ENSOANG00000011756	7
ENSMMUG00000001317	6	ENSOANG00000014434	3
ENSMMUG00000001321	16	ENSOANG00000001759	Contig2300
ENSMMUG00000001324	14	ENSOANG00000021778	Contig13890
ENSMMUG00000001325	11	ENSOANG00000030805	Contig9415
ENSMMUG00000001328	16	ENSOANG00000012709	Ultra69
ENSMMUG00000001329	16	ENSOANG00000029258	Contig32358
ENSMMUG00000001332	14	ENSOANG00000003860	Contig24617
ENSMMUG00000001339	2	ENSOANG00000003781	Ultra20
ENSMMUG00000001341	5	ENSOANG00000012467	Contig9093
ENSMMUG00000001343	16	ENSOANG00000009531	Contig8539
ENSMMUG00000001344	6	ENSOANG00000003680	Contig9933
ENSMMUG00000001347	16	ENSOANG00000002135	Contig23059
ENSMMUG00000001348	16	ENSOANG00000002175	Contig23982
ENSMMUG00000001349	2	ENSOANG00000003342	Ultra444
ENSMMUG00000001350	3	ENSOANG00000007567	Contig21872
ENSMMUG00000001357	11	ENSOANG00000021381	Contig33746
ENSMMUG00000001359	11	ENSOANG00000004769	Contig30910
ENSMMUG00000001360	6	ENSOANG00000003100	1
ENSMMUG00000001361	11	ENSOANG00000010248	Contig2354
ENSMMUG00000001362	7	ENSOANG00000002874	5
ENSMMUG00000001369	2	ENSOANG00000012842	Contig10812
ENSMMUG00000001371	4	ENSOANG00000014953	Ultra352
ENSMMUG00000001374	9	ENSOANG00000006048	Ultra274
ENSMMUG00000001375	6	ENSOANG00000009147	X3
ENSMMUG00000001376	6	ENSOANG00000011143	Ultra309
ENSMMUG00000001377	13	ENSOANG00000015834	Ultra179
ENSMMUG00000001381	1	ENSOANG00000013527	Ultra357
ENSMMUG00000001382	1	ENSOANG00000003033	Contig102161
ENSMMUG00000001384	5	ENSOANG00000003552	4
ENSMMUG00000001387	14	ENSOANG00000009867	Contig2582
ENSMMUG00000001388	7	ENSOANG00000005399	Contig10742
ENSMMUG00000001390	13	ENSOANG00000014187	2
ENSMMUG00000001392	6	ENSOANG00000011065	1
ENSMMUG00000001395	4	ENSOANG00000007484	Ultra546
ENSMMUG00000001399	4	ENSOANG00000028364	Ultra546
ENSMMUG00000001402	17	ENSOANG00000005464	10
ENSMMUG00000001403	14	ENSOANG00000004183	Contig15215
ENSMMUG00000001404	16	ENSOANG00000003622	Contig1651
ENSMMUG00000001407	20	ENSOANG00000001465	2
ENSMMUG00000001414	13	ENSOANG00000007129	Ultra9
ENSMMUG00000001420	1	ENSOANG00000011730	Contig1852
ENSMMUG00000001423	7	ENSOANG00000002613	Ultra462
ENSMMUG00000001432	8	ENSOANG00000020239	4
ENSMMUG00000001434	1	ENSOANG00000008237	Ultra142
ENSMMUG00000001454	10	ENSOANG00000003550	Contig10747
ENSMMUG00000001456	2	ENSOANG00000029175	Contig4005
ENSMMUG00000001460	3	ENSOANG00000007726	2
ENSMMUG00000001466	16	ENSOANG00000009519	Contig8860
ENSMMUG00000001467	16	ENSOANG00000001736	Contig5955
ENSMMUG00000001471	18	ENSOANG00000028493	Contig5098
ENSMMUG00000001472	9	ENSOANG00000004896	Ultra272
ENSMMUG00000001473	19	ENSOANG00000010453	Contig16428
ENSMMUG00000001475	12	ENSOANG00000020877	Contig16014
ENSMMUG00000001476	19	ENSOANG00000011944	Ultra326
ENSMMUG00000001479	1	ENSOANG00000000992	Ultra341
ENSMMUG00000001480	17	ENSOANG00000015533	Ultra336
ENSMMUG00000001481	1	ENSOANG00000000993	Ultra341
ENSMMUG00000001483	7	ENSOANG00000011262	Contig5222
ENSMMUG00000001484	X	ENSOANG00000002580	Ultra390
ENSMMUG00000001485	5	ENSOANG00000007491	Contig15570
ENSMMUG00000001495	16	ENSOANG00000002896	Contig607
ENSMMUG00000001500	16	ENSOANG00000002899	Contig607
ENSMMUG00000001505	16	ENSOANG00000002901	Contig607
ENSMMUG00000001507	6	ENSOANG00000029340	Contig21207
ENSMMUG00000001508	2	ENSOANG00000011376	Contig8197
ENSMMUG00000001509	2	ENSOANG00000002041	Contig4339
ENSMMUG00000001510	16	ENSOANG00000002902	Contig607
ENSMMUG00000001513	2	ENSOANG00000011930	Ultra310
ENSMMUG00000001514	20	ENSOANG00000014125	Contig21998
ENSMMUG00000001515	6	ENSOANG00000030772	Contig31464
ENSMMUG00000001518	9	ENSOANG00000005145	Ultra97
ENSMMUG00000001524	15	ENSOANG00000002119	Contig308
ENSMMUG00000001526	15	ENSOANG00000002117	Contig308
ENSMMUG00000001529	2	ENSOANG00000029963	Contig28523
ENSMMUG00000001531	2	ENSOANG00000012379	Contig2174
ENSMMUG00000001532	7	ENSOANG00000004773	Contig6407
ENSMMUG00000001535	13	ENSOANG00000007788	X1
ENSMMUG00000001536	14	ENSOANG00000015143	3
ENSMMUG00000001539	9	ENSOANG00000007830	17
ENSMMUG00000001540	X	ENSOANG00000008728	Ultra519
ENSMMUG00000001544	7	ENSOANG00000005119	Contig16104
ENSMMUG00000001545	15	ENSOANG00000004564	3
ENSMMUG00000001548	7	ENSOANG00000005118	Contig16104
ENSMMUG00000001549	1	ENSOANG00000009312	Contig14034
ENSMMUG00000001551	1	ENSOANG00000007557	Contig10813
ENSMMUG00000001553	3	ENSOANG00000006460	Ultra222
ENSMMUG00000001558	3	ENSOANG00000002423	Ultra41
ENSMMUG00000001559	20	ENSOANG00000012501	Contig5152
ENSMMUG00000001560	3	ENSOANG00000014206	Ultra65
ENSMMUG00000001561	20	ENSOANG00000011018	Contig16865
ENSMMUG00000001562	3	ENSOANG00000014207	Ultra65
ENSMMUG00000001564	20	ENSOANG00000008176	11
ENSMMUG00000001565	1	ENSOANG00000000925	Ultra341
ENSMMUG00000001568	7	ENSOANG00000009382	Ultra494
ENSMMUG00000001572	16	ENSOANG00000008523	Ultra324
ENSMMUG00000001573	1	ENSOANG00000000931	Ultra341
ENSMMUG00000001582	13	ENSOANG00000001105	Ultra651
ENSMMUG00000001586	16	ENSOANG00000010555	Contig17948
ENSMMUG00000001587	7	ENSOANG00000011217	5
ENSMMUG00000001593	2	ENSOANG00000003927	Contig3203
ENSMMUG00000001594	2	ENSOANG00000003928	Contig3203
ENSMMUG00000001596	2	ENSOANG00000005826	Contig49291
ENSMMUG00000001604	6	ENSOANG00000012665	Contig3432
ENSMMUG00000001609	6	ENSOANG00000021462	Contig9459
ENSMMUG00000001611	6	ENSOANG00000010208	Ultra251
ENSMMUG00000001612	18	ENSOANG00000010130	Ultra314
ENSMMUG00000001613	18	ENSOANG00000012931	Contig9365
ENSMMUG00000001614	1	ENSOANG00000011731	Contig1852
ENSMMUG00000001618	8	ENSOANG00000005792	Ultra672
ENSMMUG00000001625	3	ENSOANG00000011608	Contig379
ENSMMUG00000001630	5	ENSOANG00000007745	Ultra181
ENSMMUG00000001632	4	ENSOANG00000013168	Ultra330
ENSMMUG00000001634	4	ENSOANG00000013167	Ultra330
ENSMMUG00000001635	8	ENSOANG00000007860	Ultra422
ENSMMUG00000001639	8	ENSOANG00000029002	Contig341
ENSMMUG00000001641	8	ENSOANG00000022071	Contig341
ENSMMUG00000001642	7	ENSOANG00000009088	Contig283
ENSMMUG00000001648	15	ENSOANG00000001108	Ultra70
ENSMMUG00000001649	3	ENSOANG00000011162	Contig20796
ENSMMUG00000001651	12	ENSOANG00000007781	Contig593
ENSMMUG00000001653	8	ENSOANG00000008159	Contig9315
ENSMMUG00000001659	4	ENSOANG00000001299	Ultra483
ENSMMUG00000001661	15	ENSOANG00000013344	Contig1603
ENSMMUG00000001663	X	ENSOANG00000006764	Ultra98
ENSMMUG00000001664	2	ENSOANG00000009529	Contig11535
ENSMMUG00000001669	15	ENSOANG00000001576	Contig21379
ENSMMUG00000001671	3	ENSOANG00000011478	10
ENSMMUG00000001672	1	ENSOANG00000002959	Ultra341
ENSMMUG00000001674	12	ENSOANG00000007021	7
ENSMMUG00000001675	10	ENSOANG00000029431	Contig24878
ENSMMUG00000001676	6	ENSOANG00000004142	3
ENSMMUG00000001677	15	ENSOANG00000032062	Contig47338
ENSMMUG00000001678	6	ENSOANG00000004141	3
ENSMMUG00000001682	7	ENSOANG00000009688	Contig6225
ENSMMUG00000001683	7	ENSOANG00000009687	Contig6225
ENSMMUG00000001689	X	ENSOANG00000012641	Contig31467
ENSMMUG00000001690	1	ENSOANG00000013937	Contig4761
ENSMMUG00000001693	13	ENSOANG00000007910	Ultra756
ENSMMUG00000001697	13	ENSOANG00000031638	Contig48299
ENSMMUG00000001698	7	ENSOANG00000000795	1
ENSMMUG00000001700	9	ENSOANG00000005711	15
ENSMMUG00000001702	3	ENSOANG00000010701	Contig48
ENSMMUG00000001707	6	ENSOANG00000020085	Contig237795
ENSMMUG00000001710	14	ENSOANG00000006905	Contig30096
ENSMMUG00000001712	3	ENSOANG00000008438	Contig3337
ENSMMUG00000001713	18	ENSOANG00000003639	Contig15143
ENSMMUG00000001714	2	ENSOANG00000011540	Contig6053
ENSMMUG00000001717	5	ENSOANG00000014157	X3
ENSMMUG00000001721	12	ENSOANG00000011760	7
ENSMMUG00000001722	6	ENSOANG00000011068	1
ENSMMUG00000001723	7	ENSOANG00000009310	Contig6878
ENSMMUG00000001727	15	ENSOANG00000014784	4
ENSMMUG00000001728	6	ENSOANG00000010228	14
ENSMMUG00000001730	14	ENSOANG00000010403	Ultra29
ENSMMUG00000001735	19	ENSOANG00000030256	Contig51474
ENSMMUG00000001739	11	ENSOANG00000004781	2
ENSMMUG00000001743	5	ENSOANG00000005601	12
ENSMMUG00000001744	3	ENSOANG00000010118	Ultra42
ENSMMUG00000001745	14	ENSOANG00000013150	Ultra475
ENSMMUG00000001751	8	ENSOANG00000031523	Contig4595
ENSMMUG00000001753	6	ENSOANG00000021947	Contig22745
ENSMMUG00000001760	18	ENSOANG00000007612	3
ENSMMUG00000001761	12	ENSOANG00000004352	Contig31148
ENSMMUG00000001763	10	ENSOANG00000029261	Contig81344
ENSMMUG00000001765	10	ENSOANG00000028714	Contig22962
ENSMMUG00000001773	15	ENSOANG00000011133	Ultra309
ENSMMUG00000001776	10	ENSOANG00000005379	Contig13244
ENSMMUG00000001777	14	ENSOANG00000001466	Contig11948
ENSMMUG00000001780	14	ENSOANG00000022672	Contig27794
ENSMMUG00000001781	11	ENSOANG00000003356	Contig13294
ENSMMUG00000001782	7	ENSOANG00000013373	Contig15022
ENSMMUG00000001789	6	ENSOANG00000001075	Ultra307
ENSMMUG00000001790	16	ENSOANG00000001866	Contig2834
ENSMMUG00000001791	19	ENSOANG00000007172	Contig64600
ENSMMUG00000001792	19	ENSOANG00000008163	Contig16343
ENSMMUG00000001793	19	ENSOANG00000030150	Contig16343
ENSMMUG00000001795	16	ENSOANG00000014989	Contig8794
ENSMMUG00000001798	2	ENSOANG00000001856	Ultra32
ENSMMUG00000001799	3	ENSOANG00000015753	Contig2684
ENSMMUG00000001800	14	ENSOANG00000010459	Ultra192
ENSMMUG00000001802	13	ENSOANG00000011147	2
ENSMMUG00000001803	1	ENSOANG00000008998	Contig143278
ENSMMUG00000001805	4	ENSOANG00000012472	Contig784
ENSMMUG00000001806	4	ENSOANG00000032185	Contig784
ENSMMUG00000001811	7	ENSOANG00000012397	Contig23792
ENSMMUG00000001814	2	ENSOANG00000011549	Ultra40
ENSMMUG00000001820	7	ENSOANG00000004085	Ultra333
ENSMMUG00000001821	9	ENSOANG00000014155	Contig1248
ENSMMUG00000001827	15	ENSOANG00000028588	Contig15180
ENSMMUG00000001831	1	ENSOANG00000011788	Ultra131
ENSMMUG00000001833	10	ENSOANG00000009269	Ultra516
ENSMMUG00000001835	7	ENSOANG00000013117	Contig7732
ENSMMUG00000001836	7	ENSOANG00000013118	Contig7732
ENSMMUG00000001837	7	ENSOANG00000010196	5
ENSMMUG00000001841	5	ENSOANG00000015287	Ultra33
ENSMMUG00000001844	5	ENSOANG00000006680	18
ENSMMUG00000001845	13	ENSOANG00000011915	Contig6175
ENSMMUG00000001847	2	ENSOANG00000011370	Contig6145
ENSMMUG00000001849	2	ENSOANG00000015382	Contig4205
ENSMMUG00000001850	6	ENSOANG00000005112	X1
ENSMMUG00000001852	10	ENSOANG00000004309	Contig7699
ENSMMUG00000001853	10	ENSOANG00000004702	Contig14645
ENSMMUG00000001855	10	ENSOANG00000009289	Contig3776
ENSMMUG00000001859	1	ENSOANG00000010965	Ultra467
ENSMMUG00000001860	1	ENSOANG00000010967	Ultra467
ENSMMUG00000001861	12	ENSOANG00000008623	Ultra514
ENSMMUG00000001872	8	ENSOANG00000010383	Ultra469
ENSMMUG00000001874	9	ENSOANG00000011487	Contig1143
ENSMMUG00000001876	9	ENSOANG00000021403	Contig17029
ENSMMUG00000001879	5	ENSOANG00000007455	12
ENSMMUG00000001883	12	ENSOANG00000030596	Contig27064
ENSMMUG00000001886	4	ENSOANG00000001352	Contig10162
ENSMMUG00000001888	20	ENSOANG00000000423	Contig2045
ENSMMUG00000001890	20	ENSOANG00000003819	Ultra521
ENSMMUG00000001891	1	ENSOANG00000000644	Contig19161
ENSMMUG00000001892	5	ENSOANG00000010334	Ultra544
ENSMMUG00000001893	6	ENSOANG00000005447	10
ENSMMUG00000001894	1	ENSOANG00000000645	Contig19161
ENSMMUG00000001896	1	ENSOANG00000006378	Ultra468
ENSMMUG00000001898	15	ENSOANG00000022279	Contig14369
ENSMMUG00000001899	17	ENSOANG00000015515	Ultra336
ENSMMUG00000001902	9	ENSOANG00000001556	Ultra272
ENSMMUG00000001905	9	ENSOANG00000001553	Ultra272
ENSMMUG00000001906	11	ENSOANG00000007288	Ultra109
ENSMMUG00000001909	11	ENSOANG00000004793	2
ENSMMUG00000001915	2	ENSOANG00000013798	7
ENSMMUG00000001916	1	ENSOANG00000009358	Ultra171
ENSMMUG00000001917	19	ENSOANG00000010674	Contig8323
ENSMMUG00000001918	5	ENSOANG00000031930	Contig50176
ENSMMUG00000001919	5	ENSOANG00000003801	Ultra277
ENSMMUG00000001921	1	ENSOANG00000009360	Ultra171
ENSMMUG00000001923	1	ENSOANG00000009361	Ultra171
ENSMMUG00000001924	1	ENSOANG00000005796	Ultra171
ENSMMUG00000001926	1	ENSOANG00000021673	Contig9854
ENSMMUG00000001927	12	ENSOANG00000028243	Contig31178
ENSMMUG00000001929	1	ENSOANG00000005784	Contig9854
ENSMMUG00000001936	13	ENSOANG00000012053	Ultra36
ENSMMUG00000001938	16	ENSOANG00000015490	Contig5482
ENSMMUG00000001939	6	ENSOANG00000029170	Contig1802
ENSMMUG00000001940	16	ENSOANG00000011751	Contig18222
ENSMMUG00000001941	6	ENSOANG00000009530	Contig16309
ENSMMUG00000001942	16	ENSOANG00000003190	Contig3720
ENSMMUG00000001943	2	ENSOANG00000004847	Contig3957
ENSMMUG00000001944	20	ENSOANG00000031466	2
ENSMMUG00000001946	2	ENSOANG00000009513	Contig6107
ENSMMUG00000001947	6	ENSOANG00000020203	Contig17655
ENSMMUG00000001949	2	ENSOANG00000009514	Contig6107
ENSMMUG00000001951	6	ENSOANG00000009756	Contig10573
ENSMMUG00000001953	2	ENSOANG00000002883	Contig12469
ENSMMUG00000001955	11	ENSOANG00000001394	Contig7664
ENSMMUG00000001960	1	ENSOANG00000011790	Ultra131
ENSMMUG00000001973	1	ENSOANG00000014599	Contig6118
ENSMMUG00000001974	1	ENSOANG00000003346	Contig3911
ENSMMUG00000001979	3	ENSOANG00000013049	Ultra5
ENSMMUG00000001980	2	ENSOANG00000001670	Contig2920
ENSMMUG00000001981	2	ENSOANG00000031694	Contig10352
ENSMMUG00000001982	20	ENSOANG00000012430	Contig27463
ENSMMUG00000001985	19	ENSOANG00000006581	Ultra75
ENSMMUG00000001989	12	ENSOANG00000013216	Contig28976
ENSMMUG00000001990	4	ENSOANG00000011863	Ultra144
ENSMMUG00000001992	4	ENSOANG00000011862	Ultra144
ENSMMUG00000001993	4	ENSOANG00000011858	Ultra144
ENSMMUG00000001994	14	ENSOANG00000003111	3
ENSMMUG00000001997	14	ENSOANG00000003112	3
ENSMMUG00000002005	1	ENSOANG00000013022	Contig13973
ENSMMUG00000002011	12	ENSOANG00000008626	Ultra514
ENSMMUG00000002013	12	ENSOANG00000008627	Ultra514
ENSMMUG00000002015	X	ENSOANG00000008702	Ultra519
ENSMMUG00000002016	X	ENSOANG00000029632	Contig15454
ENSMMUG00000002018	20	ENSOANG00000031735	Contig82858
ENSMMUG00000002021	2	ENSOANG00000008739	Ultra206
ENSMMUG00000002025	13	ENSOANG00000011175	Ultra56
ENSMMUG00000002026	13	ENSOANG00000011174	Ultra56
ENSMMUG00000002030	20	ENSOANG00000029876	Contig71525
ENSMMUG00000002031	20	ENSOANG00000013893	Contig21213
ENSMMUG00000002032	8	ENSOANG00000013187	5
ENSMMUG00000002034	8	ENSOANG00000020262	Contig19925
ENSMMUG00000002037	14	ENSOANG00000010480	Ultra192
ENSMMUG00000002038	7	ENSOANG00000028293	Contig23842
ENSMMUG00000002041	11	ENSOANG00000001028	Contig454
ENSMMUG00000002047	1	ENSOANG00000029971	Contig29184
ENSMMUG00000002048	11	ENSOANG00000029984	Contig25317
ENSMMUG00000002052	1	ENSOANG00000008169	5
ENSMMUG00000002054	13	ENSOANG00000007790	X1
ENSMMUG00000002060	10	ENSOANG00000002851	Ultra485
ENSMMUG00000002062	6	ENSOANG00000001211	Ultra358
ENSMMUG00000002063	6	ENSOANG00000001214	Ultra358
ENSMMUG00000002065	20	ENSOANG00000022474	Contig75748
ENSMMUG00000002066	20	ENSOANG00000010979	X1
ENSMMUG00000002067	14	ENSOANG00000014350	Contig6780
ENSMMUG00000002069	16	ENSOANG00000005667	Ultra17
ENSMMUG00000002080	9	ENSOANG00000006105	Ultra274
ENSMMUG00000002081	9	ENSOANG00000015406	Contig13
ENSMMUG00000002088	15	ENSOANG00000009876	Ultra477
ENSMMUG00000002089	10	ENSOANG00000020468	Contig9760
ENSMMUG00000002090	13	ENSOANG00000022555	Contig35998
ENSMMUG00000002091	10	ENSOANG00000012200	Contig9760
ENSMMUG00000002093	13	ENSOANG00000019833	Contig27407
ENSMMUG00000002096	13	ENSOANG00000020219	Contig28691
ENSMMUG00000002100	2	ENSOANG00000012406	X1
ENSMMUG00000002103	12	ENSOANG00000012740	Ultra414
ENSMMUG00000002105	1	ENSOANG00000006364	Contig28067
ENSMMUG00000002107	17	ENSOANG00000015509	Ultra336
ENSMMUG00000002109	17	ENSOANG00000015510	Ultra336
ENSMMUG00000002113	17	ENSOANG00000015511	Ultra336
ENSMMUG00000002114	2	ENSOANG00000003687	Contig15278
ENSMMUG00000002116	3	ENSOANG00000029686	Contig30703
ENSMMUG00000002121	7	ENSOANG00000015097	Contig2341
ENSMMUG00000002122	9	ENSOANG00000011747	Contig677
ENSMMUG00000002123	13	ENSOANG00000029121	Contig21839
ENSMMUG00000002124	10	ENSOANG00000006389	Ultra516
ENSMMUG00000002127	13	ENSOANG00000030446	Contig16114
ENSMMUG00000002130	2	ENSOANG00000006798	Ultra117
ENSMMUG00000002132	16	ENSOANG00000008054	Ultra288
ENSMMUG00000002133	16	ENSOANG00000008053	Ultra288
ENSMMUG00000002134	X	ENSOANG00000010658	Ultra462
ENSMMUG00000002135	1	ENSOANG00000000968	Ultra341
ENSMMUG00000002140	13	ENSOANG00000013970	Contig3471
ENSMMUG00000002141	1	ENSOANG00000008497	Ultra67
ENSMMUG00000002144	11	ENSOANG00000010694	Contig48
ENSMMUG00000002146	5	ENSOANG00000012382	Contig3946
ENSMMUG00000002147	4	ENSOANG00000014818	Ultra349
ENSMMUG00000002149	16	ENSOANG00000031482	Contig138321
ENSMMUG00000002151	X	ENSOANG00000010354	Ultra544
ENSMMUG00000002152	13	ENSOANG00000021380	Contig1980
ENSMMUG00000002158	19	ENSOANG00000010997	Contig18043
ENSMMUG00000002166	16	ENSOANG00000001981	Contig7709
ENSMMUG00000002167	16	ENSOANG00000029390	Contig55592
ENSMMUG00000002168	16	ENSOANG00000009420	Contig6299
ENSMMUG00000002171	1	ENSOANG00000002802	Ultra490
ENSMMUG00000002174	4	ENSOANG00000013378	Contig15376
ENSMMUG00000002182	10	ENSOANG00000031593	Contig16582
ENSMMUG00000002185	12	ENSOANG00000008630	Ultra514
ENSMMUG00000002188	1	ENSOANG00000003636	Contig15580
ENSMMUG00000002189	12	ENSOANG00000008635	Ultra514
ENSMMUG00000002191	11	ENSOANG00000015214	Contig13373
ENSMMUG00000002192	11	ENSOANG00000006311	Contig4675
ENSMMUG00000002197	11	ENSOANG00000003562	Contig17362
ENSMMUG00000002202	10	ENSOANG00000008435	Ultra56
ENSMMUG00000002208	16	ENSOANG00000001384	Ultra151
ENSMMUG00000002209	18	ENSOANG00000022036	Contig6116
ENSMMUG00000002210	18	ENSOANG00000008029	Contig6173
ENSMMUG00000002211	5	ENSOANG00000005269	Ultra539
ENSMMUG00000002213	15	ENSOANG00000001107	Ultra70
ENSMMUG00000002217	1	ENSOANG00000020318	Contig22940
ENSMMUG00000002218	1	ENSOANG00000005926	Contig2326
ENSMMUG00000002223	11	ENSOANG00000004795	2
ENSMMUG00000002224	15	ENSOANG00000021432	Contig48654
ENSMMUG00000002226	11	ENSOANG00000004796	2
ENSMMUG00000002227	1	ENSOANG00000021478	Contig73051
ENSMMUG00000002229	10	ENSOANG00000005849	Ultra634
ENSMMUG00000002231	13	ENSOANG00000021715	Contig2567
ENSMMUG00000002235	11	ENSOANG00000005566	Ultra443
ENSMMUG00000002236	15	ENSOANG00000008581	Ultra39
ENSMMUG00000002241	14	ENSOANG00000006241	Ultra111
ENSMMUG00000002242	2	ENSOANG00000007585	Contig328
ENSMMUG00000002243	11	ENSOANG00000006629	Ultra443
ENSMMUG00000002244	11	ENSOANG00000006628	Ultra443
ENSMMUG00000002250	14	ENSOANG00000001735	Contig10290
ENSMMUG00000002255	1	ENSOANG00000006355	Contig23616
ENSMMUG00000002257	20	ENSOANG00000003264	Ultra371
ENSMMUG00000002259	2	ENSOANG00000004110	Ultra206
ENSMMUG00000002260	7	ENSOANG00000009091	Contig283
ENSMMUG00000002261	1	ENSOANG00000011289	Contig10482
ENSMMUG00000002264	16	ENSOANG00000020256	Contig19406
ENSMMUG00000002265	5	ENSOANG00000014398	Contig4315
ENSMMUG00000002266	16	ENSOANG00000013085	Contig19406
ENSMMUG00000002267	15	ENSOANG00000001050	4
ENSMMUG00000002269	16	ENSOANG00000010295	Contig524
ENSMMUG00000002270	4	ENSOANG00000030519	X1
ENSMMUG00000002271	4	ENSOANG00000000783	Ultra339
ENSMMUG00000002272	6	ENSOANG00000005072	X1
