Opossum	ChrOpossum	Chicken	ChrChicken
ENSMODG00000001013	2	ENSGALG00000036871	8
ENSMODG00000001014	8	ENSGALG00000010961	2
ENSMODG00000001015	6	ENSGALG00000028749	18
ENSMODG00000001016	3	ENSGALG00000044632	28
ENSMODG00000001017	5	ENSGALG00000014509	4
ENSMODG00000001019	2	ENSGALG00000029245	8
ENSMODG00000001020	7	ENSGALG00000040709	1
ENSMODG00000001021	5	ENSGALG00000010090	4
ENSMODG00000001022	3	ENSGALG00000027587	28
ENSMODG00000001023	2	ENSGALG00000000168	26
ENSMODG00000001024	2	ENSGALG00000028448	1
ENSMODG00000001026	3	ENSGALG00000004266	28
ENSMODG00000001027	3	ENSGALG00000008237	Z
ENSMODG00000001028	6	ENSGALG00000021128	14
ENSMODG00000001029	2	ENSGALG00000011113	8
ENSMODG00000001030	8	ENSGALG00000010954	2
ENSMODG00000001031	5	ENSGALG00000010097	4
ENSMODG00000001032	2	ENSGALG00000001547	26
ENSMODG00000001033	3	ENSGALG00000004263	28
ENSMODG00000001036	1	ENSGALG00000004947	6
ENSMODG00000001039	3	ENSGALG00000004200	28
ENSMODG00000001040	2	ENSGALG00000000164	26
ENSMODG00000001041	1	ENSGALG00000010020	3
ENSMODG00000001043	2	ENSGALG00000010543	8
ENSMODG00000001045	3	ENSGALG00000005016	Z
ENSMODG00000001046	8	ENSGALG00000010949	2
ENSMODG00000001056	4	ENSGALG00000012355	7
ENSMODG00000001058	3	ENSGALG00000004168	28
ENSMODG00000001061	6	ENSGALG00000012419	1
ENSMODG00000001062	5	ENSGALG00000010103	4
ENSMODG00000001063	3	ENSGALG00000026850	28
ENSMODG00000001064	5	ENSGALG00000014510	4
ENSMODG00000001067	8	ENSGALG00000014736	1
ENSMODG00000001068	3	ENSGALG00000037698	2
ENSMODG00000001070	7	ENSGALG00000037353	1
ENSMODG00000001072	2	ENSGALG00000011094	8
ENSMODG00000001075	8	ENSGALG00000010938	2
ENSMODG00000001077	1	ENSGALG00000008969	3
ENSMODG00000001078	8	ENSGALG00000043092	1
ENSMODG00000001079	6	ENSGALG00000004655	14
ENSMODG00000001084	2	ENSGALG00000002725	8
ENSMODG00000001087	5	ENSGALG00000041361	4
ENSMODG00000001088	3	ENSGALG00000037773	2
ENSMODG00000001089	2	ENSGALG00000026858	26
ENSMODG00000001093	6	ENSGALG00000004665	14
ENSMODG00000001094	2	ENSGALG00000034067	26
ENSMODG00000001096	8	ENSGALG00000010925	2
ENSMODG00000001099	7	ENSGALG00000016920	1
ENSMODG00000001101	4	ENSGALG00000012357	7
ENSMODG00000001102	5	ENSGALG00000014514	4
ENSMODG00000001105	2	ENSGALG00000034456	26
ENSMODG00000001106	1	ENSGALG00000008960	3
ENSMODG00000001108	3	ENSGALG00000034271	28
ENSMODG00000001112	5	ENSGALG00000041054	4
ENSMODG00000001113	2	ENSGALG00000003554	26
ENSMODG00000001114	3	ENSGALG00000030115	2
ENSMODG00000001116	1	ENSGALG00000004850	6
ENSMODG00000001122	8	ENSGALG00000012540	1
ENSMODG00000001127	5	ENSGALG00000009207	4
ENSMODG00000001128	1	ENSGALG00000004809	6
ENSMODG00000001129	1	ENSGALG00000008957	3
ENSMODG00000001130	3	ENSGALG00000034592	28
ENSMODG00000001131	4	ENSGALG00000012362	7
ENSMODG00000001133	8	ENSGALG00000012542	1
ENSMODG00000001134	1	ENSGALG00000026864	6
ENSMODG00000001135	7	ENSGALG00000033816	1
ENSMODG00000001136	5	ENSGALG00000009212	4
ENSMODG00000001139	1	ENSGALG00000009740	5
ENSMODG00000001141	7	ENSGALG00000016919	1
ENSMODG00000001143	7	ENSGALG00000016918	1
ENSMODG00000001145	1	ENSGALG00000043826	6
ENSMODG00000001146	1	ENSGALG00000021231	6
ENSMODG00000001148	3	ENSGALG00000038164	28
ENSMODG00000001149	5	ENSGALG00000014516	4
ENSMODG00000001150	7	ENSGALG00000016917	1
ENSMODG00000001151	2	ENSGALG00000039322	8
ENSMODG00000001152	8	ENSGALG00000012546	1
ENSMODG00000001154	3	ENSGALG00000039509	2
ENSMODG00000001157	7	ENSGALG00000045204	1
ENSMODG00000001159	1	ENSGALG00000009744	5
ENSMODG00000001160	1	ENSGALG00000008944	3
ENSMODG00000001161	2	ENSGALG00000011058	8
ENSMODG00000001162	2	ENSGALG00000001538	26
ENSMODG00000001164	3	ENSGALG00000039264	2
ENSMODG00000001166	1	ENSGALG00000028203	5
ENSMODG00000001168	4	ENSGALG00000012377	7
ENSMODG00000001169	1	ENSGALG00000008942	3
ENSMODG00000001170	2	ENSGALG00000011047	8
ENSMODG00000001173	2	ENSGALG00000037852	8
ENSMODG00000001175	5	ENSGALG00000009230	4
ENSMODG00000001177	1	ENSGALG00000002624	6
ENSMODG00000001179	2	ENSGALG00000010540	8
ENSMODG00000001182	7	ENSGALG00000029709	1
ENSMODG00000001183	5	ENSGALG00000009241	4
ENSMODG00000001185	2	ENSGALG00000010539	8
ENSMODG00000001186	1	ENSGALG00000008937	3
ENSMODG00000001190	1	ENSGALG00000009092	3
ENSMODG00000001191	2	ENSGALG00000002564	8
ENSMODG00000001192	2	ENSGALG00000000583	26
ENSMODG00000001194	2	ENSGALG00000010537	8
ENSMODG00000001195	4	ENSGALG00000012380	7
ENSMODG00000001198	1	ENSGALG00000037889	20
ENSMODG00000001201	4	ENSGALG00000029083	7
ENSMODG00000001204	2	ENSGALG00000011041	8
ENSMODG00000001207	3	ENSGALG00000042548	2
ENSMODG00000001208	2	ENSGALG00000026572	8
ENSMODG00000001210	2	ENSGALG00000000557	26
ENSMODG00000001211	2	ENSGALG00000026182	26
ENSMODG00000001212	1	ENSGALG00000002555	6
ENSMODG00000001213	3	ENSGALG00000037626	2
ENSMODG00000001215	5	ENSGALG00000009257	4
ENSMODG00000001217	2	ENSGALG00000011035	8
ENSMODG00000001219	2	ENSGALG00000018534	Z
ENSMODG00000001223	5	ENSGALG00000014931	4
ENSMODG00000001225	3	ENSGALG00000028005	Z
ENSMODG00000001228	1	ENSGALG00000003503	20
ENSMODG00000001231	3	ENSGALG00000030128	2
ENSMODG00000001232	1	ENSGALG00000002543	6
ENSMODG00000001238	2	ENSGALG00000003429	8
ENSMODG00000001239	5	ENSGALG00000009262	4
ENSMODG00000001240	1	ENSGALG00000009095	3
ENSMODG00000001241	7	ENSGALG00000030780	1
ENSMODG00000001242	2	ENSGALG00000033759	8
ENSMODG00000001243	2	ENSGALG00000010536	8
ENSMODG00000001245	1	ENSGALG00000003523	20
ENSMODG00000001246	7	ENSGALG00000016755	1
ENSMODG00000001247	3	ENSGALG00000014686	Z
ENSMODG00000001249	8	ENSGALG00000012557	1
ENSMODG00000001251	2	ENSGALG00000031423	8
ENSMODG00000001252	5	ENSGALG00000009266	4
ENSMODG00000001260	1	ENSGALG00000003537	20
ENSMODG00000001262	1	ENSGALG00000002525	6
ENSMODG00000001264	8	ENSGALG00000012559	1
ENSMODG00000001265	8	ENSGALG00000010915	2
ENSMODG00000001267	1	ENSGALG00000009100	3
ENSMODG00000001268	3	ENSGALG00000026847	28
ENSMODG00000001270	2	ENSGALG00000003424	8
ENSMODG00000001274	1	ENSGALG00000039118	5
ENSMODG00000001277	8	ENSGALG00000034024	2
ENSMODG00000001279	5	ENSGALG00000009268	4
ENSMODG00000001280	1	ENSGALG00000001231	20
ENSMODG00000001282	2	ENSGALG00000001512	26
ENSMODG00000001284	5	ENSGALG00000009276	4
ENSMODG00000001285	2	ENSGALG00000011024	8
ENSMODG00000001287	8	ENSGALG00000035978	2
ENSMODG00000001289	1	ENSGALG00000029033	20
ENSMODG00000001291	2	ENSGALG00000040730	8
ENSMODG00000001292	8	ENSGALG00000028627	1
ENSMODG00000001293	1	ENSGALG00000009801	5
ENSMODG00000001296	2	ENSGALG00000003443	8
ENSMODG00000001298	1	ENSGALG00000003409	20
ENSMODG00000001300	2	ENSGALG00000010533	8
ENSMODG00000001302	5	ENSGALG00000009278	4
ENSMODG00000001303	6	ENSGALG00000004693	14
ENSMODG00000001305	2	ENSGALG00000003445	8
ENSMODG00000001307	3	ENSGALG00000039533	2
ENSMODG00000001308	3	ENSGALG00000040492	28
ENSMODG00000001310	3	ENSGALG00000000255	Z
ENSMODG00000001311	2	ENSGALG00000001504	26
ENSMODG00000001313	1	ENSGALG00000035406	AADN04000744.1
ENSMODG00000001314	3	ENSGALG00000044970	28
ENSMODG00000001316	6	ENSGALG00000032588	14
ENSMODG00000001318	7	ENSGALG00000016757	1
ENSMODG00000001319	5	ENSGALG00000014954	4
ENSMODG00000001320	8	ENSGALG00000039889	12
ENSMODG00000001322	8	ENSGALG00000014698	1
ENSMODG00000001324	6	ENSGALG00000036552	14
ENSMODG00000001327	3	ENSGALG00000000264	Z
ENSMODG00000001329	6	ENSGALG00000004705	14
ENSMODG00000001331	2	ENSGALG00000001462	26
ENSMODG00000001332	7	ENSGALG00000016759	1
ENSMODG00000001333	1	ENSGALG00000020438	5
ENSMODG00000001335	2	ENSGALG00000033460	8
ENSMODG00000001336	8	ENSGALG00000012569	1
ENSMODG00000001339	3	ENSGALG00000001800	28
ENSMODG00000001340	5	ENSGALG00000020253	4
ENSMODG00000001343	3	ENSGALG00000021692	28
ENSMODG00000001348	2	ENSGALG00000036909	8
ENSMODG00000001349	2	ENSGALG00000003510	8
ENSMODG00000001350	6	ENSGALG00000004711	14
ENSMODG00000001351	2	ENSGALG00000001452	26
ENSMODG00000001352	2	ENSGALG00000011019	8
ENSMODG00000001353	1	ENSGALG00000001492	20
ENSMODG00000001358	7	ENSGALG00000032090	1
ENSMODG00000001360	2	ENSGALG00000003035	8
ENSMODG00000001364	2	ENSGALG00000040864	26
ENSMODG00000001367	6	ENSGALG00000004714	14
ENSMODG00000001368	8	ENSGALG00000039454	2
ENSMODG00000001369	1	ENSGALG00000009838	5
ENSMODG00000001370	2	ENSGALG00000010502	8
ENSMODG00000001371	3	ENSGALG00000000577	28
ENSMODG00000001372	2	ENSGALG00000028489	26
ENSMODG00000001374	2	ENSGALG00000010998	8
ENSMODG00000001375	8	ENSGALG00000035725	2
ENSMODG00000001377	6	ENSGALG00000004721	14
ENSMODG00000001378	1	ENSGALG00000025948	20
ENSMODG00000001380	7	ENSGALG00000016915	1
ENSMODG00000001384	1	ENSGALG00000009844	5
ENSMODG00000001386	8	ENSGALG00000014689	1
ENSMODG00000001387	7	ENSGALG00000016764	1
ENSMODG00000001388	8	ENSGALG00000010875	2
ENSMODG00000001390	3	ENSGALG00000000273	Z
ENSMODG00000001391	1	ENSGALG00000024081	20
ENSMODG00000001392	5	ENSGALG00000014957	4
ENSMODG00000001393	2	ENSGALG00000010985	8
ENSMODG00000001394	8	ENSGALG00000010868	2
ENSMODG00000001395	1	ENSGALG00000009845	5
ENSMODG00000001396	8	ENSGALG00000010865	2
ENSMODG00000001398	3	ENSGALG00000001773	28
ENSMODG00000001402	8	ENSGALG00000010863	2
ENSMODG00000001404	6	ENSGALG00000041285	14
ENSMODG00000001405	8	ENSGALG00000010862	2
ENSMODG00000001408	6	ENSGALG00000004745	14
ENSMODG00000001409	7	ENSGALG00000016766	1
ENSMODG00000001410	6	ENSGALG00000004749	14
ENSMODG00000001412	2	ENSGALG00000004274	7
ENSMODG00000001414	8	ENSGALG00000012611	1
ENSMODG00000001417	1	ENSGALG00000009731	5
ENSMODG00000001419	2	ENSGALG00000026252	Z
ENSMODG00000001420	3	ENSGALG00000013189	2
ENSMODG00000001421	6	ENSGALG00000004759	14
ENSMODG00000001422	1	ENSGALG00000009725	5
ENSMODG00000001423	1	ENSGALG00000001046	20
ENSMODG00000001426	1	ENSGALG00000009724	5
ENSMODG00000001427	1	ENSGALG00000001034	20
ENSMODG00000001430	3	ENSGALG00000030251	2
ENSMODG00000001431	3	ENSGALG00000001749	28
ENSMODG00000001434	7	ENSGALG00000027514	1
ENSMODG00000001435	6	ENSGALG00000029817	14
ENSMODG00000001436	3	ENSGALG00000002430	Z
ENSMODG00000001437	3	ENSGALG00000022896	2
ENSMODG00000001441	1	ENSGALG00000009723	5
ENSMODG00000001442	8	ENSGALG00000010854	2
ENSMODG00000001444	1	ENSGALG00000032999	5
ENSMODG00000001446	3	ENSGALG00000013193	2
ENSMODG00000001448	8	ENSGALG00000012619	1
ENSMODG00000001449	6	ENSGALG00000024122	14
ENSMODG00000001450	5	ENSGALG00000014971	4
ENSMODG00000001451	3	ENSGALG00000030991	2
ENSMODG00000001462	5	ENSGALG00000014975	4
ENSMODG00000001464	8	ENSGALG00000010840	2
ENSMODG00000001465	8	ENSGALG00000014687	1
ENSMODG00000001470	2	ENSGALG00000010481	8
ENSMODG00000001471	8	ENSGALG00000012631	1
ENSMODG00000001472	7	ENSGALG00000016768	1
ENSMODG00000001481	7	ENSGALG00000016913	1
ENSMODG00000001482	7	ENSGALG00000016769	1
ENSMODG00000001483	2	ENSGALG00000032452	18
ENSMODG00000001489	7	ENSGALG00000016772	1
ENSMODG00000001490	1	ENSGALG00000034171	20
ENSMODG00000001491	1	ENSGALG00000002507	6
ENSMODG00000001493	2	ENSGALG00000000154	26
ENSMODG00000001494	2	ENSGALG00000010478	8
ENSMODG00000001498	2	ENSGALG00000043398	AADN04010802.1
ENSMODG00000001500	5	ENSGALG00000015000	4
ENSMODG00000001502	2	ENSGALG00000023296	8
ENSMODG00000001506	2	ENSGALG00000010978	8
ENSMODG00000001507	7	ENSGALG00000016912	1
ENSMODG00000001508	1	ENSGALG00000002496	6
ENSMODG00000001509	2	ENSGALG00000010473	8
ENSMODG00000001511	2	ENSGALG00000038399	26
ENSMODG00000001514	2	ENSGALG00000010957	8
ENSMODG00000001515	7	ENSGALG00000035441	1
ENSMODG00000001516	5	ENSGALG00000015009	4
ENSMODG00000001518	2	ENSGALG00000041800	18
ENSMODG00000001519	5	ENSGALG00000015010	4
ENSMODG00000001520	2	ENSGALG00000000142	26
ENSMODG00000001522	3	ENSGALG00000037618	2
ENSMODG00000001524	1	ENSGALG00000002479	6
ENSMODG00000001525	7	ENSGALG00000016911	1
ENSMODG00000001528	8	ENSGALG00000010836	2
ENSMODG00000001530	5	ENSGALG00000015012	4
ENSMODG00000001532	1	ENSGALG00000002432	6
ENSMODG00000001533	1	ENSGALG00000001522	20
ENSMODG00000001535	5	ENSGALG00000015013	4
ENSMODG00000001537	8	ENSGALG00000019651	2
ENSMODG00000001539	2	ENSGALG00000010953	8
ENSMODG00000001542	5	ENSGALG00000015015	4
ENSMODG00000001544	8	ENSGALG00000010825	2
ENSMODG00000001545	1	ENSGALG00000002421	6
ENSMODG00000001547	2	ENSGALG00000039712	18
ENSMODG00000001548	2	ENSGALG00000036491	26
ENSMODG00000001551	8	ENSGALG00000027240	2
ENSMODG00000001556	1	ENSGALG00000002414	6
ENSMODG00000001557	1	ENSGALG00000001550	20
ENSMODG00000001558	2	ENSGALG00000000611	26
ENSMODG00000001559	8	ENSGALG00000039595	1
ENSMODG00000001562	1	ENSGALG00000027416	20
ENSMODG00000001566	2	ENSGALG00000001802	18
ENSMODG00000001570	2	ENSGALG00000001790	18
ENSMODG00000001571	1	ENSGALG00000002395	6
ENSMODG00000001574	7	ENSGALG00000016910	1
ENSMODG00000001579	8	ENSGALG00000012638	1
ENSMODG00000001580	2	ENSGALG00000001777	18
ENSMODG00000001582	8	ENSGALG00000010809	2
ENSMODG00000001583	2	ENSGALG00000037043	26
ENSMODG00000001584	1	ENSGALG00000008176	3
ENSMODG00000001585	1	ENSGALG00000001568	20
ENSMODG00000001589	8	ENSGALG00000012639	1
ENSMODG00000001591	1	ENSGALG00000030253	20
ENSMODG00000001592	7	ENSGALG00000016906	1
ENSMODG00000001593	1	ENSGALG00000008182	3
ENSMODG00000001594	3	ENSGALG00000036490	2
ENSMODG00000001595	8	ENSGALG00000012640	1
ENSMODG00000001600	8	ENSGALG00000010804	2
ENSMODG00000001601	2	ENSGALG00000001740	18
ENSMODG00000001603	5	ENSGALG00000035946	4
ENSMODG00000001605	2	ENSGALG00000000636	26
ENSMODG00000001611	1	ENSGALG00000002370	6
ENSMODG00000001625	2	ENSGALG00000032173	8
ENSMODG00000001626	1	ENSGALG00000009705	5
ENSMODG00000001627	6	ENSGALG00000041514	17
ENSMODG00000001629	8	ENSGALG00000029484	1
ENSMODG00000001630	5	ENSGALG00000009361	4
ENSMODG00000001631	1	ENSGALG00000008172	3
ENSMODG00000001635	8	ENSGALG00000017276	1
ENSMODG00000001637	2	ENSGALG00000036942	26
ENSMODG00000001638	2	ENSGALG00000001684	18
ENSMODG00000001642	1	ENSGALG00000009642	5
ENSMODG00000001644	3	ENSGALG00000038241	Z
ENSMODG00000001646	8	ENSGALG00000010795	2
ENSMODG00000001647	1	ENSGALG00000009637	5
ENSMODG00000001652	2	ENSGALG00000040244	18
ENSMODG00000001655	1	ENSGALG00000042812	6
ENSMODG00000001656	8	ENSGALG00000010794	2
ENSMODG00000001657	1	ENSGALG00000009633	5
ENSMODG00000001658	1	ENSGALG00000040856	20
ENSMODG00000001661	8	ENSGALG00000012647	1
ENSMODG00000001662	2	ENSGALG00000031776	26
ENSMODG00000001673	1	ENSGALG00000008163	3
ENSMODG00000001675	8	ENSGALG00000043916	1
ENSMODG00000001677	2	ENSGALG00000000437	26
ENSMODG00000001686	2	ENSGALG00000040082	26
ENSMODG00000001687	3	ENSGALG00000015002	Z
ENSMODG00000001690	5	ENSGALG00000035207	4
ENSMODG00000001691	7	ENSGALG00000016774	1
ENSMODG00000001692	2	ENSGALG00000000653	26
ENSMODG00000001693	1	ENSGALG00000021262	6
ENSMODG00000001694	5	ENSGALG00000009373	4
ENSMODG00000001695	3	ENSGALG00000038260	Z
ENSMODG00000001697	5	ENSGALG00000029510	4
ENSMODG00000001700	8	ENSGALG00000010792	2
ENSMODG00000001701	2	ENSGALG00000000417	26
ENSMODG00000001702	3	ENSGALG00000015008	Z
ENSMODG00000001704	7	ENSGALG00000016775	1
ENSMODG00000001706	2	ENSGALG00000000401	26
ENSMODG00000001708	2	ENSGALG00000000668	26
ENSMODG00000001715	1	ENSGALG00000002314	6
ENSMODG00000001716	5	ENSGALG00000015029	4
ENSMODG00000001718	1	ENSGALG00000002307	6
ENSMODG00000001721	3	ENSGALG00000015014	Z
ENSMODG00000001722	Un	ENSGALG00000030776	33
ENSMODG00000001723	5	ENSGALG00000009378	4
ENSMODG00000001724	7	ENSGALG00000016776	1
ENSMODG00000001729	1	ENSGALG00000002303	6
ENSMODG00000001730	1	ENSGALG00000038584	20
ENSMODG00000001731	5	ENSGALG00000015037	4
ENSMODG00000001734	Un	ENSGALG00000003428	28
ENSMODG00000001735	3	ENSGALG00000033631	2
ENSMODG00000001736	1	ENSGALG00000029512	3
ENSMODG00000001738	6	ENSGALG00000045366	19
ENSMODG00000001739	5	ENSGALG00000009395	4
ENSMODG00000001741	3	ENSGALG00000036456	2
ENSMODG00000001744	2	ENSGALG00000000394	26
ENSMODG00000001747	3	ENSGALG00000015020	Z
ENSMODG00000001748	4	ENSGALG00000015353	1
ENSMODG00000001750	7	ENSGALG00000016779	1
ENSMODG00000001755	2	ENSGALG00000025867	26
ENSMODG00000001756	3	ENSGALG00000015021	Z
ENSMODG00000001757	2	ENSGALG00000034281	26
ENSMODG00000001759	7	ENSGALG00000040947	1
ENSMODG00000001760	5	ENSGALG00000041203	4
ENSMODG00000001762	3	ENSGALG00000013512	Z
ENSMODG00000001767	1	ENSGALG00000027834	20
ENSMODG00000001769	2	ENSGALG00000036616	26
ENSMODG00000001771	1	ENSGALG00000043828	10
ENSMODG00000001772	Un	ENSGALG00000034421	AADN04000745.1
ENSMODG00000001777	3	ENSGALG00000013511	Z
ENSMODG00000001778	2	ENSGALG00000000684	26
ENSMODG00000001780	Un	ENSGALG00000035734	33
ENSMODG00000001782	1	ENSGALG00000035935	10
ENSMODG00000001784	1	ENSGALG00000031313	10
ENSMODG00000001785	2	ENSGALG00000001725	18
ENSMODG00000001788	1	ENSGALG00000026151	20
ENSMODG00000001789	3	ENSGALG00000013510	Z
ENSMODG00000001792	1	ENSGALG00000038355	20
ENSMODG00000001795	2	ENSGALG00000000692	26
ENSMODG00000001796	1	ENSGALG00000004545	10
ENSMODG00000001797	2	ENSGALG00000037995	26
ENSMODG00000001799	6	ENSGALG00000036905	KQ759672.1
ENSMODG00000001800	3	ENSGALG00000032732	2
ENSMODG00000001801	1	ENSGALG00000038618	10
ENSMODG00000001803	1	ENSGALG00000029261	3
ENSMODG00000001804	2	ENSGALG00000000695	26
ENSMODG00000001805	2	ENSGALG00000038875	18
ENSMODG00000001806	8	ENSGALG00000037004	AADN04000792.1
ENSMODG00000001807	5	ENSGALG00000009405	4
ENSMODG00000001811	3	ENSGALG00000036915	2
ENSMODG00000001815	1	ENSGALG00000042839	10
ENSMODG00000001816	4	ENSGALG00000015351	1
ENSMODG00000001821	2	ENSGALG00000000329	26
ENSMODG00000001823	1	ENSGALG00000017370	10
ENSMODG00000001824	2	ENSGALG00000000703	26
ENSMODG00000001825	8	ENSGALG00000036941	2
ENSMODG00000001827	2	ENSGALG00000033854	26
ENSMODG00000001828	3	ENSGALG00000041969	2
ENSMODG00000001829	4	ENSGALG00000015348	1
ENSMODG00000001830	1	ENSGALG00000009850	5
ENSMODG00000001831	3	ENSGALG00000042242	2
ENSMODG00000001833	1	ENSGALG00000031265	3
ENSMODG00000001838	3	ENSGALG00000027704	10
ENSMODG00000001840	3	ENSGALG00000041072	2
ENSMODG00000001842	2	ENSGALG00000042034	AADN04013804.1
ENSMODG00000001843	2	ENSGALG00000000712	26
ENSMODG00000001844	1	ENSGALG00000041093	20
ENSMODG00000001846	2	ENSGALG00000000109	18
ENSMODG00000001847	3	ENSGALG00000032734	2
ENSMODG00000001848	1	ENSGALG00000006547	9
ENSMODG00000001856	6	ENSGALG00000029889	AADN04006183.1
ENSMODG00000001859	2	ENSGALG00000000721	26
ENSMODG00000001865	1	ENSGALG00000003128	20
ENSMODG00000001866	1	ENSGALG00000009847	5
ENSMODG00000001868	3	ENSGALG00000037371	2
ENSMODG00000001870	2	ENSGALG00000000724	26
ENSMODG00000001871	2	ENSGALG00000008713	3
ENSMODG00000001872	3	ENSGALG00000014933	Z
ENSMODG00000001873	1	ENSGALG00000031987	10
ENSMODG00000001875	1	ENSGALG00000001981	10
ENSMODG00000001877	4	ENSGALG00000015347	1
ENSMODG00000001878	1	ENSGALG00000003147	20
ENSMODG00000001881	2	ENSGALG00000027786	18
ENSMODG00000001884	8	ENSGALG00000012655	1
ENSMODG00000001885	1	ENSGALG00000043587	3
ENSMODG00000001886	3	ENSGALG00000001596	28
ENSMODG00000001887	2	ENSGALG00000000745	26
ENSMODG00000001888	4	ENSGALG00000015346	1
ENSMODG00000001889	6	ENSGALG00000032219	AADN04001416.1
ENSMODG00000001891	4	ENSGALG00000015344	1
ENSMODG00000001892	3	ENSGALG00000014939	Z
ENSMODG00000001893	2	ENSGALG00000007181	18
ENSMODG00000001894	1	ENSGALG00000037504	3
ENSMODG00000001896	6	ENSGALG00000013200	2
ENSMODG00000001897	3	ENSGALG00000033783	2
ENSMODG00000001901	1	ENSGALG00000002000	10
ENSMODG00000001905	1	ENSGALG00000027050	10
ENSMODG00000001906	2	ENSGALG00000010446	8
ENSMODG00000001909	8	ENSGALG00000012658	1
ENSMODG00000001912	1	ENSGALG00000033198	10
ENSMODG00000001913	3	ENSGALG00000001592	28
ENSMODG00000001914	3	ENSGALG00000014943	Z
ENSMODG00000001915	2	ENSGALG00000000769	26
ENSMODG00000001916	4	ENSGALG00000015339	1
ENSMODG00000001917	8	ENSGALG00000012659	1
ENSMODG00000001918	2	ENSGALG00000010444	8
ENSMODG00000001919	3	ENSGALG00000035478	2
ENSMODG00000001922	2	ENSGALG00000034009	26
ENSMODG00000001926	8	ENSGALG00000012662	1
ENSMODG00000001927	4	ENSGALG00000015334	1
ENSMODG00000001928	2	ENSGALG00000025946	8
ENSMODG00000001929	3	ENSGALG00000036418	2
ENSMODG00000001933	2	ENSGALG00000038084	26
ENSMODG00000001934	1	ENSGALG00000033618	10
ENSMODG00000001935	1	ENSGALG00000030810	3
ENSMODG00000001937	1	ENSGALG00000010738	5
ENSMODG00000001939	2	ENSGALG00000000786	26
ENSMODG00000001942	5	ENSGALG00000042411	4
ENSMODG00000001944	3	ENSGALG00000038946	2
ENSMODG00000001946	Un	ENSGALG00000032052	33
ENSMODG00000001947	4	ENSGALG00000015324	1
ENSMODG00000001948	1	ENSGALG00000039307	10
ENSMODG00000001949	1	ENSGALG00000002093	10
ENSMODG00000001950	1	ENSGALG00000030871	10
ENSMODG00000001951	2	ENSGALG00000010440	8
ENSMODG00000001952	3	ENSGALG00000039511	AADN04020004.1
ENSMODG00000001955	6	ENSGALG00000017447	Z
ENSMODG00000001956	5	ENSGALG00000026253	4
ENSMODG00000001960	2	ENSGALG00000000788	26
ENSMODG00000001963	2	ENSGALG00000010436	8
ENSMODG00000001964	4	ENSGALG00000044642	1
ENSMODG00000001966	6	ENSGALG00000015156	Z
ENSMODG00000001970	2	ENSGALG00000000791	26
ENSMODG00000001972	3	ENSGALG00000041202	2
ENSMODG00000001973	5	ENSGALG00000009429	4
ENSMODG00000001975	2	ENSGALG00000041700	26
ENSMODG00000001978	8	ENSGALG00000027122	1
ENSMODG00000001979	1	ENSGALG00000004696	10
ENSMODG00000001980	Un	ENSGALG00000033510	33
ENSMODG00000001981	3	ENSGALG00000030059	2
ENSMODG00000001983	4	ENSGALG00000015322	1
ENSMODG00000001984	1	ENSGALG00000043545	3
ENSMODG00000001985	2	ENSGALG00000040168	26
ENSMODG00000001986	2	ENSGALG00000010433	8
ENSMODG00000001987	8	ENSGALG00000039048	2
ENSMODG00000001988	2	ENSGALG00000007093	18
ENSMODG00000001990	6	ENSGALG00000015155	Z
ENSMODG00000001992	1	ENSGALG00000004710	10
ENSMODG00000001993	2	ENSGALG00000000816	26
ENSMODG00000001994	1	ENSGALG00000010763	5
ENSMODG00000001996	2	ENSGALG00000010360	8
ENSMODG00000001998	2	ENSGALG00000017380	8
ENSMODG00000002000	1	ENSGALG00000002150	10
ENSMODG00000002002	1	ENSGALG00000004740	10
ENSMODG00000002005	1	ENSGALG00000037901	3
ENSMODG00000002006	1	ENSGALG00000010766	5
ENSMODG00000002007	1	ENSGALG00000018976	10
ENSMODG00000002009	5	ENSGALG00000009442	4
ENSMODG00000002010	4	ENSGALG00000015307	1
ENSMODG00000002011	1	ENSGALG00000002157	10
ENSMODG00000002012	1	ENSGALG00000028537	5
ENSMODG00000002014	2	ENSGALG00000027070	18
ENSMODG00000002015	3	ENSGALG00000014944	Z
ENSMODG00000002016	2	ENSGALG00000013356	26
ENSMODG00000002018	2	ENSGALG00000010359	8
ENSMODG00000002019	2	ENSGALG00000032619	26
ENSMODG00000002021	2	ENSGALG00000011822	18
ENSMODG00000002022	3	ENSGALG00000045757	Z
ENSMODG00000002024	8	ENSGALG00000028254	1
ENSMODG00000002026	1	ENSGALG00000043583	10
ENSMODG00000002027	3	ENSGALG00000034348	2
ENSMODG00000002031	6	ENSGALG00000015154	Z
ENSMODG00000002032	2	ENSGALG00000010356	8
ENSMODG00000002033	2	ENSGALG00000031467	8
ENSMODG00000002034	2	ENSGALG00000039624	26
ENSMODG00000002035	3	ENSGALG00000034999	2
ENSMODG00000002037	2	ENSGALG00000011816	18
