Opossum	ChrOpossum	Platypus	ChrPlatypus
ENSMODG00000000979	6	ENSOANG00000006568	2
ENSMODG00000000980	2	ENSOANG00000009735	Contig2610
ENSMODG00000000983	8	ENSOANG00000012537	Contig15968
ENSMODG00000000984	6	ENSOANG00000015815	Contig1161
ENSMODG00000000986	3	ENSOANG00000012052	X5
ENSMODG00000000987	5	ENSOANG00000013966	4
ENSMODG00000000988	3	ENSOANG00000031785	Contig17111
ENSMODG00000000989	4	ENSOANG00000007988	Ultra387
ENSMODG00000000991	3	ENSOANG00000014453	Ultra43
ENSMODG00000000994	6	ENSOANG00000006567	2
ENSMODG00000000995	2	ENSOANG00000009736	Contig2610
ENSMODG00000000996	2	ENSOANG00000031807	Contig32478
ENSMODG00000000999	6	ENSOANG00000006566	2
ENSMODG00000001001	3	ENSOANG00000002544	Ultra549
ENSMODG00000001002	1	ENSOANG00000021618	Contig19421
ENSMODG00000001007	5	ENSOANG00000020107	4
ENSMODG00000001009	2	ENSOANG00000002107	Contig23428
ENSMODG00000001013	2	ENSOANG00000006737	Contig3304
ENSMODG00000001014	8	ENSOANG00000014203	Ultra65
ENSMODG00000001016	3	ENSOANG00000020946	Contig33300
ENSMODG00000001017	5	ENSOANG00000022178	Contig24608
ENSMODG00000001019	2	ENSOANG00000006738	Contig3304
ENSMODG00000001020	7	ENSOANG00000007103	Ultra222
ENSMODG00000001021	5	ENSOANG00000005280	Ultra539
ENSMODG00000001026	3	ENSOANG00000007043	Contig18377
ENSMODG00000001027	3	ENSOANG00000014072	X5
ENSMODG00000001028	6	ENSOANG00000030243	2
ENSMODG00000001029	2	ENSOANG00000021833	Contig4781
ENSMODG00000001030	8	ENSOANG00000014204	Ultra65
ENSMODG00000001031	5	ENSOANG00000005282	Ultra539
ENSMODG00000001033	3	ENSOANG00000007044	Contig18377
ENSMODG00000001036	1	ENSOANG00000007013	Contig1262
ENSMODG00000001039	3	ENSOANG00000030152	Contig11552
ENSMODG00000001040	2	ENSOANG00000001906	Contig785
ENSMODG00000001041	1	ENSOANG00000002071	Contig28570
ENSMODG00000001043	2	ENSOANG00000012571	Ultra198
ENSMODG00000001045	3	ENSOANG00000014656	X5
ENSMODG00000001046	8	ENSOANG00000014205	Ultra65
ENSMODG00000001050	1	ENSOANG00000020255	Contig17348
ENSMODG00000001056	4	ENSOANG00000007989	Ultra387
ENSMODG00000001058	3	ENSOANG00000030800	Contig28689
ENSMODG00000001061	6	ENSOANG00000007718	2
ENSMODG00000001062	5	ENSOANG00000005283	Ultra539
ENSMODG00000001063	3	ENSOANG00000014955	Contig18273
ENSMODG00000001064	5	ENSOANG00000010867	4
ENSMODG00000001067	8	ENSOANG00000022635	Contig29918
ENSMODG00000001068	3	ENSOANG00000010056	Contig510
ENSMODG00000001070	7	ENSOANG00000007104	Ultra222
ENSMODG00000001072	2	ENSOANG00000000399	18
ENSMODG00000001075	8	ENSOANG00000014207	Ultra65
ENSMODG00000001077	1	ENSOANG00000009081	Contig7798
ENSMODG00000001078	8	ENSOANG00000007488	Ultra169
ENSMODG00000001079	6	ENSOANG00000007719	2
ENSMODG00000001084	2	ENSOANG00000015694	Contig12571
ENSMODG00000001087	5	ENSOANG00000005285	Ultra539
ENSMODG00000001088	3	ENSOANG00000010057	Contig510
ENSMODG00000001093	6	ENSOANG00000007721	2
ENSMODG00000001096	8	ENSOANG00000014208	Ultra65
ENSMODG00000001099	7	ENSOANG00000021984	Contig2809
ENSMODG00000001101	4	ENSOANG00000007993	Ultra387
ENSMODG00000001105	2	ENSOANG00000001911	Contig785
ENSMODG00000001108	3	ENSOANG00000005332	Contig5140
ENSMODG00000001112	5	ENSOANG00000005286	Ultra539
ENSMODG00000001114	3	ENSOANG00000010062	Contig510
ENSMODG00000001116	1	ENSOANG00000022033	Contig29965
ENSMODG00000001121	6	ENSOANG00000020561	Contig22665
ENSMODG00000001122	8	ENSOANG00000007489	Ultra169
ENSMODG00000001127	5	ENSOANG00000005287	Ultra539
ENSMODG00000001128	1	ENSOANG00000005176	3
ENSMODG00000001129	1	ENSOANG00000010468	Contig42726
ENSMODG00000001130	3	ENSOANG00000012762	Contig2254
ENSMODG00000001131	4	ENSOANG00000007994	Ultra387
ENSMODG00000001133	8	ENSOANG00000010873	Contig978
ENSMODG00000001135	7	ENSOANG00000004455	Contig18579
ENSMODG00000001138	6	ENSOANG00000011963	Contig32649
ENSMODG00000001139	1	ENSOANG00000030083	Contig68760
ENSMODG00000001141	7	ENSOANG00000009555	Contig8072
ENSMODG00000001143	7	ENSOANG00000010520	Contig28317
ENSMODG00000001144	3	ENSOANG00000009303	Contig20996
ENSMODG00000001145	1	ENSOANG00000005992	Contig3539
ENSMODG00000001146	1	ENSOANG00000019840	Ultra48
ENSMODG00000001148	3	ENSOANG00000014150	Contig16199
ENSMODG00000001149	5	ENSOANG00000003552	4
ENSMODG00000001150	7	ENSOANG00000012184	Ultra16
ENSMODG00000001151	2	ENSOANG00000010071	Contig3110
ENSMODG00000001152	8	ENSOANG00000010872	Contig978
ENSMODG00000001154	3	ENSOANG00000010064	Contig510
ENSMODG00000001155	5	ENSOANG00000000722	Ultra403
ENSMODG00000001157	7	ENSOANG00000012185	Ultra16
ENSMODG00000001159	1	ENSOANG00000021512	Contig48219
ENSMODG00000001160	1	ENSOANG00000009864	Contig6045
ENSMODG00000001161	2	ENSOANG00000000396	18
ENSMODG00000001164	3	ENSOANG00000010066	Contig510
ENSMODG00000001166	1	ENSOANG00000010061	Ultra37
ENSMODG00000001168	4	ENSOANG00000007995	Ultra387
ENSMODG00000001170	2	ENSOANG00000002459	Contig3105
ENSMODG00000001175	5	ENSOANG00000005289	Ultra539
ENSMODG00000001179	2	ENSOANG00000013494	Contig9150
ENSMODG00000001180	5	ENSOANG00000005806	4
ENSMODG00000001183	5	ENSOANG00000005292	Ultra539
ENSMODG00000001184	2	ENSOANG00000001915	Contig785
ENSMODG00000001185	2	ENSOANG00000013493	Contig9150
ENSMODG00000001186	1	ENSOANG00000012259	Contig19515
ENSMODG00000001192	2	ENSOANG00000014941	Contig5264
ENSMODG00000001195	4	ENSOANG00000007996	Ultra387
ENSMODG00000001196	2	ENSOANG00000007583	Contig30432
ENSMODG00000001198	1	ENSOANG00000015082	Contig110
ENSMODG00000001199	5	ENSOANG00000005293	Ultra539
ENSMODG00000001201	4	ENSOANG00000007997	Ultra387
ENSMODG00000001207	3	ENSOANG00000008099	4
ENSMODG00000001208	2	ENSOANG00000004673	Contig17405
ENSMODG00000001209	7	ENSOANG00000007634	Contig7451
ENSMODG00000001210	2	ENSOANG00000015187	Contig8200
ENSMODG00000001211	2	ENSOANG00000002622	Ultra269
ENSMODG00000001212	1	ENSOANG00000030371	Ultra200
ENSMODG00000001213	3	ENSOANG00000008100	4
ENSMODG00000001215	5	ENSOANG00000005295	Ultra539
ENSMODG00000001217	2	ENSOANG00000009019	Contig4207
ENSMODG00000001219	2	ENSOANG00000004564	3
ENSMODG00000001223	5	ENSOANG00000004281	4
ENSMODG00000001226	2	ENSOANG00000020917	Contig132211
ENSMODG00000001228	1	ENSOANG00000011081	Ultra91
ENSMODG00000001231	3	ENSOANG00000008101	4
ENSMODG00000001232	1	ENSOANG00000003169	Ultra12
ENSMODG00000001238	2	ENSOANG00000006908	Ultra331
ENSMODG00000001239	5	ENSOANG00000005294	Ultra539
ENSMODG00000001240	1	ENSOANG00000002542	Contig4524
ENSMODG00000001241	7	ENSOANG00000007631	Contig7451
ENSMODG00000001242	2	ENSOANG00000008327	Contig219
ENSMODG00000001243	2	ENSOANG00000006035	Ultra198
ENSMODG00000001244	8	ENSOANG00000010868	Contig978
ENSMODG00000001245	1	ENSOANG00000014960	Contig11397
ENSMODG00000001250	3	ENSOANG00000022701	Ultra84
ENSMODG00000001252	5	ENSOANG00000005297	Ultra539
ENSMODG00000001253	8	ENSOANG00000014209	Ultra65
ENSMODG00000001257	3	ENSOANG00000012263	Contig145232
ENSMODG00000001260	1	ENSOANG00000001176	Ultra91
ENSMODG00000001262	1	ENSOANG00000003170	Ultra12
ENSMODG00000001263	3	ENSOANG00000011554	Contig18947
ENSMODG00000001264	8	ENSOANG00000005515	Ultra443
ENSMODG00000001265	8	ENSOANG00000022300	Ultra65
ENSMODG00000001270	2	ENSOANG00000022733	Ultra331
ENSMODG00000001273	6	ENSOANG00000007722	2
ENSMODG00000001274	1	ENSOANG00000010063	Ultra37
ENSMODG00000001277	8	ENSOANG00000011808	Ultra65
ENSMODG00000001279	5	ENSOANG00000005299	Ultra539
ENSMODG00000001280	1	ENSOANG00000012200	Contig9760
ENSMODG00000001282	2	ENSOANG00000003317	Ultra269
ENSMODG00000001284	5	ENSOANG00000015674	12
ENSMODG00000001285	2	ENSOANG00000008330	Contig219
ENSMODG00000001287	8	ENSOANG00000011809	Ultra65
ENSMODG00000001289	1	ENSOANG00000020468	Contig9760
ENSMODG00000001292	8	ENSOANG00000005518	Ultra443
ENSMODG00000001293	1	ENSOANG00000012593	Contig2690
ENSMODG00000001295	8	ENSOANG00000003503	Ultra450
ENSMODG00000001296	2	ENSOANG00000005493	Ultra331
ENSMODG00000001300	2	ENSOANG00000007377	Contig10143
ENSMODG00000001302	5	ENSOANG00000002141	Contig7085
ENSMODG00000001303	6	ENSOANG00000007724	2
ENSMODG00000001305	2	ENSOANG00000005492	Ultra331
ENSMODG00000001308	3	ENSOANG00000009203	Ultra266
ENSMODG00000001310	3	ENSOANG00000011397	Ultra84
ENSMODG00000001311	2	ENSOANG00000003318	Ultra269
ENSMODG00000001316	6	ENSOANG00000007725	2
ENSMODG00000001319	5	ENSOANG00000013888	Ultra94
ENSMODG00000001320	8	ENSOANG00000005520	Ultra443
ENSMODG00000001321	2	ENSOANG00000005491	Ultra331
ENSMODG00000001322	8	ENSOANG00000003502	Ultra450
ENSMODG00000001324	6	ENSOANG00000007726	2
ENSMODG00000001327	3	ENSOANG00000011398	Ultra84
ENSMODG00000001329	6	ENSOANG00000007727	2
ENSMODG00000001331	2	ENSOANG00000004236	Contig26402
ENSMODG00000001333	1	ENSOANG00000028483	Contig6928
ENSMODG00000001335	2	ENSOANG00000005489	Ultra331
ENSMODG00000001336	8	ENSOANG00000005522	Ultra443
ENSMODG00000001338	2	ENSOANG00000015429	Contig1111
ENSMODG00000001339	3	ENSOANG00000004386	Contig6162
ENSMODG00000001340	5	ENSOANG00000015669	12
ENSMODG00000001343	3	ENSOANG00000004952	Ultra497
ENSMODG00000001344	3	ENSOANG00000014454	Ultra43
ENSMODG00000001348	2	ENSOANG00000007282	Contig13387
ENSMODG00000001349	2	ENSOANG00000005488	Ultra331
ENSMODG00000001350	6	ENSOANG00000007728	2
ENSMODG00000001351	2	ENSOANG00000002019	Ultra269
ENSMODG00000001352	2	ENSOANG00000008332	Contig219
ENSMODG00000001355	8	ENSOANG00000005523	Ultra443
ENSMODG00000001356	8	ENSOANG00000011810	Ultra65
ENSMODG00000001357	3	ENSOANG00000004951	Ultra497
ENSMODG00000001358	7	ENSOANG00000005821	Ultra667
ENSMODG00000001360	2	ENSOANG00000013781	Contig7092
ENSMODG00000001364	2	ENSOANG00000002018	Ultra269
ENSMODG00000001367	6	ENSOANG00000007729	2
ENSMODG00000001368	8	ENSOANG00000029507	Ultra65
ENSMODG00000001369	1	ENSOANG00000002565	Contig7051
ENSMODG00000001370	2	ENSOANG00000000378	Contig21609
ENSMODG00000001371	3	ENSOANG00000004948	Ultra497
ENSMODG00000001377	6	ENSOANG00000007731	2
ENSMODG00000001380	7	ENSOANG00000029278	Contig41577
ENSMODG00000001384	1	ENSOANG00000007405	3
ENSMODG00000001386	8	ENSOANG00000009484	Contig12812
ENSMODG00000001387	7	ENSOANG00000004621	20
ENSMODG00000001388	8	ENSOANG00000007511	Contig4112
ENSMODG00000001389	2	ENSOANG00000009355	Contig4009
ENSMODG00000001390	3	ENSOANG00000011399	Ultra84
ENSMODG00000001391	1	ENSOANG00000004945	Ultra337
ENSMODG00000001392	5	ENSOANG00000012065	Contig4505
ENSMODG00000001393	2	ENSOANG00000008336	Contig219
ENSMODG00000001394	8	ENSOANG00000009618	Ultra65
ENSMODG00000001396	8	ENSOANG00000010587	Contig250328
ENSMODG00000001398	3	ENSOANG00000003796	Ultra497
ENSMODG00000001402	8	ENSOANG00000009616	Ultra65
ENSMODG00000001404	6	ENSOANG00000007732	2
ENSMODG00000001405	8	ENSOANG00000009615	Ultra65
ENSMODG00000001408	6	ENSOANG00000007733	2
ENSMODG00000001409	7	ENSOANG00000004622	20
ENSMODG00000001410	6	ENSOANG00000007734	2
ENSMODG00000001412	2	ENSOANG00000012950	7
ENSMODG00000001413	2	ENSOANG00000011490	Contig27100
ENSMODG00000001414	8	ENSOANG00000005524	Ultra443
ENSMODG00000001417	1	ENSOANG00000006436	Contig36039
ENSMODG00000001420	3	ENSOANG00000014456	Ultra43
ENSMODG00000001421	6	ENSOANG00000007735	2
ENSMODG00000001422	1	ENSOANG00000002652	Contig20525
ENSMODG00000001423	1	ENSOANG00000004946	Ultra337
ENSMODG00000001427	1	ENSOANG00000022263	Contig4973
ENSMODG00000001430	3	ENSOANG00000008103	4
ENSMODG00000001431	3	ENSOANG00000006236	Ultra497
ENSMODG00000001434	7	ENSOANG00000020626	Contig3071
ENSMODG00000001435	6	ENSOANG00000001270	2
ENSMODG00000001436	3	ENSOANG00000001626	1
ENSMODG00000001441	1	ENSOANG00000012397	Contig23792
ENSMODG00000001442	8	ENSOANG00000009613	Ultra65
ENSMODG00000001446	3	ENSOANG00000001748	X3
ENSMODG00000001448	8	ENSOANG00000005526	Ultra443
ENSMODG00000001449	6	ENSOANG00000001268	2
ENSMODG00000001450	5	ENSOANG00000007038	Ultra94
ENSMODG00000001451	3	ENSOANG00000001749	X3
ENSMODG00000001453	6	ENSOANG00000013817	Contig26454
ENSMODG00000001456	6	ENSOANG00000032022	Contig17400
ENSMODG00000001462	5	ENSOANG00000004291	Contig18515
ENSMODG00000001464	8	ENSOANG00000009612	Ultra65
ENSMODG00000001468	6	ENSOANG00000029588	Contig4568
ENSMODG00000001470	2	ENSOANG00000015215	Contig5857
ENSMODG00000001472	7	ENSOANG00000013687	Contig24353
ENSMODG00000001474	2	ENSOANG00000007158	Contig10787
ENSMODG00000001476	6	ENSOANG00000005330	Contig4568
ENSMODG00000001481	7	ENSOANG00000014315	Ultra16
ENSMODG00000001482	7	ENSOANG00000000418	Contig29276
ENSMODG00000001484	2	ENSOANG00000031123	Contig7241
ENSMODG00000001489	7	ENSOANG00000005794	Ultra733
ENSMODG00000001490	1	ENSOANG00000002758	Ultra337
ENSMODG00000001491	1	ENSOANG00000003177	Ultra12
ENSMODG00000001493	2	ENSOANG00000014265	Ultra183
ENSMODG00000001497	6	ENSOANG00000004544	Contig21731
ENSMODG00000001498	2	ENSOANG00000008444	Ultra720
ENSMODG00000001499	6	ENSOANG00000005331	Contig4568
ENSMODG00000001500	5	ENSOANG00000012997	Contig6782
ENSMODG00000001501	1	ENSOANG00000008440	Contig5899
ENSMODG00000001502	2	ENSOANG00000032005	Contig17470
ENSMODG00000001504	1	ENSOANG00000012971	Contig25419
ENSMODG00000001505	6	ENSOANG00000012010	Contig6348
ENSMODG00000001506	2	ENSOANG00000021792	Contig26453
ENSMODG00000001507	7	ENSOANG00000004763	Ultra230
ENSMODG00000001508	1	ENSOANG00000003183	Ultra12
ENSMODG00000001511	2	ENSOANG00000029778	Contig24749
ENSMODG00000001513	6	ENSOANG00000012011	Contig6348
ENSMODG00000001514	2	ENSOANG00000030551	Contig12372
ENSMODG00000001516	5	ENSOANG00000010145	Contig8307
ENSMODG00000001517	6	ENSOANG00000002251	Contig28679
ENSMODG00000001519	5	ENSOANG00000029900	Contig19211
ENSMODG00000001520	2	ENSOANG00000014266	Ultra183
ENSMODG00000001522	3	ENSOANG00000008104	4
ENSMODG00000001523	3	ENSOANG00000001750	X3
ENSMODG00000001524	1	ENSOANG00000001657	3
ENSMODG00000001525	7	ENSOANG00000008745	Ultra290
ENSMODG00000001528	8	ENSOANG00000009611	Ultra65
ENSMODG00000001530	5	ENSOANG00000012077	Ultra260
ENSMODG00000001532	1	ENSOANG00000004121	Contig9037
ENSMODG00000001533	1	ENSOANG00000007340	Contig7461
ENSMODG00000001535	5	ENSOANG00000012557	Ultra372
ENSMODG00000001539	2	ENSOANG00000011380	Contig18191
ENSMODG00000001540	3	ENSOANG00000001751	X3
ENSMODG00000001542	5	ENSOANG00000012016	Ultra372
ENSMODG00000001544	8	ENSOANG00000013496	Contig3011
ENSMODG00000001545	1	ENSOANG00000010863	3
ENSMODG00000001547	2	ENSOANG00000028736	Contig20403
ENSMODG00000001548	2	ENSOANG00000014267	Ultra183
ENSMODG00000001551	8	ENSOANG00000013497	Contig3011
ENSMODG00000001556	1	ENSOANG00000010864	3
ENSMODG00000001557	1	ENSOANG00000008908	Contig26030
ENSMODG00000001558	2	ENSOANG00000013461	7
ENSMODG00000001565	2	ENSOANG00000014268	Ultra183
ENSMODG00000001566	2	ENSOANG00000011569	Ultra430
ENSMODG00000001568	6	ENSOANG00000013667	Contig24455
ENSMODG00000001570	2	ENSOANG00000011570	Ultra430
ENSMODG00000001574	7	ENSOANG00000001531	Ultra399
ENSMODG00000001575	2	ENSOANG00000002695	Contig181974
ENSMODG00000001578	2	ENSOANG00000014269	Ultra183
ENSMODG00000001579	8	ENSOANG00000005530	Ultra443
ENSMODG00000001580	2	ENSOANG00000011571	Ultra430
ENSMODG00000001583	2	ENSOANG00000013462	7
ENSMODG00000001584	1	ENSOANG00000005333	Contig13753
ENSMODG00000001585	1	ENSOANG00000013752	Contig21771
ENSMODG00000001586	7	ENSOANG00000029384	Ultra283
ENSMODG00000001588	6	ENSOANG00000014644	Contig17679
ENSMODG00000001589	8	ENSOANG00000005531	Ultra443
ENSMODG00000001592	7	ENSOANG00000004665	Ultra284
ENSMODG00000001593	1	ENSOANG00000011378	Contig7803
ENSMODG00000001594	3	ENSOANG00000030266	Contig58964
ENSMODG00000001595	8	ENSOANG00000005532	Ultra443
ENSMODG00000001599	8	ENSOANG00000016023	Contig293563
ENSMODG00000001600	8	ENSOANG00000012340	Ultra65
ENSMODG00000001601	2	ENSOANG00000011572	Ultra430
ENSMODG00000001602	6	ENSOANG00000021042	Contig22636
ENSMODG00000001603	5	ENSOANG00000015665	12
ENSMODG00000001605	2	ENSOANG00000013464	7
ENSMODG00000001607	8	ENSOANG00000007457	Contig3940
ENSMODG00000001609	2	ENSOANG00000005486	Ultra331
ENSMODG00000001611	1	ENSOANG00000010865	3
ENSMODG00000001619	6	ENSOANG00000009751	Contig4354
ENSMODG00000001629	8	ENSOANG00000005533	Ultra443
ENSMODG00000001630	5	ENSOANG00000015664	12
ENSMODG00000001631	1	ENSOANG00000004645	Contig1446
ENSMODG00000001635	8	ENSOANG00000007775	Contig29016
ENSMODG00000001637	2	ENSOANG00000004017	Ultra543
ENSMODG00000001638	2	ENSOANG00000007056	Contig7273
ENSMODG00000001642	1	ENSOANG00000022116	Ultra624
ENSMODG00000001646	8	ENSOANG00000029404	Contig6686
ENSMODG00000001652	2	ENSOANG00000001759	Contig2300
ENSMODG00000001656	8	ENSOANG00000004095	Ultra527
ENSMODG00000001657	1	ENSOANG00000001650	Contig16123
ENSMODG00000001662	2	ENSOANG00000013467	7
ENSMODG00000001665	1	ENSOANG00000015697	Contig21784
ENSMODG00000001668	6	ENSOANG00000009749	Contig4354
ENSMODG00000001673	1	ENSOANG00000004646	Contig1446
ENSMODG00000001675	8	ENSOANG00000007774	Contig29016
ENSMODG00000001677	2	ENSOANG00000004020	Ultra543
ENSMODG00000001679	6	ENSOANG00000009748	Contig4354
ENSMODG00000001681	3	ENSOANG00000004073	1
ENSMODG00000001686	2	ENSOANG00000004023	Ultra543
ENSMODG00000001687	3	ENSOANG00000004072	1
ENSMODG00000001688	6	ENSOANG00000011812	Contig14854
ENSMODG00000001691	7	ENSOANG00000002626	Ultra111
ENSMODG00000001692	2	ENSOANG00000013469	7
ENSMODG00000001693	1	ENSOANG00000005402	3
ENSMODG00000001695	3	ENSOANG00000014502	Contig28357
ENSMODG00000001697	5	ENSOANG00000004349	Ultra372
ENSMODG00000001699	6	ENSOANG00000015376	Contig29898
ENSMODG00000001700	8	ENSOANG00000031658	Contig9836
ENSMODG00000001701	2	ENSOANG00000004024	Ultra543
ENSMODG00000001702	3	ENSOANG00000015788	1
ENSMODG00000001703	6	ENSOANG00000015377	Contig29898
ENSMODG00000001706	2	ENSOANG00000004026	Ultra543
ENSMODG00000001708	2	ENSOANG00000013474	7
ENSMODG00000001709	2	ENSOANG00000012347	Contig7112
ENSMODG00000001711	6	ENSOANG00000012993	Contig28332
ENSMODG00000001718	1	ENSOANG00000014861	Contig18930
ENSMODG00000001720	2	ENSOANG00000005888	Ultra305
ENSMODG00000001721	3	ENSOANG00000015785	1
ENSMODG00000001723	5	ENSOANG00000015659	12
ENSMODG00000001724	7	ENSOANG00000004625	20
ENSMODG00000001725	1	ENSOANG00000012939	Contig5275
ENSMODG00000001726	6	ENSOANG00000013155	Contig19241
ENSMODG00000001729	1	ENSOANG00000013225	3
ENSMODG00000001734	Un	ENSOANG00000001300	Contig1189
ENSMODG00000001735	3	ENSOANG00000008107	4
ENSMODG00000001736	1	ENSOANG00000011193	Ultra56
ENSMODG00000001737	7	ENSOANG00000013148	Ultra161
ENSMODG00000001738	6	ENSOANG00000009385	Contig20468
ENSMODG00000001739	5	ENSOANG00000015656	12
ENSMODG00000001741	3	ENSOANG00000008111	4
ENSMODG00000001742	3	ENSOANG00000015784	1
ENSMODG00000001744	2	ENSOANG00000005887	Ultra305
ENSMODG00000001746	1	ENSOANG00000011004	Contig14771
ENSMODG00000001747	3	ENSOANG00000015783	1
ENSMODG00000001748	4	ENSOANG00000007497	Contig14
ENSMODG00000001750	7	ENSOANG00000003086	Ultra161
ENSMODG00000001752	Un	ENSOANG00000007569	Contig17581
ENSMODG00000001755	2	ENSOANG00000005886	Ultra305
ENSMODG00000001757	2	ENSOANG00000013475	7
ENSMODG00000001766	Un	ENSOANG00000000549	Contig24119
ENSMODG00000001767	1	ENSOANG00000003144	Contig7201
ENSMODG00000001769	2	ENSOANG00000013349	Contig10722
ENSMODG00000001770	1	ENSOANG00000011003	Contig14771
ENSMODG00000001777	3	ENSOANG00000010659	Contig15461
ENSMODG00000001778	2	ENSOANG00000008587	7
ENSMODG00000001782	1	ENSOANG00000014527	Contig16881
ENSMODG00000001783	1	ENSOANG00000011192	Ultra56
ENSMODG00000001784	1	ENSOANG00000011308	Ultra455
ENSMODG00000001785	2	ENSOANG00000009758	Contig2004
ENSMODG00000001789	3	ENSOANG00000008695	Contig12139
ENSMODG00000001794	6	ENSOANG00000012988	Contig17426
ENSMODG00000001795	2	ENSOANG00000002252	Contig20643
ENSMODG00000001796	1	ENSOANG00000013014	Ultra351
ENSMODG00000001797	2	ENSOANG00000005885	Ultra305
ENSMODG00000001803	1	ENSOANG00000011191	Ultra56
ENSMODG00000001804	2	ENSOANG00000002146	7
ENSMODG00000001805	2	ENSOANG00000009757	Contig2004
ENSMODG00000001806	8	ENSOANG00000008137	4
ENSMODG00000001807	5	ENSOANG00000015652	12
ENSMODG00000001808	6	ENSOANG00000010373	Contig10389
ENSMODG00000001810	6	ENSOANG00000010372	Contig10389
ENSMODG00000001811	3	ENSOANG00000014091	4
ENSMODG00000001812	6	ENSOANG00000029307	Contig10389
ENSMODG00000001813	1	ENSOANG00000011190	Ultra56
ENSMODG00000001815	1	ENSOANG00000002613	Ultra462
ENSMODG00000001816	4	ENSOANG00000020920	Contig24219
ENSMODG00000001817	2	ENSOANG00000002147	7
ENSMODG00000001820	2	ENSOANG00000004464	Contig4327
ENSMODG00000001821	2	ENSOANG00000005884	Ultra305
ENSMODG00000001823	1	ENSOANG00000004163	Contig791
ENSMODG00000001824	2	ENSOANG00000015361	Contig21372
ENSMODG00000001825	8	ENSOANG00000000278	4
ENSMODG00000001827	2	ENSOANG00000006943	Ultra305
ENSMODG00000001828	3	ENSOANG00000014090	4
ENSMODG00000001829	4	ENSOANG00000007500	Contig14
ENSMODG00000001830	1	ENSOANG00000014015	4
ENSMODG00000001831	3	ENSOANG00000014089	4
ENSMODG00000001833	1	ENSOANG00000011187	Ultra56
ENSMODG00000001835	1	ENSOANG00000011186	Ultra56
ENSMODG00000001837	6	ENSOANG00000004846	Contig22577
ENSMODG00000001838	3	ENSOANG00000015779	1
ENSMODG00000001840	3	ENSOANG00000014088	4
ENSMODG00000001842	2	ENSOANG00000011989	Contig24078
ENSMODG00000001843	2	ENSOANG00000005223	Contig5752
ENSMODG00000001847	3	ENSOANG00000014087	4
ENSMODG00000001848	1	ENSOANG00000015181	Contig24426
ENSMODG00000001856	6	ENSOANG00000029876	Contig71525
ENSMODG00000001864	8	ENSOANG00000000280	4
ENSMODG00000001865	1	ENSOANG00000000458	Contig20271
ENSMODG00000001866	1	ENSOANG00000014014	4
ENSMODG00000001868	3	ENSOANG00000031672	4
ENSMODG00000001871	2	ENSOANG00000000538	Contig23257
ENSMODG00000001872	3	ENSOANG00000015777	1
ENSMODG00000001873	1	ENSOANG00000004162	Contig791
ENSMODG00000001874	6	ENSOANG00000013893	Contig21213
ENSMODG00000001877	4	ENSOANG00000007501	Contig14
ENSMODG00000001878	1	ENSOANG00000030951	Contig105295
ENSMODG00000001881	2	ENSOANG00000010894	Contig5013
ENSMODG00000001884	8	ENSOANG00000005536	Ultra443
ENSMODG00000001885	1	ENSOANG00000011182	Ultra56
ENSMODG00000001886	3	ENSOANG00000013255	Ultra497
ENSMODG00000001887	2	ENSOANG00000013053	7
ENSMODG00000001888	4	ENSOANG00000007502	Contig14
ENSMODG00000001889	6	ENSOANG00000005606	Contig17428
ENSMODG00000001891	4	ENSOANG00000007503	Contig14
ENSMODG00000001892	3	ENSOANG00000015776	1
ENSMODG00000001893	2	ENSOANG00000000646	Contig12490
ENSMODG00000001894	1	ENSOANG00000011180	Ultra56
