Human	ChrHuman	Mouse	ChrMouse
ENSG00000044524	3	ENSMUSG00000052504	16
ENSG00000044574	9	ENSMUSG00000026864	2
ENSG00000046604	18	ENSMUSG00000044393	18
ENSG00000046647	X	ENSMUSG00000040621	X
ENSG00000046651	X	ENSMUSG00000040586	X
ENSG00000046653	X	ENSMUSG00000031342	X
ENSG00000046889	8	ENSMUSG00000048960	1
ENSG00000047056	10	ENSMUSG00000021147	13
ENSG00000047188	5	ENSMUSG00000034653	18
ENSG00000047230	X	ENSMUSG00000031360	X
ENSG00000047249	8	ENSMUSG00000033793	1
ENSG00000047315	4	ENSMUSG00000029250	5
ENSG00000047346	15	ENSMUSG00000034858	9
ENSG00000047365	4	ENSMUSG00000037999	5
ENSG00000047410	1	ENSMUSG00000006005	1
ENSG00000047457	3	ENSMUSG00000003617	3
ENSG00000047578	16	ENSMUSG00000032743	7
ENSG00000047579	6	ENSMUSG00000057531	13
ENSG00000047597	X	ENSMUSG00000015342	X
ENSG00000047617	12	ENSMUSG00000038115	6
ENSG00000047621	12	ENSMUSG00000030347	6
ENSG00000047648	X	ENSMUSG00000031355	X
ENSG00000047662	4	ENSMUSG00000015879	5
ENSG00000047849	3	ENSMUSG00000032479	9
ENSG00000047936	6	ENSMUSG00000019893	10
ENSG00000048028	11	ENSMUSG00000032267	9
ENSG00000048052	7	ENSMUSG00000004698	12
ENSG00000048140	5	ENSMUSG00000025875	13
ENSG00000048162	5	ENSMUSG00000025869	13
ENSG00000048342	4	ENSMUSG00000039765	5
ENSG00000048392	8	ENSMUSG00000022292	15
ENSG00000048405	7	ENSMUSG00000039841	6
ENSG00000048462	16	ENSMUSG00000022496	16
ENSG00000048471	16	ENSMUSG00000071669	16
ENSG00000048540	12	ENSMUSG00000030226	6
ENSG00000048544	6	ENSMUSG00000034729	17
ENSG00000048545	6	ENSMUSG00000023982	17
ENSG00000048649	11	ENSMUSG00000035623	7
ENSG00000048707	1	ENSMUSG00000020220	4
ENSG00000048740	10	ENSMUSG00000002107	2
ENSG00000048828	9	ENSMUSG00000038014	13
ENSG00000048991	2	ENSMUSG00000056211	1
ENSG00000049089	1	ENSMUSG00000028626	4
ENSG00000049130	12	ENSMUSG00000019966	10
ENSG00000049167	5	ENSMUSG00000021694	13
ENSG00000049192	5	ENSMUSG00000046169	13
ENSG00000049239	1	ENSMUSG00000028980	4
ENSG00000049245	1	ENSMUSG00000028955	4
ENSG00000049246	1	ENSMUSG00000028957	4
ENSG00000049247	1	ENSMUSG00000028963	4
ENSG00000049249	1	ENSMUSG00000028965	4
ENSG00000049283	17	ENSMUSG00000010080	11
ENSG00000049323	2	ENSMUSG00000001870	17
ENSG00000049449	11	ENSMUSG00000005973	2
ENSG00000049540	7	ENSMUSG00000029675	5
ENSG00000049541	7	ENSMUSG00000023104	5
ENSG00000049618	6	ENSMUSG00000069729	17
ENSG00000049656	5	ENSMUSG00000021610	13
ENSG00000049759	18	ENSMUSG00000024589	18
ENSG00000049768	X	ENSMUSG00000039521	X
ENSG00000049769	X	ENSMUSG00000039556	X
ENSG00000049860	5	ENSMUSG00000021665	13
ENSG00000049883	5	ENSMUSG00000021650	13
ENSG00000050030	X	ENSMUSG00000046449	X
ENSG00000050165	11	ENSMUSG00000030772	7
ENSG00000050327	7	ENSMUSG00000033542	6
ENSG00000050344	7	ENSMUSG00000029832	6
ENSG00000050393	6	ENSMUSG00000021371	13
ENSG00000050405	12	ENSMUSG00000023022	15
ENSG00000050426	12	ENSMUSG00000037353	15
ENSG00000050438	12	ENSMUSG00000023032	15
ENSG00000050555	9	ENSMUSG00000026840	2
ENSG00000050628	1	ENSMUSG00000040016	3
ENSG00000050730	4	ENSMUSG00000044162	6
ENSG00000050748	5	ENSMUSG00000020366	11
ENSG00000050767	5	ENSMUSG00000063564	11
ENSG00000050820	16	ENSMUSG00000031955	8
ENSG00000051009	11	ENSMUSG00000044465	7
ENSG00000051108	16	ENSMUSG00000031770	8
ENSG00000051128	19	ENSMUSG00000003573	8
ENSG00000051180	15	ENSMUSG00000027323	2
ENSG00000051341	3	ENSMUSG00000034206	16
ENSG00000051382	3	ENSMUSG00000032462	9
ENSG00000051523	16	ENSMUSG00000006519	8
ENSG00000051596	5	ENSMUSG00000025872	13
ENSG00000051620	6	ENSMUSG00000019853	10
ENSG00000051825	12	ENSMUSG00000038126	5
ENSG00000052126	12	ENSMUSG00000030231	6
ENSG00000052344	16	ENSMUSG00000030800	7
ENSG00000052723	1	ENSMUSG00000027854	3
ENSG00000052749	10	ENSMUSG00000035049	19
ENSG00000052795	4	ENSMUSG00000061175	3
ENSG00000052802	4	ENSMUSG00000031604	8
ENSG00000052841	11	ENSMUSG00000027194	2
ENSG00000052850	11	ENSMUSG00000040310	2
ENSG00000053108	5	ENSMUSG00000036264	11
ENSG00000053254	14	ENSMUSG00000033713	12
ENSG00000053328	6	ENSMUSG00000045555	10
ENSG00000053372	1	ENSMUSG00000028741	4
ENSG00000053501	19	ENSMUSG00000002395	8
ENSG00000053747	18	ENSMUSG00000024421	18
ENSG00000053770	14	ENSMUSG00000036291	14
ENSG00000053900	4	ENSMUSG00000029176	5
ENSG00000053918	11	ENSMUSG00000009545	7
ENSG00000054116	1	ENSMUSG00000028847	4
ENSG00000054118	1	ENSMUSG00000043962	4
ENSG00000054148	9	ENSMUSG00000036504	2
ENSG00000054179	9	ENSMUSG00000015085	2
ENSG00000054267	1	ENSMUSG00000039219	13
ENSG00000054277	1	ENSMUSG00000026525	1
ENSG00000054282	1	ENSMUSG00000026504	1
ENSG00000054356	2	ENSMUSG00000026204	1
ENSG00000054392	1	ENSMUSG00000037375	1
ENSG00000054523	1	ENSMUSG00000063077	4
ENSG00000054598	6	ENSMUSG00000050295	13
ENSG00000054611	22	ENSMUSG00000051864	15
ENSG00000054654	14	ENSMUSG00000063450	12
ENSG00000054690	14	ENSMUSG00000060716	12
ENSG00000054793	20	ENSMUSG00000027546	2
ENSG00000054796	20	ENSMUSG00000005883	2
ENSG00000054803	20	ENSMUSG00000067578	2
ENSG00000054938	11	ENSMUSG00000030732	7
ENSG00000054965	11	ENSMUSG00000029461	7
ENSG00000054967	11	ENSMUSG00000008318	7
ENSG00000054983	14	ENSMUSG00000021003	12
ENSG00000055044	2	ENSMUSG00000026020	1
ENSG00000055070	1	ENSMUSG00000040842	4
ENSG00000055118	7	ENSMUSG00000038319	5
ENSG00000055130	7	ENSMUSG00000029686	6
ENSG00000055147	5	ENSMUSG00000020523	11
ENSG00000055163	5	ENSMUSG00000020340	11
ENSG00000055208	6	ENSMUSG00000015755	10
ENSG00000055211	6	ENSMUSG00000040006	10
ENSG00000055332	2	ENSMUSG00000024079	17
ENSG00000055483	17	ENSMUSG00000033909	11
ENSG00000055609	7	ENSMUSG00000038056	5
ENSG00000055732	1	ENSMUSG00000036853	3
ENSG00000055813	2	ENSMUSG00000032878	11
ENSG00000055917	2	ENSMUSG00000020594	12
ENSG00000055950	10	ENSMUSG00000025208	19
ENSG00000055955	3	ENSMUSG00000021922	14
ENSG00000055957	3	ENSMUSG00000006529	14
ENSG00000056050	4	ENSMUSG00000038005	8
ENSG00000056097	5	ENSMUSG00000022201	15
ENSG00000056277	X	ENSMUSG00000036916	X
ENSG00000056291	4	ENSMUSG00000035528	5
ENSG00000056487	22	ENSMUSG00000016624	15
ENSG00000056558	9	ENSMUSG00000026875	2
ENSG00000056586	9	ENSMUSG00000075376	2
ENSG00000056736	3	ENSMUSG00000015966	14
ENSG00000056972	6	ENSMUSG00000019842	10
ENSG00000057019	3	ENSMUSG00000035107	16
ENSG00000057252	1	ENSMUSG00000026600	1
ENSG00000057294	12	ENSMUSG00000041957	16
ENSG00000057468	1	ENSMUSG00000005493	3
ENSG00000057593	13	ENSMUSG00000031443	8
ENSG00000057608	10	ENSMUSG00000021218	13
ENSG00000057657	6	ENSMUSG00000038151	10
ENSG00000057704	12	ENSMUSG00000020023	10
ENSG00000057757	1	ENSMUSG00000028669	4
ENSG00000057935	2	ENSMUSG00000055817	17
ENSG00000058056	3	ENSMUSG00000056900	3
ENSG00000058063	3	ENSMUSG00000037400	3
ENSG00000058085	1	ENSMUSG00000026479	1
ENSG00000058091	7	ENSMUSG00000028926	5
ENSG00000058262	3	ENSMUSG00000030082	6
ENSG00000058272	12	ENSMUSG00000019907	10
ENSG00000058335	15	ENSMUSG00000032356	9
ENSG00000058404	7	ENSMUSG00000057897	11
ENSG00000058453	1	ENSMUSG00000040860	4
ENSG00000058600	16	ENSMUSG00000030880	7
ENSG00000058668	1	ENSMUSG00000026463	1
ENSG00000058799	1	ENSMUSG00000057375	4
ENSG00000058804	1	ENSMUSG00000028614	4
ENSG00000058866	3	ENSMUSG00000022861	16
ENSG00000059122	16	ENSMUSG00000040097	17
ENSG00000059377	7	ENSMUSG00000029925	6
ENSG00000059378	7	ENSMUSG00000038507	6
ENSG00000059573	10	ENSMUSG00000025007	19
ENSG00000059588	1	ENSMUSG00000090290	8
ENSG00000059691	4	ENSMUSG00000028085	3
ENSG00000059728	2	ENSMUSG00000001156	6
ENSG00000059758	12	ENSMUSG00000020015	10
ENSG00000059915	10	ENSMUSG00000037126	19
ENSG00000060069	18	ENSMUSG00000033323	18
ENSG00000060138	12	ENSMUSG00000030189	6
ENSG00000060140	12	ENSMUSG00000032899	6
ENSG00000060237	12	ENSMUSG00000045962	6
ENSG00000060339	10	ENSMUSG00000020074	10
ENSG00000060491	20	ENSMUSG00000049401	2
ENSG00000060558	19	ENSMUSG00000034792	10
ENSG00000060566	19	ENSMUSG00000035041	10
ENSG00000060642	1	ENSMUSG00000043257	4
ENSG00000060656	1	ENSMUSG00000028909	4
ENSG00000060688	1	ENSMUSG00000074088	4
ENSG00000060709	12	ENSMUSG00000029420	5
ENSG00000060718	1	ENSMUSG00000027966	3
ENSG00000060749	11	ENSMUSG00000074994	2
ENSG00000060762	6	ENSMUSG00000023861	17
ENSG00000060982	12	ENSMUSG00000030268	6
ENSG00000061273	12	ENSMUSG00000022475	15
ENSG00000061337	8	ENSMUSG00000036306	8
ENSG00000061455	5	ENSMUSG00000069378	18
ENSG00000061492	5	ENSMUSG00000012282	18
ENSG00000061656	20	ENSMUSG00000038180	2
ENSG00000061676	2	ENSMUSG00000027002	2
ENSG00000061794	12	ENSMUSG00000040112	6
ENSG00000061918	4	ENSMUSG00000028005	3
ENSG00000061936	12	ENSMUSG00000029439	5
ENSG00000061938	3	ENSMUSG00000022791	16
ENSG00000061987	12	ENSMUSG00000034602	10
ENSG00000062038	16	ENSMUSG00000061048	8
ENSG00000062194	5	ENSMUSG00000032745	13
ENSG00000062282	11	ENSMUSG00000030747	7
ENSG00000062370	19	ENSMUSG00000052675	7
ENSG00000062524	15	ENSMUSG00000027297	2
ENSG00000062582	7	ENSMUSG00000020477	11
ENSG00000062598	20	ENSMUSG00000017670	2
ENSG00000062650	10	ENSMUSG00000041408	14
ENSG00000062716	17	ENSMUSG00000018171	11
ENSG00000062725	17	ENSMUSG00000018481	11
ENSG00000062822	19	ENSMUSG00000038644	7
ENSG00000063015	17	ENSMUSG00000000632	11
ENSG00000063046	12	ENSMUSG00000058655	15
ENSG00000063127	19	ENSMUSG00000094152	7
ENSG00000063169	19	ENSMUSG00000070808	7
ENSG00000063176	19	ENSMUSG00000057342	7
ENSG00000063177	19	ENSMUSG00000059070	7
ENSG00000063180	19	ENSMUSG00000003273	7
ENSG00000063244	19	ENSMUSG00000030435	7
ENSG00000063245	19	ENSMUSG00000035203	7
ENSG00000063322	19	ENSMUSG00000003444	7
ENSG00000063438	5	ENSMUSG00000021575	13
ENSG00000063515	22	ENSMUSG00000022738	16
ENSG00000063587	X	ENSMUSG00000031365	X
ENSG00000063601	X	ENSMUSG00000015214	X
ENSG00000063660	2	ENSMUSG00000034220	1
ENSG00000063761	14	ENSMUSG00000021044	12
ENSG00000063854	16	ENSMUSG00000024158	17
ENSG00000063978	4	ENSMUSG00000029110	5
ENSG00000064012	2	ENSMUSG00000026029	1
ENSG00000064042	4	ENSMUSG00000037736	5
ENSG00000064102	12	ENSMUSG00000040250	6
ENSG00000064115	12	ENSMUSG00000040234	6
ENSG00000064195	17	ENSMUSG00000001510	11
ENSG00000064199	11	ENSMUSG00000001948	9
ENSG00000064201	11	ENSMUSG00000000244	7
ENSG00000064205	20	ENSMUSG00000027656	2
ENSG00000064218	9	ENSMUSG00000042372	19
ENSG00000064225	3	ENSMUSG00000022747	16
ENSG00000064270	16	ENSMUSG00000034112	8
ENSG00000064300	17	ENSMUSG00000000120	11
ENSG00000064309	11	ENSMUSG00000038119	9
ENSG00000064313	8	ENSMUSG00000037343	15
ENSG00000064393	7	ENSMUSG00000061436	6
ENSG00000064419	7	ENSMUSG00000012535	6
ENSG00000064490	19	ENSMUSG00000036120	8
ENSG00000064545	19	ENSMUSG00000002342	8
ENSG00000064547	19	ENSMUSG00000031861	8
ENSG00000064601	20	ENSMUSG00000017760	2
ENSG00000064607	19	ENSMUSG00000036054	8
ENSG00000064651	5	ENSMUSG00000024597	18
ENSG00000064652	5	ENSMUSG00000024535	18
ENSG00000064655	20	ENSMUSG00000017897	2
ENSG00000064666	19	ENSMUSG00000004665	10
ENSG00000064687	19	ENSMUSG00000035722	10
ENSG00000064692	5	ENSMUSG00000024534	18
ENSG00000064703	1	ENSMUSG00000027905	3
ENSG00000064726	15	ENSMUSG00000025103	7
ENSG00000064763	12	ENSMUSG00000030303	6
ENSG00000064787	20	ENSMUSG00000013523	2
ENSG00000064835	3	ENSMUSG00000004842	16
ENSG00000064932	19	ENSMUSG00000035673	10
ENSG00000064933	2	ENSMUSG00000026098	1
ENSG00000064961	19	ENSMUSG00000020232	10
ENSG00000064989	2	ENSMUSG00000059588	2
ENSG00000064999	6	ENSMUSG00000024219	17
ENSG00000065000	19	ENSMUSG00000020198	10
ENSG00000065029	6	ENSMUSG00000024220	17
ENSG00000065054	16	ENSMUSG00000002504	17
ENSG00000065057	16	ENSMUSG00000041429	17
ENSG00000065060	6	ENSMUSG00000039512	17
ENSG00000065135	1	ENSMUSG00000000001	3
ENSG00000065150	13	ENSMUSG00000030662	14
ENSG00000065154	10	ENSMUSG00000030934	7
ENSG00000065183	1	ENSMUSG00000033285	3
ENSG00000065243	1	ENSMUSG00000004591	3
ENSG00000065268	19	ENSMUSG00000035754	10
ENSG00000065308	6	ENSMUSG00000041779	1
ENSG00000065320	17	ENSMUSG00000020902	11
ENSG00000065325	17	ENSMUSG00000049928	11
ENSG00000065328	10	ENSMUSG00000026669	2
ENSG00000065357	12	ENSMUSG00000025357	10
ENSG00000065361	12	ENSMUSG00000018166	10
ENSG00000065427	16	ENSMUSG00000031948	8
ENSG00000065457	16	ENSMUSG00000031949	8
ENSG00000065485	3	ENSMUSG00000022844	16
ENSG00000065491	6	ENSMUSG00000042203	17
ENSG00000065518	3	ENSMUSG00000022820	16
ENSG00000065526	1	ENSMUSG00000040761	4
ENSG00000065534	3	ENSMUSG00000022836	16
ENSG00000065548	2	ENSMUSG00000027091	2
ENSG00000065559	17	ENSMUSG00000033352	11
ENSG00000065600	1	ENSMUSG00000026627	1
ENSG00000065609	6	ENSMUSG00000033419	9
ENSG00000065613	10	ENSMUSG00000025060	19
ENSG00000065615	6	ENSMUSG00000032872	9
ENSG00000065618	10	ENSMUSG00000025064	19
ENSG00000065621	10	ENSMUSG00000025069	19
ENSG00000065665	10	ENSMUSG00000025816	2
ENSG00000065675	10	ENSMUSG00000026778	2
ENSG00000065717	19	ENSMUSG00000034771	10
ENSG00000065802	2	ENSMUSG00000026311	1
ENSG00000065809	10	ENSMUSG00000026655	2
ENSG00000065833	6	ENSMUSG00000032418	9
ENSG00000065882	4	ENSMUSG00000029174	5
ENSG00000065883	7	ENSMUSG00000041297	13
ENSG00000065911	2	ENSMUSG00000005667	6
ENSG00000065923	X	ENSMUSG00000037341	X
ENSG00000065970	12	ENSMUSG00000003154	6
ENSG00000065978	1	ENSMUSG00000028639	4
ENSG00000065989	19	ENSMUSG00000032177	9
ENSG00000066027	1	ENSMUSG00000026626	1
ENSG00000066032	2	ENSMUSG00000063063	6
ENSG00000066044	19	ENSMUSG00000040028	8
ENSG00000066056	1	ENSMUSG00000033191	4
ENSG00000066084	12	ENSMUSG00000023026	15
ENSG00000066117	12	ENSMUSG00000023018	15
ENSG00000066135	1	ENSMUSG00000033326	4
ENSG00000066136	1	ENSMUSG00000032897	4
ENSG00000066185	1	ENSMUSG00000070806	4
ENSG00000066230	5	ENSMUSG00000036123	13
ENSG00000066248	2	ENSMUSG00000026259	1
ENSG00000066279	1	ENSMUSG00000033952	1
ENSG00000066294	1	ENSMUSG00000038147	1
ENSG00000066322	1	ENSMUSG00000006390	4
ENSG00000066336	11	ENSMUSG00000002111	2
ENSG00000066379	6	ENSMUSG00000036315	17
ENSG00000066382	11	ENSMUSG00000016386	2
ENSG00000066405	3	ENSMUSG00000032473	9
ENSG00000066422	3	ENSMUSG00000022601	16
ENSG00000066427	14	ENSMUSG00000021189	12
ENSG00000066455	14	ENSMUSG00000021192	12
ENSG00000066468	10	ENSMUSG00000030849	7
ENSG00000066557	1	ENSMUSG00000063052	3
ENSG00000066583	5	ENSMUSG00000024601	18
ENSG00000066629	14	ENSMUSG00000058070	12
ENSG00000066651	6	ENSMUSG00000019792	10
ENSG00000066654	16	ENSMUSG00000030942	7
ENSG00000066697	9	ENSMUSG00000039693	4
ENSG00000066735	14	ENSMUSG00000021294	12
ENSG00000066739	14	ENSMUSG00000041341	12
ENSG00000066777	8	ENSMUSG00000067851	1
ENSG00000066827	8	ENSMUSG00000022335	15
ENSG00000066855	8	ENSMUSG00000027601	3
ENSG00000066923	7	ENSMUSG00000036928	5
ENSG00000066926	18	ENSMUSG00000024588	18
ENSG00000066933	15	ENSMUSG00000039585	9
ENSG00000067048	Y	ENSMUSG00000069045	Y
ENSG00000067057	10	ENSMUSG00000021196	13
ENSG00000067064	10	ENSMUSG00000058258	13
ENSG00000067082	10	ENSMUSG00000000078	13
ENSG00000067113	5	ENSMUSG00000021759	13
ENSG00000067141	15	ENSMUSG00000032340	9
ENSG00000067167	8	ENSMUSG00000025935	1
ENSG00000067177	X	ENSMUSG00000034055	X
ENSG00000067182	12	ENSMUSG00000030341	6
ENSG00000067191	17	ENSMUSG00000020882	11
ENSG00000067208	1	ENSMUSG00000011831	5
ENSG00000067221	15	ENSMUSG00000032333	9
ENSG00000067225	15	ENSMUSG00000032294	9
ENSG00000067248	5	ENSMUSG00000042426	13
ENSG00000067334	1	ENSMUSG00000039756	3
ENSG00000067365	16	ENSMUSG00000039345	16
ENSG00000067369	15	ENSMUSG00000043909	2
ENSG00000067445	X	ENSMUSG00000025272	X
ENSG00000067533	1	ENSMUSG00000001305	1
ENSG00000067560	3	ENSMUSG00000036463	6
ENSG00000067596	17	ENSMUSG00000034931	11
ENSG00000067606	1	ENSMUSG00000029053	4
ENSG00000067704	1	ENSMUSG00000026618	1
ENSG00000067715	12	ENSMUSG00000035864	10
ENSG00000067798	12	ENSMUSG00000020181	10
ENSG00000067829	X	ENSMUSG00000002010	X
ENSG00000067836	16	ENSMUSG00000022540	16
ENSG00000067840	X	ENSMUSG00000002006	X
ENSG00000067842	X	ENSMUSG00000031376	X
ENSG00000067900	18	ENSMUSG00000024290	18
ENSG00000067955	16	ENSMUSG00000031885	8
ENSG00000067992	X	ENSMUSG00000035232	X
ENSG00000068001	3	ENSMUSG00000010047	9
ENSG00000068024	2	ENSMUSG00000026313	1
ENSG00000068028	3	ENSMUSG00000010067	9
ENSG00000068078	4	ENSMUSG00000054252	5
ENSG00000068079	17	ENSMUSG00000010358	11
ENSG00000068097	17	ENSMUSG00000000976	11
ENSG00000068120	17	ENSMUSG00000001755	11
ENSG00000068137	17	ENSMUSG00000035172	11
ENSG00000068305	15	ENSMUSG00000030557	7
ENSG00000068308	X	ENSMUSG00000031154	X
ENSG00000068323	X	ENSMUSG00000000134	X
ENSG00000068354	X	ENSMUSG00000039201	X
ENSG00000068366	X	ENSMUSG00000031278	X
ENSG00000068383	10	ENSMUSG00000025477	7
ENSG00000068394	X	ENSMUSG00000031148	X
ENSG00000068400	X	ENSMUSG00000031153	X
ENSG00000068438	X	ENSMUSG00000031171	X
ENSG00000068489	17	ENSMUSG00000020493	11
ENSG00000068615	2	ENSMUSG00000052852	6
ENSG00000068650	13	ENSMUSG00000031441	8
ENSG00000068654	2	ENSMUSG00000049553	6
ENSG00000068697	2	ENSMUSG00000020585	12
ENSG00000068724	2	ENSMUSG00000036918	17
ENSG00000068745	3	ENSMUSG00000032599	9
ENSG00000068784	2	ENSMUSG00000024135	17
ENSG00000068796	5	ENSMUSG00000021693	13
ENSG00000068831	11	ENSMUSG00000032946	19
ENSG00000068878	2	ENSMUSG00000040850	11
ENSG00000068885	3	ENSMUSG00000027778	3
ENSG00000068903	19	ENSMUSG00000015149	7
ENSG00000068912	2	ENSMUSG00000020311	11
ENSG00000068971	11	ENSMUSG00000024777	19
ENSG00000068976	11	ENSMUSG00000032648	19
ENSG00000069011	5	ENSMUSG00000021506	13
ENSG00000069018	5	ENSMUSG00000021541	13
ENSG00000069020	5	ENSMUSG00000034751	13
ENSG00000069122	6	ENSMUSG00000056492	17
ENSG00000069188	17	ENSMUSG00000041592	11
ENSG00000069206	8	ENSMUSG00000022056	14
ENSG00000069248	1	ENSMUSG00000039509	8
ENSG00000069275	1	ENSMUSG00000026434	1
ENSG00000069329	16	ENSMUSG00000031696	8
ENSG00000069345	16	ENSMUSG00000031701	8
ENSG00000069399	19	ENSMUSG00000053175	7
ENSG00000069424	1	ENSMUSG00000028931	4
ENSG00000069431	12	ENSMUSG00000030249	6
ENSG00000069482	11	ENSMUSG00000024907	19
ENSG00000069509	X	ENSMUSG00000025040	X
ENSG00000069535	X	ENSMUSG00000040147	X
ENSG00000069667	15	ENSMUSG00000032238	9
ENSG00000069696	11	ENSMUSG00000025496	7
ENSG00000069702	1	ENSMUSG00000029287	5
ENSG00000069764	16	ENSMUSG00000022683	16
ENSG00000069812	1	ENSMUSG00000028940	4
ENSG00000069849	3	ENSMUSG00000032412	9
ENSG00000069869	15	ENSMUSG00000032216	9
ENSG00000069943	15	ENSMUSG00000079469	9
ENSG00000069956	15	ENSMUSG00000042688	9
ENSG00000069966	15	ENSMUSG00000032192	9
ENSG00000069974	15	ENSMUSG00000032202	9
ENSG00000069998	22	ENSMUSG00000058979	6
ENSG00000070010	22	ENSMUSG00000005262	16
ENSG00000070018	12	ENSMUSG00000030201	6
ENSG00000070019	12	ENSMUSG00000042638	6
ENSG00000070031	11	ENSMUSG00000038580	7
ENSG00000070047	11	ENSMUSG00000038611	7
ENSG00000070061	9	ENSMUSG00000028431	4
ENSG00000070081	11	ENSMUSG00000030659	7
ENSG00000070087	3	ENSMUSG00000027805	3
ENSG00000070159	9	ENSMUSG00000038764	4
ENSG00000070182	14	ENSMUSG00000021061	12
ENSG00000070190	4	ENSMUSG00000028159	3
ENSG00000070193	5	ENSMUSG00000021732	13
ENSG00000070214	9	ENSMUSG00000028412	4
ENSG00000070269	14	ENSMUSG00000036339	14
ENSG00000070366	17	ENSMUSG00000038290	11
ENSG00000070367	14	ENSMUSG00000061244	14
ENSG00000070388	19	ENSMUSG00000020327	10
ENSG00000070404	19	ENSMUSG00000020325	10
ENSG00000070423	19	ENSMUSG00000035890	10
ENSG00000070444	17	ENSMUSG00000000282	11
ENSG00000070476	3	ENSMUSG00000034430	6
ENSG00000070495	17	ENSMUSG00000056962	11
ENSG00000070501	8	ENSMUSG00000031536	8
ENSG00000070526	17	ENSMUSG00000009588	11
ENSG00000070540	17	ENSMUSG00000041895	11
ENSG00000070601	9	ENSMUSG00000035615	4
ENSG00000070610	9	ENSMUSG00000028467	4
ENSG00000070614	5	ENSMUSG00000054008	18
ENSG00000070669	7	ENSMUSG00000029752	6
ENSG00000070718	8	ENSMUSG00000031539	8
ENSG00000070729	16	ENSMUSG00000031789	8
ENSG00000070731	17	ENSMUSG00000057286	11
ENSG00000070748	10	ENSMUSG00000021919	14
ENSG00000070756	8	ENSMUSG00000051732	18
ENSG00000070759	1	ENSMUSG00000033985	4
ENSG00000070761	16	ENSMUSG00000031796	8
ENSG00000070770	16	ENSMUSG00000046707	8
ENSG00000070778	14	ENSMUSG00000021009	12
ENSG00000070785	1	ENSMUSG00000028683	4
ENSG00000070808	5	ENSMUSG00000024617	18
ENSG00000070814	5	ENSMUSG00000024613	18
ENSG00000070831	1	ENSMUSG00000006699	4
ENSG00000070882	7	ENSMUSG00000029822	6
ENSG00000070886	1	ENSMUSG00000028661	4
ENSG00000070915	16	ENSMUSG00000031766	8
ENSG00000070950	3	ENSMUSG00000030254	6
ENSG00000070961	12	ENSMUSG00000019943	10
ENSG00000070985	11	ENSMUSG00000009246	7
ENSG00000071051	2	ENSMUSG00000066877	1
ENSG00000071054	2	ENSMUSG00000026074	1
ENSG00000071073	2	ENSMUSG00000026110	1
ENSG00000071127	4	ENSMUSG00000005103	5
ENSG00000071189	7	ENSMUSG00000020590	12
ENSG00000071203	11	ENSMUSG00000101031	19
ENSG00000071205	4	ENSMUSG00000037148	8
ENSG00000071242	6	ENSMUSG00000023809	17
ENSG00000071243	7	ENSMUSG00000029670	6
ENSG00000071246	14	ENSMUSG00000021256	12
ENSG00000071282	3	ENSMUSG00000057604	6
ENSG00000071462	7	ENSMUSG00000005378	5
ENSG00000071537	14	ENSMUSG00000020964	12
ENSG00000071539	5	ENSMUSG00000021569	13
ENSG00000071553	X	ENSMUSG00000019087	X
ENSG00000071564	19	ENSMUSG00000020167	10
ENSG00000071575	2	ENSMUSG00000020601	12
ENSG00000071626	19	ENSMUSG00000069565	10
ENSG00000071655	19	ENSMUSG00000035478	10
ENSG00000071677	2	ENSMUSG00000090550	1
ENSG00000071794	3	ENSMUSG00000002428	3
ENSG00000071859	X	ENSMUSG00000001962	X
ENSG00000071889	X	ENSMUSG00000031399	X
ENSG00000071894	8	ENSMUSG00000034022	15
ENSG00000071909	2	ENSMUSG00000042064	2
ENSG00000071967	2	ENSMUSG00000027015	2
ENSG00000071991	18	ENSMUSG00000047216	1
ENSG00000071994	6	ENSMUSG00000014771	17
ENSG00000072041	12	ENSMUSG00000019894	10
ENSG00000072042	14	ENSMUSG00000066441	12
ENSG00000072071	19	ENSMUSG00000013033	8
ENSG00000072080	2	ENSMUSG00000026295	1
ENSG00000072110	14	ENSMUSG00000015143	12
ENSG00000072121	14	ENSMUSG00000066440	12
ENSG00000072133	X	ENSMUSG00000025665	X
ENSG00000072134	17	ENSMUSG00000001036	11
ENSG00000072135	2	ENSMUSG00000026126	1
ENSG00000072163	2	ENSMUSG00000024395	18
ENSG00000072182	2	ENSMUSG00000033007	1
ENSG00000072195	2	ENSMUSG00000026207	1
ENSG00000072201	4	ENSMUSG00000029228	5
ENSG00000072210	17	ENSMUSG00000010025	11
ENSG00000072274	3	ENSMUSG00000022797	16
ENSG00000072310	17	ENSMUSG00000020538	11
ENSG00000072315	X	ENSMUSG00000041710	X
ENSG00000072364	5	ENSMUSG00000049470	11
ENSG00000072401	10	ENSMUSG00000019927	10
ENSG00000072415	14	ENSMUSG00000021112	12
ENSG00000072422	10	ENSMUSG00000019944	10
ENSG00000072501	X	ENSMUSG00000041133	X
ENSG00000072506	X	ENSMUSG00000025260	X
ENSG00000072518	11	ENSMUSG00000024969	19
ENSG00000072571	5	ENSMUSG00000020330	11
ENSG00000072609	12	ENSMUSG00000014668	5
ENSG00000072657	12	ENSMUSG00000050663	10
ENSG00000072682	5	ENSMUSG00000018906	11
ENSG00000072736	16	ENSMUSG00000031902	8
ENSG00000072756	3	ENSMUSG00000013736	6
ENSG00000072778	17	ENSMUSG00000018574	11
ENSG00000072786	5	ENSMUSG00000020272	11
