Platypus	ChrPlatypus	Chicken	ChrChicken
ENSOANG00000001072	Ultra713	ENSGALG00000015204	1
ENSOANG00000001075	Ultra307	ENSGALG00000014742	Z
ENSOANG00000001077	Contig24731	ENSGALG00000002588	26
ENSOANG00000001080	Contig2780	ENSGALG00000007242	4
ENSOANG00000001084	Contig15516	ENSGALG00000031729	28
ENSOANG00000001085	Contig5054	ENSGALG00000011608	5
ENSOANG00000001086	Contig15590	ENSGALG00000006421	6
ENSOANG00000001087	Ultra395	ENSGALG00000009222	9
ENSOANG00000001088	1	ENSGALG00000046449	3
ENSOANG00000001090	6	ENSGALG00000009128	4
ENSOANG00000001092	6	ENSGALG00000009139	4
ENSOANG00000001093	6	ENSGALG00000009154	4
ENSOANG00000001094	Contig30197	ENSGALG00000031812	25
ENSOANG00000001097	6	ENSGALG00000009177	4
ENSOANG00000001098	Contig10564	ENSGALG00000042796	27
ENSOANG00000001099	Contig10564	ENSGALG00000003464	27
ENSOANG00000001101	Ultra70	ENSGALG00000001474	17
ENSOANG00000001103	Ultra70	ENSGALG00000001565	17
ENSOANG00000001104	Ultra70	ENSGALG00000001583	17
ENSOANG00000001106	Ultra70	ENSGALG00000001620	17
ENSOANG00000001107	Ultra70	ENSGALG00000001637	17
ENSOANG00000001108	Ultra70	ENSGALG00000021553	17
ENSOANG00000001110	Contig25394	ENSGALG00000000901	11
ENSOANG00000001111	Ultra139	ENSGALG00000038848	13
ENSOANG00000001113	Contig13682	ENSGALG00000046248	AADN04000662.1
ENSOANG00000001114	Contig13682	ENSGALG00000036175	AADN04001118.1
ENSOANG00000001116	Contig2353	ENSGALG00000000808	1
ENSOANG00000001117	3	ENSGALG00000037682	6
ENSOANG00000001118	3	ENSGALG00000002701	6
ENSOANG00000001120	Contig2353	ENSGALG00000000761	1
ENSOANG00000001121	3	ENSGALG00000002686	6
ENSOANG00000001122	Contig2353	ENSGALG00000000755	1
ENSOANG00000001125	3	ENSGALG00000004325	6
ENSOANG00000001126	Contig14762	ENSGALG00000006474	13
ENSOANG00000001127	3	ENSGALG00000004332	6
ENSOANG00000001128	3	ENSGALG00000004345	6
ENSOANG00000001129	3	ENSGALG00000004355	6
ENSOANG00000001135	Contig20177	ENSGALG00000013672	2
ENSOANG00000001136	Contig4134	ENSGALG00000016480	3
ENSOANG00000001137	1	ENSGALG00000005283	9
ENSOANG00000001138	Contig28654	ENSGALG00000034328	KQ759549.1
ENSOANG00000001139	Contig7219	ENSGALG00000009032	8
ENSOANG00000001140	Contig7219	ENSGALG00000009033	8
ENSOANG00000001141	Contig7219	ENSGALG00000009045	8
ENSOANG00000001142	Contig7219	ENSGALG00000009902	8
ENSOANG00000001146	Contig17713	ENSGALG00000027299	1
ENSOANG00000001149	Ultra431	ENSGALG00000005904	8
ENSOANG00000001150	Contig29071	ENSGALG00000034140	3
ENSOANG00000001151	Contig8395	ENSGALG00000035819	21
ENSOANG00000001154	Ultra55	ENSGALG00000002690	11
ENSOANG00000001155	Contig10382	ENSGALG00000040224	24
ENSOANG00000001157	Ultra55	ENSGALG00000001965	11
ENSOANG00000001158	Ultra55	ENSGALG00000002651	11
ENSOANG00000001162	Ultra55	ENSGALG00000028466	11
ENSOANG00000001163	Ultra55	ENSGALG00000002467	11
ENSOANG00000001164	Contig4857	ENSGALG00000031332	27
ENSOANG00000001165	Ultra55	ENSGALG00000002458	11
ENSOANG00000001170	Ultra55	ENSGALG00000026903	11
ENSOANG00000001172	Ultra458	ENSGALG00000008736	17
ENSOANG00000001174	Ultra458	ENSGALG00000008952	17
ENSOANG00000001175	Contig23566	ENSGALG00000005947	2
ENSOANG00000001176	Ultra91	ENSGALG00000003537	20
ENSOANG00000001179	Contig7191	ENSGALG00000042485	23
ENSOANG00000001180	Contig7191	ENSGALG00000030097	23
ENSOANG00000001182	Contig38726	ENSGALG00000008603	5
ENSOANG00000001183	Ultra366	ENSGALG00000004435	10
ENSOANG00000001186	Contig20076	ENSGALG00000001534	21
ENSOANG00000001189	Ultra533	ENSGALG00000003522	23
ENSOANG00000001190	Ultra533	ENSGALG00000003517	23
ENSOANG00000001191	Ultra533	ENSGALG00000003420	23
ENSOANG00000001192	Ultra533	ENSGALG00000003408	23
ENSOANG00000001193	Ultra533	ENSGALG00000003405	23
ENSOANG00000001195	Ultra533	ENSGALG00000000466	23
ENSOANG00000001196	Ultra533	ENSGALG00000003301	23
ENSOANG00000001197	Ultra533	ENSGALG00000003313	23
ENSOANG00000001198	Ultra533	ENSGALG00000003337	23
ENSOANG00000001199	Ultra349	ENSGALG00000042481	2
ENSOANG00000001200	Ultra349	ENSGALG00000036074	2
ENSOANG00000001201	Ultra349	ENSGALG00000012808	2
ENSOANG00000001204	Contig29409	ENSGALG00000033666	13
ENSOANG00000001205	Ultra461	ENSGALG00000035299	3
ENSOANG00000001206	Ultra461	ENSGALG00000029915	3
ENSOANG00000001207	Ultra358	ENSGALG00000014675	Z
ENSOANG00000001209	Ultra358	ENSGALG00000014678	Z
ENSOANG00000001210	Ultra358	ENSGALG00000014681	Z
ENSOANG00000001211	Ultra358	ENSGALG00000014682	Z
ENSOANG00000001212	Ultra461	ENSGALG00000042853	3
ENSOANG00000001213	Ultra461	ENSGALG00000013950	3
ENSOANG00000001214	Ultra358	ENSGALG00000014684	Z
ENSOANG00000001215	Ultra461	ENSGALG00000013952	3
ENSOANG00000001216	Ultra461	ENSGALG00000032840	3
ENSOANG00000001218	Ultra461	ENSGALG00000042079	3
ENSOANG00000001219	Ultra461	ENSGALG00000010843	3
ENSOANG00000001220	Contig7402	ENSGALG00000001441	19
ENSOANG00000001221	Ultra358	ENSGALG00000015301	Z
ENSOANG00000001223	Contig11534	ENSGALG00000005550	9
ENSOANG00000001224	Ultra358	ENSGALG00000015290	Z
ENSOANG00000001230	Contig5953	ENSGALG00000001634	27
ENSOANG00000001231	Contig5953	ENSGALG00000001624	27
ENSOANG00000001236	Ultra56	ENSGALG00000008725	3
ENSOANG00000001237	Ultra56	ENSGALG00000026999	3
ENSOANG00000001239	Ultra56	ENSGALG00000008734	3
ENSOANG00000001240	Contig12553	ENSGALG00000035260	KQ759534.1
ENSOANG00000001244	Ultra56	ENSGALG00000008735	3
ENSOANG00000001247	Ultra56	ENSGALG00000008676	3
ENSOANG00000001248	Ultra56	ENSGALG00000008691	3
ENSOANG00000001250	Ultra56	ENSGALG00000008702	3
ENSOANG00000001251	Ultra56	ENSGALG00000008707	3
ENSOANG00000001252	Ultra56	ENSGALG00000008731	3
ENSOANG00000001253	Ultra56	ENSGALG00000008749	3
ENSOANG00000001254	Ultra56	ENSGALG00000043051	3
ENSOANG00000001256	Ultra56	ENSGALG00000026651	3
ENSOANG00000001259	2	ENSGALG00000004875	14
ENSOANG00000001260	2	ENSGALG00000004860	14
ENSOANG00000001261	2	ENSGALG00000004842	14
ENSOANG00000001262	2	ENSGALG00000004834	14
ENSOANG00000001264	2	ENSGALG00000004816	14
ENSOANG00000001266	Ultra483	ENSGALG00000015843	3
ENSOANG00000001267	6	ENSGALG00000008404	4
ENSOANG00000001268	2	ENSGALG00000024122	14
ENSOANG00000001270	2	ENSGALG00000029817	14
ENSOANG00000001271	Ultra483	ENSGALG00000015846	3
ENSOANG00000001272	6	ENSGALG00000008266	4
ENSOANG00000001273	Ultra483	ENSGALG00000015847	3
ENSOANG00000001274	Ultra483	ENSGALG00000015849	3
ENSOANG00000001275	6	ENSGALG00000008141	4
ENSOANG00000001277	Ultra483	ENSGALG00000015854	3
ENSOANG00000001282	Ultra483	ENSGALG00000015860	3
ENSOANG00000001283	Ultra483	ENSGALG00000027355	3
ENSOANG00000001284	Ultra483	ENSGALG00000015864	3
ENSOANG00000001285	Ultra483	ENSGALG00000035903	3
ENSOANG00000001286	Ultra483	ENSGALG00000040702	3
ENSOANG00000001287	Ultra483	ENSGALG00000015874	3
ENSOANG00000001288	Contig1189	ENSGALG00000035825	28
ENSOANG00000001290	Ultra483	ENSGALG00000015876	3
ENSOANG00000001291	Contig1189	ENSGALG00000030068	28
ENSOANG00000001292	Ultra483	ENSGALG00000015908	3
ENSOANG00000001293	Contig1189	ENSGALG00000003499	28
ENSOANG00000001295	Ultra483	ENSGALG00000015906	3
ENSOANG00000001296	Ultra483	ENSGALG00000015904	3
ENSOANG00000001298	Ultra483	ENSGALG00000039001	3
ENSOANG00000001299	Ultra483	ENSGALG00000015490	3
ENSOANG00000001300	Contig1189	ENSGALG00000003428	28
ENSOANG00000001304	Contig2322	ENSGALG00000008149	15
ENSOANG00000001305	Contig1189	ENSGALG00000033694	28
ENSOANG00000001307	Contig1189	ENSGALG00000041429	28
ENSOANG00000001308	Ultra483	ENSGALG00000015877	3
ENSOANG00000001314	4	ENSGALG00000004378	17
ENSOANG00000001320	Ultra196	ENSGALG00000003137	15
ENSOANG00000001322	Ultra196	ENSGALG00000046226	15
ENSOANG00000001323	Ultra196	ENSGALG00000002964	15
ENSOANG00000001324	Ultra196	ENSGALG00000002913	15
ENSOANG00000001328	Ultra422	ENSGALG00000045668	22
ENSOANG00000001329	Ultra604	ENSGALG00000003786	11
ENSOANG00000001331	Ultra668	ENSGALG00000038589	12
ENSOANG00000001337	3	ENSGALG00000035912	Z
ENSOANG00000001344	2	ENSGALG00000005905	14
ENSOANG00000001349	4	ENSGALG00000012414	5
ENSOANG00000001361	Contig16048	ENSGALG00000029197	24
ENSOANG00000001363	Ultra195	ENSGALG00000028207	9
ENSOANG00000001364	Contig3378	ENSGALG00000012870	1
ENSOANG00000001366	Contig29026	ENSGALG00000029383	AADN04001862.1
ENSOANG00000001367	Contig3378	ENSGALG00000012874	1
ENSOANG00000001369	Ultra389	ENSGALG00000043240	2
ENSOANG00000001370	Contig12816	ENSGALG00000043823	AADN04001212.1
ENSOANG00000001372	Contig23163	ENSGALG00000025844	12
ENSOANG00000001374	Contig6485	ENSGALG00000035384	2
ENSOANG00000001375	X1	ENSGALG00000007652	12
ENSOANG00000001376	Contig16073	ENSGALG00000030960	3
ENSOANG00000001378	Contig10367	ENSGALG00000001949	19
ENSOANG00000001380	Ultra265	ENSGALG00000008714	7
ENSOANG00000001381	Contig14383	ENSGALG00000017262	1
ENSOANG00000001384	Ultra151	ENSGALG00000001348	18
ENSOANG00000001385	Contig6035	ENSGALG00000045023	27
ENSOANG00000001388	Contig21728	ENSGALG00000006806	24
ENSOANG00000001389	Contig6615	ENSGALG00000014342	1
ENSOANG00000001390	Contig6615	ENSGALG00000013424	1
ENSOANG00000001392	Contig6615	ENSGALG00000013422	1
ENSOANG00000001394	Contig7664	ENSGALG00000027682	1
ENSOANG00000001395	Contig10262	ENSGALG00000045995	2
ENSOANG00000001400	15	ENSGALG00000008997	2
ENSOANG00000001401	15	ENSGALG00000008659	2
ENSOANG00000001406	Contig14015	ENSGALG00000008376	9
ENSOANG00000001411	Ultra144	ENSGALG00000012700	2
ENSOANG00000001412	Ultra144	ENSGALG00000012699	2
ENSOANG00000001413	Contig941	ENSGALG00000040325	2
ENSOANG00000001414	4	ENSGALG00000030185	2
ENSOANG00000001415	4	ENSGALG00000040511	2
ENSOANG00000001416	4	ENSGALG00000029319	2
ENSOANG00000001419	Contig29142	ENSGALG00000023188	3
ENSOANG00000001421	Contig22344	ENSGALG00000002473	21
ENSOANG00000001425	Ultra67	ENSGALG00000009576	3
ENSOANG00000001426	Ultra67	ENSGALG00000009566	3
ENSOANG00000001427	Ultra235	ENSGALG00000005245	9
ENSOANG00000001429	Ultra67	ENSGALG00000009483	3
ENSOANG00000001430	Ultra446	ENSGALG00000000476	22
ENSOANG00000001431	Contig8840	ENSGALG00000009947	3
ENSOANG00000001432	Ultra67	ENSGALG00000034303	3
ENSOANG00000001435	Ultra67	ENSGALG00000037257	3
ENSOANG00000001437	Ultra67	ENSGALG00000009450	3
ENSOANG00000001439	Ultra67	ENSGALG00000009441	3
ENSOANG00000001440	Ultra67	ENSGALG00000041034	3
ENSOANG00000001442	Ultra67	ENSGALG00000009413	3
ENSOANG00000001444	Contig28354	ENSGALG00000037709	19
ENSOANG00000001445	Ultra67	ENSGALG00000009392	3
ENSOANG00000001446	Ultra67	ENSGALG00000009388	3
ENSOANG00000001449	Ultra67	ENSGALG00000009382	3
ENSOANG00000001450	Ultra67	ENSGALG00000009360	3
ENSOANG00000001451	Contig7226	ENSGALG00000041353	2
ENSOANG00000001453	Ultra67	ENSGALG00000042816	3
ENSOANG00000001455	Ultra67	ENSGALG00000009330	3
ENSOANG00000001458	Ultra67	ENSGALG00000038397	AADN04015615.1
ENSOANG00000001459	Ultra67	ENSGALG00000043081	3
ENSOANG00000001462	Ultra67	ENSGALG00000045078	3
ENSOANG00000001464	Contig19490	ENSGALG00000033054	2
ENSOANG00000001465	2	ENSGALG00000005933	14
ENSOANG00000001466	Contig11948	ENSGALG00000041774	5
ENSOANG00000001467	Contig27905	ENSGALG00000001315	27
ENSOANG00000001468	2	ENSGALG00000041213	14
ENSOANG00000001469	Ultra67	ENSGALG00000009305	3
ENSOANG00000001472	Ultra67	ENSGALG00000026009	3
ENSOANG00000001473	Ultra67	ENSGALG00000009291	3
ENSOANG00000001474	Ultra67	ENSGALG00000009275	3
ENSOANG00000001475	2	ENSGALG00000005973	14
ENSOANG00000001477	2	ENSGALG00000037943	14
ENSOANG00000001479	Contig12266	ENSGALG00000033880	2
ENSOANG00000001481	Ultra67	ENSGALG00000009253	3
ENSOANG00000001483	Ultra67	ENSGALG00000009246	3
ENSOANG00000001484	Ultra67	ENSGALG00000033786	3
ENSOANG00000001485	Contig11437	ENSGALG00000034168	12
ENSOANG00000001486	Ultra67	ENSGALG00000009233	3
ENSOANG00000001488	Ultra67	ENSGALG00000009228	3
ENSOANG00000001490	4	ENSGALG00000002175	8
ENSOANG00000001491	Contig11208	ENSGALG00000013783	4
ENSOANG00000001492	X5	ENSGALG00000015058	Z
ENSOANG00000001498	Ultra529	ENSGALG00000035596	12
ENSOANG00000001500	4	ENSGALG00000043493	2
ENSOANG00000001501	Ultra529	ENSGALG00000043825	12
ENSOANG00000001503	Ultra529	ENSGALG00000001459	12
ENSOANG00000001504	Ultra529	ENSGALG00000004940	12
ENSOANG00000001505	X5	ENSGALG00000014447	Z
ENSOANG00000001507	Ultra529	ENSGALG00000045546	2
ENSOANG00000001511	X5	ENSGALG00000014448	Z
ENSOANG00000001512	1	ENSGALG00000007141	10
ENSOANG00000001514	Contig10062	ENSGALG00000043088	24
ENSOANG00000001520	Ultra10	ENSGALG00000009306	9
ENSOANG00000001522	Contig24719	ENSGALG00000004820	19
ENSOANG00000001526	Contig23177	ENSGALG00000026490	1
ENSOANG00000001527	X5	ENSGALG00000005351	Z
ENSOANG00000001531	Ultra399	ENSGALG00000016910	1
ENSOANG00000001533	Ultra272	ENSGALG00000009466	6
ENSOANG00000001534	Contig3757	ENSGALG00000005418	8
ENSOANG00000001538	Contig3082	ENSGALG00000002167	10
ENSOANG00000001541	Contig15990	ENSGALG00000046384	27
ENSOANG00000001543	Contig4500	ENSGALG00000014790	Z
ENSOANG00000001552	Ultra272	ENSGALG00000009173	6
ENSOANG00000001553	Ultra272	ENSGALG00000009152	6
ENSOANG00000001554	Ultra479	ENSGALG00000009435	1
ENSOANG00000001556	Ultra272	ENSGALG00000009091	6
ENSOANG00000001558	Ultra272	ENSGALG00000031404	6
ENSOANG00000001559	Ultra272	ENSGALG00000009048	6
ENSOANG00000001560	Ultra272	ENSGALG00000008999	6
ENSOANG00000001561	Ultra272	ENSGALG00000008980	6
ENSOANG00000001562	Ultra272	ENSGALG00000046180	6
ENSOANG00000001566	Ultra272	ENSGALG00000008956	6
ENSOANG00000001567	Ultra272	ENSGALG00000008949	6
ENSOANG00000001569	Ultra272	ENSGALG00000008946	6
ENSOANG00000001570	Ultra272	ENSGALG00000008938	6
ENSOANG00000001571	Ultra272	ENSGALG00000020679	6
ENSOANG00000001572	Ultra272	ENSGALG00000008933	6
ENSOANG00000001573	Contig22149	ENSGALG00000031681	1
ENSOANG00000001574	Contig22149	ENSGALG00000014263	1
ENSOANG00000001575	Ultra272	ENSGALG00000008914	6
ENSOANG00000001576	Contig21379	ENSGALG00000008625	17
ENSOANG00000001577	Contig21379	ENSGALG00000039186	2
ENSOANG00000001578	Ultra272	ENSGALG00000008905	6
ENSOANG00000001579	Ultra272	ENSGALG00000008883	6
ENSOANG00000001581	Ultra272	ENSGALG00000008880	6
ENSOANG00000001582	Ultra272	ENSGALG00000008870	6
ENSOANG00000001583	Ultra272	ENSGALG00000008840	6
ENSOANG00000001589	Ultra272	ENSGALG00000008802	6
ENSOANG00000001590	Ultra272	ENSGALG00000008795	6
ENSOANG00000001592	Ultra272	ENSGALG00000037714	6
ENSOANG00000001595	Ultra272	ENSGALG00000008697	6
ENSOANG00000001597	Ultra272	ENSGALG00000032618	6
ENSOANG00000001598	Ultra272	ENSGALG00000008561	6
ENSOANG00000001600	Ultra272	ENSGALG00000008555	6
ENSOANG00000001601	Ultra272	ENSGALG00000008542	6
ENSOANG00000001602	Ultra272	ENSGALG00000008523	6
ENSOANG00000001603	1	ENSGALG00000015598	Z
ENSOANG00000001604	Ultra272	ENSGALG00000008465	6
ENSOANG00000001606	Ultra272	ENSGALG00000008434	6
ENSOANG00000001607	1	ENSGALG00000026757	Z
ENSOANG00000001609	1	ENSGALG00000044727	Z
ENSOANG00000001611	Ultra272	ENSGALG00000025780	6
ENSOANG00000001612	Ultra272	ENSGALG00000008409	6
ENSOANG00000001613	1	ENSGALG00000015576	Z
ENSOANG00000001614	1	ENSGALG00000015572	Z
ENSOANG00000001618	1	ENSGALG00000027140	Z
ENSOANG00000001619	Ultra272	ENSGALG00000038606	6
ENSOANG00000001621	Ultra272	ENSGALG00000008383	6
ENSOANG00000001623	Ultra272	ENSGALG00000029617	6
ENSOANG00000001624	1	ENSGALG00000002399	Z
ENSOANG00000001626	1	ENSGALG00000002430	Z
ENSOANG00000001628	Ultra272	ENSGALG00000008304	6
ENSOANG00000001630	Ultra272	ENSGALG00000008293	6
ENSOANG00000001631	Ultra272	ENSGALG00000008281	6
ENSOANG00000001633	Ultra272	ENSGALG00000008273	6
ENSOANG00000001634	Ultra272	ENSGALG00000008271	6
ENSOANG00000001635	Ultra272	ENSGALG00000008270	6
ENSOANG00000001638	Contig21749	ENSGALG00000001835	21
ENSOANG00000001639	Ultra272	ENSGALG00000008230	6
ENSOANG00000001640	Ultra272	ENSGALG00000008179	6
ENSOANG00000001642	Contig20036	ENSGALG00000008317	15
ENSOANG00000001643	Ultra272	ENSGALG00000008160	6
ENSOANG00000001644	Ultra272	ENSGALG00000008133	6
ENSOANG00000001647	Ultra272	ENSGALG00000008124	6
ENSOANG00000001648	Ultra272	ENSGALG00000041010	6
ENSOANG00000001650	Contig16123	ENSGALG00000009633	5
ENSOANG00000001653	Ultra272	ENSGALG00000008049	6
ENSOANG00000001655	Ultra272	ENSGALG00000008096	6
ENSOANG00000001656	Contig2740	ENSGALG00000029341	1
ENSOANG00000001657	3	ENSGALG00000002479	6
ENSOANG00000001660	3	ENSGALG00000014872	Z
ENSOANG00000001663	Contig7294	ENSGALG00000031890	1
ENSOANG00000001667	Contig2612	ENSGALG00000007495	10
ENSOANG00000001669	Contig2612	ENSGALG00000007491	10
ENSOANG00000001670	Contig2920	ENSGALG00000014977	1
ENSOANG00000001671	Contig14539	ENSGALG00000012490	1
ENSOANG00000001674	Contig11458	ENSGALG00000015795	1
ENSOANG00000001675	Contig18312	ENSGALG00000044464	18
ENSOANG00000001676	Contig24525	ENSGALG00000000905	25
ENSOANG00000001678	Contig6674	ENSGALG00000032882	1
ENSOANG00000001683	X1	ENSGALG00000021345	11
ENSOANG00000001684	X1	ENSGALG00000003183	11
ENSOANG00000001686	Contig4738	ENSGALG00000007152	12
ENSOANG00000001687	Contig3401	ENSGALG00000008415	7
ENSOANG00000001688	Contig9297	ENSGALG00000040424	1
ENSOANG00000001692	Contig26122	ENSGALG00000007388	15
ENSOANG00000001693	Contig22903	ENSGALG00000039682	1
ENSOANG00000001697	Ultra479	ENSGALG00000009424	1
ENSOANG00000001698	Contig11855	ENSGALG00000023195	2
ENSOANG00000001700	Contig14519	ENSGALG00000004523	21
ENSOANG00000001704	Contig27815	ENSGALG00000011174	3
ENSOANG00000001710	3	ENSGALG00000033862	Z
ENSOANG00000001714	15	ENSGALG00000008985	2
ENSOANG00000001715	3	ENSGALG00000035751	Z
ENSOANG00000001716	3	ENSGALG00000038461	Z
ENSOANG00000001718	3	ENSGALG00000030834	Z
ENSOANG00000001719	Contig21938	ENSGALG00000042024	AADN04007148.1
ENSOANG00000001720	Contig1612	ENSGALG00000035252	2
ENSOANG00000001721	Contig1612	ENSGALG00000043532	2
ENSOANG00000001722	Contig1612	ENSGALG00000037453	2
ENSOANG00000001729	Ultra173	ENSGALG00000038771	4
ENSOANG00000001731	Contig3897	ENSGALG00000039499	2
ENSOANG00000001735	Contig10290	ENSGALG00000001611	24
ENSOANG00000001736	Contig5955	ENSGALG00000041555	AADN04001035.1
ENSOANG00000001738	2	ENSGALG00000009596	1
ENSOANG00000001739	Contig2228	ENSGALG00000005802	13
ENSOANG00000001740	X3	ENSGALG00000029935	2
ENSOANG00000001741	X3	ENSGALG00000025792	2
ENSOANG00000001743	X3	ENSGALG00000013137	2
ENSOANG00000001744	X3	ENSGALG00000013135	2
ENSOANG00000001745	X3	ENSGALG00000013131	2
ENSOANG00000001747	X3	ENSGALG00000013191	2
ENSOANG00000001748	X3	ENSGALG00000013193	2
ENSOANG00000001749	X3	ENSGALG00000030991	2
ENSOANG00000001752	X3	ENSGALG00000028336	2
ENSOANG00000001753	X3	ENSGALG00000032975	2
ENSOANG00000001754	Contig3993	ENSGALG00000035980	24
ENSOANG00000001755	Contig3993	ENSGALG00000007017	24
ENSOANG00000001756	Contig18968	ENSGALG00000001235	28
ENSOANG00000001757	Contig2280	ENSGALG00000016457	3
ENSOANG00000001758	Contig2280	ENSGALG00000001837	19
ENSOANG00000001759	Contig2300	ENSGALG00000040244	18
ENSOANG00000001760	4	ENSGALG00000006252	8
ENSOANG00000001761	4	ENSGALG00000028423	8
ENSOANG00000001763	Contig10535	ENSGALG00000032082	2
ENSOANG00000001765	1	ENSGALG00000028026	Z
ENSOANG00000001766	Ultra543	ENSGALG00000039130	26
ENSOANG00000001771	Contig8743	ENSGALG00000005649	6
ENSOANG00000001772	Ultra285	ENSGALG00000006598	24
ENSOANG00000001773	Contig1104	ENSGALG00000005914	6
ENSOANG00000001775	Contig1104	ENSGALG00000005893	6
ENSOANG00000001776	Contig1130	ENSGALG00000009041	3
ENSOANG00000001777	Contig1130	ENSGALG00000009047	3
ENSOANG00000001778	Contig1130	ENSGALG00000009052	3
ENSOANG00000001782	Contig3635	ENSGALG00000015652	4
ENSOANG00000001783	Contig3635	ENSGALG00000015664	4
ENSOANG00000001785	Contig3392	ENSGALG00000000997	27
ENSOANG00000001786	Contig34648	ENSGALG00000035720	1
ENSOANG00000001789	Contig2701	ENSGALG00000007185	15
ENSOANG00000001792	Contig2701	ENSGALG00000007124	15
ENSOANG00000001793	Contig14838	ENSGALG00000007262	10
ENSOANG00000001804	Ultra443	ENSGALG00000012691	1
ENSOANG00000001805	Ultra443	ENSGALG00000012694	1
ENSOANG00000001807	Ultra15	ENSGALG00000008648	4
ENSOANG00000001808	Ultra15	ENSGALG00000008652	4
ENSOANG00000001810	Ultra191	ENSGALG00000016102	4
ENSOANG00000001816	Ultra497	ENSGALG00000001592	28
ENSOANG00000001819	Contig2605	ENSGALG00000000747	21
ENSOANG00000001827	Contig16618	ENSGALG00000036218	3
ENSOANG00000001828	Contig16618	ENSGALG00000011084	3
ENSOANG00000001829	Contig21492	ENSGALG00000002497	14
ENSOANG00000001830	Contig5988	ENSGALG00000016809	1
ENSOANG00000001831	Contig737	ENSGALG00000005248	8
ENSOANG00000001832	Contig737	ENSGALG00000005257	8
ENSOANG00000001834	Contig737	ENSGALG00000027984	8
ENSOANG00000001835	Contig737	ENSGALG00000020879	8
ENSOANG00000001836	Contig13906	ENSGALG00000039710	33
ENSOANG00000001837	Contig10522	ENSGALG00000010129	8
ENSOANG00000001838	Ultra503	ENSGALG00000006417	13
ENSOANG00000001839	Contig8130	ENSGALG00000002397	19
ENSOANG00000001840	Ultra503	ENSGALG00000006411	13
ENSOANG00000001841	Contig8130	ENSGALG00000002388	19
ENSOANG00000001842	Ultra503	ENSGALG00000006404	13
ENSOANG00000001843	Ultra503	ENSGALG00000006367	13
ENSOANG00000001844	Ultra503	ENSGALG00000006371	13
ENSOANG00000001845	Ultra32	ENSGALG00000005701	12
ENSOANG00000001847	Ultra32	ENSGALG00000036763	12
ENSOANG00000001851	Contig46499	ENSGALG00000035634	14
ENSOANG00000001852	Ultra32	ENSGALG00000005789	12
ENSOANG00000001853	Ultra32	ENSGALG00000005811	12
ENSOANG00000001855	Ultra32	ENSGALG00000005897	12
ENSOANG00000001856	Ultra32	ENSGALG00000005902	12
ENSOANG00000001860	Contig16909	ENSGALG00000005414	14
ENSOANG00000001862	Contig2834	ENSGALG00000002179	18
ENSOANG00000001865	Contig2834	ENSGALG00000002116	18
ENSOANG00000001866	Contig2834	ENSGALG00000002108	18
ENSOANG00000001868	Contig23392	ENSGALG00000002728	18
ENSOANG00000001870	Ultra432	ENSGALG00000040921	2
ENSOANG00000001878	Contig5848	ENSGALG00000000862	23
ENSOANG00000001879	Contig5093	ENSGALG00000002683	14
ENSOANG00000001881	Contig8514	ENSGALG00000011867	1
ENSOANG00000001883	Contig12975	ENSGALG00000006649	9
ENSOANG00000001884	Contig25399	ENSGALG00000007781	15
ENSOANG00000001885	Ultra520	ENSGALG00000031656	3
ENSOANG00000001886	Ultra520	ENSGALG00000013990	3
ENSOANG00000001889	Ultra201	ENSGALG00000014551	1
ENSOANG00000001890	Ultra201	ENSGALG00000004897	1
ENSOANG00000001891	Ultra201	ENSGALG00000031922	1
ENSOANG00000001892	Contig8526	ENSGALG00000005458	14
