Mouse	ChrMouse	Chicken	ChrChicken
ENSMUSG00000004665	10	ENSGALG00000027777	28
ENSMUSG00000004667	10	ENSGALG00000002591	28
ENSMUSG00000004668	11	ENSGALG00000013079	2
ENSMUSG00000004677	8	ENSGALG00000003717	28
ENSMUSG00000004698	12	ENSGALG00000010854	2
ENSMUSG00000004709	1	ENSGALG00000040002	25
ENSMUSG00000004748	11	ENSGALG00000038952	15
ENSMUSG00000004771	9	ENSGALG00000007615	10
ENSMUSG00000004788	12	ENSGALG00000010301	5
ENSMUSG00000004789	12	ENSGALG00000010286	5
ENSMUSG00000004791	12	ENSGALG00000026557	5
ENSMUSG00000004798	11	ENSGALG00000004727	19
ENSMUSG00000004815	5	ENSGALG00000002142	Z
ENSMUSG00000004821	5	ENSGALG00000015722	4
ENSMUSG00000004837	11	ENSGALG00000005094	14
ENSMUSG00000004842	16	ENSGALG00000015495	1
ENSMUSG00000004843	16	ENSGALG00000015496	1
ENSMUSG00000004849	5	ENSGALG00000031292	AADN04006547.1
ENSMUSG00000004864	17	ENSGALG00000030966	26
ENSMUSG00000004865	17	ENSGALG00000037546	26
ENSMUSG00000004872	1	ENSGALG00000030944	9
ENSMUSG00000004880	1	ENSGALG00000009305	3
ENSMUSG00000004885	3	ENSGALG00000029140	25
ENSMUSG00000004891	3	ENSGALG00000013239	25
ENSMUSG00000004892	3	ENSGALG00000045469	25
ENSMUSG00000004894	3	ENSGALG00000013234	25
ENSMUSG00000004895	3	ENSGALG00000040696	25
ENSMUSG00000004896	3	ENSGALG00000000576	25
ENSMUSG00000004929	10	ENSGALG00000041934	28
ENSMUSG00000004931	10	ENSGALG00000000740	28
ENSMUSG00000004933	10	ENSGALG00000000736	28
ENSMUSG00000004934	10	ENSGALG00000034413	28
ENSMUSG00000004936	9	ENSGALG00000007687	10
ENSMUSG00000004937	10	ENSGALG00000014067	28
ENSMUSG00000004939	10	ENSGALG00000025751	28
ENSMUSG00000004945	17	ENSGALG00000013689	3
ENSMUSG00000004947	5	ENSGALG00000001905	19
ENSMUSG00000004951	5	ENSGALG00000001926	19
ENSMUSG00000004952	5	ENSGALG00000001876	19
ENSMUSG00000004980	6	ENSGALG00000011036	2
ENSMUSG00000004996	8	ENSGALG00000034575	AADN04002442.1
ENSMUSG00000005034	3	ENSGALG00000028530	8
ENSMUSG00000005043	11	ENSGALG00000007027	18
ENSMUSG00000005045	4	ENSGALG00000000747	21
ENSMUSG00000005054	10	ENSGALG00000014410	1
ENSMUSG00000005057	5	ENSGALG00000001828	19
ENSMUSG00000005069	6	ENSGALG00000014683	1
ENSMUSG00000005087	2	ENSGALG00000039080	5
ENSMUSG00000005089	2	ENSGALG00000037556	5
ENSMUSG00000005102	2	ENSGALG00000009611	5
ENSMUSG00000005103	5	ENSGALG00000014957	4
ENSMUSG00000005107	5	ENSGALG00000014971	4
ENSMUSG00000005124	15	ENSGALG00000030115	2
ENSMUSG00000005125	15	ENSGALG00000035397	2
ENSMUSG00000005142	8	ENSGALG00000037704	AADN04012016.1
ENSMUSG00000005150	8	ENSGALG00000035621	AADN04006785.1
ENSMUSG00000005198	11	ENSGALG00000032698	KQ759409.1
ENSMUSG00000005220	5	ENSGALG00000014144	4
ENSMUSG00000005225	6	ENSGALG00000011185	2
ENSMUSG00000005232	2	ENSGALG00000010899	7
ENSMUSG00000005233	2	ENSGALG00000010900	7
ENSMUSG00000005251	16	ENSGALG00000040189	1
ENSMUSG00000005262	16	ENSGALG00000001593	15
ENSMUSG00000005299	5	ENSGALG00000015706	4
ENSMUSG00000005320	13	ENSGALG00000028543	13
ENSMUSG00000005338	1	ENSGALG00000036925	25
ENSMUSG00000005354	15	ENSGALG00000012532	1
ENSMUSG00000005357	10	ENSGALG00000000558	28
ENSMUSG00000005360	15	ENSGALG00000003582	Z
ENSMUSG00000005362	6	ENSGALG00000008274	12
ENSMUSG00000005364	6	ENSGALG00000008267	12
ENSMUSG00000005370	17	ENSGALG00000008957	3
ENSMUSG00000005371	17	ENSGALG00000008944	3
ENSMUSG00000005373	5	ENSGALG00000034960	19
ENSMUSG00000005374	5	ENSGALG00000031263	19
ENSMUSG00000005378	5	ENSGALG00000037510	19
ENSMUSG00000005397	13	ENSGALG00000042079	3
ENSMUSG00000005410	8	ENSGALG00000012546	1
ENSMUSG00000005413	8	ENSGALG00000012550	1
ENSMUSG00000005417	11	ENSGALG00000004798	14
ENSMUSG00000005442	7	ENSGALG00000041562	AADN04009324.1
ENSMUSG00000005474	5	ENSGALG00000001793	19
ENSMUSG00000005483	8	ENSGALG00000033251	AADN04010050.1
ENSMUSG00000005493	3	ENSGALG00000011392	8
ENSMUSG00000005501	1	ENSGALG00000004228	7
ENSMUSG00000005503	6	ENSGALG00000037310	2
ENSMUSG00000005505	2	ENSGALG00000008089	5
ENSMUSG00000005506	2	ENSGALG00000008097	5
ENSMUSG00000005510	2	ENSGALG00000008084	5
ENSMUSG00000005533	7	ENSGALG00000040651	10
ENSMUSG00000005534	8	ENSGALG00000040758	28
ENSMUSG00000005553	7	ENSGALG00000036573	AADN04008284.1
ENSMUSG00000005580	16	ENSGALG00000007779	14
ENSMUSG00000005583	13	ENSGALG00000014645	Z
ENSMUSG00000005609	7	ENSGALG00000005618	5
ENSMUSG00000005610	7	ENSGALG00000005587	5
ENSMUSG00000005611	7	ENSGALG00000005632	5
ENSMUSG00000005615	16	ENSGALG00000007474	9
ENSMUSG00000005621	7	ENSGALG00000031589	10
ENSMUSG00000005625	3	ENSGALG00000028505	25
ENSMUSG00000005628	3	ENSGALG00000030247	25
ENSMUSG00000005640	3	ENSGALG00000013253	25
ENSMUSG00000005656	12	ENSGALG00000010025	5
ENSMUSG00000005667	6	ENSGALG00000034344	22
ENSMUSG00000005672	5	ENSGALG00000038634	4
ENSMUSG00000005674	1	ENSGALG00000038400	KQ759474.1
ENSMUSG00000005677	1	ENSGALG00000042095	KQ759474.1
ENSMUSG00000005682	10	ENSGALG00000031512	33
ENSMUSG00000005686	7	ENSGALG00000005662	5
ENSMUSG00000005687	3	ENSGALG00000002002	26
ENSMUSG00000005696	X	ENSGALG00000008447	4
ENSMUSG00000005698	8	ENSGALG00000001817	11
ENSMUSG00000005699	8	ENSGALG00000001214	11
ENSMUSG00000005705	8	ENSGALG00000002244	11
ENSMUSG00000005716	15	ENSGALG00000012522	1
ENSMUSG00000005718	16	ENSGALG00000027823	14
ENSMUSG00000005732	16	ENSGALG00000046355	AADN04022862.1
ENSMUSG00000005763	1	ENSGALG00000015441	1
ENSMUSG00000005774	3	ENSGALG00000000836	25
ENSMUSG00000005779	3	ENSGALG00000000905	25
ENSMUSG00000005802	2	ENSGALG00000005703	10
ENSMUSG00000005803	2	ENSGALG00000033780	10
ENSMUSG00000005804	2	ENSGALG00000040735	10
ENSMUSG00000005813	3	ENSGALG00000012239	4
ENSMUSG00000005836	18	ENSGALG00000014976	2
ENSMUSG00000005846	16	ENSGALG00000033690	14
ENSMUSG00000005864	X	ENSGALG00000007282	4
ENSMUSG00000005871	18	ENSGALG00000000220	Z
ENSMUSG00000005873	18	ENSGALG00000023157	Z
ENSMUSG00000005881	2	ENSGALG00000027834	20
ENSMUSG00000005882	2	ENSGALG00000040254	20
ENSMUSG00000005883	2	ENSGALG00000031768	20
ENSMUSG00000005886	1	ENSGALG00000045995	2
ENSMUSG00000005892	6	ENSGALG00000008490	12
ENSMUSG00000005893	6	ENSGALG00000008519	12
ENSMUSG00000005897	10	ENSGALG00000011327	1
ENSMUSG00000005899	16	ENSGALG00000006455	15
ENSMUSG00000005907	5	ENSGALG00000009410	2
ENSMUSG00000005917	11	ENSGALG00000028817	3
ENSMUSG00000005936	17	ENSGALG00000000511	26
ENSMUSG00000005949	11	ENSGALG00000004628	19
ENSMUSG00000005950	11	ENSGALG00000004613	19
ENSMUSG00000005951	11	ENSGALG00000004637	19
ENSMUSG00000005952	11	ENSGALG00000004649	19
ENSMUSG00000005968	3	ENSGALG00000032955	25
ENSMUSG00000005973	2	ENSGALG00000012121	5
ENSMUSG00000005981	16	ENSGALG00000039951	14
ENSMUSG00000005982	16	ENSGALG00000042322	14
ENSMUSG00000005986	19	ENSGALG00000042297	AADN04000612.1
ENSMUSG00000006005	1	ENSGALG00000005105	8
ENSMUSG00000006007	1	ENSGALG00000030417	8
ENSMUSG00000006010	1	ENSGALG00000005080	8
ENSMUSG00000006019	7	ENSGALG00000034016	KQ759539.1
ENSMUSG00000006021	7	ENSGALG00000038994	AADN04000872.1
ENSMUSG00000006024	7	ENSGALG00000034747	AADN04000872.1
ENSMUSG00000006050	18	ENSGALG00000001132	13
ENSMUSG00000006056	11	ENSGALG00000001525	27
ENSMUSG00000006057	11	ENSGALG00000001330	27
ENSMUSG00000006058	11	ENSGALG00000001309	27
ENSMUSG00000006127	11	ENSGALG00000002739	19
ENSMUSG00000006134	16	ENSGALG00000006390	15
ENSMUSG00000006169	11	ENSGALG00000003702	13
ENSMUSG00000006191	13	ENSGALG00000012677	2
ENSMUSG00000006205	7	ENSGALG00000041140	6
ENSMUSG00000006215	4	ENSGALG00000035352	21
ENSMUSG00000006219	4	ENSGALG00000003636	21
ENSMUSG00000006221	4	ENSGALG00000023772	21
ENSMUSG00000006262	5	ENSGALG00000011573	4
ENSMUSG00000006270	19	ENSGALG00000009261	6
ENSMUSG00000006273	8	ENSGALG00000033663	22
ENSMUSG00000006276	8	ENSGALG00000021601	28
ENSMUSG00000006289	14	ENSGALG00000034856	AADN04012244.1
ENSMUSG00000006299	1	ENSGALG00000011445	7
ENSMUSG00000006301	1	ENSGALG00000011436	7
ENSMUSG00000006304	1	ENSGALG00000011452	7
ENSMUSG00000006335	7	ENSGALG00000033069	AADN04009916.1
ENSMUSG00000006342	10	ENSGALG00000005824	15
ENSMUSG00000006344	10	ENSGALG00000040504	15
ENSMUSG00000006356	12	ENSGALG00000026471	8
ENSMUSG00000006360	12	ENSGALG00000002771	8
ENSMUSG00000006362	8	ENSGALG00000032410	11
ENSMUSG00000006369	15	ENSGALG00000014233	1
ENSMUSG00000006373	X	ENSGALG00000020260	4
ENSMUSG00000006378	15	ENSGALG00000012312	1
ENSMUSG00000006386	4	ENSGALG00000001840	Z
ENSMUSG00000006389	4	ENSGALG00000009965	8
ENSMUSG00000006390	4	ENSGALG00000009988	8
ENSMUSG00000006398	4	ENSGALG00000009971	8
ENSMUSG00000006403	1	ENSGALG00000030502	25
ENSMUSG00000006412	1	ENSGALG00000026374	25
ENSMUSG00000006423	X	ENSGALG00000008652	4
ENSMUSG00000006435	19	ENSGALG00000008281	6
ENSMUSG00000006442	4	ENSGALG00000003039	21
ENSMUSG00000006445	4	ENSGALG00000039895	21
ENSMUSG00000006456	19	ENSGALG00000035260	KQ759534.1
ENSMUSG00000006471	2	ENSGALG00000008920	17
ENSMUSG00000006476	2	ENSGALG00000008681	17
ENSMUSG00000006494	2	ENSGALG00000013235	7
ENSMUSG00000006498	10	ENSGALG00000001962	28
ENSMUSG00000006517	8	ENSGALG00000007267	11
ENSMUSG00000006519	8	ENSGALG00000029367	11
ENSMUSG00000006526	14	ENSGALG00000001720	12
ENSMUSG00000006527	14	ENSGALG00000001753	12
ENSMUSG00000006538	1	ENSGALG00000011347	7
ENSMUSG00000006542	1	ENSGALG00000011360	7
ENSMUSG00000006546	1	ENSGALG00000011354	7
ENSMUSG00000006567	8	ENSGALG00000017021	1
ENSMUSG00000006574	11	ENSGALG00000039978	AADN04005854.1
ENSMUSG00000006575	11	ENSGALG00000026518	27
ENSMUSG00000006576	1	ENSGALG00000011224	7
ENSMUSG00000006585	8	ENSGALG00000013784	11
ENSMUSG00000006586	4	ENSGALG00000033091	2
ENSMUSG00000006589	8	ENSGALG00000031000	11
ENSMUSG00000006599	7	ENSGALG00000042340	5
ENSMUSG00000006641	5	ENSGALG00000040541	3
ENSMUSG00000006673	9	ENSGALG00000006867	12
ENSMUSG00000006675	9	ENSGALG00000006937	12
ENSMUSG00000006676	9	ENSGALG00000006824	12
ENSMUSG00000006678	X	ENSGALG00000016312	1
ENSMUSG00000006699	4	ENSGALG00000004796	21
ENSMUSG00000006705	17	ENSGALG00000016191	1
ENSMUSG00000006711	13	ENSGALG00000041273	2
ENSMUSG00000006715	13	ENSGALG00000013626	2
ENSMUSG00000006717	13	ENSGALG00000013632	2
ENSMUSG00000006740	18	ENSGALG00000007215	2
ENSMUSG00000006763	7	ENSGALG00000026111	5
ENSMUSG00000006764	10	ENSGALG00000010198	1
ENSMUSG00000006782	11	ENSGALG00000003457	27
ENSMUSG00000006784	11	ENSGALG00000003464	27
ENSMUSG00000006800	2	ENSGALG00000004593	20
ENSMUSG00000006818	17	ENSGALG00000011661	3
ENSMUSG00000006850	18	ENSGALG00000037776	13
ENSMUSG00000006906	6	ENSGALG00000042555	22
ENSMUSG00000006920	11	ENSGALG00000003068	27
ENSMUSG00000006930	11	ENSGALG00000023847	27
ENSMUSG00000006931	11	ENSGALG00000027462	27
ENSMUSG00000006932	9	ENSGALG00000037203	2
ENSMUSG00000006941	9	ENSGALG00000038646	2
ENSMUSG00000006958	16	ENSGALG00000026983	9
ENSMUSG00000006998	16	ENSGALG00000006294	9
ENSMUSG00000007021	17	ENSGALG00000005589	14
ENSMUSG00000007029	17	ENSGALG00000039230	AADN04008583.1
ENSMUSG00000007207	5	ENSGALG00000041722	19
ENSMUSG00000007279	7	ENSGALG00000032161	5
ENSMUSG00000007379	3	ENSGALG00000002038	26
ENSMUSG00000007411	12	ENSGALG00000011505	5
ENSMUSG00000007415	5	ENSGALG00000009399	2
ENSMUSG00000007458	6	ENSGALG00000031681	1
ENSMUSG00000007480	18	ENSGALG00000032087	2
ENSMUSG00000007564	17	ENSGALG00000035898	AADN04007801.1
ENSMUSG00000007570	17	ENSGALG00000002561	26
ENSMUSG00000007594	8	ENSGALG00000026563	28
ENSMUSG00000007603	17	ENSGALG00000001800	28
ENSMUSG00000007610	8	ENSGALG00000037256	28
ENSMUSG00000007613	4	ENSGALG00000033179	2
ENSMUSG00000007617	13	ENSGALG00000014813	Z
ENSMUSG00000007646	11	ENSGALG00000040380	19
ENSMUSG00000007653	11	ENSGALG00000001690	13
ENSMUSG00000007655	6	ENSGALG00000043287	1
ENSMUSG00000007656	9	ENSGALG00000017370	10
ENSMUSG00000007659	2	ENSGALG00000006211	20
ENSMUSG00000007670	17	ENSGALG00000039511	AADN04020004.1
ENSMUSG00000007682	12	ENSGALG00000026005	5
ENSMUSG00000007721	8	ENSGALG00000030992	28
ENSMUSG00000007739	11	ENSGALG00000008812	3
ENSMUSG00000007817	14	ENSGALG00000004850	6
ENSMUSG00000007836	13	ENSGALG00000006160	13
ENSMUSG00000007867	12	ENSGALG00000020415	5
ENSMUSG00000007872	4	ENSGALG00000035317	23
ENSMUSG00000007888	8	ENSGALG00000026146	28
ENSMUSG00000007908	9	ENSGALG00000016294	3
ENSMUSG00000007950	8	ENSGALG00000036297	28
ENSMUSG00000007987	5	ENSGALG00000021653	19
ENSMUSG00000007989	14	ENSGALG00000042308	3
ENSMUSG00000008035	X	ENSGALG00000041078	1
ENSMUSG00000008036	7	ENSGALG00000042633	AADN04007734.1
ENSMUSG00000008090	5	ENSGALG00000037525	4
ENSMUSG00000008136	1	ENSGALG00000016797	1
ENSMUSG00000008153	6	ENSGALG00000014674	1
ENSMUSG00000008200	2	ENSGALG00000029702	5
ENSMUSG00000008226	2	ENSGALG00000031751	7
ENSMUSG00000008301	18	ENSGALG00000014691	Z
ENSMUSG00000008305	4	ENSGALG00000012575	Z
ENSMUSG00000008333	2	ENSGALG00000026999	3
ENSMUSG00000008373	7	ENSGALG00000035427	AADN04020081.1
ENSMUSG00000008393	16	ENSGALG00000042981	14
ENSMUSG00000008398	10	ENSGALG00000043701	1
ENSMUSG00000008429	9	ENSGALG00000040364	2
ENSMUSG00000008482	17	ENSGALG00000034803	2
ENSMUSG00000008489	4	ENSGALG00000015799	Z
ENSMUSG00000008540	6	ENSGALG00000013098	1
ENSMUSG00000008575	4	ENSGALG00000005441	Z
ENSMUSG00000008604	3	ENSGALG00000042214	25
ENSMUSG00000008658	16	ENSGALG00000034325	14
ENSMUSG00000008683	7	ENSGALG00000006771	14
ENSMUSG00000008730	3	ENSGALG00000001939	26
ENSMUSG00000008734	7	ENSGALG00000002028	14
ENSMUSG00000008813	14	ENSGALG00000015213	Z
ENSMUSG00000008822	12	ENSGALG00000010307	5
ENSMUSG00000008859	13	ENSGALG00000031893	2
ENSMUSG00000008874	8	ENSGALG00000013223	11
ENSMUSG00000008932	4	ENSGALG00000010673	8
ENSMUSG00000008958	3	ENSGALG00000000793	25
ENSMUSG00000008976	16	ENSGALG00000015763	1
ENSMUSG00000008999	2	ENSGALG00000007668	20
ENSMUSG00000009030	2	ENSGALG00000001275	17
ENSMUSG00000009035	15	ENSGALG00000012272	1
ENSMUSG00000009070	10	ENSGALG00000006712	15
ENSMUSG00000009073	11	ENSGALG00000008073	15
ENSMUSG00000009075	11	ENSGALG00000040463	15
ENSMUSG00000009076	11	ENSGALG00000008070	15
ENSMUSG00000009079	11	ENSGALG00000008149	15
ENSMUSG00000009090	11	ENSGALG00000042213	15
ENSMUSG00000009092	10	ENSGALG00000005994	15
ENSMUSG00000009097	16	ENSGALG00000041182	15
ENSMUSG00000009108	3	ENSGALG00000038084	26
ENSMUSG00000009112	6	ENSGALG00000013037	1
ENSMUSG00000009145	6	ENSGALG00000033656	KQ759405.1
ENSMUSG00000009207	2	ENSGALG00000037944	7
ENSMUSG00000009214	2	ENSGALG00000021520	17
ENSMUSG00000009216	2	ENSGALG00000026179	17
ENSMUSG00000009246	7	ENSGALG00000006521	5
ENSMUSG00000009291	10	ENSGALG00000005675	9
ENSMUSG00000009292	10	ENSGALG00000005631	9
ENSMUSG00000009293	10	ENSGALG00000005667	9
ENSMUSG00000009376	6	ENSGALG00000036883	1
ENSMUSG00000009378	19	ENSGALG00000006421	6
ENSMUSG00000009394	6	ENSGALG00000004955	12
ENSMUSG00000009470	13	ENSGALG00000015014	Z
ENSMUSG00000009471	7	ENSGALG00000006216	5
ENSMUSG00000009487	7	ENSGALG00000006208	5
ENSMUSG00000009535	18	ENSGALG00000013889	2
ENSMUSG00000009545	7	ENSGALG00000037138	5
ENSMUSG00000009549	2	ENSGALG00000009592	5
ENSMUSG00000009555	2	ENSGALG00000035576	17
ENSMUSG00000009563	2	ENSGALG00000026424	17
ENSMUSG00000009566	2	ENSGALG00000042460	17
ENSMUSG00000009569	16	ENSGALG00000003026	14
ENSMUSG00000009575	15	ENSGALG00000036856	33
ENSMUSG00000009588	11	ENSGALG00000001862	18
ENSMUSG00000009614	2	ENSGALG00000002855	17
ENSMUSG00000009621	2	ENSGALG00000002699	17
ENSMUSG00000009630	8	ENSGALG00000010273	4
ENSMUSG00000009633	1	ENSGALG00000023933	26
ENSMUSG00000009640	4	ENSGALG00000010104	8
ENSMUSG00000009646	10	ENSGALG00000004332	6
ENSMUSG00000009647	10	ENSGALG00000004355	6
ENSMUSG00000009654	10	ENSGALG00000004345	6
ENSMUSG00000009670	X	ENSGALG00000005775	4
ENSMUSG00000009681	10	ENSGALG00000006695	15
ENSMUSG00000009733	15	ENSGALG00000035530	KQ759546.1
ENSMUSG00000009734	13	ENSGALG00000031713	2
ENSMUSG00000009739	15	ENSGALG00000043072	KQ759546.1
ENSMUSG00000009741	9	ENSGALG00000035630	2
ENSMUSG00000009772	1	ENSGALG00000036616	26
ENSMUSG00000009828	9	ENSGALG00000016321	3
ENSMUSG00000009863	4	ENSGALG00000041401	21
ENSMUSG00000009894	11	ENSGALG00000005412	2
ENSMUSG00000009900	11	ENSGALG00000042657	2
ENSMUSG00000009905	1	ENSGALG00000012882	2
ENSMUSG00000009907	1	ENSGALG00000012879	2
ENSMUSG00000009927	9	ENSGALG00000007699	24
ENSMUSG00000009995	X	ENSGALG00000033185	AADN04001032.1
ENSMUSG00000010044	9	ENSGALG00000035883	12
ENSMUSG00000010045	9	ENSGALG00000026965	12
ENSMUSG00000010047	9	ENSGALG00000002138	12
ENSMUSG00000010051	9	ENSGALG00000000785	12
ENSMUSG00000010054	9	ENSGALG00000041338	12
ENSMUSG00000010057	9	ENSGALG00000002131	12
ENSMUSG00000010064	9	ENSGALG00000028871	12
ENSMUSG00000010066	9	ENSGALG00000038242	12
ENSMUSG00000010067	9	ENSGALG00000038951	12
ENSMUSG00000010080	11	ENSGALG00000023279	18
ENSMUSG00000010095	19	ENSGALG00000029183	AADN04016239.1
ENSMUSG00000010136	3	ENSGALG00000023763	26
ENSMUSG00000010142	11	ENSGALG00000024122	14
ENSMUSG00000010154	8	ENSGALG00000000521	11
ENSMUSG00000010175	1	ENSGALG00000009791	3
ENSMUSG00000010277	11	ENSGALG00000003766	19
ENSMUSG00000010290	1	ENSGALG00000016796	1
ENSMUSG00000010307	7	ENSGALG00000006358	5
ENSMUSG00000010311	1	ENSGALG00000003554	26
ENSMUSG00000010342	11	ENSGALG00000005037	19
ENSMUSG00000010358	11	ENSGALG00000002832	27
ENSMUSG00000010362	11	ENSGALG00000000243	27
ENSMUSG00000010392	11	ENSGALG00000004326	19
ENSMUSG00000010461	10	ENSGALG00000031656	3
ENSMUSG00000010476	7	ENSGALG00000010461	6
ENSMUSG00000010505	2	ENSGALG00000005932	20
ENSMUSG00000010517	4	ENSGALG00000010536	8
ENSMUSG00000010554	11	ENSGALG00000014901	1
ENSMUSG00000010592	17	ENSGALG00000011243	2
ENSMUSG00000010607	9	ENSGALG00000026229	4
ENSMUSG00000010608	12	ENSGALG00000009332	5
ENSMUSG00000010609	1	ENSGALG00000009073	3
ENSMUSG00000010660	9	ENSGALG00000005805	2
ENSMUSG00000010721	5	ENSGALG00000030379	2
ENSMUSG00000010755	7	ENSGALG00000006427	5
ENSMUSG00000010760	7	ENSGALG00000032687	5
ENSMUSG00000010796	6	ENSGALG00000034574	1
ENSMUSG00000010797	6	ENSGALG00000030173	1
ENSMUSG00000010803	11	ENSGALG00000001698	13
ENSMUSG00000010825	5	ENSGALG00000040720	14
ENSMUSG00000010830	15	ENSGALG00000032313	1
ENSMUSG00000010841	11	ENSGALG00000046316	27
ENSMUSG00000010911	2	ENSGALG00000031286	5
ENSMUSG00000010914	2	ENSGALG00000033753	5
ENSMUSG00000010936	8	ENSGALG00000002458	11
ENSMUSG00000011008	3	ENSGALG00000008722	8
ENSMUSG00000011118	9	ENSGALG00000021443	24
ENSMUSG00000011148	12	ENSGALG00000011618	5
ENSMUSG00000011154	7	ENSGALG00000021183	10
ENSMUSG00000011158	12	ENSGALG00000011705	5
ENSMUSG00000011171	12	ENSGALG00000006575	2
ENSMUSG00000011179	12	ENSGALG00000016444	3
ENSMUSG00000011254	11	ENSGALG00000003722	13
ENSMUSG00000011256	11	ENSGALG00000003744	13
ENSMUSG00000011305	17	ENSGALG00000044632	28
ENSMUSG00000011306	8	ENSGALG00000042132	28
ENSMUSG00000011463	3	ENSGALG00000006834	9
ENSMUSG00000011632	7	ENSGALG00000026884	Z
ENSMUSG00000011658	7	ENSGALG00000039850	AADN04017088.1
ENSMUSG00000011752	19	ENSGALG00000007606	6
ENSMUSG00000011832	8	ENSGALG00000029202	AADN04004158.1
ENSMUSG00000011877	11	ENSGALG00000023703	19
ENSMUSG00000011884	5	ENSGALG00000037998	15
ENSMUSG00000011958	9	ENSGALG00000003788	10
ENSMUSG00000011960	15	ENSGALG00000034437	KQ759585.1
ENSMUSG00000012017	16	ENSGALG00000034560	15
ENSMUSG00000012076	12	ENSGALG00000010093	5
ENSMUSG00000012114	16	ENSGALG00000006430	15
ENSMUSG00000012117	4	ENSGALG00000029909	23
ENSMUSG00000012123	4	ENSGALG00000031183	23
ENSMUSG00000012187	1	ENSGALG00000005217	9
ENSMUSG00000012282	18	ENSGALG00000037494	13
ENSMUSG00000012296	17	ENSGALG00000010385	3
ENSMUSG00000012350	2	ENSGALG00000007817	5
ENSMUSG00000012396	6	ENSGALG00000027772	1
ENSMUSG00000012422	13	ENSGALG00000027332	Z
ENSMUSG00000012428	5	ENSGALG00000008997	2
ENSMUSG00000012443	19	ENSGALG00000030597	6
ENSMUSG00000012483	6	ENSGALG00000010700	2
ENSMUSG00000012519	8	ENSGALG00000002766	11
ENSMUSG00000012520	5	ENSGALG00000014250	4
ENSMUSG00000012535	6	ENSGALG00000039420	1
ENSMUSG00000012609	12	ENSGALG00000010340	5
ENSMUSG00000012848	7	ENSGALG00000044453	KQ759552.1
ENSMUSG00000013076	9	ENSGALG00000017208	1
ENSMUSG00000013089	16	ENSGALG00000005768	9
ENSMUSG00000013150	8	ENSGALG00000001201	11
ENSMUSG00000013155	8	ENSGALG00000001204	11
ENSMUSG00000013160	8	ENSGALG00000002237	11
ENSMUSG00000013236	17	ENSGALG00000004048	28
ENSMUSG00000013275	1	ENSGALG00000000721	26
ENSMUSG00000013338	2	ENSGALG00000038584	20
ENSMUSG00000013415	11	ENSGALG00000041204	27
ENSMUSG00000013419	9	ENSGALG00000005287	2
ENSMUSG00000013465	2	ENSGALG00000008532	17
ENSMUSG00000013495	5	ENSGALG00000015368	Z
ENSMUSG00000013523	2	ENSGALG00000007796	20
ENSMUSG00000013539	16	ENSGALG00000002056	15
ENSMUSG00000013584	9	ENSGALG00000004270	10
ENSMUSG00000013593	1	ENSGALG00000041418	25
ENSMUSG00000013629	5	ENSGALG00000016524	3
ENSMUSG00000013662	19	ENSGALG00000003652	6
ENSMUSG00000013663	19	ENSGALG00000003634	6
ENSMUSG00000013736	6	ENSGALG00000017368	12
ENSMUSG00000013822	9	ENSGALG00000032489	AADN04001212.1
ENSMUSG00000013833	10	ENSGALG00000001978	28
ENSMUSG00000013846	15	ENSGALG00000037773	2
ENSMUSG00000013858	10	ENSGALG00000002029	28
ENSMUSG00000013936	5	ENSGALG00000004582	15
ENSMUSG00000013973	1	ENSGALG00000043129	25
ENSMUSG00000013997	1	ENSGALG00000007585	25
ENSMUSG00000014030	4	ENSGALG00000016431	Z
ENSMUSG00000014039	16	ENSGALG00000019178	1
ENSMUSG00000014074	16	ENSGALG00000006392	9
ENSMUSG00000014075	16	ENSGALG00000027722	9
ENSMUSG00000014077	2	ENSGALG00000008569	5
ENSMUSG00000014158	5	ENSGALG00000036360	15
ENSMUSG00000014164	13	ENSGALG00000039124	13
ENSMUSG00000014177	11	ENSGALG00000001335	18
ENSMUSG00000014195	11	ENSGALG00000042796	27
ENSMUSG00000014198	11	ENSGALG00000003403	27
ENSMUSG00000014226	1	ENSGALG00000004554	8
ENSMUSG00000014243	11	ENSGALG00000023686	19
ENSMUSG00000014245	11	ENSGALG00000004492	19
ENSMUSG00000014294	18	ENSGALG00000040626	13
ENSMUSG00000014303	16	ENSGALG00000034737	14
ENSMUSG00000014329	10	ENSGALG00000036095	6
ENSMUSG00000014349	11	ENSGALG00000001315	27
ENSMUSG00000014361	2	ENSGALG00000008257	3
ENSMUSG00000014402	7	ENSGALG00000006312	5
ENSMUSG00000014426	17	ENSGALG00000020003	3
ENSMUSG00000014444	8	ENSGALG00000043725	11
ENSMUSG00000014453	14	ENSGALG00000016661	3
ENSMUSG00000014470	8	ENSGALG00000007272	11
ENSMUSG00000014496	14	ENSGALG00000011226	2
ENSMUSG00000014498	10	ENSGALG00000031973	33
ENSMUSG00000014503	18	ENSGALG00000006120	13
ENSMUSG00000014504	18	ENSGALG00000000218	Z
ENSMUSG00000014550	6	ENSGALG00000008500	12
ENSMUSG00000014551	6	ENSGALG00000008506	12
ENSMUSG00000014592	4	ENSGALG00000039525	21
ENSMUSG00000014599	3	ENSGALG00000033854	26
ENSMUSG00000014601	3	ENSGALG00000037995	26
ENSMUSG00000014602	1	ENSGALG00000006221	9
ENSMUSG00000014603	3	ENSGALG00000025867	26
