Human	ChrHuman	Platypus	ChrPlatypus
ENSG00000051108	16	ENSOANG00000013750	Ultra517
ENSG00000051180	15	ENSOANG00000009240	Contig7495
ENSG00000051341	3	ENSOANG00000004437	Contig5379
ENSG00000051382	3	ENSOANG00000014698	Contig907
ENSG00000051523	16	ENSOANG00000009702	Contig27319
ENSG00000051596	5	ENSOANG00000030904	Contig170389
ENSG00000051620	6	ENSOANG00000020184	2
ENSG00000052126	12	ENSOANG00000030548	Contig13299
ENSG00000052344	16	ENSOANG00000013893	Contig21213
ENSG00000052723	1	ENSOANG00000014599	Contig6118
ENSG00000052749	10	ENSOANG00000006560	Ultra248
ENSG00000052795	4	ENSOANG00000014975	12
ENSG00000052802	4	ENSOANG00000014479	12
ENSG00000052841	11	ENSOANG00000009406	3
ENSG00000053108	5	ENSOANG00000013403	X1
ENSG00000053254	14	ENSOANG00000003851	Contig12109
ENSG00000053328	6	ENSOANG00000000940	Ultra483
ENSG00000053372	1	ENSOANG00000015345	Contig642
ENSG00000053524	3	ENSOANG00000029175	Contig4005
ENSG00000053770	14	ENSOANG00000011831	Contig214
ENSG00000053918	11	ENSOANG00000022660	Contig30847
ENSG00000054116	1	ENSOANG00000002072	Ultra472
ENSG00000054118	1	ENSOANG00000002070	Ultra472
ENSG00000054179	9	ENSOANG00000008774	Contig26448
ENSG00000054282	1	ENSOANG00000010263	Ultra67
ENSG00000054356	2	ENSOANG00000028323	Contig36717
ENSG00000054392	1	ENSOANG00000008473	Ultra67
ENSG00000054523	1	ENSOANG00000002802	Ultra490
ENSG00000054611	22	ENSOANG00000030780	Contig103080
ENSG00000054654	14	ENSOANG00000009104	Contig283
ENSG00000054690	14	ENSOANG00000004882	Contig6406
ENSG00000054793	20	ENSOANG00000008668	Ultra516
ENSG00000054796	20	ENSOANG00000009256	Ultra516
ENSG00000054803	20	ENSOANG00000009242	Ultra516
ENSG00000054938	11	ENSOANG00000015335	Contig10884
ENSG00000054965	11	ENSOANG00000008055	Contig7967
ENSG00000054983	14	ENSOANG00000021320	Ultra441
ENSG00000055044	2	ENSOANG00000002420	Contig10764
ENSG00000055070	1	ENSOANG00000011728	Contig1852
ENSG00000055118	7	ENSOANG00000005713	Contig7479
ENSG00000055130	7	ENSOANG00000000278	4
ENSG00000055147	5	ENSOANG00000005102	X1
ENSG00000055163	5	ENSOANG00000005079	X1
ENSG00000055208	6	ENSOANG00000001062	3
ENSG00000055211	6	ENSOANG00000001064	3
ENSG00000055332	2	ENSOANG00000003939	X1
ENSG00000055483	17	ENSOANG00000000380	Contig5923
ENSG00000055609	7	ENSOANG00000006160	Ultra274
ENSG00000055813	2	ENSOANG00000011176	Ultra56
ENSG00000055917	2	ENSOANG00000030114	Contig6304
ENSG00000055950	10	ENSOANG00000007327	17
ENSG00000055955	3	ENSOANG00000002099	4
ENSG00000056050	4	ENSOANG00000007441	12
ENSG00000056097	5	ENSOANG00000014434	3
ENSG00000056291	4	ENSOANG00000031697	Contig30175
ENSG00000056558	9	ENSOANG00000001104	Ultra70
ENSG00000056586	9	ENSOANG00000008194	Ultra70
ENSG00000056972	6	ENSOANG00000013378	Contig15376
ENSG00000056998	X	ENSOANG00000010514	Ultra86
ENSG00000057019	3	ENSOANG00000010283	Contig5014
ENSG00000057252	1	ENSOANG00000000960	Ultra341
ENSG00000057608	10	ENSOANG00000015461	Contig13
ENSG00000057657	6	ENSOANG00000004176	Ultra542
ENSG00000057704	12	ENSOANG00000006619	Ultra443
ENSG00000057757	1	ENSOANG00000008890	Contig24707
ENSG00000057935	2	ENSOANG00000031732	Contig32121
ENSG00000058063	3	ENSOANG00000011256	Ultra499
ENSG00000058085	1	ENSOANG00000000992	Ultra341
ENSG00000058091	7	ENSOANG00000013237	Contig8567
ENSG00000058262	3	ENSOANG00000009106	Ultra32
ENSG00000058335	15	ENSOANG00000002238	Contig26251
ENSG00000058404	7	ENSOANG00000013180	Contig22862
ENSG00000058600	16	ENSOANG00000003264	Ultra371
ENSG00000058668	1	ENSOANG00000005362	5
ENSG00000058799	1	ENSOANG00000002521	Contig29462
ENSG00000058804	1	ENSOANG00000002451	Contig25921
ENSG00000059145	16	ENSOANG00000015163	Contig19719
ENSG00000059377	7	ENSOANG00000008454	Contig2897
ENSG00000059378	7	ENSOANG00000008460	Contig2897
ENSG00000059588	1	ENSOANG00000004525	Contig4306
ENSG00000059691	4	ENSOANG00000005282	Ultra539
ENSG00000059728	2	ENSOANG00000003095	Contig19467
ENSG00000059758	12	ENSOANG00000006604	Ultra443
ENSG00000059915	10	ENSOANG00000028586	Contig83058
ENSG00000060069	18	ENSOANG00000010132	Ultra314
ENSG00000060138	12	ENSOANG00000001663	Contig7294
ENSG00000060237	12	ENSOANG00000011423	Ultra114
ENSG00000060491	20	ENSOANG00000004976	Contig101
ENSG00000060566	19	ENSOANG00000013246	Contig24060
ENSG00000060642	1	ENSOANG00000013375	Contig133954
ENSG00000060656	1	ENSOANG00000000977	Contig24834
ENSG00000060709	12	ENSOANG00000000603	2
ENSG00000060718	1	ENSOANG00000009398	Ultra241
ENSG00000060749	11	ENSOANG00000015143	3
ENSG00000060971	3	ENSOANG00000010796	Contig7609
ENSG00000060982	12	ENSOANG00000013411	Ultra343
ENSG00000061273	12	ENSOANG00000001836	Contig13906
ENSG00000061337	8	ENSOANG00000010581	5
ENSG00000061455	5	ENSOANG00000001527	X5
ENSG00000061676	2	ENSOANG00000003624	Ultra514
ENSG00000061794	12	ENSOANG00000010504	Contig3994
ENSG00000061918	4	ENSOANG00000015664	12
ENSG00000061936	12	ENSOANG00000013861	Contig421
ENSG00000061987	12	ENSOANG00000010807	Contig1207
ENSG00000062038	16	ENSOANG00000002354	11
ENSG00000062096	X	ENSOANG00000004043	Ultra462
ENSG00000062194	5	ENSOANG00000013639	Ultra512
ENSG00000062485	12	ENSOANG00000031970	Contig27755
ENSG00000062582	7	ENSOANG00000015810	Contig4633
ENSG00000062598	20	ENSOANG00000006869	Contig2729
ENSG00000062725	17	ENSOANG00000011522	Ultra9
ENSG00000062822	19	ENSOANG00000030834	Contig65286
ENSG00000063015	17	ENSOANG00000008693	Contig1830
ENSG00000063046	12	ENSOANG00000028937	Contig101599
ENSG00000063127	19	ENSOANG00000002021	Contig35082
ENSG00000063176	19	ENSOANG00000022377	Contig42680
ENSG00000063177	19	ENSOANG00000021547	Ultra723
ENSG00000063241	19	ENSOANG00000030719	Contig7168
ENSG00000063438	5	ENSOANG00000010182	Ultra474
ENSG00000063515	22	ENSOANG00000012938	Contig24282
ENSG00000063601	X	ENSOANG00000011635	6
ENSG00000063660	2	ENSOANG00000004804	Contig528
ENSG00000063761	14	ENSOANG00000028274	Contig23955
ENSG00000063854	16	ENSOANG00000002919	Contig1369
ENSG00000063978	4	ENSOANG00000022316	Contig14880
ENSG00000064012	2	ENSOANG00000004013	Contig7762
ENSG00000064102	12	ENSOANG00000020224	Contig10899
ENSG00000064115	12	ENSOANG00000002042	Contig23715
ENSG00000064199	11	ENSOANG00000003468	Contig4871
ENSG00000064201	11	ENSOANG00000021778	Contig13890
ENSG00000064205	20	ENSOANG00000009774	Contig5948
ENSG00000064218	9	ENSOANG00000008295	X5
ENSG00000064225	3	ENSOANG00000013201	4
ENSG00000064270	16	ENSOANG00000011340	Ultra521
ENSG00000064300	17	ENSOANG00000000447	Contig8677
ENSG00000064309	11	ENSOANG00000003430	Contig1269
ENSG00000064313	8	ENSOANG00000007240	4
ENSG00000064393	7	ENSOANG00000030364	Contig18578
ENSG00000064419	7	ENSOANG00000011451	10
ENSG00000064490	19	ENSOANG00000003658	Contig7760
ENSG00000064545	19	ENSOANG00000011575	Contig8670
ENSG00000064607	19	ENSOANG00000004574	Ultra49
ENSG00000064652	5	ENSOANG00000010049	X5
ENSG00000064655	20	ENSOANG00000012030	Ultra516
ENSG00000064666	19	ENSOANG00000031698	Contig22926
ENSG00000064692	5	ENSOANG00000010047	X5
ENSG00000064703	1	ENSOANG00000003318	Ultra269
ENSG00000064726	15	ENSOANG00000013090	Contig4925
ENSG00000064763	12	ENSOANG00000029654	Contig25598
ENSG00000064787	20	ENSOANG00000003140	Ultra516
ENSG00000064835	3	ENSOANG00000000494	Ultra166
ENSG00000064932	19	ENSOANG00000005441	Contig29413
ENSG00000064933	2	ENSOANG00000013059	Contig7471
ENSG00000064961	19	ENSOANG00000013515	Contig12797
ENSG00000064989	2	ENSOANG00000020803	Ultra162
ENSG00000064995	6	ENSOANG00000013388	Contig12764
ENSG00000064999	6	ENSOANG00000001902	Contig23248
ENSG00000065000	19	ENSOANG00000028623	Contig33666
ENSG00000065057	16	ENSOANG00000000500	Contig17430
ENSG00000065060	6	ENSOANG00000029350	Contig26579
ENSG00000065135	1	ENSOANG00000002264	Contig4583
ENSG00000065183	1	ENSOANG00000003070	Ultra182
ENSG00000065243	1	ENSOANG00000009127	4
ENSG00000065268	19	ENSOANG00000031639	Contig32042
ENSG00000065308	6	ENSOANG00000020088	Contig22740
ENSG00000065320	17	ENSOANG00000005215	Ultra428
ENSG00000065328	10	ENSOANG00000000173	Contig819
ENSG00000065357	12	ENSOANG00000031776	Contig61635
ENSG00000065361	12	ENSOANG00000022702	Contig17626
ENSG00000065427	16	ENSOANG00000008179	11
ENSG00000065457	16	ENSOANG00000008178	11
ENSG00000065485	3	ENSOANG00000003481	Contig23818
ENSG00000065491	6	ENSOANG00000001766	Ultra543
ENSG00000065526	1	ENSOANG00000004165	Ultra83
ENSG00000065534	3	ENSOANG00000013686	Contig17568
ENSG00000065548	2	ENSOANG00000015742	Ultra514
ENSG00000065559	17	ENSOANG00000019957	Contig3522
ENSG00000065600	1	ENSOANG00000008497	Ultra67
ENSG00000065609	6	ENSOANG00000001271	Ultra483
ENSG00000065613	10	ENSOANG00000020149	Ultra272
ENSG00000065615	6	ENSOANG00000001266	Ultra483
ENSG00000065618	10	ENSOANG00000001623	Ultra272
ENSG00000065665	10	ENSOANG00000015422	Contig13
ENSG00000065802	2	ENSOANG00000013348	Contig16853
ENSG00000065809	10	ENSOANG00000015399	Contig13
ENSG00000065833	6	ENSOANG00000001274	Ultra483
ENSG00000065882	4	ENSOANG00000031151	Contig3390
ENSG00000065911	2	ENSOANG00000013784	Contig10673
ENSG00000065923	X	ENSOANG00000012098	Contig6590
ENSG00000065970	12	ENSOANG00000003804	Contig28439
ENSG00000065978	1	ENSOANG00000011725	Contig1820
ENSG00000066027	1	ENSOANG00000008492	Ultra67
ENSG00000066032	2	ENSOANG00000008012	Contig2069
ENSG00000066044	19	ENSOANG00000014244	Contig20007
ENSG00000066056	1	ENSOANG00000008211	Ultra388
ENSG00000066135	1	ENSOANG00000006398	Ultra222
ENSG00000066136	1	ENSOANG00000012367	Ultra467
ENSG00000066185	1	ENSOANG00000009725	Ultra412
ENSG00000066230	5	ENSOANG00000014871	Contig447
ENSG00000066248	2	ENSOANG00000030624	Contig38412
ENSG00000066279	1	ENSOANG00000011184	4
ENSG00000066322	1	ENSOANG00000008214	Ultra388
ENSG00000066336	11	ENSOANG00000009414	Contig15114
ENSG00000066379	6	ENSOANG00000031282	Contig27355
ENSG00000066382	11	ENSOANG00000028269	3
ENSG00000066422	3	ENSOANG00000007506	Contig14
ENSG00000066468	10	ENSOANG00000029096	Ultra272
ENSG00000066557	1	ENSOANG00000015526	Ultra168
ENSG00000066629	14	ENSOANG00000004045	Ultra378
ENSG00000066651	6	ENSOANG00000002151	2
ENSG00000066654	16	ENSOANG00000014297	2
ENSG00000066697	9	ENSOANG00000002115	Contig308
ENSG00000066735	14	ENSOANG00000015688	Contig12690
ENSG00000066739	14	ENSOANG00000006589	Ultra378
ENSG00000066777	8	ENSOANG00000002324	7
ENSG00000066827	8	ENSOANG00000010056	Contig510
ENSG00000066855	8	ENSOANG00000002298	7
ENSG00000066923	7	ENSOANG00000031553	Contig19985
ENSG00000066926	18	ENSOANG00000001716	3
ENSG00000067057	10	ENSOANG00000006086	Ultra274
ENSG00000067082	10	ENSOANG00000006083	Ultra274
ENSG00000067113	5	ENSOANG00000004886	Ultra358
ENSG00000067141	15	ENSOANG00000001009	Ultra321
ENSG00000067177	X	ENSOANG00000014323	Contig3742
ENSG00000067182	12	ENSOANG00000010631	Contig22689
ENSG00000067191	17	ENSOANG00000003817	Contig19815
ENSG00000067208	1	ENSOANG00000001021	Ultra630
ENSG00000067221	15	ENSOANG00000019810	Contig43939
ENSG00000067225	15	ENSOANG00000015649	Contig7517
ENSG00000067334	1	ENSOANG00000013678	Ultra246
ENSG00000067365	16	ENSOANG00000006572	2
ENSG00000067369	15	ENSOANG00000021844	Contig17725
ENSG00000067533	1	ENSOANG00000008552	Ultra67
ENSG00000067560	3	ENSOANG00000013807	Ultra529
ENSG00000067596	17	ENSOANG00000031043	Contig22644
ENSG00000067606	1	ENSOANG00000010041	Contig22856
ENSG00000067704	1	ENSOANG00000001426	Ultra67
ENSG00000067715	12	ENSOANG00000007531	Ultra127
ENSG00000067829	X	ENSOANG00000005183	Ultra403
ENSG00000067842	X	ENSOANG00000000679	Ultra403
ENSG00000067900	18	ENSOANG00000010065	Contig9181
ENSG00000067992	X	ENSOANG00000030550	Contig22599
ENSG00000068001	3	ENSOANG00000005480	X5
ENSG00000068024	2	ENSOANG00000012951	7
ENSG00000068028	3	ENSOANG00000005482	X5
ENSG00000068078	4	ENSOANG00000003354	Contig8544
ENSG00000068097	17	ENSOANG00000007130	Ultra9
ENSG00000068120	17	ENSOANG00000032240	Contig33345
ENSG00000068137	17	ENSOANG00000028442	Contig27132
ENSG00000068305	15	ENSOANG00000000143	5
ENSG00000068323	X	ENSOANG00000013574	Ultra295
ENSG00000068354	X	ENSOANG00000014583	Contig765
ENSG00000068366	X	ENSOANG00000011439	6
ENSG00000068383	10	ENSOANG00000008904	Contig578
ENSG00000068394	X	ENSOANG00000013577	Ultra295
ENSG00000068400	X	ENSOANG00000001888	Contig42595
ENSG00000068438	X	ENSOANG00000013572	Ultra295
ENSG00000068489	17	ENSOANG00000020555	Ultra324
ENSG00000068615	2	ENSOANG00000000731	Contig23908
ENSG00000068697	2	ENSOANG00000001105	Ultra651
ENSG00000068724	2	ENSOANG00000021152	Contig18066
ENSG00000068745	3	ENSOANG00000001845	Ultra32
ENSG00000068796	5	ENSOANG00000014359	Ultra307
ENSG00000068831	11	ENSOANG00000007479	Contig25493
ENSG00000068878	2	ENSOANG00000004646	Contig1446
ENSG00000068912	2	ENSOANG00000004645	Contig1446
ENSG00000068976	11	ENSOANG00000013714	Contig20882
ENSG00000069011	5	ENSOANG00000031547	Ultra503
ENSG00000069018	5	ENSOANG00000008822	Contig1717
ENSG00000069020	5	ENSOANG00000005570	Contig2799
ENSG00000069122	6	ENSOANG00000008276	Ultra2
ENSG00000069188	17	ENSOANG00000009565	Contig1435
ENSG00000069206	8	ENSOANG00000008021	5
ENSG00000069248	1	ENSOANG00000013726	Contig696
ENSG00000069275	1	ENSOANG00000002148	7
ENSG00000069329	16	ENSOANG00000002249	Contig10306
ENSG00000069345	16	ENSOANG00000002162	11
ENSG00000069399	19	ENSOANG00000001350	Contig53865
ENSG00000069424	1	ENSOANG00000008263	Ultra247
ENSG00000069482	11	ENSOANG00000021048	Contig50566
ENSG00000069509	X	ENSOANG00000006482	Ultra222
ENSG00000069535	X	ENSOANG00000006486	Ultra222
ENSG00000069667	15	ENSOANG00000012345	5
ENSG00000069712	1	ENSOANG00000013372	Ultra87
ENSG00000069812	1	ENSOANG00000014690	Contig7166
ENSG00000069849	3	ENSOANG00000000433	Ultra414
ENSG00000069869	15	ENSOANG00000008529	Ultra366
ENSG00000069943	15	ENSOANG00000008547	Ultra366
ENSG00000069956	15	ENSOANG00000004189	Contig26909
ENSG00000069974	15	ENSOANG00000001183	Ultra366
ENSG00000070010	22	ENSOANG00000022208	Contig31596
ENSG00000070018	12	ENSOANG00000006877	Ultra121
ENSG00000070019	12	ENSOANG00000007339	Contig2449
ENSG00000070061	9	ENSOANG00000009880	Ultra477
ENSG00000070081	11	ENSOANG00000007683	Ultra270
ENSG00000070087	3	ENSOANG00000005189	Ultra4
ENSG00000070159	9	ENSOANG00000014464	Ultra43
ENSG00000070182	14	ENSOANG00000008848	Ultra164
ENSG00000070190	4	ENSOANG00000011703	Contig9495
ENSG00000070193	5	ENSOANG00000001660	3
ENSG00000070214	9	ENSOANG00000031257	Contig6179
ENSG00000070269	14	ENSOANG00000004904	Contig5365
ENSG00000070366	17	ENSOANG00000030166	Contig2528
ENSG00000070367	14	ENSOANG00000011830	Contig214
ENSG00000070388	19	ENSOANG00000012015	Contig11370
ENSG00000070404	19	ENSOANG00000029007	Contig4292
ENSG00000070413	22	ENSOANG00000011155	Contig7656
ENSG00000070423	19	ENSOANG00000002706	Contig8294
ENSG00000070444	17	ENSOANG00000008631	Ultra382
ENSG00000070495	17	ENSOANG00000011569	Ultra430
ENSG00000070501	8	ENSOANG00000000697	5
ENSG00000070526	17	ENSOANG00000011568	Ultra430
ENSG00000070601	9	ENSOANG00000021238	Contig26505
ENSG00000070610	9	ENSOANG00000005241	Contig15625
ENSG00000070614	5	ENSOANG00000002310	X1
ENSG00000070669	7	ENSOANG00000021851	Contig18964
ENSG00000070718	8	ENSOANG00000000715	5
ENSG00000070729	16	ENSOANG00000012119	Ultra55
ENSG00000070731	17	ENSOANG00000015021	Contig21402
ENSG00000070748	10	ENSOANG00000013226	3
ENSG00000070759	1	ENSOANG00000011796	Ultra131
ENSG00000070761	16	ENSOANG00000012116	Ultra55
ENSG00000070770	16	ENSOANG00000012115	Ultra55
ENSG00000070778	14	ENSOANG00000012721	Contig2676
ENSG00000070808	5	ENSOANG00000002299	X1
ENSG00000070814	5	ENSOANG00000002305	X1
ENSG00000070831	1	ENSOANG00000010284	Contig5996
ENSG00000070882	7	ENSOANG00000008434	Ultra231
ENSG00000070915	16	ENSOANG00000013751	Ultra517
ENSG00000070950	3	ENSOANG00000028248	Ultra238
ENSG00000070961	12	ENSOANG00000006634	Ultra443
ENSG00000070985	11	ENSOANG00000021626	Contig12044
ENSG00000071051	2	ENSOANG00000014187	2
ENSG00000071073	2	ENSOANG00000007631	Contig7451
ENSG00000071127	4	ENSOANG00000012065	Contig4505
ENSG00000071189	7	ENSOANG00000009612	Ultra65
ENSG00000071205	4	ENSOANG00000005267	Ultra539
ENSG00000071242	6	ENSOANG00000004152	Ultra413
ENSG00000071243	7	ENSOANG00000005653	Ultra479
ENSG00000071246	14	ENSOANG00000010588	Contig409
ENSG00000071282	3	ENSOANG00000011549	Ultra40
ENSG00000071462	7	ENSOANG00000020650	Contig32777
ENSG00000071553	X	ENSOANG00000004067	Contig14089
ENSG00000071564	19	ENSOANG00000014335	Contig6681
ENSG00000071575	2	ENSOANG00000001757	Contig2280
ENSG00000071626	19	ENSOANG00000014632	Ultra23
ENSG00000071655	19	ENSOANG00000003672	Ultra229
ENSG00000071794	3	ENSOANG00000000614	1
ENSG00000071859	X	ENSOANG00000004116	Contig17008
ENSG00000071889	X	ENSOANG00000009818	Contig20890
ENSG00000071894	8	ENSOANG00000010716	Contig22643
ENSG00000071909	2	ENSOANG00000008553	Ultra514
ENSG00000071994	6	ENSOANG00000012859	Contig11766
ENSG00000072041	12	ENSOANG00000006324	Ultra443
ENSG00000072042	14	ENSOANG00000029764	Contig7409
ENSG00000072071	19	ENSOANG00000014440	Contig2750
ENSG00000072133	X	ENSOANG00000005406	Contig1871
ENSG00000072134	17	ENSOANG00000015814	Contig1161
ENSG00000072135	2	ENSOANG00000014597	Contig765
ENSG00000072163	2	ENSOANG00000008959	Ultra460
ENSG00000072182	2	ENSOANG00000021816	Contig53060
ENSG00000072195	2	ENSOANG00000011550	Contig30960
ENSG00000072210	17	ENSOANG00000012712	Ultra69
ENSG00000072274	3	ENSOANG00000003687	Contig15278
ENSG00000072310	17	ENSOANG00000012278	2
ENSG00000072315	X	ENSOANG00000002401	6
ENSG00000072364	5	ENSOANG00000007428	Ultra459
ENSG00000072401	10	ENSOANG00000004612	Ultra217
ENSG00000072415	14	ENSOANG00000005411	Contig397
ENSG00000072422	10	ENSOANG00000004414	3
ENSG00000072506	X	ENSOANG00000009214	Contig3093
ENSG00000072609	12	ENSOANG00000013856	Contig421
ENSG00000072657	12	ENSOANG00000012281	Ultra538
ENSG00000072682	5	ENSOANG00000005598	Ultra418
ENSG00000072736	16	ENSOANG00000021344	X1
ENSG00000072756	3	ENSOANG00000007514	X1
ENSG00000072778	17	ENSOANG00000008230	Contig20649
ENSG00000072786	5	ENSOANG00000010949	Contig3410
ENSG00000072803	5	ENSOANG00000007791	X1
ENSG00000072818	17	ENSOANG00000014283	Contig24705
ENSG00000072840	4	ENSOANG00000031162	Contig31410
ENSG00000072849	17	ENSOANG00000000525	Contig9886
ENSG00000072864	16	ENSOANG00000005121	Ultra102
ENSG00000072952	11	ENSOANG00000031244	3
ENSG00000072954	19	ENSOANG00000007866	Ultra493
ENSG00000073050	19	ENSOANG00000010767	Contig24784
ENSG00000073060	12	ENSOANG00000001322	Ultra196
ENSG00000073067	7	ENSOANG00000010149	Ultra154
ENSG00000073111	3	ENSOANG00000007166	Contig11122
ENSG00000073146	22	ENSOANG00000009622	Contig3015
ENSG00000073150	22	ENSOANG00000011415	Contig58651
ENSG00000073169	22	ENSOANG00000032085	Contig42578
ENSG00000073282	3	ENSOANG00000013795	7
ENSG00000073331	4	ENSOANG00000009300	Ultra445
ENSG00000073350	17	ENSOANG00000005718	Contig4232
ENSG00000073464	X	ENSOANG00000002630	Ultra462
ENSG00000073578	5	ENSOANG00000010157	Ultra474
ENSG00000073584	17	ENSOANG00000010959	Contig15879
ENSG00000073711	3	ENSOANG00000021083	Ultra612
ENSG00000073712	14	ENSOANG00000004387	4
ENSG00000073734	2	ENSOANG00000008504	Ultra514
ENSG00000073737	2	ENSOANG00000008517	Ultra514
ENSG00000073756	1	ENSOANG00000001026	Ultra341
ENSG00000073803	3	ENSOANG00000014531	Contig3859
ENSG00000073849	3	ENSOANG00000001223	Contig11534
ENSG00000073861	17	ENSOANG00000012287	Contig11606
ENSG00000073921	11	ENSOANG00000013205	Ultra186
ENSG00000073969	17	ENSOANG00000011409	Contig10606
ENSG00000074181	19	ENSOANG00000006704	Contig12531
ENSG00000074201	11	ENSOANG00000009523	Contig32339
ENSG00000074211	4	ENSOANG00000031883	Contig32031
ENSG00000074219	19	ENSOANG00000013933	Contig11067
ENSG00000074266	11	ENSOANG00000008884	Ultra29
ENSG00000074276	5	ENSOANG00000003015	Contig14516
ENSG00000074319	11	ENSOANG00000021843	Contig16274
ENSG00000074356	17	ENSOANG00000010109	Ultra42
ENSG00000074410	15	ENSOANG00000011150	Contig362
ENSG00000074416	3	ENSOANG00000021409	Ultra32
ENSG00000074527	12	ENSOANG00000006613	Ultra443
ENSG00000074590	12	ENSOANG00000005541	Ultra443
ENSG00000074603	15	ENSOANG00000008346	4
ENSG00000074621	15	ENSOANG00000001667	Contig2612
ENSG00000074657	18	ENSOANG00000003439	3
ENSG00000074660	17	ENSOANG00000004252	Contig10039
ENSG00000074695	18	ENSOANG00000002756	Contig7537
ENSG00000074696	15	ENSOANG00000022450	Contig40334
ENSG00000074706	6	ENSOANG00000014618	2
ENSG00000074771	6	ENSOANG00000022356	Contig7066
ENSG00000074800	1	ENSOANG00000013484	5
ENSG00000074803	15	ENSOANG00000014864	Contig6264
ENSG00000074842	19	ENSOANG00000007044	Contig18377
ENSG00000074855	19	ENSOANG00000013731	Contig6649
ENSG00000074935	6	ENSOANG00000011589	Ultra330
ENSG00000075035	12	ENSOANG00000000373	Contig1816
ENSG00000075043	20	ENSOANG00000003731	Ultra337
ENSG00000075073	10	ENSOANG00000008889	Contig1129
ENSG00000075089	12	ENSOANG00000028271	Contig41942
ENSG00000075131	15	ENSOANG00000009752	Ultra259
ENSG00000075142	7	ENSOANG00000001714	15
ENSG00000075151	1	ENSOANG00000012444	Ultra79
ENSG00000075188	12	ENSOANG00000005569	Ultra443
ENSG00000075213	7	ENSOANG00000013046	Ultra5
ENSG00000075218	22	ENSOANG00000001890	Ultra201
ENSG00000075223	7	ENSOANG00000003486	Ultra5
ENSG00000075234	22	ENSOANG00000001889	Ultra201
ENSG00000075240	22	ENSOANG00000012982	Ultra68
ENSG00000075275	22	ENSOANG00000001893	Ultra201
ENSG00000075290	10	ENSOANG00000011077	Contig3758
ENSG00000075303	7	ENSOANG00000004418	15
ENSG00000075388	11	ENSOANG00000007413	3
ENSG00000075391	1	ENSOANG00000000953	Ultra341
ENSG00000075399	16	ENSOANG00000004836	11
ENSG00000075413	14	ENSOANG00000000773	1
ENSG00000075415	12	ENSOANG00000005594	Ultra443
ENSG00000075420	3	ENSOANG00000001087	Ultra395
ENSG00000075426	2	ENSOANG00000005680	Ultra202
ENSG00000075461	17	ENSOANG00000008059	Ultra288
ENSG00000075539	4	ENSOANG00000008882	Contig1391
