Human	ChrHuman	Chicken	ChrChicken
ENSG00000056291	4	ENSGALG00000011616	4
ENSG00000056487	22	ENSGALG00000014218	1
ENSG00000056558	9	ENSGALG00000001583	17
ENSG00000056586	9	ENSGALG00000001253	17
ENSG00000056972	6	ENSGALG00000015026	3
ENSG00000056998	X	ENSGALG00000016655	1
ENSG00000057019	3	ENSGALG00000015258	1
ENSG00000057252	1	ENSGALG00000004205	8
ENSG00000057294	12	ENSGALG00000012913	1
ENSG00000057468	1	ENSGALG00000011392	8
ENSG00000057593	13	ENSGALG00000016833	1
ENSG00000057608	10	ENSGALG00000008169	1
ENSG00000057757	1	ENSGALG00000003986	23
ENSG00000057935	2	ENSGALG00000009925	3
ENSG00000058056	3	ENSGALG00000008909	9
ENSG00000058091	7	ENSGALG00000009062	2
ENSG00000058262	3	ENSGALG00000005966	12
ENSG00000058272	12	ENSGALG00000010325	1
ENSG00000058335	15	ENSGALG00000008262	10
ENSG00000058600	16	ENSGALG00000007008	14
ENSG00000058668	1	ENSGALG00000003601	26
ENSG00000058729	5	ENSGALG00000015288	Z
ENSG00000058799	1	ENSGALG00000010740	8
ENSG00000058804	1	ENSGALG00000031606	8
ENSG00000058866	3	ENSGALG00000005721	9
ENSG00000059377	7	ENSGALG00000012791	1
ENSG00000059378	7	ENSGALG00000046187	1
ENSG00000059588	1	ENSGALG00000011000	3
ENSG00000059691	4	ENSGALG00000010097	4
ENSG00000059728	2	ENSGALG00000013882	22
ENSG00000059758	12	ENSGALG00000011456	1
ENSG00000059915	10	ENSGALG00000042551	6
ENSG00000060069	18	ENSGALG00000031461	2
ENSG00000060138	12	ENSGALG00000031890	1
ENSG00000060140	12	ENSGALG00000014759	1
ENSG00000060237	12	ENSGALG00000012992	1
ENSG00000060339	10	ENSGALG00000004108	6
ENSG00000060491	20	ENSGALG00000005609	20
ENSG00000060566	19	ENSGALG00000001252	28
ENSG00000060642	1	ENSGALG00000039883	23
ENSG00000060656	1	ENSGALG00000031440	23
ENSG00000060688	1	ENSGALG00000000615	23
ENSG00000060709	12	ENSGALG00000002579	15
ENSG00000060718	1	ENSGALG00000005180	8
ENSG00000060749	11	ENSGALG00000012030	5
ENSG00000060971	3	ENSGALG00000005860	2
ENSG00000060982	12	ENSGALG00000013177	1
ENSG00000061273	12	ENSGALG00000039710	33
ENSG00000061337	8	ENSGALG00000001727	22
ENSG00000061455	5	ENSGALG00000005351	Z
ENSG00000061492	5	ENSGALG00000037494	13
ENSG00000061676	2	ENSGALG00000002750	7
ENSG00000061794	12	ENSGALG00000036730	1
ENSG00000061918	4	ENSGALG00000009361	4
ENSG00000061936	12	ENSGALG00000002487	15
ENSG00000061938	3	ENSGALG00000027983	9
ENSG00000061987	12	ENSGALG00000009795	1
ENSG00000062194	5	ENSGALG00000014724	Z
ENSG00000062282	11	ENSGALG00000040418	1
ENSG00000062485	12	ENSGALG00000030466	33
ENSG00000062598	20	ENSGALG00000007246	20
ENSG00000062650	10	ENSGALG00000001907	6
ENSG00000062716	17	ENSGALG00000005160	19
ENSG00000062725	17	ENSGALG00000005314	19
ENSG00000063015	17	ENSGALG00000026431	19
ENSG00000063046	12	ENSGALG00000036765	AADN04000737.1
ENSG00000063322	19	ENSGALG00000029330	32
ENSG00000063438	5	ENSGALG00000013402	2
ENSG00000063515	22	ENSGALG00000044245	15
ENSG00000063601	X	ENSGALG00000009085	4
ENSG00000063660	2	ENSGALG00000040316	9
ENSG00000063761	14	ENSGALG00000010504	5
ENSG00000063854	16	ENSGALG00000005398	14
ENSG00000063978	4	ENSGALG00000015668	4
ENSG00000064042	4	ENSGALG00000014258	4
ENSG00000064102	12	ENSGALG00000014083	1
ENSG00000064115	12	ENSGALG00000014085	1
ENSG00000064205	20	ENSGALG00000004154	20
ENSG00000064218	9	ENSGALG00000010161	Z
ENSG00000064225	3	ENSGALG00000015252	1
ENSG00000064270	16	ENSGALG00000035743	11
ENSG00000064300	17	ENSGALG00000035950	27
ENSG00000064309	11	ENSGALG00000035419	24
ENSG00000064313	8	ENSGALG00000043193	2
ENSG00000064393	7	ENSGALG00000012792	1
ENSG00000064419	7	ENSGALG00000039420	1
ENSG00000064490	19	ENSGALG00000037261	28
ENSG00000064545	19	ENSGALG00000025809	28
ENSG00000064547	19	ENSGALG00000042767	AADN04000744.1
ENSG00000064601	20	ENSGALG00000006876	20
ENSG00000064607	19	ENSGALG00000003047	28
ENSG00000064651	5	ENSGALG00000014690	Z
ENSG00000064652	5	ENSGALG00000018874	Z
ENSG00000064666	19	ENSGALG00000027777	28
ENSG00000064687	19	ENSGALG00000002453	28
ENSG00000064692	5	ENSGALG00000005330	Z
ENSG00000064703	1	ENSGALG00000001504	26
ENSG00000064726	15	ENSGALG00000006020	10
ENSG00000064763	12	ENSGALG00000017291	1
ENSG00000064787	20	ENSGALG00000007796	20
ENSG00000064835	3	ENSGALG00000015495	1
ENSG00000064932	19	ENSGALG00000037522	28
ENSG00000064933	2	ENSGALG00000034011	7
ENSG00000064961	19	ENSGALG00000027838	28
ENSG00000064989	2	ENSGALG00000002632	7
ENSG00000064995	6	ENSGALG00000002735	26
ENSG00000064999	6	ENSGALG00000002723	26
ENSG00000065000	19	ENSGALG00000000996	28
ENSG00000065029	6	ENSGALG00000002630	26
ENSG00000065054	16	ENSGALG00000005608	14
ENSG00000065057	16	ENSGALG00000005617	14
ENSG00000065060	6	ENSGALG00000002762	26
ENSG00000065135	1	ENSGALG00000041700	26
ENSG00000065154	10	ENSGALG00000031158	6
ENSG00000065183	1	ENSGALG00000014791	1
ENSG00000065243	1	ENSGALG00000006237	8
ENSG00000065268	19	ENSGALG00000021637	28
ENSG00000065308	6	ENSGALG00000016673	3
ENSG00000065320	17	ENSGALG00000023626	18
ENSG00000065325	17	ENSGALG00000041800	18
ENSG00000065328	10	ENSGALG00000034198	1
ENSG00000065357	12	ENSGALG00000038110	33
ENSG00000065361	12	ENSGALG00000033510	33
ENSG00000065427	16	ENSGALG00000000907	11
ENSG00000065457	16	ENSGALG00000000908	11
ENSG00000065485	3	ENSGALG00000011689	7
ENSG00000065491	6	ENSGALG00000039130	26
ENSG00000065518	3	ENSGALG00000027688	1
ENSG00000065526	1	ENSGALG00000036932	21
ENSG00000065534	3	ENSGALG00000011708	7
ENSG00000065548	2	ENSGALG00000041857	7
ENSG00000065559	17	ENSGALG00000032178	18
ENSG00000065600	1	ENSGALG00000009822	3
ENSG00000065609	6	ENSGALG00000015846	3
ENSG00000065613	10	ENSGALG00000008318	6
ENSG00000065615	6	ENSGALG00000015843	3
ENSG00000065618	10	ENSGALG00000029617	6
ENSG00000065665	10	ENSGALG00000036300	1
ENSG00000065675	10	ENSGALG00000034970	1
ENSG00000065802	2	ENSGALG00000004272	7
ENSG00000065809	10	ENSGALG00000033226	1
ENSG00000065833	6	ENSGALG00000015849	3
ENSG00000065882	4	ENSGALG00000039380	4
ENSG00000065883	7	ENSGALG00000043243	2
ENSG00000065911	2	ENSGALG00000034344	22
ENSG00000065923	X	ENSGALG00000016734	1
ENSG00000065970	12	ENSGALG00000014329	1
ENSG00000065978	1	ENSGALG00000004848	21
ENSG00000066027	1	ENSGALG00000009828	3
ENSG00000066044	19	ENSGALG00000000726	28
ENSG00000066056	1	ENSGALG00000009957	8
ENSG00000066084	12	ENSGALG00000034965	33
ENSG00000066117	12	ENSGALG00000029247	33
ENSG00000066136	1	ENSGALG00000003189	23
ENSG00000066185	1	ENSGALG00000033138	21
ENSG00000066230	5	ENSGALG00000039738	2
ENSG00000066248	2	ENSGALG00000036327	9
ENSG00000066279	1	ENSGALG00000032398	8
ENSG00000066322	1	ENSGALG00000009988	8
ENSG00000066336	11	ENSGALG00000008127	5
ENSG00000066382	11	ENSGALG00000012136	5
ENSG00000066405	3	ENSGALG00000006593	9
ENSG00000066422	3	ENSGALG00000015334	1
ENSG00000066455	14	ENSGALG00000010813	5
ENSG00000066468	10	ENSGALG00000009495	6
ENSG00000066557	1	ENSGALG00000011301	8
ENSG00000066583	5	ENSGALG00000000161	Z
ENSG00000066651	6	ENSGALG00000014831	3
ENSG00000066697	9	ENSGALG00000013403	2
ENSG00000066735	14	ENSGALG00000011581	5
ENSG00000066739	14	ENSGALG00000042088	5
ENSG00000066777	8	ENSGALG00000034610	2
ENSG00000066827	8	ENSGALG00000037698	2
ENSG00000066855	8	ENSGALG00000038385	2
ENSG00000066926	18	ENSGALG00000038461	Z
ENSG00000066933	15	ENSGALG00000033618	10
ENSG00000067057	10	ENSGALG00000006939	2
ENSG00000067082	10	ENSGALG00000033178	2
ENSG00000067113	5	ENSGALG00000014711	Z
ENSG00000067141	15	ENSGALG00000001774	10
ENSG00000067177	X	ENSGALG00000004801	4
ENSG00000067182	12	ENSGALG00000039461	1
ENSG00000067221	15	ENSGALG00000001470	10
ENSG00000067225	15	ENSGALG00000001992	10
ENSG00000067248	5	ENSGALG00000014700	Z
ENSG00000067334	1	ENSGALG00000005782	8
ENSG00000067365	16	ENSGALG00000033603	14
ENSG00000067369	15	ENSGALG00000042201	10
ENSG00000067533	1	ENSGALG00000009615	3
ENSG00000067560	3	ENSGALG00000003806	12
ENSG00000067596	17	ENSGALG00000032305	27
ENSG00000067606	1	ENSGALG00000001270	21
ENSG00000067704	1	ENSGALG00000009566	3
ENSG00000067715	12	ENSGALG00000041094	1
ENSG00000067798	12	ENSGALG00000010311	1
ENSG00000067829	X	ENSGALG00000029663	AADN04002404.1
ENSG00000067836	16	ENSGALG00000001841	14
ENSG00000067900	18	ENSGALG00000014922	2
ENSG00000067955	16	ENSGALG00000003169	11
ENSG00000067992	X	ENSGALG00000016323	1
ENSG00000068001	3	ENSGALG00000002138	12
ENSG00000068024	2	ENSGALG00000004288	7
ENSG00000068028	3	ENSGALG00000038951	12
ENSG00000068078	4	ENSGALG00000015708	4
ENSG00000068079	17	ENSGALG00000002832	27
ENSG00000068097	17	ENSGALG00000005516	19
ENSG00000068120	17	ENSGALG00000028866	27
ENSG00000068137	17	ENSGALG00000037269	27
ENSG00000068305	15	ENSGALG00000032366	10
ENSG00000068308	X	ENSGALG00000029850	AADN04012088.1
ENSG00000068354	X	ENSGALG00000037601	AADN04001032.1
ENSG00000068366	X	ENSGALG00000008088	4
ENSG00000068383	10	ENSGALG00000010493	6
ENSG00000068394	X	ENSGALG00000033573	AADN04009525.1
ENSG00000068615	2	ENSGALG00000015786	4
ENSG00000068650	13	ENSGALG00000041644	1
ENSG00000068654	2	ENSGALG00000038160	4
ENSG00000068724	2	ENSGALG00000010020	3
ENSG00000068745	3	ENSGALG00000005701	12
ENSG00000068784	2	ENSGALG00000009990	3
ENSG00000068796	5	ENSGALG00000014737	Z
ENSG00000068878	2	ENSGALG00000008163	3
ENSG00000068903	19	ENSGALG00000029761	32
ENSG00000068912	2	ENSGALG00000008172	3
ENSG00000069011	5	ENSGALG00000030237	13
ENSG00000069018	5	ENSGALG00000006297	13
ENSG00000069020	5	ENSGALG00000014784	Z
ENSG00000069122	6	ENSGALG00000039320	3
ENSG00000069188	17	ENSGALG00000031895	18
ENSG00000069248	1	ENSGALG00000011091	3
ENSG00000069275	1	ENSGALG00000000708	26
ENSG00000069329	16	ENSGALG00000004375	11
ENSG00000069345	16	ENSGALG00000004115	11
ENSG00000069424	1	ENSGALG00000037241	21
ENSG00000069431	12	ENSGALG00000013244	1
ENSG00000069482	11	ENSGALG00000007047	5
ENSG00000069509	X	ENSGALG00000028187	1
ENSG00000069535	X	ENSGALG00000032836	1
ENSG00000069667	15	ENSGALG00000003759	10
ENSG00000069696	11	ENSGALG00000040761	5
ENSG00000069702	1	ENSGALG00000006038	8
ENSG00000069712	1	ENSGALG00000005977	8
ENSG00000069849	3	ENSGALG00000002764	9
ENSG00000069869	15	ENSGALG00000004347	10
ENSG00000069943	15	ENSGALG00000037734	10
ENSG00000069956	15	ENSGALG00000031448	10
ENSG00000069966	15	ENSGALG00000039307	10
ENSG00000069974	15	ENSGALG00000004435	10
ENSG00000069998	22	ENSGALG00000013026	1
ENSG00000070010	22	ENSGALG00000001593	15
ENSG00000070018	12	ENSGALG00000031503	1
ENSG00000070019	12	ENSGALG00000011838	1
ENSG00000070047	11	ENSGALG00000006873	5
ENSG00000070061	9	ENSGALG00000001947	Z
ENSG00000070081	11	ENSGALG00000006147	5
ENSG00000070087	3	ENSGALG00000010410	9
ENSG00000070159	9	ENSGALG00000022909	2
ENSG00000070182	14	ENSGALG00000036805	5
ENSG00000070190	4	ENSGALG00000043681	4
ENSG00000070193	5	ENSGALG00000014872	Z
ENSG00000070214	9	ENSGALG00000015439	Z
ENSG00000070269	14	ENSGALG00000012118	5
ENSG00000070366	17	ENSGALG00000003108	19
ENSG00000070367	14	ENSGALG00000012105	5
ENSG00000070371	22	ENSGALG00000041760	15
ENSG00000070388	19	ENSGALG00000041822	28
ENSG00000070404	19	ENSGALG00000042356	28
ENSG00000070413	22	ENSGALG00000005891	15
ENSG00000070423	19	ENSGALG00000042948	28
ENSG00000070444	17	ENSGALG00000005830	19
ENSG00000070495	17	ENSGALG00000001802	18
ENSG00000070501	8	ENSGALG00000040828	AADN04001368.1
ENSG00000070526	17	ENSGALG00000001862	18
ENSG00000070540	17	ENSGALG00000004215	18
ENSG00000070601	9	ENSGALG00000023036	Z
ENSG00000070610	9	ENSGALG00000002412	Z
ENSG00000070614	5	ENSGALG00000004581	13
ENSG00000070669	7	ENSGALG00000009748	2
ENSG00000070718	8	ENSGALG00000038155	22
ENSG00000070729	16	ENSGALG00000042647	11
ENSG00000070731	17	ENSGALG00000001883	18
ENSG00000070748	10	ENSGALG00000002289	6
ENSG00000070759	1	ENSGALG00000010230	8
ENSG00000070761	16	ENSGALG00000032634	11
ENSG00000070770	16	ENSGALG00000031718	11
ENSG00000070778	14	ENSGALG00000010616	5
ENSG00000070785	1	ENSGALG00000010140	8
ENSG00000070808	5	ENSGALG00000005621	13
ENSG00000070831	1	ENSGALG00000004796	21
ENSG00000070882	7	ENSGALG00000011007	2
ENSG00000070886	1	ENSGALG00000021567	21
ENSG00000070915	16	ENSGALG00000002957	11
ENSG00000070950	3	ENSGALG00000008368	12
ENSG00000070961	12	ENSGALG00000030550	1
ENSG00000070985	11	ENSGALG00000006521	5
ENSG00000071051	2	ENSGALG00000016799	1
ENSG00000071054	2	ENSGALG00000016781	1
ENSG00000071073	2	ENSGALG00000030780	1
ENSG00000071082	2	ENSGALG00000016775	1
ENSG00000071127	4	ENSGALG00000014957	4
ENSG00000071189	7	ENSGALG00000010840	2
ENSG00000071205	4	ENSGALG00000010031	4
ENSG00000071242	6	ENSGALG00000011473	3
ENSG00000071243	7	ENSGALG00000009023	1
ENSG00000071246	14	ENSGALG00000043036	5
ENSG00000071282	3	ENSGALG00000008349	12
ENSG00000071462	7	ENSGALG00000037510	19
ENSG00000071537	14	ENSGALG00000010581	5
ENSG00000071539	5	ENSGALG00000033834	2
ENSG00000071553	X	ENSGALG00000008836	1
ENSG00000071564	19	ENSGALG00000001093	28
ENSG00000071575	2	ENSGALG00000016457	3
ENSG00000071626	19	ENSGALG00000015200	28
ENSG00000071655	19	ENSGALG00000001101	28
ENSG00000071677	2	ENSGALG00000040716	7
ENSG00000071909	2	ENSGALG00000009602	7
ENSG00000071967	2	ENSGALG00000030703	7
ENSG00000071991	18	ENSGALG00000013775	2
ENSG00000071994	6	ENSGALG00000011169	3
ENSG00000072041	12	ENSGALG00000010992	1
ENSG00000072080	2	ENSGALG00000004129	7
ENSG00000072110	14	ENSGALG00000042458	5
ENSG00000072121	14	ENSGALG00000028762	5
ENSG00000072133	X	ENSGALG00000007097	4
ENSG00000072134	17	ENSGALG00000035919	14
ENSG00000072163	2	ENSGALG00000001995	9
ENSG00000072182	2	ENSGALG00000011250	7
ENSG00000072201	4	ENSGALG00000013940	4
ENSG00000072274	3	ENSGALG00000007485	9
ENSG00000072310	17	ENSGALG00000027188	14
ENSG00000072315	X	ENSGALG00000007972	4
ENSG00000072364	5	ENSGALG00000030147	13
ENSG00000072401	10	ENSGALG00000021213	6
ENSG00000072415	14	ENSGALG00000009581	5
ENSG00000072422	10	ENSGALG00000003073	6
ENSG00000072501	X	ENSGALG00000041777	AADN04011972.1
ENSG00000072571	5	ENSGALG00000042009	13
ENSG00000072609	12	ENSGALG00000002180	15
ENSG00000072657	12	ENSGALG00000010200	1
ENSG00000072682	5	ENSGALG00000006677	13
ENSG00000072736	16	ENSGALG00000003396	11
ENSG00000072756	3	ENSGALG00000017368	12
ENSG00000072786	5	ENSGALG00000002816	13
ENSG00000072803	5	ENSGALG00000002229	13
ENSG00000072818	17	ENSGALG00000040351	AADN04000710.1
ENSG00000072832	4	ENSGALG00000041203	4
ENSG00000072840	4	ENSGALG00000015037	4
ENSG00000072849	17	ENSGALG00000041844	19
ENSG00000072858	3	ENSGALG00000014812	1
ENSG00000072864	16	ENSGALG00000032590	14
ENSG00000072952	11	ENSGALG00000005632	5
ENSG00000072954	19	ENSGALG00000003778	28
ENSG00000072958	19	ENSGALG00000003959	28
ENSG00000073060	12	ENSGALG00000046226	15
ENSG00000073111	3	ENSGALG00000006037	12
ENSG00000073146	22	ENSGALG00000033664	1
ENSG00000073150	22	ENSGALG00000000003	1
ENSG00000073169	22	ENSGALG00000038467	1
ENSG00000073282	3	ENSGALG00000007324	9
ENSG00000073331	4	ENSGALG00000012074	4
ENSG00000073350	17	ENSGALG00000008057	18
ENSG00000073417	15	ENSGALG00000005992	10
ENSG00000073464	X	ENSGALG00000016607	1
ENSG00000073578	5	ENSGALG00000013167	2
ENSG00000073584	17	ENSGALG00000003882	27
ENSG00000073614	12	ENSGALG00000012986	1
ENSG00000073670	17	ENSGALG00000035673	27
ENSG00000073711	3	ENSGALG00000034512	9
ENSG00000073712	14	ENSGALG00000012425	5
ENSG00000073734	2	ENSGALG00000010891	7
ENSG00000073737	2	ENSGALG00000010873	7
ENSG00000073756	1	ENSGALG00000033635	8
ENSG00000073792	3	ENSGALG00000033195	9
ENSG00000073803	3	ENSGALG00000006655	9
ENSG00000073849	3	ENSGALG00000005550	9
ENSG00000073910	13	ENSGALG00000017075	1
ENSG00000073921	11	ENSGALG00000039037	1
ENSG00000074047	2	ENSGALG00000011630	7
ENSG00000074054	2	ENSGALG00000011645	7
ENSG00000074201	11	ENSGALG00000008574	1
ENSG00000074211	4	ENSGALG00000015531	4
ENSG00000074266	11	ENSGALG00000014060	1
ENSG00000074276	5	ENSGALG00000003285	13
ENSG00000074317	5	ENSGALG00000021542	13
ENSG00000074319	11	ENSGALG00000006312	5
ENSG00000074356	17	ENSGALG00000002653	19
ENSG00000074410	15	ENSGALG00000003456	10
ENSG00000074416	3	ENSGALG00000032736	12
ENSG00000074527	12	ENSGALG00000011406	1
ENSG00000074582	2	ENSGALG00000011386	7
ENSG00000074590	12	ENSGALG00000012662	1
ENSG00000074603	15	ENSGALG00000007437	10
ENSG00000074621	15	ENSGALG00000007495	10
ENSG00000074695	18	ENSGALG00000034821	Z
ENSG00000074696	15	ENSGALG00000007481	10
ENSG00000074706	6	ENSGALG00000013625	3
ENSG00000074755	17	ENSGALG00000001546	19
ENSG00000074771	6	ENSGALG00000013659	3
ENSG00000074800	1	ENSGALG00000002377	21
ENSG00000074803	15	ENSGALG00000004945	10
ENSG00000074842	19	ENSGALG00000004263	28
ENSG00000074964	1	ENSGALG00000043128	21
ENSG00000074966	4	ENSGALG00000014127	4
ENSG00000075035	12	ENSGALG00000004849	15
ENSG00000075043	20	ENSGALG00000005822	20
ENSG00000075073	10	ENSGALG00000004248	6
ENSG00000075089	12	ENSGALG00000040976	1
ENSG00000075131	15	ENSGALG00000007649	10
ENSG00000075142	7	ENSGALG00000008985	2
ENSG00000075151	1	ENSGALG00000010084	21
ENSG00000075188	12	ENSGALG00000012759	1
ENSG00000075213	7	ENSGALG00000006560	1
ENSG00000075218	22	ENSGALG00000004897	1
ENSG00000075223	7	ENSGALG00000040444	1
ENSG00000075234	22	ENSGALG00000014551	1
ENSG00000075239	11	ENSGALG00000017163	1
ENSG00000075275	22	ENSGALG00000043355	1
ENSG00000075290	10	ENSGALG00000005733	6
ENSG00000075303	7	ENSGALG00000019662	2
ENSG00000075336	18	ENSGALG00000013709	2
ENSG00000075340	2	ENSGALG00000026948	22
ENSG00000075388	11	ENSGALG00000007562	5
ENSG00000075391	1	ENSGALG00000004323	8
ENSG00000075399	16	ENSGALG00000023468	11
ENSG00000075413	14	ENSGALG00000011505	5
ENSG00000075415	12	ENSGALG00000011514	1
ENSG00000075420	3	ENSGALG00000009222	9
ENSG00000075426	2	ENSGALG00000010036	3
ENSG00000075429	17	ENSGALG00000003911	18
ENSG00000075461	17	ENSGALG00000026091	18
ENSG00000075539	4	ENSGALG00000014103	4
ENSG00000075568	2	ENSGALG00000037353	1
ENSG00000075618	7	ENSGALG00000021128	14
ENSG00000075624	7	ENSGALG00000009621	14
ENSG00000075643	18	ENSGALG00000013149	2
ENSG00000075651	3	ENSGALG00000040998	AADN04014055.1
ENSG00000075711	3	ENSGALG00000006908	9
ENSG00000075785	3	ENSGALG00000005902	12
ENSG00000075790	7	ENSGALG00000008009	1
ENSG00000075826	10	ENSGALG00000005722	6
ENSG00000075856	12	ENSGALG00000039472	15
ENSG00000075884	2	ENSGALG00000012421	7
ENSG00000075891	10	ENSGALG00000005689	6
ENSG00000075914	3	ENSGALG00000030084	2
ENSG00000075945	1	ENSGALG00000021047	8
ENSG00000075975	3	ENSGALG00000004991	12
ENSG00000076003	2	ENSGALG00000012348	7
ENSG00000076043	11	ENSGALG00000035980	24
ENSG00000076067	12	ENSGALG00000038757	33
ENSG00000076108	12	ENSGALG00000029588	33
ENSG00000076201	3	ENSGALG00000038522	2
ENSG00000076242	3	ENSGALG00000039169	2
ENSG00000076258	1	ENSGALG00000040292	8
ENSG00000076321	1	ENSGALG00000036931	8
ENSG00000076344	16	ENSGALG00000040648	14
ENSG00000076351	17	ENSGALG00000003604	19
ENSG00000076356	1	ENSGALG00000001264	26
ENSG00000076513	12	ENSGALG00000043357	15
ENSG00000076554	8	ENSGALG00000040167	2
ENSG00000076555	12	ENSGALG00000005043	15
ENSG00000076604	17	ENSGALG00000003987	19
ENSG00000076641	8	ENSGALG00000034188	2
ENSG00000076650	19	ENSGALG00000004839	11
ENSG00000076685	10	ENSGALG00000008179	6
ENSG00000076706	11	ENSGALG00000030027	24
ENSG00000076716	X	ENSGALG00000006080	4
ENSG00000076770	X	ENSGALG00000032045	4
ENSG00000076864	1	ENSGALG00000014701	1
ENSG00000077009	19	ENSGALG00000025751	28
ENSG00000077044	2	ENSGALG00000001730	9
ENSG00000077063	7	ENSGALG00000009134	1
ENSG00000077080	7	ENSGALG00000030087	AADN04015311.1
ENSG00000077092	3	ENSGALG00000011298	2
ENSG00000077097	3	ENSGALG00000011300	2
ENSG00000077147	10	ENSGALG00000005534	6
ENSG00000077150	10	ENSGALG00000005653	6
ENSG00000077152	1	ENSGALG00000000102	26
ENSG00000077232	2	ENSGALG00000008862	7
ENSG00000077235	16	ENSGALG00000007387	14
ENSG00000077238	16	ENSGALG00000035447	14
ENSG00000077254	1	ENSGALG00000008974	8
ENSG00000077264	X	ENSGALG00000008058	4
ENSG00000077274	X	ENSGALG00000008006	4
ENSG00000077279	X	ENSGALG00000007993	4
ENSG00000077327	10	ENSGALG00000007892	2
ENSG00000077348	19	ENSGALG00000038101	AADN04014327.1
ENSG00000077380	2	ENSGALG00000009551	7
ENSG00000077420	10	ENSGALG00000007579	2
ENSG00000077458	11	ENSGALG00000017202	1
ENSG00000077463	19	ENSGALG00000001245	28
ENSG00000077498	11	ENSGALG00000017237	1
ENSG00000077514	11	ENSGALG00000017307	1
ENSG00000077522	1	ENSGALG00000014463	3
ENSG00000077549	1	ENSGALG00000004034	21
ENSG00000077585	1	ENSGALG00000010843	3
ENSG00000077684	4	ENSGALG00000010214	4
ENSG00000077713	X	ENSGALG00000008682	4
ENSG00000077721	X	ENSGALG00000008648	4
ENSG00000077782	8	ENSGALG00000039786	22
ENSG00000077800	7	ENSGALG00000029211	19
ENSG00000077935	22	ENSGALG00000014228	1
ENSG00000077942	22	ENSGALG00000014233	1
ENSG00000077943	10	ENSGALG00000008747	2
ENSG00000077984	20	ENSGALG00000008660	3
ENSG00000078018	2	ENSGALG00000002789	7
ENSG00000078043	18	ENSGALG00000039434	Z
ENSG00000078053	7	ENSGALG00000032958	2
ENSG00000078070	3	ENSGALG00000008785	9
ENSG00000078081	3	ENSGALG00000008759	9
ENSG00000078098	2	ENSGALG00000011099	7
ENSG00000078114	10	ENSGALG00000031565	2
ENSG00000078124	11	ENSGALG00000000755	1
ENSG00000078140	4	ENSGALG00000014290	4
ENSG00000078142	18	ENSGALG00000035773	Z
ENSG00000078237	12	ENSGALG00000026776	1
ENSG00000078246	12	ENSGALG00000013424	1
ENSG00000078269	6	ENSGALG00000013727	3
ENSG00000078295	5	ENSGALG00000013060	2
ENSG00000078304	14	ENSGALG00000029996	5
ENSG00000078328	16	ENSGALG00000034325	14
ENSG00000078369	1	ENSGALG00000001334	21
ENSG00000078401	6	ENSGALG00000012735	2
ENSG00000078403	10	ENSGALG00000007928	2
ENSG00000078549	7	ENSGALG00000005223	2
ENSG00000078579	8	ENSGALG00000013663	4
ENSG00000078596	X	ENSGALG00000004107	4
ENSG00000078618	1	ENSGALG00000010565	8
ENSG00000078674	8	ENSGALG00000013602	4
ENSG00000078687	17	ENSGALG00000001725	18
ENSG00000078725	9	ENSGALG00000006997	17
ENSG00000078795	5	ENSGALG00000006120	13
ENSG00000078808	1	ENSGALG00000001872	21
ENSG00000078814	20	ENSGALG00000030985	20
ENSG00000078898	20	ENSGALG00000006666	20
ENSG00000078900	1	ENSGALG00000001006	21
ENSG00000078902	11	ENSGALG00000006697	5
ENSG00000079101	18	ENSGALG00000014904	2
ENSG00000079102	8	ENSGALG00000033091	2
ENSG00000079112	8	ENSGALG00000035094	2
ENSG00000079134	18	ENSGALG00000014915	2
ENSG00000079150	2	ENSGALG00000009149	7
ENSG00000079156	2	ENSGALG00000009172	7
ENSG00000079215	5	ENSGALG00000003582	Z
ENSG00000079246	2	ENSGALG00000011492	7
ENSG00000079257	3	ENSGALG00000009651	9
