Human	Opossum	ChrOpossum	ChrHuman
ENSG00000222552	ENSMODG00000027060	2	1
ENSG00000222552	ENSMODG00000026103	6	1
ENSG00000044115	ENSMODG00000012050	1	5
ENSG00000044115	ENSMODG00000000434	4	5
ENSG00000201398	ENSMODG00000022148	3	3
ENSG00000201398	ENSMODG00000026548	6	3
ENSG00000201398	ENSMODG00000026823	7	3
ENSG00000108798	ENSMODG00000012233	2	17
ENSG00000275930	ENSMODG00000026552	5	7
ENSG00000169116	ENSMODG00000019195	5	4
ENSG00000200220	ENSMODG00000022157	2	1
ENSG00000186891	ENSMODG00000028425	4	1
ENSG00000142669	ENSMODG00000014189	4	1
ENSG00000149256	ENSMODG00000004667	4	11
ENSG00000184160	ENSMODG00000003290	5	4
ENSG00000198301	ENSMODG00000019219	5	4
ENSG00000223212	ENSMODG00000026657	2	7
ENSG00000207147	ENSMODG00000026637	2	21
ENSG00000201733	ENSMODG00000021750	1	11
ENSG00000201733	ENSMODG00000026031	1	11
ENSG00000252139	ENSMODG00000027195	3	18
ENSG00000099977	ENSMODG00000014934	Un	22
ENSG00000196369	ENSMODG00000001993	2	1
ENSG00000116285	ENSMODG00000009586	4	1
ENSG00000251880	ENSMODG00000027214	5	5
ENSG00000207309	ENSMODG00000026817	3	6
ENSG00000238750	ENSMODG00000027005	Un	7
ENSG00000199360	ENSMODG00000026553	1	6
ENSG00000199360	ENSMODG00000022101	2	6
ENSG00000199360	ENSMODG00000021598	4	6
ENSG00000199360	ENSMODG00000027208	1	6
ENSG00000136935	ENSMODG00000019758	1	9
ENSG00000184459	ENSMODG00000001355	8	22
ENSG00000163935	ENSMODG00000010779	6	3
ENSG00000151176	ENSMODG00000003490	3	12
ENSG00000117971	ENSMODG00000011891	1	15
ENSG00000200191	ENSMODG00000022148	3	8
ENSG00000200191	ENSMODG00000026548	6	8
ENSG00000200191	ENSMODG00000026823	7	8
ENSG00000196588	ENSMODG00000012937	8	22
ENSG00000200084	ENSMODG00000021712	1	16
ENSG00000162222	ENSMODG00000007947	5	11
ENSG00000147168	ENSMODG00000005088	X	X
ENSG00000104413	ENSMODG00000007268	3	8
ENSG00000222467	ENSMODG00000021752	8	2
ENSG00000252020	ENSMODG00000026731	3	22
ENSG00000222561	ENSMODG00000026834	4	11
ENSG00000239182	ENSMODG00000026555	2	X
ENSG00000207206	ENSMODG00000021596	1	9
ENSG00000207206	ENSMODG00000026787	4	9
ENSG00000207206	ENSMODG00000026930	X	9
ENSG00000207206	ENSMODG00000026880	5	9
ENSG00000207206	ENSMODG00000025991	8	9
ENSG00000207206	ENSMODG00000026966	3	9
ENSG00000207206	ENSMODG00000021926	3	9
ENSG00000207206	ENSMODG00000022308	3	9
ENSG00000115289	ENSMODG00000004920	5	2
ENSG00000252273	ENSMODG00000025977	1	21
ENSG00000254172	ENSMODG00000026991	2	8
ENSG00000253739	ENSMODG00000022219	3	8
ENSG00000253739	ENSMODG00000021869	4	8
ENSG00000253739	ENSMODG00000022051	4	8
ENSG00000253739	ENSMODG00000026999	6	8
ENSG00000253739	ENSMODG00000027114	5	8
ENSG00000253739	ENSMODG00000021811	X	8
ENSG00000253739	ENSMODG00000022483	3	8
ENSG00000253739	ENSMODG00000026958	7	8
ENSG00000207280	ENSMODG00000021779	2	2
ENSG00000185418	ENSMODG00000011941	1	15
ENSG00000170876	ENSMODG00000007313	6	3
ENSG00000206885	ENSMODG00000026051	2	2
ENSG00000251287	ENSMODG00000005925	6	3
ENSG00000251788	ENSMODG00000023023	2	12
ENSG00000212541	ENSMODG00000026990	1	1
ENSG00000171345	ENSMODG00000014620	2	17
ENSG00000212226	ENSMODG00000026990	1	4
ENSG00000222240	ENSMODG00000026709	7	1
ENSG00000212358	ENSMODG00000021744	4	12
ENSG00000251978	ENSMODG00000026855	2	7
ENSG00000252237	ENSMODG00000026700	4	12
ENSG00000252237	ENSMODG00000022223	4	12
ENSG00000252237	ENSMODG00000027049	2	12
ENSG00000252237	ENSMODG00000026638	2	12
ENSG00000026025	ENSMODG00000009818	8	10
ENSG00000206907	ENSMODG00000022181	7	9
ENSG00000212420	ENSMODG00000021748	1	15
ENSG00000092200	ENSMODG00000006568	1	14
ENSG00000206592	ENSMODG00000026544	5	5
ENSG00000206592	ENSMODG00000026487	4	5
ENSG00000207508	ENSMODG00000022978	8	1
ENSG00000207508	ENSMODG00000022225	4	1
ENSG00000173905	ENSMODG00000016212	7	3
ENSG00000200536	ENSMODG00000021749	4	1
ENSG00000100079	ENSMODG00000000538	8	22
ENSG00000235194	ENSMODG00000004543	1	14
ENSG00000212421	ENSMODG00000026322	5	9
ENSG00000187713	ENSMODG00000017194	1	9
ENSG00000181467	ENSMODG00000024599	7	3
ENSG00000212594	ENSMODG00000022148	3	12
ENSG00000212594	ENSMODG00000026548	6	12
ENSG00000212594	ENSMODG00000026823	7	12
ENSG00000202285	ENSMODG00000025984	8	6
ENSG00000202285	ENSMODG00000027176	2	6
ENSG00000162777	ENSMODG00000001493	2	1
ENSG00000101187	ENSMODG00000016783	1	20
ENSG00000125686	ENSMODG00000012756	2	17
ENSG00000184588	ENSMODG00000001072	2	1
ENSG00000223290	ENSMODG00000026595	6	2
ENSG00000223290	ENSMODG00000026841	4	2
ENSG00000124688	ENSMODG00000018956	2	6
ENSG00000206641	ENSMODG00000022325	1	15
ENSG00000207162	ENSMODG00000022342	1	15
ENSG00000222890	ENSMODG00000026460	7	12
ENSG00000200560	ENSMODG00000022217	4	17
ENSG00000200560	ENSMODG00000021935	1	17
ENSG00000132128	ENSMODG00000002018	2	1
ENSG00000199364	ENSMODG00000025980	1	10
ENSG00000207304	ENSMODG00000021859	4	11
ENSG00000212309	ENSMODG00000026116	7	2
ENSG00000023171	ENSMODG00000012947	4	11
ENSG00000228325	ENSMODG00000013048	1	2
ENSG00000228325	ENSMODG00000011573	1	2
ENSG00000228325	ENSMODG00000013046	1	2
ENSG00000228325	ENSMODG00000013050	1	2
ENSG00000207100	ENSMODG00000021859	4	X
ENSG00000197364	ENSMODG00000017402	2	1
ENSG00000206886	ENSMODG00000026489	X	6
ENSG00000010256	ENSMODG00000013475	6	3
ENSG00000252821	ENSMODG00000026940	7	7
ENSG00000207318	ENSMODG00000022074	3	7
ENSG00000167962	ENSMODG00000016063	6	16
ENSG00000201560	ENSMODG00000025983	2	7
ENSG00000201560	ENSMODG00000027225	6	7
ENSG00000201560	ENSMODG00000027003	1	7
ENSG00000201560	ENSMODG00000021978	3	7
ENSG00000085265	ENSMODG00000013212	1	9
ENSG00000130270	ENSMODG00000004209	3	19
ENSG00000252481	ENSMODG00000026923	1	14
ENSG00000200985	ENSMODG00000022142	3	22
ENSG00000186376	ENSMODG00000027730	6	X
ENSG00000212567	ENSMODG00000026043	Un	5
ENSG00000238880	ENSMODG00000027005	Un	11
ENSG00000161395	ENSMODG00000012824	2	17
ENSG00000202089	ENSMODG00000021782	7	11
ENSG00000252130	ENSMODG00000026956	8	2
ENSG00000252130	ENSMODG00000026758	4	2
ENSG00000139354	ENSMODG00000004973	8	12
ENSG00000104043	ENSMODG00000002365	1	15
ENSG00000174695	ENSMODG00000025012	2	5
ENSG00000174695	ENSMODG00000025616	3	5
ENSG00000252129	ENSMODG00000026600	1	17
ENSG00000252129	ENSMODG00000027183	4	17
ENSG00000134815	ENSMODG00000008850	4	19
ENSG00000252414	ENSMODG00000027094	7	2
ENSG00000252414	ENSMODG00000021967	4	2
ENSG00000252414	ENSMODG00000025963	7	2
ENSG00000252414	ENSMODG00000026068	4	2
ENSG00000252414	ENSMODG00000026608	4	2
ENSG00000252414	ENSMODG00000026907	1	2
ENSG00000273554	ENSMODG00000008271	X	KI270728.1
ENSG00000255974	ENSMODG00000008215	4	19
ENSG00000206866	ENSMODG00000022213	3	2
ENSG00000258941	ENSMODG00000011892	1	14
ENSG00000273591	ENSMODG00000026738	3	1
ENSG00000252611	ENSMODG00000026495	3	10
ENSG00000202249	ENSMODG00000026991	2	12
ENSG00000259316	ENSMODG00000027710	1	15
ENSG00000167914	ENSMODG00000012979	2	17
ENSG00000108510	ENSMODG00000014293	2	17
ENSG00000206620	ENSMODG00000021796	2	1
ENSG00000251980	ENSMODG00000026495	3	2
ENSG00000107518	ENSMODG00000009640	1	10
ENSG00000252712	ENSMODG00000027277	1	15
ENSG00000202444	ENSMODG00000023024	2	1
ENSG00000202444	ENSMODG00000021851	2	1
ENSG00000202444	ENSMODG00000021984	2	1
ENSG00000202444	ENSMODG00000021979	2	1
ENSG00000202444	ENSMODG00000021847	2	1
ENSG00000202444	ENSMODG00000021620	2	1
ENSG00000212576	ENSMODG00000026579	3	19
ENSG00000171246	ENSMODG00000002396	2	17
ENSG00000252186	ENSMODG00000026978	8	12
ENSG00000066379	ENSMODG00000016023	2	6
ENSG00000263513	ENSMODG00000001970	2	1
ENSG00000109684	ENSMODG00000025533	5	4
ENSG00000202160	ENSMODG00000026991	2	2
ENSG00000206733	ENSMODG00000021976	6	X
ENSG00000206733	ENSMODG00000021833	4	X
ENSG00000207452	ENSMODG00000025974	7	5
ENSG00000212298	ENSMODG00000027228	1	12
ENSG00000252877	ENSMODG00000026934	1	10
ENSG00000251839	ENSMODG00000027005	Un	10
ENSG00000202252	ENSMODG00000022038	4	11
ENSG00000119614	ENSMODG00000006374	1	14
ENSG00000222207	ENSMODG00000027251	6	16
ENSG00000222207	ENSMODG00000026622	5	16
ENSG00000222207	ENSMODG00000027009	8	16
ENSG00000212446	ENSMODG00000021628	5	17
ENSG00000199436	ENSMODG00000026136	1	14
ENSG00000043039	ENSMODG00000004873	4	11
ENSG00000161798	ENSMODG00000000241	Un	12
ENSG00000200247	ENSMODG00000022213	3	12
ENSG00000212520	ENSMODG00000026956	8	10
ENSG00000212520	ENSMODG00000026758	4	10
ENSG00000199977	ENSMODG00000021629	4	18
ENSG00000199977	ENSMODG00000021917	4	18
ENSG00000199977	ENSMODG00000022160	4	18
ENSG00000115421	ENSMODG00000002160	1	2
ENSG00000199857	ENSMODG00000022341	2	4
ENSG00000160202	ENSMODG00000021030	4	21
ENSG00000259030	ENSMODG00000000344	2	1
ENSG00000251866	ENSMODG00000026788	2	1
ENSG00000198848	ENSMODG00000013324	1	16
ENSG00000198848	ENSMODG00000025750	1	16
ENSG00000201076	ENSMODG00000026530	1	2
ENSG00000148356	ENSMODG00000004589	1	9
ENSG00000238840	ENSMODG00000022148	3	10
ENSG00000238840	ENSMODG00000026548	6	10
ENSG00000238840	ENSMODG00000026823	7	10
ENSG00000100109	ENSMODG00000025040	3	22
ENSG00000100109	ENSMODG00000010710	3	22
ENSG00000198680	ENSMODG00000004001	6	9
ENSG00000049246	ENSMODG00000005802	4	1
ENSG00000037474	ENSMODG00000002039	3	5
ENSG00000274266	ENSMODG00000021629	4	1
ENSG00000274266	ENSMODG00000021917	4	1
ENSG00000274266	ENSMODG00000022160	4	1
ENSG00000200792	ENSMODG00000026055	X	21
ENSG00000105854	ENSMODG00000016522	Un	7
ENSG00000207145	ENSMODG00000026544	5	11
ENSG00000207145	ENSMODG00000026487	4	11
ENSG00000206913	ENSMODG00000026107	6	11
ENSG00000130985	ENSMODG00000010677	X	X
ENSG00000212232	ENSMODG00000026017	1	20
ENSG00000212232	ENSMODG00000026047	1	20
ENSG00000212232	ENSMODG00000026484	1	20
ENSG00000179632	ENSMODG00000010502	3	8
ENSG00000252040	ENSMODG00000026893	1	16
ENSG00000252040	ENSMODG00000027232	1	16
ENSG00000207016	ENSMODG00000022294	X	2
ENSG00000206710	ENSMODG00000026079	3	20
ENSG00000206710	ENSMODG00000021778	2	20
ENSG00000200495	ENSMODG00000022219	3	1
ENSG00000200495	ENSMODG00000021869	4	1
ENSG00000200495	ENSMODG00000022051	4	1
ENSG00000200495	ENSMODG00000026999	6	1
ENSG00000200495	ENSMODG00000027114	5	1
ENSG00000200495	ENSMODG00000021811	X	1
ENSG00000200495	ENSMODG00000022483	3	1
ENSG00000200495	ENSMODG00000026958	7	1
ENSG00000206910	ENSMODG00000026104	2	6
ENSG00000199402	ENSMODG00000027189	2	10
ENSG00000207327	ENSMODG00000021924	1	10
ENSG00000207327	ENSMODG00000022104	1	10
ENSG00000207327	ENSMODG00000022994	6	10
ENSG00000207327	ENSMODG00000026539	7	10
ENSG00000206614	ENSMODG00000022255	1	5
ENSG00000201467	ENSMODG00000026060	4	X
ENSG00000201467	ENSMODG00000026986	4	X
ENSG00000200345	ENSMODG00000022119	1	12
ENSG00000200345	ENSMODG00000022202	6	12
ENSG00000251813	ENSMODG00000027239	1	1
ENSG00000168461	ENSMODG00000021443	3	18
ENSG00000150782	ENSMODG00000025565	4	11
ENSG00000150782	ENSMODG00000014381	4	11
ENSG00000201998	ENSMODG00000022982	5	11
ENSG00000201998	ENSMODG00000022062	6	11
ENSG00000201998	ENSMODG00000022983	5	11
ENSG00000252769	ENSMODG00000021661	1	11
ENSG00000223188	ENSMODG00000026620	2	9
ENSG00000223188	ENSMODG00000026693	2	9
ENSG00000157326	ENSMODG00000003691	1	14
ENSG00000076770	ENSMODG00000015304	X	X
ENSG00000117472	ENSMODG00000002113	2	1
ENSG00000252172	ENSMODG00000026723	5	3
ENSG00000125337	ENSMODG00000006062	2	6
ENSG00000207031	ENSMODG00000026025	Un	12
ENSG00000166741	ENSMODG00000013921	4	11
ENSG00000252699	ENSMODG00000026660	2	17
ENSG00000170088	ENSMODG00000002258	5	4
ENSG00000240038	ENSMODG00000002905	2	1
ENSG00000204291	ENSMODG00000029358	6	9
ENSG00000110195	ENSMODG00000008017	4	11
ENSG00000110195	ENSMODG00000008042	4	11
ENSG00000110195	ENSMODG00000008032	4	11
ENSG00000201025	ENSMODG00000021788	2	21
ENSG00000064419	ENSMODG00000014700	8	7
ENSG00000070761	ENSMODG00000014076	1	16
ENSG00000200295	ENSMODG00000026553	1	6
ENSG00000200295	ENSMODG00000022101	2	6
ENSG00000200295	ENSMODG00000021598	4	6
ENSG00000200295	ENSMODG00000027208	1	6
ENSG00000188171	ENSMODG00000019812	1	19
ENSG00000188171	ENSMODG00000022757	Un	19
ENSG00000188171	ENSMODG00000023375	4	19
ENSG00000188171	ENSMODG00000023480	4	19
ENSG00000188171	ENSMODG00000013304	1	19
ENSG00000188171	ENSMODG00000023371	4	19
ENSG00000188171	ENSMODG00000014208	4	19
ENSG00000188171	ENSMODG00000016504	Un	19
ENSG00000106692	ENSMODG00000014646	6	9
ENSG00000200635	ENSMODG00000026552	5	X
ENSG00000143355	ENSMODG00000012746	2	1
ENSG00000199792	ENSMODG00000025984	8	3
ENSG00000199792	ENSMODG00000027176	2	3
ENSG00000161091	ENSMODG00000006897	3	19
ENSG00000113384	ENSMODG00000020418	3	5
ENSG00000207067	ENSMODG00000022224	3	8
ENSG00000042832	ENSMODG00000001154	3	8
ENSG00000196553	ENSMODG00000025785	1	14
ENSG00000173660	ENSMODG00000001998	2	1
ENSG00000199985	ENSMODG00000026955	2	8
ENSG00000181036	ENSMODG00000024578	2	1
ENSG00000124207	ENSMODG00000016269	1	20
ENSG00000212579	ENSMODG00000026092	4	6
ENSG00000199783	ENSMODG00000022072	5	22
ENSG00000116560	ENSMODG00000017937	4	1
ENSG00000106948	ENSMODG00000019567	1	9
ENSG00000283414	ENSMODG00000026645	2	1
ENSG00000144550	ENSMODG00000005036	6	3
ENSG00000252887	ENSMODG00000025983	2	16
ENSG00000252887	ENSMODG00000027225	6	16
ENSG00000252887	ENSMODG00000027003	1	16
ENSG00000252887	ENSMODG00000021978	3	16
ENSG00000176871	ENSMODG00000015356	3	12
ENSG00000223263	ENSMODG00000022219	3	1
ENSG00000223263	ENSMODG00000021869	4	1
ENSG00000223263	ENSMODG00000022051	4	1
ENSG00000223263	ENSMODG00000026999	6	1
ENSG00000223263	ENSMODG00000027114	5	1
ENSG00000223263	ENSMODG00000021811	X	1
ENSG00000223263	ENSMODG00000022483	3	1
ENSG00000223263	ENSMODG00000026958	7	1
ENSG00000222255	ENSMODG00000027045	3	12
ENSG00000207163	ENSMODG00000026765	1	3
ENSG00000207163	ENSMODG00000027163	2	3
ENSG00000207163	ENSMODG00000026033	6	3
ENSG00000207163	ENSMODG00000026511	2	3
ENSG00000207163	ENSMODG00000027230	3	3
ENSG00000140829	ENSMODG00000002549	1	16
ENSG00000202265	ENSMODG00000022219	3	8
ENSG00000202265	ENSMODG00000021869	4	8
ENSG00000202265	ENSMODG00000022051	4	8
ENSG00000202265	ENSMODG00000026999	6	8
ENSG00000202265	ENSMODG00000027114	5	8
ENSG00000202265	ENSMODG00000021811	X	8
ENSG00000202265	ENSMODG00000022483	3	8
ENSG00000202265	ENSMODG00000026958	7	8
ENSG00000201273	ENSMODG00000022978	8	1
ENSG00000201273	ENSMODG00000022225	4	1
ENSG00000199733	ENSMODG00000027067	1	10
ENSG00000199733	ENSMODG00000026609	3	10
ENSG00000251730	ENSMODG00000026516	7	3
ENSG00000199934	ENSMODG00000026924	2	1
ENSG00000159110	ENSMODG00000021069	4	21
ENSG00000102683	ENSMODG00000008369	4	13
ENSG00000251942	ENSMODG00000026957	2	2
ENSG00000201210	ENSMODG00000026728	2	3
ENSG00000201210	ENSMODG00000026784	X	3
ENSG00000199771	ENSMODG00000022349	5	16
ENSG00000252409	ENSMODG00000026788	2	3
ENSG00000207432	ENSMODG00000022148	3	15
ENSG00000207432	ENSMODG00000026548	6	15
ENSG00000207432	ENSMODG00000026823	7	15
ENSG00000212365	ENSMODG00000026485	4	11
ENSG00000212365	ENSMODG00000027060	2	11
ENSG00000212365	ENSMODG00000026103	6	11
ENSG00000158286	ENSMODG00000006209	4	1
ENSG00000252993	ENSMODG00000021749	4	10
ENSG00000252784	ENSMODG00000026552	5	1
ENSG00000199815	ENSMODG00000021708	1	3
ENSG00000201595	ENSMODG00000026595	6	3
ENSG00000201595	ENSMODG00000026841	4	3
ENSG00000241755	ENSMODG00000013048	1	2
ENSG00000241755	ENSMODG00000011573	1	2
ENSG00000241755	ENSMODG00000013046	1	2
ENSG00000241755	ENSMODG00000013050	1	2
ENSG00000103671	ENSMODG00000010743	1	15
ENSG00000070886	ENSMODG00000016101	4	1
ENSG00000136110	ENSMODG00000014743	7	13
ENSG00000206877	ENSMODG00000021753	6	7
ENSG00000206877	ENSMODG00000022256	3	7
ENSG00000104112	ENSMODG00000002026	1	15
ENSG00000151090	ENSMODG00000014903	8	3
ENSG00000264346	ENSMODG00000026478	3	22
ENSG00000176340	ENSMODG00000008828	5	11
ENSG00000150630	ENSMODG00000003799	5	4
ENSG00000202039	ENSMODG00000027180	2	7
ENSG00000137757	ENSMODG00000027892	4	11
ENSG00000137757	ENSMODG00000014752	4	11
ENSG00000137757	ENSMODG00000024417	4	11
ENSG00000137757	ENSMODG00000014762	4	11
ENSG00000254706	ENSMODG00000001013	2	1
ENSG00000252390	ENSMODG00000027196	4	12
ENSG00000145002	ENSMODG00000005853	6	8
ENSG00000144559	ENSMODG00000006153	6	3
ENSG00000212266	ENSMODG00000026092	4	1
ENSG00000127837	ENSMODG00000015506	7	2
ENSG00000171453	ENSMODG00000018964	2	6
ENSG00000172464	ENSMODG00000020062	5	11
ENSG00000172464	ENSMODG00000020058	5	11
ENSG00000199352	ENSMODG00000026754	Un	1
ENSG00000014641	ENSMODG00000003073	1	2
ENSG00000166118	ENSMODG00000005344	4	11
ENSG00000200572	ENSMODG00000026620	2	X
ENSG00000200572	ENSMODG00000026693	2	X
ENSG00000170909	ENSMODG00000010599	2	19
ENSG00000137714	ENSMODG00000014530	4	11
ENSG00000222761	ENSMODG00000026996	6	14
ENSG00000200262	ENSMODG00000026620	2	1
ENSG00000200262	ENSMODG00000026693	2	1
ENSG00000251720	ENSMODG00000027214	5	1
ENSG00000252780	ENSMODG00000026934	1	19
ENSG00000170962	ENSMODG00000000942	4	11
ENSG00000182010	ENSMODG00000017104	1	10
ENSG00000200114	ENSMODG00000022332	3	3
ENSG00000200114	ENSMODG00000026846	5	3
ENSG00000200424	ENSMODG00000025983	2	16
ENSG00000200424	ENSMODG00000027225	6	16
ENSG00000200424	ENSMODG00000027003	1	16
ENSG00000200424	ENSMODG00000021978	3	16
ENSG00000130720	ENSMODG00000012138	1	9
ENSG00000165643	ENSMODG00000029683	1	9
ENSG00000184408	ENSMODG00000024535	8	7
ENSG00000275111	ENSMODG00000007416	1	2
ENSG00000275111	ENSMODG00000007331	1	2
ENSG00000206838	ENSMODG00000021673	6	7
ENSG00000206838	ENSMODG00000021798	6	7
ENSG00000206838	ENSMODG00000025979	6	7
ENSG00000124749	ENSMODG00000018777	2	6
ENSG00000221491	ENSMODG00000021815	8	12
ENSG00000239030	ENSMODG00000026591	4	7
ENSG00000200058	ENSMODG00000023002	4	6
ENSG00000132464	ENSMODG00000019080	5	4
ENSG00000270885	ENSMODG00000019126	2	17
ENSG00000253092	ENSMODG00000027010	7	3
ENSG00000201104	ENSMODG00000021972	3	7
ENSG00000201245	ENSMODG00000021749	4	13
ENSG00000148634	ENSMODG00000017265	1	10
ENSG00000276017	ENSMODG00000013746	2	KI270734.1
ENSG00000212479	ENSMODG00000023013	2	21
ENSG00000212479	ENSMODG00000023010	2	21
ENSG00000212479	ENSMODG00000023007	2	21
ENSG00000212479	ENSMODG00000022071	2	21
ENSG00000212479	ENSMODG00000023008	2	21
ENSG00000212479	ENSMODG00000021612	2	21
ENSG00000212479	ENSMODG00000022245	2	21
ENSG00000212479	ENSMODG00000023014	2	21
ENSG00000212479	ENSMODG00000023012	2	21
ENSG00000137674	ENSMODG00000000639	4	11
ENSG00000206961	ENSMODG00000026637	2	2
ENSG00000169139	ENSMODG00000010191	3	8
ENSG00000111700	ENSMODG00000017829	8	12
ENSG00000146910	ENSMODG00000004981	8	7
ENSG00000274611	ENSMODG00000016585	Un	17
ENSG00000283369	ENSMODG00000027086	2	1
ENSG00000172663	ENSMODG00000024112	8	11
ENSG00000202356	ENSMODG00000027283	4	8
ENSG00000202356	ENSMODG00000026546	7	8
ENSG00000207305	ENSMODG00000026620	2	20
ENSG00000207305	ENSMODG00000026693	2	20
ENSG00000101463	ENSMODG00000006293	1	20
ENSG00000252560	ENSMODG00000026650	8	6
ENSG00000149609	ENSMODG00000002993	1	20
ENSG00000207331	ENSMODG00000021596	1	3
ENSG00000207331	ENSMODG00000026787	4	3
ENSG00000207331	ENSMODG00000026930	X	3
ENSG00000207331	ENSMODG00000026880	5	3
ENSG00000207331	ENSMODG00000025991	8	3
ENSG00000207331	ENSMODG00000026966	3	3
ENSG00000207331	ENSMODG00000021926	3	3
ENSG00000207331	ENSMODG00000022308	3	3
ENSG00000239148	ENSMODG00000022148	3	10
ENSG00000239148	ENSMODG00000026548	6	10
ENSG00000239148	ENSMODG00000026823	7	10
ENSG00000201410	ENSMODG00000022344	4	3
ENSG00000199535	ENSMODG00000026515	1	10
ENSG00000199535	ENSMODG00000027289	2	10
ENSG00000182575	ENSMODG00000012193	2	17
ENSG00000143199	ENSMODG00000002779	2	1
ENSG00000202406	ENSMODG00000026709	7	7
ENSG00000281295	ENSMODG00000026730	2	22
ENSG00000202159	ENSMODG00000026079	3	18
ENSG00000202159	ENSMODG00000021778	2	18
ENSG00000159261	ENSMODG00000021006	4	21
ENSG00000252045	ENSMODG00000022055	2	21
ENSG00000252692	ENSMODG00000026054	6	1
ENSG00000252692	ENSMODG00000026928	6	1
ENSG00000222111	ENSMODG00000026635	8	5
ENSG00000200926	ENSMODG00000022314	1	6
ENSG00000200926	ENSMODG00000026903	1	6
ENSG00000212517	ENSMODG00000026322	5	20
ENSG00000201229	ENSMODG00000021994	7	3
ENSG00000187800	ENSMODG00000016694	2	1
ENSG00000201279	ENSMODG00000021752	8	11
ENSG00000206958	ENSMODG00000026489	X	5
ENSG00000212296	ENSMODG00000026098	3	5
ENSG00000212535	ENSMODG00000023015	3	12
ENSG00000222852	ENSMODG00000021752	8	5
ENSG00000132612	ENSMODG00000003105	1	16
ENSG00000251900	ENSMODG00000026501	1	2
ENSG00000251900	ENSMODG00000026867	4	2
ENSG00000251900	ENSMODG00000027017	3	2
ENSG00000251900	ENSMODG00000026673	1	2
ENSG00000251900	ENSMODG00000026664	1	2
ENSG00000251900	ENSMODG00000026798	1	2
ENSG00000251900	ENSMODG00000026739	7	2
ENSG00000251900	ENSMODG00000026580	1	2
ENSG00000251900	ENSMODG00000026576	1	2
ENSG00000251900	ENSMODG00000026697	1	2
ENSG00000251900	ENSMODG00000026517	1	2
ENSG00000251900	ENSMODG00000026488	1	2
ENSG00000251900	ENSMODG00000021883	1	2
ENSG00000251900	ENSMODG00000026610	1	2
ENSG00000201923	ENSMODG00000025980	1	20
ENSG00000225968	ENSMODG00000024994	6	7
ENSG00000137251	ENSMODG00000018790	2	6
ENSG00000252470	ENSMODG00000021646	3	4
ENSG00000212432	ENSMODG00000026051	2	12
ENSG00000183775	ENSMODG00000023742	1	5
ENSG00000215853	ENSMODG00000019012	2	1
ENSG00000183258	ENSMODG00000004714	1	5
ENSG00000252032	ENSMODG00000022217	4	1
ENSG00000252032	ENSMODG00000021935	1	1
ENSG00000149564	ENSMODG00000003800	4	11
ENSG00000188786	ENSMODG00000017745	4	1
ENSG00000200620	ENSMODG00000026107	6	X
ENSG00000200051	ENSMODG00000021796	2	5
ENSG00000201807	ENSMODG00000025969	4	6
ENSG00000222205	ENSMODG00000027091	1	8
ENSG00000212186	ENSMODG00000027057	5	17
ENSG00000165105	ENSMODG00000009037	6	9
ENSG00000130201	ENSMODG00000010936	Un	19
ENSG00000151414	ENSMODG00000012789	2	1
ENSG00000283187	ENSMODG00000018291	4	3
ENSG00000241685	ENSMODG00000001303	6	7
ENSG00000069712	ENSMODG00000011855	2	1
ENSG00000197150	ENSMODG00000003937	8	7
ENSG00000125848	ENSMODG00000005288	1	20
ENSG00000064393	ENSMODG00000013733	8	7
ENSG00000186416	ENSMODG00000024032	6	X
ENSG00000125835	ENSMODG00000013926	1	20
ENSG00000185087	ENSMODG00000028693	1	15
ENSG00000283368	ENSMODG00000029529	8	7
ENSG00000283368	ENSMODG00000015091	8	7
ENSG00000135953	ENSMODG00000002443	7	2
ENSG00000283494	ENSMODG00000014224	1	8
ENSG00000275410	ENSMODG00000019108	2	17
ENSG00000283430	ENSMODG00000019652	1	9
ENSG00000136114	ENSMODG00000010405	4	13
ENSG00000283619	ENSMODG00000002602	2	1
ENSG00000282889	ENSMODG00000004965	1	10
ENSG00000283396	ENSMODG00000015263	3	12
ENSG00000197774	ENSMODG00000016131	6	16
ENSG00000075303	ENSMODG00000010290	8	7
ENSG00000283332	ENSMODG00000005845	1	16
ENSG00000200101	ENSMODG00000026096	1	2
ENSG00000200101	ENSMODG00000027092	2	2
ENSG00000169297	ENSMODG00000007072	4	X
ENSG00000103227	ENSMODG00000016897	6	16
ENSG00000199790	ENSMODG00000021876	8	4
