Mouse	ChrMouse	Platypus	ChrPlatypus
ENSMUSG00000004032	3	ENSOANG00000006944	Ultra305
ENSMUSG00000004040	11	ENSOANG00000029823	Contig28474
ENSMUSG00000004044	11	ENSOANG00000004810	Contig10621
ENSMUSG00000004056	7	ENSOANG00000007836	Contig37142
ENSMUSG00000004070	16	ENSOANG00000002417	Ultra281
ENSMUSG00000004071	16	ENSOANG00000002418	Ultra281
ENSMUSG00000004085	2	ENSOANG00000008595	Ultra514
ENSMUSG00000004098	9	ENSOANG00000020413	Contig18804
ENSMUSG00000004099	9	ENSOANG00000031544	Contig19880
ENSMUSG00000004100	9	ENSOANG00000006740	Contig29628
ENSMUSG00000004105	2	ENSOANG00000011011	4
ENSMUSG00000004110	1	ENSOANG00000000975	Ultra341
ENSMUSG00000004113	2	ENSOANG00000011856	Ultra458
ENSMUSG00000004127	3	ENSOANG00000007147	Contig9587
ENSMUSG00000004151	12	ENSOANG00000005765	Ultra80
ENSMUSG00000004187	15	ENSOANG00000030236	Contig23126
ENSMUSG00000004221	X	ENSOANG00000000364	Ultra484
ENSMUSG00000004233	3	ENSOANG00000002254	Contig1741
ENSMUSG00000004264	6	ENSOANG00000009645	Contig102311
ENSMUSG00000004266	6	ENSOANG00000012769	Contig16221
ENSMUSG00000004267	6	ENSOANG00000003357	Contig13294
ENSMUSG00000004270	6	ENSOANG00000008658	Contig13534
ENSMUSG00000004285	6	ENSOANG00000011447	10
ENSMUSG00000004296	11	ENSOANG00000012335	X1
ENSMUSG00000004317	X	ENSOANG00000001908	Contig9548
ENSMUSG00000004319	8	ENSOANG00000007442	12
ENSMUSG00000004347	6	ENSOANG00000011608	Contig379
ENSMUSG00000004356	10	ENSOANG00000005578	Ultra443
ENSMUSG00000004359	10	ENSOANG00000005577	Ultra443
ENSMUSG00000004360	10	ENSOANG00000012977	Ultra374
ENSMUSG00000004364	1	ENSOANG00000012372	Contig2127
ENSMUSG00000004366	16	ENSOANG00000000871	7
ENSMUSG00000004383	8	ENSOANG00000005515	Ultra443
ENSMUSG00000004415	5	ENSOANG00000022281	Contig14096
ENSMUSG00000004446	6	ENSOANG00000011113	Contig19121
ENSMUSG00000004451	1	ENSOANG00000005641	Contig4981
ENSMUSG00000004455	5	ENSOANG00000004790	2
ENSMUSG00000004460	16	ENSOANG00000004081	Contig16430
ENSMUSG00000004462	16	ENSOANG00000029698	Contig18116
ENSMUSG00000004473	7	ENSOANG00000003921	Contig16572
ENSMUSG00000004508	7	ENSOANG00000020230	Contig36749
ENSMUSG00000004530	5	ENSOANG00000020906	Ultra252
ENSMUSG00000004535	6	ENSOANG00000009176	Ultra231
ENSMUSG00000004558	14	ENSOANG00000001588	Contig5065
ENSMUSG00000004562	14	ENSOANG00000012822	Contig119140
ENSMUSG00000004565	8	ENSOANG00000008685	Contig15241
ENSMUSG00000004567	8	ENSOANG00000001138	Contig28654
ENSMUSG00000004568	8	ENSOANG00000009603	Ultra18
ENSMUSG00000004591	3	ENSOANG00000009127	4
ENSMUSG00000004613	7	ENSOANG00000002797	Contig17654
ENSMUSG00000004626	8	ENSOANG00000009407	Contig18599
ENSMUSG00000004631	6	ENSOANG00000004259	Contig1947
ENSMUSG00000004633	6	ENSOANG00000009180	Ultra231
ENSMUSG00000004642	5	ENSOANG00000014243	Contig9052
ENSMUSG00000004651	7	ENSOANG00000008868	Ultra29
ENSMUSG00000004655	6	ENSOANG00000012871	Contig17183
ENSMUSG00000004661	9	ENSOANG00000009382	Ultra494
ENSMUSG00000004665	10	ENSOANG00000031698	Contig22926
ENSMUSG00000004668	11	ENSOANG00000003090	4
ENSMUSG00000004677	8	ENSOANG00000008686	Ultra578
ENSMUSG00000004698	12	ENSOANG00000009613	Ultra65
ENSMUSG00000004730	17	ENSOANG00000008360	Contig16702
ENSMUSG00000004768	1	ENSOANG00000001398	Ultra506
ENSMUSG00000004771	9	ENSOANG00000002201	Contig11685
ENSMUSG00000004788	12	ENSOANG00000029641	Contig28348
ENSMUSG00000004789	12	ENSOANG00000029518	Contig1492
ENSMUSG00000004791	12	ENSOANG00000019969	Contig11836
ENSMUSG00000004798	11	ENSOANG00000012707	Ultra69
ENSMUSG00000004815	5	ENSOANG00000011402	Ultra84
ENSMUSG00000004821	5	ENSOANG00000000241	Ultra544
ENSMUSG00000004837	11	ENSOANG00000000311	Contig901
ENSMUSG00000004842	16	ENSOANG00000000494	Ultra166
ENSMUSG00000004843	16	ENSOANG00000000496	Ultra166
ENSMUSG00000004846	5	ENSOANG00000009832	Contig10050
ENSMUSG00000004849	5	ENSOANG00000013825	Contig244787
ENSMUSG00000004864	17	ENSOANG00000009986	Ultra543
ENSMUSG00000004865	17	ENSOANG00000000448	Contig2841
ENSMUSG00000004872	1	ENSOANG00000007096	1
ENSMUSG00000004880	1	ENSOANG00000001469	Ultra67
ENSMUSG00000004892	3	ENSOANG00000013245	Contig18750
ENSMUSG00000004902	6	ENSOANG00000003251	Contig6972
ENSMUSG00000004929	10	ENSOANG00000014637	Ultra23
ENSMUSG00000004931	10	ENSOANG00000006293	Ultra355
ENSMUSG00000004933	10	ENSOANG00000010674	Contig8323
ENSMUSG00000004934	10	ENSOANG00000006291	Ultra355
ENSMUSG00000004936	9	ENSOANG00000009750	Ultra259
ENSMUSG00000004937	10	ENSOANG00000014638	Ultra23
ENSMUSG00000004939	10	ENSOANG00000014491	Contig53047
ENSMUSG00000004947	5	ENSOANG00000004296	Contig14595
ENSMUSG00000004948	5	ENSOANG00000005013	10
ENSMUSG00000004961	7	ENSOANG00000003231	Contig19289
ENSMUSG00000004980	6	ENSOANG00000009159	Ultra231
ENSMUSG00000004994	8	ENSOANG00000001226	Contig21837
ENSMUSG00000004996	8	ENSOANG00000012399	Contig18971
ENSMUSG00000005034	3	ENSOANG00000028758	Contig6422
ENSMUSG00000005045	4	ENSOANG00000001819	Contig2605
ENSMUSG00000005054	10	ENSOANG00000008652	Contig11952
ENSMUSG00000005057	5	ENSOANG00000013235	Contig15034
ENSMUSG00000005069	6	ENSOANG00000019730	Contig20848
ENSMUSG00000005087	2	ENSOANG00000007392	3
ENSMUSG00000005089	2	ENSOANG00000007391	3
ENSMUSG00000005102	2	ENSOANG00000008313	Contig3315
ENSMUSG00000005103	5	ENSOANG00000012065	Contig4505
ENSMUSG00000005107	5	ENSOANG00000007038	Ultra94
ENSMUSG00000005124	15	ENSOANG00000010062	Contig510
ENSMUSG00000005125	15	ENSOANG00000010060	Contig510
ENSMUSG00000005131	9	ENSOANG00000030303	Ultra111
ENSMUSG00000005148	14	ENSOANG00000009313	Contig4682
ENSMUSG00000005150	8	ENSOANG00000013177	Ultra377
ENSMUSG00000005198	11	ENSOANG00000003303	Contig11955
ENSMUSG00000005202	11	ENSOANG00000012463	Contig29381
ENSMUSG00000005220	5	ENSOANG00000006851	Contig32122
ENSMUSG00000005225	6	ENSOANG00000010831	Ultra231
ENSMUSG00000005232	2	ENSOANG00000008503	Ultra514
ENSMUSG00000005233	2	ENSOANG00000008501	Ultra514
ENSMUSG00000005251	16	ENSOANG00000006443	Ultra222
ENSMUSG00000005262	16	ENSOANG00000022208	Contig31596
ENSMUSG00000005299	5	ENSOANG00000031839	Contig9175
ENSMUSG00000005320	13	ENSOANG00000007493	Contig22601
ENSMUSG00000005354	15	ENSOANG00000007487	Ultra169
ENSMUSG00000005355	10	ENSOANG00000008689	Contig5826
ENSMUSG00000005357	10	ENSOANG00000030256	Contig51474
ENSMUSG00000005362	6	ENSOANG00000007513	X1
ENSMUSG00000005364	6	ENSOANG00000015382	Contig4205
ENSMUSG00000005370	17	ENSOANG00000010468	Contig42726
ENSMUSG00000005371	17	ENSOANG00000009864	Contig6045
ENSMUSG00000005373	5	ENSOANG00000022370	Contig20778
ENSMUSG00000005374	5	ENSOANG00000013476	Contig20212
ENSMUSG00000005378	5	ENSOANG00000020650	Contig32777
ENSMUSG00000005397	13	ENSOANG00000001218	Ultra461
ENSMUSG00000005410	8	ENSOANG00000010872	Contig978
ENSMUSG00000005413	8	ENSOANG00000010871	Contig978
ENSMUSG00000005447	7	ENSOANG00000021299	Contig89176
ENSMUSG00000005465	8	ENSOANG00000020529	Contig14848
ENSMUSG00000005469	8	ENSOANG00000028716	Contig36654
ENSMUSG00000005470	8	ENSOANG00000014441	Contig2750
ENSMUSG00000005481	8	ENSOANG00000005137	Contig21766
ENSMUSG00000005483	8	ENSOANG00000012914	Contig12146
ENSMUSG00000005501	1	ENSOANG00000007420	Contig39515
ENSMUSG00000005503	6	ENSOANG00000009174	Ultra231
ENSMUSG00000005505	2	ENSOANG00000007899	Ultra163
ENSMUSG00000005506	2	ENSOANG00000007896	Ultra163
ENSMUSG00000005510	2	ENSOANG00000007900	Ultra163
ENSMUSG00000005533	7	ENSOANG00000000134	5
ENSMUSG00000005534	8	ENSOANG00000002002	Ultra18
ENSMUSG00000005540	8	ENSOANG00000005196	Contig50169
ENSMUSG00000005566	7	ENSOANG00000013528	Contig8807
ENSMUSG00000005580	16	ENSOANG00000005311	Contig20055
ENSMUSG00000005583	13	ENSOANG00000011076	1
ENSMUSG00000005610	7	ENSOANG00000015252	Contig26830
ENSMUSG00000005611	7	ENSOANG00000031244	3
ENSMUSG00000005615	16	ENSOANG00000031549	Contig8440
ENSMUSG00000005628	3	ENSOANG00000009412	Contig63308
ENSMUSG00000005649	7	ENSOANG00000002676	Contig1965
ENSMUSG00000005656	12	ENSOANG00000014047	4
ENSMUSG00000005667	6	ENSOANG00000013784	Contig10673
ENSMUSG00000005672	5	ENSOANG00000003803	Ultra277
ENSMUSG00000005674	1	ENSOANG00000006281	Contig16094
ENSMUSG00000005682	10	ENSOANG00000005151	Contig22618
ENSMUSG00000005686	7	ENSOANG00000006069	3
ENSMUSG00000005687	3	ENSOANG00000004515	7
ENSMUSG00000005698	8	ENSOANG00000004762	Contig28397
ENSMUSG00000005699	8	ENSOANG00000004480	Contig28926
ENSMUSG00000005705	8	ENSOANG00000003541	X1
ENSMUSG00000005716	15	ENSOANG00000015016	Contig2745
ENSMUSG00000005718	16	ENSOANG00000019858	Contig11843
ENSMUSG00000005732	16	ENSOANG00000014576	Contig17918
ENSMUSG00000005779	3	ENSOANG00000001676	Contig24525
ENSMUSG00000005800	9	ENSOANG00000010484	Ultra192
ENSMUSG00000005802	2	ENSOANG00000022687	Contig6908
ENSMUSG00000005803	2	ENSOANG00000015184	Contig11991
ENSMUSG00000005804	2	ENSOANG00000009314	Contig9586
ENSMUSG00000005824	17	ENSOANG00000006109	Ultra75
ENSMUSG00000005836	18	ENSOANG00000004635	7
ENSMUSG00000005846	16	ENSOANG00000009408	Ultra102
ENSMUSG00000005864	X	ENSOANG00000008733	Ultra519
ENSMUSG00000005871	18	ENSOANG00000000850	Ultra84
ENSMUSG00000005873	18	ENSOANG00000011140	Ultra309
ENSMUSG00000005881	2	ENSOANG00000003144	Contig7201
ENSMUSG00000005883	2	ENSOANG00000009256	Ultra516
ENSMUSG00000005886	1	ENSOANG00000001395	Contig10262
ENSMUSG00000005892	6	ENSOANG00000014026	X1
ENSMUSG00000005893	6	ENSOANG00000010886	X1
ENSMUSG00000005897	10	ENSOANG00000006617	Ultra443
ENSMUSG00000005899	16	ENSOANG00000020430	Contig16301
ENSMUSG00000005907	5	ENSOANG00000012125	Contig1087
ENSMUSG00000005936	17	ENSOANG00000028934	Contig15342
ENSMUSG00000005947	11	ENSOANG00000012690	Ultra69
ENSMUSG00000005949	11	ENSOANG00000012696	Ultra69
ENSMUSG00000005950	11	ENSOANG00000012692	Ultra69
ENSMUSG00000005951	11	ENSOANG00000012697	Ultra69
ENSMUSG00000005952	11	ENSOANG00000012698	Ultra69
ENSMUSG00000005958	16	ENSOANG00000003700	Contig13887
ENSMUSG00000005968	3	ENSOANG00000028264	Contig22079
ENSMUSG00000005973	2	ENSOANG00000015148	3
ENSMUSG00000005980	16	ENSOANG00000001341	2
ENSMUSG00000005982	16	ENSOANG00000011972	Contig4732
ENSMUSG00000005983	16	ENSOANG00000011971	Contig4732
ENSMUSG00000005994	4	ENSOANG00000004481	X5
ENSMUSG00000006007	1	ENSOANG00000001025	Ultra341
ENSMUSG00000006010	1	ENSOANG00000001024	Ultra341
ENSMUSG00000006014	1	ENSOANG00000001017	Ultra341
ENSMUSG00000006019	7	ENSOANG00000000569	Contig23648
ENSMUSG00000006021	7	ENSOANG00000021752	Contig28098
ENSMUSG00000006050	18	ENSOANG00000020085	Contig237795
ENSMUSG00000006056	11	ENSOANG00000021387	Contig23493
ENSMUSG00000006095	7	ENSOANG00000005558	Contig10246
ENSMUSG00000006127	11	ENSOANG00000002536	Contig665
ENSMUSG00000006134	16	ENSOANG00000006947	Contig2070
ENSMUSG00000006143	5	ENSOANG00000015341	Contig26655
ENSMUSG00000006154	7	ENSOANG00000009122	Contig10602
ENSMUSG00000006169	11	ENSOANG00000005072	X1
ENSMUSG00000006179	13	ENSOANG00000003554	Ultra232
ENSMUSG00000006191	13	ENSOANG00000011129	Contig195
ENSMUSG00000006204	7	ENSOANG00000020984	Ultra103
ENSMUSG00000006215	4	ENSOANG00000008832	Contig29263
ENSMUSG00000006218	4	ENSOANG00000004167	Ultra83
ENSMUSG00000006235	9	ENSOANG00000004348	Contig19721
ENSMUSG00000006241	9	ENSOANG00000001294	Contig7805
ENSMUSG00000006262	5	ENSOANG00000013697	Ultra362
ENSMUSG00000006269	6	ENSOANG00000022555	Contig35998
ENSMUSG00000006270	19	ENSOANG00000022113	Contig15203
ENSMUSG00000006273	8	ENSOANG00000010576	5
ENSMUSG00000006281	14	ENSOANG00000012576	Contig13964
ENSMUSG00000006289	14	ENSOANG00000008837	Contig23728
ENSMUSG00000006304	1	ENSOANG00000022081	Contig19576
ENSMUSG00000006307	7	ENSOANG00000031793	Contig71845
ENSMUSG00000006311	7	ENSOANG00000029214	Contig8416
ENSMUSG00000006313	7	ENSOANG00000030164	Contig45085
ENSMUSG00000006333	7	ENSOANG00000014748	Contig34559
ENSMUSG00000006335	7	ENSOANG00000009387	Contig19217
ENSMUSG00000006342	10	ENSOANG00000008165	Contig11920
ENSMUSG00000006360	12	ENSOANG00000021721	Ultra487
ENSMUSG00000006362	8	ENSOANG00000013900	11
ENSMUSG00000006369	15	ENSOANG00000015800	Contig1295
ENSMUSG00000006373	X	ENSOANG00000011657	6
ENSMUSG00000006378	15	ENSOANG00000022685	Contig51270
ENSMUSG00000006386	4	ENSOANG00000013231	X5
ENSMUSG00000006389	4	ENSOANG00000008212	Ultra388
ENSMUSG00000006390	4	ENSOANG00000008214	Ultra388
ENSMUSG00000006392	4	ENSOANG00000008215	Ultra388
ENSMUSG00000006395	4	ENSOANG00000006406	Ultra222
ENSMUSG00000006398	4	ENSOANG00000008213	Ultra388
ENSMUSG00000006411	1	ENSOANG00000014579	Contig27752
ENSMUSG00000006412	1	ENSOANG00000022482	Contig41466
ENSMUSG00000006418	2	ENSOANG00000008682	Ultra516
ENSMUSG00000006423	X	ENSOANG00000001808	Ultra15
ENSMUSG00000006435	19	ENSOANG00000001631	Ultra272
ENSMUSG00000006442	4	ENSOANG00000030356	Ultra490
ENSMUSG00000006445	4	ENSOANG00000015001	Contig3517
ENSMUSG00000006456	19	ENSOANG00000001240	Contig12553
ENSMUSG00000006464	19	ENSOANG00000007064	Contig9540
ENSMUSG00000006476	2	ENSOANG00000002884	Contig13782
ENSMUSG00000006494	2	ENSOANG00000008586	Ultra514
ENSMUSG00000006498	10	ENSOANG00000009191	Ultra266
ENSMUSG00000006517	8	ENSOANG00000011366	Ultra78
ENSMUSG00000006519	8	ENSOANG00000009702	Contig27319
ENSMUSG00000006522	14	ENSOANG00000029842	Contig13408
ENSMUSG00000006526	14	ENSOANG00000004775	Ultra747
ENSMUSG00000006538	1	ENSOANG00000000316	Contig24673
ENSMUSG00000006542	1	ENSOANG00000009468	Contig82698
ENSMUSG00000006574	11	ENSOANG00000002629	Contig30638
ENSMUSG00000006575	11	ENSOANG00000030588	Ultra192
ENSMUSG00000006576	1	ENSOANG00000030271	Contig17540
ENSMUSG00000006585	8	ENSOANG00000013903	11
ENSMUSG00000006586	4	ENSOANG00000001913	Ultra48
ENSMUSG00000006587	8	ENSOANG00000011365	Ultra78
ENSMUSG00000006589	8	ENSOANG00000002001	Contig30077
ENSMUSG00000006599	7	ENSOANG00000022264	Contig18857
ENSMUSG00000006611	13	ENSOANG00000003581	Ultra117
ENSMUSG00000006641	5	ENSOANG00000003935	Contig3665
ENSMUSG00000006642	5	ENSOANG00000003936	Contig3665
ENSMUSG00000006649	7	ENSOANG00000004583	Contig235365
ENSMUSG00000006651	7	ENSOANG00000003279	Contig32744
ENSMUSG00000006673	9	ENSOANG00000010904	Ultra32
ENSMUSG00000006675	9	ENSOANG00000010911	Ultra32
ENSMUSG00000006676	9	ENSOANG00000002437	Contig8582
ENSMUSG00000006699	4	ENSOANG00000010284	Contig5996
ENSMUSG00000006705	17	ENSOANG00000006461	Ultra222
ENSMUSG00000006715	13	ENSOANG00000011123	Contig195
ENSMUSG00000006732	10	ENSOANG00000014393	Contig26312
ENSMUSG00000006740	18	ENSOANG00000006056	Ultra274
ENSMUSG00000006763	7	ENSOANG00000000809	Contig3798
ENSMUSG00000006777	11	ENSOANG00000002901	Contig607
ENSMUSG00000006784	11	ENSOANG00000001099	Contig10564
ENSMUSG00000006800	2	ENSOANG00000028621	Contig26652
ENSMUSG00000006818	17	ENSOANG00000000632	Contig2156
ENSMUSG00000006850	18	ENSOANG00000011665	Contig4144
ENSMUSG00000006906	6	ENSOANG00000014413	Contig12829
ENSMUSG00000006920	11	ENSOANG00000030878	Contig37215
ENSMUSG00000006931	11	ENSOANG00000003838	Contig5023
ENSMUSG00000006932	9	ENSOANG00000006811	Ultra117
ENSMUSG00000006941	9	ENSOANG00000003583	Ultra117
ENSMUSG00000006958	16	ENSOANG00000008145	Contig8093
ENSMUSG00000006998	16	ENSOANG00000031124	Contig40839
ENSMUSG00000007021	17	ENSOANG00000002543	Contig76196
ENSMUSG00000007029	17	ENSOANG00000005400	Contig9481
ENSMUSG00000007030	17	ENSOANG00000004090	Contig12686
ENSMUSG00000007034	17	ENSOANG00000029666	Contig47300
ENSMUSG00000007036	17	ENSOANG00000012820	Contig24548
ENSMUSG00000007041	17	ENSOANG00000029907	Ultra740
ENSMUSG00000007050	17	ENSOANG00000005398	Contig9481
ENSMUSG00000007080	5	ENSOANG00000010627	Ultra258
ENSMUSG00000007216	6	ENSOANG00000005553	Contig5990
ENSMUSG00000007279	7	ENSOANG00000003115	3
ENSMUSG00000007379	3	ENSOANG00000004516	7
ENSMUSG00000007411	12	ENSOANG00000000773	1
ENSMUSG00000007415	5	ENSOANG00000012126	Contig1087
ENSMUSG00000007458	6	ENSOANG00000001573	Contig22149
ENSMUSG00000007480	18	ENSOANG00000002381	Contig21988
ENSMUSG00000007564	17	ENSOANG00000010770	Contig29254
ENSMUSG00000007570	17	ENSOANG00000014575	Contig18296
ENSMUSG00000007589	14	ENSOANG00000030969	Contig111674
ENSMUSG00000007594	8	ENSOANG00000029891	Contig25222
ENSMUSG00000007603	17	ENSOANG00000004386	Contig6162
ENSMUSG00000007610	8	ENSOANG00000013734	Contig6649
ENSMUSG00000007613	4	ENSOANG00000014872	Contig447
ENSMUSG00000007617	13	ENSOANG00000007891	Contig349
ENSMUSG00000007646	11	ENSOANG00000008491	Ultra324
ENSMUSG00000007653	11	ENSOANG00000003608	X1
ENSMUSG00000007656	9	ENSOANG00000004163	Contig791
ENSMUSG00000007670	17	ENSOANG00000000261	Contig7639
ENSMUSG00000007682	12	ENSOANG00000002076	Ultra188
ENSMUSG00000007721	8	ENSOANG00000014737	Contig11940
ENSMUSG00000007817	14	ENSOANG00000022033	Contig29965
ENSMUSG00000007833	7	ENSOANG00000006835	Contig25497
ENSMUSG00000007836	13	ENSOANG00000012169	Contig78727
ENSMUSG00000007837	7	ENSOANG00000004105	Contig20719
ENSMUSG00000007867	12	ENSOANG00000005070	Ultra143
ENSMUSG00000007872	4	ENSOANG00000012166	Contig88042
ENSMUSG00000007888	8	ENSOANG00000011428	Contig47536
ENSMUSG00000007908	9	ENSOANG00000028364	Ultra546
ENSMUSG00000007944	7	ENSOANG00000005597	Contig28626
ENSMUSG00000007950	8	ENSOANG00000014712	Contig9145
ENSMUSG00000007987	5	ENSOANG00000032077	Contig8277
ENSMUSG00000007989	14	ENSOANG00000006312	Contig6426
ENSMUSG00000008028	7	ENSOANG00000030286	Contig17777
ENSMUSG00000008090	5	ENSOANG00000000240	Ultra544
ENSMUSG00000008136	1	ENSOANG00000014839	Contig2725
ENSMUSG00000008140	7	ENSOANG00000003920	Contig16572
ENSMUSG00000008153	6	ENSOANG00000009400	Contig12465
ENSMUSG00000008167	8	ENSOANG00000013175	Ultra377
ENSMUSG00000008200	2	ENSOANG00000007909	Ultra163
ENSMUSG00000008206	8	ENSOANG00000012135	Contig6662
ENSMUSG00000008226	2	ENSOANG00000008604	Ultra514
ENSMUSG00000008301	18	ENSOANG00000012052	X5
ENSMUSG00000008305	4	ENSOANG00000004752	Ultra62
ENSMUSG00000008333	2	ENSOANG00000001237	Ultra56
ENSMUSG00000008348	5	ENSOANG00000005014	Contig25783
ENSMUSG00000008373	7	ENSOANG00000009386	Contig19217
ENSMUSG00000008384	7	ENSOANG00000001133	Contig13856
ENSMUSG00000008393	16	ENSOANG00000008257	2
ENSMUSG00000008398	10	ENSOANG00000006606	Ultra443
ENSMUSG00000008429	9	ENSOANG00000007567	Contig21872
ENSMUSG00000008435	7	ENSOANG00000014974	1
ENSMUSG00000008461	7	ENSOANG00000030729	Contig11574
ENSMUSG00000008482	17	ENSOANG00000022490	Ultra353
ENSMUSG00000008489	4	ENSOANG00000009634	X5
ENSMUSG00000008496	7	ENSOANG00000009376	Contig33601
ENSMUSG00000008575	4	ENSOANG00000010122	X5
ENSMUSG00000008590	9	ENSOANG00000012549	Contig17926
ENSMUSG00000008658	16	ENSOANG00000002379	2
ENSMUSG00000008730	3	ENSOANG00000031372	Contig6095
ENSMUSG00000008763	3	ENSOANG00000003066	Ultra182
ENSMUSG00000008859	13	ENSOANG00000009445	Ultra398
ENSMUSG00000008874	8	ENSOANG00000000788	Contig8989
ENSMUSG00000008932	4	ENSOANG00000014639	Contig25527
ENSMUSG00000008976	16	ENSOANG00000022349	Contig61039
ENSMUSG00000008999	2	ENSOANG00000009254	Ultra516
ENSMUSG00000009030	2	ENSOANG00000008196	Ultra70
ENSMUSG00000009070	10	ENSOANG00000000324	Ultra149
ENSMUSG00000009073	11	ENSOANG00000012780	Contig12250
ENSMUSG00000009079	11	ENSOANG00000001304	Contig2322
ENSMUSG00000009090	11	ENSOANG00000005903	Contig2379
ENSMUSG00000009092	10	ENSOANG00000012182	Contig2621
ENSMUSG00000009093	10	ENSOANG00000001681	Contig27661
ENSMUSG00000009112	6	ENSOANG00000002127	Contig9072
ENSMUSG00000009114	10	ENSOANG00000013561	Contig273
ENSMUSG00000009115	10	ENSOANG00000000806	Contig12740
ENSMUSG00000009207	2	ENSOANG00000008614	Ultra514
ENSMUSG00000009214	2	ENSOANG00000002836	4
ENSMUSG00000009216	2	ENSOANG00000002841	4
ENSMUSG00000009246	7	ENSOANG00000021626	Contig12044
ENSMUSG00000009291	10	ENSOANG00000000653	Ultra489
ENSMUSG00000009293	10	ENSOANG00000015568	7
ENSMUSG00000009350	11	ENSOANG00000013085	Contig19406
ENSMUSG00000009356	11	ENSOANG00000020256	Contig19406
ENSMUSG00000009376	6	ENSOANG00000015031	Ultra479
ENSMUSG00000009378	19	ENSOANG00000001086	Contig15590
ENSMUSG00000009394	6	ENSOANG00000020050	Contig26315
ENSMUSG00000009406	X	ENSOANG00000014214	Contig21467
ENSMUSG00000009470	13	ENSOANG00000015785	1
ENSMUSG00000009545	7	ENSOANG00000022660	Contig30847
ENSMUSG00000009549	2	ENSOANG00000008314	Contig3315
ENSMUSG00000009555	2	ENSOANG00000008397	Contig5197
ENSMUSG00000009563	2	ENSOANG00000007350	Contig5372
ENSMUSG00000009569	16	ENSOANG00000007151	2
ENSMUSG00000009588	11	ENSOANG00000011568	Ultra430
ENSMUSG00000009614	2	ENSOANG00000002843	4
ENSMUSG00000009628	8	ENSOANG00000005953	5
ENSMUSG00000009630	8	ENSOANG00000020600	Ultra646
ENSMUSG00000009640	4	ENSOANG00000004736	Contig40681
ENSMUSG00000009646	10	ENSOANG00000001127	3
ENSMUSG00000009647	10	ENSOANG00000001129	3
ENSMUSG00000009654	10	ENSOANG00000001128	3
ENSMUSG00000009731	X	ENSOANG00000013573	Ultra295
ENSMUSG00000009733	15	ENSOANG00000005721	Contig21248
ENSMUSG00000009734	13	ENSOANG00000003587	Ultra117
ENSMUSG00000009741	9	ENSOANG00000008309	Contig385
ENSMUSG00000009772	1	ENSOANG00000013349	Contig10722
ENSMUSG00000009863	4	ENSOANG00000011731	Contig1852
ENSMUSG00000009900	11	ENSOANG00000003733	Contig27065
ENSMUSG00000009905	1	ENSOANG00000021565	Contig18863
ENSMUSG00000009907	1	ENSOANG00000006274	Contig18863
ENSMUSG00000009927	9	ENSOANG00000000681	Contig8637
ENSMUSG00000009995	X	ENSOANG00000012765	Contig7533
ENSMUSG00000010021	11	ENSOANG00000003284	Ultra151
ENSMUSG00000010025	11	ENSOANG00000012712	Ultra69
ENSMUSG00000010044	9	ENSOANG00000014319	Contig13431
ENSMUSG00000010047	9	ENSOANG00000005480	X5
ENSMUSG00000010048	9	ENSOANG00000005477	X5
ENSMUSG00000010051	9	ENSOANG00000005479	X5
ENSMUSG00000010054	9	ENSOANG00000005481	X5
ENSMUSG00000010057	9	ENSOANG00000010419	Contig4703
